"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matthew Stafford","LAR","QB","79860","robust",309.475,4.166106,2.505,0.652344,0.7,0.0878734212711631,7.675,2.950374,0.065,0.103782,0.11375,0.0111195,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","2558125","robust",321.45,6.12313799999999,2.625,0.29652,0.7,0.118608,25.775,4.4478,0.2,0,0.09375,0.0185325,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",307.3775,7.413,2.55,0.311346,0.7,0,3.99,1.734642,0.1,0.029652,0.08875,0.0037065,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Kyler Murray","ARI","QB","2562382","robust",276.835,17.19816,2.2,0.14826,0.67,0.0593039999999999,36.365,7.56126,0.5,0,0.1075,0.022239,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matt Ryan","ATL","QB","310","robust",290,12.431601,1.85,0.0667170000000001,0.8,0.170499,3.825,0.600453,0.065,0.037065,0.18125,0.02779875,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Aaron Rodgers","GB","QB","2506363","robust",271.5,16.3086,2.2425,0.103782,0.4,0.044478,8.92,4.714668,0.125,0.029652,0.095,0.014826,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Derek Carr","LVR","QB","2543499","robust",287.6525,9.47381399999998,1.895,0.14826,0.7,0.14826,7.35,2.9652,0.1,0,0.19125,0.0259455,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Jimmy Garoppolo","SF","QB","2543801","robust",246.86,23.7216,1.4,0.252042,0.8,0.14826,8.85,5.530098,0.1,0.029652,0.255,0.07413,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Joe Burrow","CIN","QB","2563722","robust",262.7975,2.90589599999997,1.67,0.44478,0.9,0.129725547306661,11.575,1.33434,0.1,0,0.1375,0.0555975,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Tua Tagovailoa","MIA","QB","2564499","robust",249.29,7.665042,1.62,0.118608,0.78,0.0741300000000001,13.15,1.03782,0.2,0.044478,0.0925,0.022239,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Mac Jones","NE","QB","2566334","robust",243.965,15.915711,1.64,0.0963689999999999,0.874178805723973,0.14826,8.635,5.389251,0.08,0.059304,0.11125,0.01667925,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Ryan Tannehill","TEN","QB","2532956","robust",259.3275,0.756125999999986,1.895,0.0741300000000001,0.618896148024588,0.266868,18.445,1.18608,0.3,0,0.19125,0.0259455,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Lamar Jackson","BAL","QB","2560757","robust",235.765,15.86382,1.8225,0.163086,0.8,0.014826,59.975,4.00302,0.345,0.14826,0.29,0.0296519999999999,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Teddy Bridgewater","DEN","QB","2543465","robust",246.75,2.59455,1.5,0.14826,0.703980630611396,0.228435268222176,11.85,2.52042,0.1,0,0.18375,0.0481845,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Carson Wentz","IND","QB","2555259","robust",229.445,39.58542,1.325,0.44478,0.7,0.133434,13.825,2.14977,0.1,0.029652,0.29,0.0296519999999999,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Daniel Jones","NYG","QB","2562299","robust",238.5,7.19060999999999,1.15,0.14826,0.95,0.14826,30,2.74281,0.2,0,0.3875,0.037065,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Case Keenum","CLE","QB","2532888","robust",216.055,24.233097,1.18,0.185325,0.8,0.158340631250931,8.31,2.475942,0.1,0.081543,0.1925,0.07413,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Jalen Hurts","PHI","QB","2564832","robust",241.0475,13.19514,1.2325,0.29652,0.8,0.044478,47.875,4.31436599999999,0.555,0.207564,0.16,0.029652,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Taylor Heinicke","WAS","QB","2553656","robust",222.75,7.413,1.15,0.326172,1.055,0.14826,20.08,2.66868,0.1725,0,0.075,0.037065,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Sam Darnold","CAR","QB","2561036","robust",242.4875,13.3434,1.15,0.237216,0.95,0.103782,18.2425,4.4478,0.3,0.103782,0.18375,0.0481845,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Jared Goff","DET","QB","2555334","robust",233.02,19.978035,1.11,0.14826,0.825968952337985,0.207564,7.315,0.719061,0.065,0.029652,0.3,0.14826,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Davis Mills","HOU","QB","2566136","robust",223.25,18.16185,1.065,0.140847,1.15,0.146856094268012,6.6,5.211339,0.05,0.051891,0.10375,0.02779875,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Jameis Winston","NO","QB","2552033","robust",228.02,13.41753,1.455,0.0963690000000001,0.9,0.133434,17.325,2.37216,0.135,0.059304,0.18375,0.02409225,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Zach Wilson","NYJ","QB","2566391","robust",211.91,14.0847,1.05,0.207564,1.29230473395269,0.185325,7.3,3.654609,0.05,0.029652,0.07375,0.02779875,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
