"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",299.85,7.70951999999998,2.2725,0.252042,0.609989663103162,0.237277301933006,2.8525,0.874734,0.08,0.059304,0.09375,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Derek Carr","LVR","QB","2543499","robust",295.4575,12.45384,1.85,0.14826,0.611503263668675,0.228301045139291,7.3125,1.11195,0.1,0,0.1875,0.037065,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Dak Prescott","DAL","QB","2555260","robust",298.3375,1.52707799999996,2.1075,0.252042000000001,0.55,0.14826,13.35,1.77912,0.15,0.118608,0.2125,0.0185325,0.29,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Patrick Mahomes","KC","QB","2558125","robust",303.35,3.40998000000002,2.3075,0.29652,0.851779889049312,0.14826,21.3,0.889560000000002,0.15,0.14826,0.14,0.059304,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Josh Allen","BUF","QB","2560955","robust",289.3,12.142494,2.03,0.0889560000000001,0.8,0.14826,32.475,6.37518,0.4,0,0.2375,0.0555975,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Joe Burrow","CIN","QB","2563722","robust",269.715,4.19575799999998,1.93,0.14826,0.9,0.14826,8.85,2.81694,0.095,0.014826,0.0625,0.0185325,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Justin Herbert","LAC","QB","2565045","robust",279,10.3782,1.95,0.0444779999999997,0.839381713740616,0.14826,15.5575,1.33434,0.2025,0.059304,0.085,0.014826,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Aaron Rodgers","GB","QB","2506363","robust",265.78,3.26171999999998,1.9875,0.103782,0.406580675380092,0.14826,10.7175,3.11346,0.11,0.029652,0.085,0.00741300000000001,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jimmy Garoppolo","SF","QB","2543801","robust",259.5,13.943853,1.67,0.103782,0.78,0.0741300000000001,6.505,3.565653,0.12,0.07413,0.2,0,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Matt Ryan","ATL","QB","310","robust",257.74,11.8608,1.33,0.29652,0.9,0.14826,5.2425,1.4826,0.0825,0,0.185,0.044478,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
