"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",313.75,2.9652,2.52,0.14826,0.6,0.133434,3.1775,0.904386,0.1,0,0.10625,0.0185325,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",300,11.8608,2.2,0.29652,0.6,0.14826,15,4.091976,0.125,0.103782,0.265,0.096369,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Justin Herbert","LAC","QB","2565045","robust",287.8375,8.74733999999997,2.05,0.14826,0.83,0.0889559999999999,16.005,2.89107,0.2075,0.059304,0.09125,0.0259455,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Derek Carr","LVR","QB","2543499","robust",294.63,16.3086,1.87,0.14826,0.6,0.207564,6.75,1.4826,0.1,0,0.19,0.029652,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Patrick Mahomes","KC","QB","2558125","robust",285.765,7.66504200000002,2.1,0.29652,0.7,0.0537009538785491,24.4175,2.07564,0.155,0.07413,0.1825,0.051891,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Josh Allen","BUF","QB","2560955","robust",283.15,3.40998000000002,2.085,0.0593040000000001,0.6,0,37.8525,3.67684800000001,0.5625,0.14826,0.28,0.059304,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matt Ryan","ATL","QB","310","robust",291.625,5.01118799999999,1.8675,0.0889560000000001,0.9075,0.14826,6.05,0.29652,0.0825,0,0.215,0.022239,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matthew Stafford","LAR","QB","79860","robust",283.15,13.061706,2,0.029652,0.7,0,6.335,2.37216,0.0525,0.014826,0.1075,0.022239,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Aaron Rodgers","GB","QB","2506363","robust",264.05,7.413,2.05,0.044478,0.35,0.14826,10.0825,0.711648000000001,0.105,0.014826,0.0825,0.0185325,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kirk Cousins","MIN","QB","2532820","robust",263.45,6.07866000000003,1.885,0.133434,0.7,0.044478,8.1,0.889559999999999,0.09,0.014826,0.10625,0.0185325,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Jimmy Garoppolo","SF","QB","2543801","robust",239,10.044615,1.415,0.140847,0.85,0.213774373614191,7.49,2.2239,0.115,0.07413,0.28875,0.01667925,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Carson Wentz","IND","QB","2555259","robust",251.0275,1.4826,1.9,0.14826,0.5,0.14826,14.59,2.105292,0.115,0.044478,0.28875,0.0333584999999999,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Jared Goff","DET","QB","2555334","robust",235.45,13.647333,1.165,0.229803,0.855,0.155673,6.55,1.423296,0.065,0.044478,0.2975,0.0778365,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Lamar Jackson","BAL","QB","2560757","robust",251.5775,16.130688,1.86,0.14826,0.7,0.207808992184291,61.3025,7.56126,0.35,0.088956,0.2325,0.0481845,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Ryan Tannehill","TEN","QB","2532956","robust",248.69,5.81179199999998,1.7475,0.163086,0.9,0.192738,15.875,2.2239,0.185,0.044478,0.1325,0.0481845,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Trevor Lawrence","JAC","QB","2566163","robust",244.28,11.8608,1.2,0.140847,1,0.07413,16.06,2.179422,0.165,0.022239,0.20625,0.00926625000000001,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Mike White","NYJ","QB","2560929","robust",241.8,20.993616,1.17,0.103782,1.3,0.315488712244507,4.95,1.734642,0.04,0,0.123333333333333,0.034594,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Teddy Bridgewater","DEN","QB","2543465","robust",255.3975,3.11346000000003,1.51,0.14826,0.7,0.0741299999999999,10.075,1.92738,0.13,0.059304,0.10875,0.0259455,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Russell Wilson","SEA","QB","2532975","robust",242.235,18.38424,1.8,0.140847,0.598453599459448,0.029652,21.075,2.142357,0.1,0.029652,0.11,0.014826,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Baker Mayfield","CLE","QB","2560800","robust",236.3,5.70800999999999,1.3,0.118608,0.8,0.175623287661631,10,1.415883,0.09,0.022239,0.18,0.029652,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Taylor Heinicke","WAS","QB","2553656","robust",242.335,13.19514,1.235,0.14826,1.1325,0.044478,23.4175,2.045988,0.14,0.088956,0.09375,0.0185325,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Mac Jones","NE","QB","2566334","robust",239.575,9.78515999999999,1.3075,0.192738,0.975,0.0741300000000001,8.0125,1.92738,0.085,0.014826,0.145,0.066717,0.12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Mason Rudolph","PIT","QB","2560860","robust",225.45,5.9304,1.5,0.140847,0.707423411668071,0.14826,3.465,3.33585,0.025,0,0.11875,0.02038575,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Jacoby Brissett","MIA","QB","2555261","robust",231.375,8.03569199999998,1.2,0.0963689999999999,0.9,0.129890612170313,10.95,4.032672,0.12,0.118608,0.165,0.177912,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Colt McCoy","ARI","QB","497123","robust",215.7,18.16185,1.465,0.37065,0.855692264360389,0.131381297718575,14.98,5.960052,0.095,0.133434,0.0866666666666667,0.039536,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Trevor Siemian","NO","QB","2553457","robust",199.915,20.734161,1.15,0.22239,0.80708049296665,0.229803,5.215,1.33434,0.03,0.029652,0.1925,0.0111195,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Phillip Walker","CAR","QB","2558904","robust",196.035,27.87288,0.86,0.029652,1,0.0256433281734418,13.975,3.476697,0.11,0.096369,0.1125,0.111195,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Jalen Hurts","PHI","QB","2564832","robust",213.1,1.63085999999999,1.1,0.14826,0.7525,0.14826,52.4,1.230558,0.455,0.133434,0.175,0.014826,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Tua Tagovailoa","MIA","QB","2564499","robust",66.25,8.74734,0.45,0.14826,0.325,0,3.875,0.44478,0.075,0,0.05,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Finger",10,2021
"30","Jordan Love","GB","QB","2564007","robust",67.575,19.86684,0.35,0,0.3,0.29652,3.8,0.14826,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
