"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",21.1,0.984,3.2,20.2,22,13.1,13.5,13.1,1,1,1,1,"1",NA,NA,52
"2","Derrick Henry","RB","TEN",22,2,0.43,19.2,23.4,11.5,9.83,10.5,2,3,3,1,"1",NA,NA,89
"3","Alvin Kamara","RB","NO",21.6,2.59,1.38,19.4,23.1,11.1,10.1,10.2,3,2,5,2,"2",NA,NA,94
"4","Davante Adams","WR","GB",22,1.78,1.36,19.5,23.6,10.4,9.68,10.3,4,4,4,1,"1",NA,NA,76
"5","Darren Waller","TE","LVR",17.9,1.77,2.29,15.3,20.3,9.95,8.56,11.4,5,8,2,2,"2",NA,NA,85
"6","Austin Ekeler","RB","LAC",20.2,1.34,1.14,17.9,22.8,9.73,8.55,9.91,6,9,6,3,"3",NA,NA,64
"7","Tyreek Hill","WR","KC",20.6,0.627,0.497,19.5,22.8,9.01,9.6,9.59,7,5,8,2,"1",NA,NA,8
"8","Dalvin Cook","RB","MIN",19.1,1.08,0.223,17.8,20.7,8.58,8.44,7.78,8,10,16,4,"3",NA,NA,49
"9","Cooper Kupp","WR","LAR",20.1,0.963,0.496,18.8,22.1,8.51,8.98,8.86,9,6,10,3,"1",NA,NA,34
"10","Joe Mixon","RB","CIN",18.9,0.383,0.523,17.5,19.4,8.36,8.07,6.49,10,11,29,5,"4",NA,NA,7
"11","Stefon Diggs","WR","BUF",19.6,0.82,1.13,18.5,21.6,8.02,8.61,8.31,11,7,12,4,"2",NA,NA,24
"12","Aaron Jones","RB","GB",18.3,0.612,0.866,16.8,18.9,7.84,7.43,6.01,12,12,38,6,"4",NA,NA,19
"13","George Kittle","TE","SF",15.6,2.76,1.5,12.2,18.2,7.66,5.45,9.34,13,26,9,3,"3",NA,NA,97
"14","D'Andre Swift","RB","DET",17.5,0.504,0.413,14.3,20.2,6.97,4.9,7.32,14,33,17,7,"5",NA,NA,11
"15","DK Metcalf","WR","SEA",18.5,0.949,0.156,16.8,20.3,6.89,6.94,7.07,15,14,20,5,"3",NA,NA,32
"16","Justin Jefferson","WR","MIN",18.3,1.87,0.009,16,20.5,6.73,6.17,7.2,16,17,18,6,"3",NA,NA,79
"17","Calvin Ridley","WR","ATL",18.3,1.36,0.262,17.1,20.1,6.72,7.24,6.82,17,13,23,7,"3",NA,NA,55
"18","Najee Harris","RB","PIT",17.1,2.04,0.7,15.8,18.9,6.56,6.44,6,18,15,39,8,"5",NA,NA,90
"19","Keenan Allen","WR","LAC",18.1,2.2,0.0975,15.7,22.9,6.46,5.85,9.65,19,23,7,8,"3",NA,NA,85
"20","D.J. Moore","WR","CAR",18,0.712,0.0027,16,20.1,6.36,6.12,6.83,20,19,22,9,"3",NA,NA,15
"21","Deebo Samuel","WR","SF",18,2.24,0.282,15.2,21.4,6.36,5.31,8.17,21,28,13,10,"3",NA,NA,86
"22","Josh Allen","QB","BUF",26.1,2.27,0.879,23.8,27.7,6.17,4.96,6.39,22,32,30,1,"1",NA,NA,94
"23","T.J. Hockenson","TE","DET",14.1,1.65,2,11.7,17.2,6.16,5,8.34,23,31,11,4,"4",NA,NA,82
"24","Tyler Lockett","WR","SEA",17.7,1.57,0.226,16,20.1,6.08,6.1,6.89,24,20,21,11,"3",NA,NA,66
"25","Nick Chubb","RB","CLE",16.4,1.85,0.13,14.8,18.9,5.86,5.46,6.02,25,25,37,9,"6",NA,NA,83
"26","CeeDee Lamb","WR","DAL",17.5,1.58,0.11,15.8,21.4,5.85,5.94,8.12,26,22,14,12,"3",NA,NA,68
"27","Ja'Marr Chase","WR","CIN",17.4,1.18,0.015,15.7,19.3,5.74,5.85,6.07,27,24,34,13,"3",NA,NA,51
"28","David Montgomery","RB","CHI",16.2,0.638,0.384,15.4,16.9,5.73,6.04,4.05,28,21,55,10,"6",NA,NA,21
"29","Chris Godwin","WR","TB",17.3,0.979,0.0257,16.2,19.8,5.73,6.32,6.59,29,16,27,14,"3",NA,NA,37
"30","DeAndre Hopkins","WR","ARI",17.3,0.712,0.0997,16,19.5,5.7,6.15,6.22,30,18,32,15,"4",NA,NA,15
"31","Terry McLaurin","WR","WAS",17.2,2.85,0.0115,14.3,20,5.6,4.48,6.72,31,37,26,16,"4",NA,NA,94
"32","Mike Williams","WR","LAC",17.2,2.14,0.032,13.8,19.6,5.59,3.96,6.31,32,43,31,17,"4",NA,NA,83
"33","Amari Cooper","WR","DAL",17.2,1.47,0.5,15.1,19.4,5.56,5.23,6.16,33,29,33,18,"4",NA,NA,65
"34","James Robinson","RB","JAC",15.8,1.26,0.0841,14.5,16.6,5.35,5.12,3.71,34,30,58,11,"6",NA,NA,60
"35","Patrick Mahomes","QB","KC",25.2,0.825,2.12,23.5,26.9,5.3,4.74,5.61,35,35,43,2,"2",NA,NA,29
"36","Saquon Barkley","RB","NYG",15.8,2.61,0.14,13.2,18.3,5.26,3.85,5.38,36,46,44,12,"6",NA,NA,96
"37","Ezekiel Elliott","RB","DAL",15.6,0.771,0.437,14.2,17.5,5.12,4.85,4.6,37,34,49,13,"7",NA,NA,26
"38","Adam Thielen","WR","MIN",16.7,2.9,0.256,14,20,5.06,4.1,6.75,38,40,25,19,"4",NA,NA,97
"39","Brandin Cooks","WR","HOU",16.4,3.07,0.65,14.2,20,4.8,4.32,6.79,39,38,24,20,"5",NA,NA,99
"40","Chris Carson","RB","SEA",15.2,0.254,0.0165,14.8,16.3,4.69,5.38,3.36,40,27,61,14,"7",NA,NA,1
"41","Antonio Gibson","RB","WAS",15.2,1.78,0.64,13.3,17,4.67,3.95,4.1,41,45,54,15,"7",NA,NA,80
"42","Mark Andrews","TE","BAL",12.1,2.99,0.841,10.8,16.9,4.16,4.05,8.02,42,41,15,5,"5",NA,NA,99
"43","Diontae Johnson","WR","PIT",15.8,1.72,0.682,13.6,19.7,4.15,3.78,6.5,43,47,28,21,"5",NA,NA,73
"44","Jonathan Taylor","RB","IND",14.5,1.49,0.138,13.2,18.1,4.03,3.78,5.18,44,48,46,16,"7",NA,NA,71
