"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",22.3,0.934,0.922,21.2,23.4,14.1,14.7,13.3,1,1,3,1,"1",NA,NA,41
"2","Travis Kelce","TE","KC",20,1.75,2.63,17,21.6,13.9,12.5,14.2,2,5,1,1,"1",NA,NA,83
"3","Derrick Henry","RB","TEN",21.3,2.58,2.65,19,23.7,13.1,12.5,13.6,3,4,2,2,"2",NA,NA,97
"4","Davante Adams","WR","GB",23.1,0.937,1.19,21,24,12.2,12.8,12.3,4,3,5,1,"1",NA,NA,33
"5","Darren Waller","TE","LVR",17.4,1.88,1.81,15.4,20.2,11.2,10.8,12.8,5,7,4,2,"2",NA,NA,89
"6","Tyreek Hill","WR","KC",22,0.592,0.223,21.2,23.1,11,13,11.4,6,2,7,2,"1",NA,NA,14
"7","Cooper Kupp","WR","LAR",21.7,1.47,2.96,18.9,24,10.8,10.6,12.2,7,8,6,3,"2",NA,NA,58
"8","Aaron Jones","RB","GB",18.7,1,0.886,17.9,19.4,10.5,11.4,9.35,8,6,14,3,"3",NA,NA,47
"9","Darrell Henderson","RB","LAR",17.8,0.445,1.03,15.6,20.1,9.61,9.14,10,9,11,9,4,"4",NA,NA,9
"10","Mark Andrews","TE","BAL",15.6,1.93,2.95,12.6,18.6,9.41,8.07,11.2,10,14,8,3,"3",NA,NA,91
"11","Leonard Fournette","RB","TB",16.8,0.282,0.128,16.1,19.4,8.59,9.64,9.38,11,9,13,5,"4",NA,NA,3
"12","Jonathan Taylor","RB","IND",16.7,1.01,0.717,15.8,20.1,8.46,9.31,10,12,10,10,6,"5",NA,NA,50
"13","D.J. Moore","WR","CAR",18.8,1.73,0.539,17.2,21.1,7.83,8.92,9.32,13,12,15,4,"3",NA,NA,75
"14","Chuba Hubbard","RB","CAR",15.9,1.33,0.215,14,18.5,7.74,7.5,8.48,14,16,20,7,"5",NA,NA,71
"15","D'Andre Swift","RB","DET",15.7,0.967,0.435,14.4,17.1,7.53,7.96,7.06,15,15,30,8,"6",NA,NA,42
"16","Deebo Samuel","WR","SF",18.2,1.32,0.445,14.5,20.6,7.29,6.23,8.8,16,26,19,5,"3",NA,NA,49
"17","Patrick Mahomes","QB","KC",26.5,1.86,0.755,24.9,28,7.23,7.21,7.99,17,18,25,1,"1",NA,NA,84
"18","Josh Jacobs","RB","LVR",15.3,1.15,0.252,13.6,16.2,7.09,7.13,6.15,18,19,42,9,"6",NA,NA,64
"19","DeAndre Hopkins","WR","ARI",17.8,0.949,0.0182,15.1,20,6.85,6.88,8.27,19,21,22,6,"3",NA,NA,35
"20","Joe Mixon","RB","CIN",15,0.451,1.07,13.9,17,6.84,7.46,6.92,20,17,34,10,"7",NA,NA,12
"21","Calvin Ridley","WR","ATL",17.8,0.449,0.808,16.8,18.7,6.83,8.54,6.95,21,13,33,7,"4",NA,NA,4
"22","Kyler Murray","QB","ARI",25.7,2.25,2.25,22.9,28,6.47,5.22,7.96,22,34,26,2,"2",NA,NA,90
"23","Kyle Pitts","TE","ATL",12.6,2.27,0.534,11.3,16.3,6.46,6.72,8.82,23,23,18,4,"4",NA,NA,97
"24","Mike Evans","WR","TB",17,1.85,0.286,15.1,21.4,6.02,6.82,9.65,24,22,11,8,"4",NA,NA,81
"25","Mike Gesicki","TE","MIA",12.1,0.382,0.319,10.8,16.9,5.93,6.3,9.41,25,25,12,5,"4",NA,NA,17
"26","Darrel Williams","RB","KC",14,0.844,0.154,12.5,17.3,5.77,6.06,7.21,26,27,28,11,"7",NA,NA,27
"27","Chris Godwin","WR","TB",16.7,1.65,0.381,15.2,20.6,5.73,6.98,8.84,27,20,17,9,"5",NA,NA,71
"28","Cordarrelle Patterson","RB","ATL",13.8,0.511,0.873,10.4,14.4,5.62,3.92,4.31,28,49,57,12,"8",NA,NA,15
"29","Dallas Goedert","TE","PHI",11.8,0.795,0.729,9.84,15.8,5.61,5.29,8.32,29,31,21,6,"5",NA,NA,46
