"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Justin Herbert","LAC","QB","2565045","robust",278.1,3.26171999999998,2.2,0.177912,0.8,0.014826,22.3025,2.401812,0.22,0.059304,0.07,0.029652,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","2558125","robust",279.325,6.68652599999999,2,0,0.6,0.25478457306133,23.345,4.106802,0.2,0,0.18375,0.0481845,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Matthew Stafford","LAR","QB","79860","robust",290.595,7.10165400000003,2,0,0.6,0.207564,4.2125,2.2239,0.015,0,0.095,0.014826,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Derek Carr","LVR","QB","2543499","robust",271.605,6.53826600000004,1.34,0.103782,0.821149954824154,0.111788307910837,8.1,1.18608,0.085,0,0.24,0.059304,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Dak Prescott","DAL","QB","2555260","robust",273.6,11.208456,2,0.0593040000000001,0.6,0.22239,10.8,1.957032,0.1,0.014826,0.2375,0.0555975,0.26,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Matt Ryan","ATL","QB","310","robust",258.8775,16.75338,1.5975,0.281694,0.8,0.161516313677367,7.45,2.831766,0.095,0.014826,0.18875,0.0333585,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Aaron Rodgers","GB","QB","2506363","robust",273.1125,15.003912,2.0975,0.0889560000000001,0.368204271302778,0.14826,8.675,2.238726,0.1,0,0.075,0.037065,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Tom Brady","TB","QB","2504211","robust",275.0925,10.52646,2.1,0.0889560000000001,0.5875,0.204286725292398,3.95,1.660512,0.1,0.014826,0.14,0.059304,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Joe Burrow","CIN","QB","2563722","robust",261.3,3.40998000000002,1.775,0.0593040000000001,0.66,0.118608,10.135,3.513762,0.1,0.014826,0.105,0.014826,0.05,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kyler Murray","ARI","QB","2562382","robust",264.1575,3.11346000000003,1.8,0.29652,0.7,0.14826,30.25,3.40998,0.3,0.14826,0.105,0.014826,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
