"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Justin Herbert","LAC","QB","2565045","robust",281.815,9.41451000000003,1.93,0.0593040000000001,0.9,0.14826,18.62,0.859907999999997,0.167969348418978,0.014826,0.06,0.014826,0.19,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",248,64.478274,1.8,0.29652,0.553943163451834,0.316042725952275,12.55,0.607866,0.132821920657725,0.059304,0.22,0.177912,0.26,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Jimmy Garoppolo","SF","QB","2543801","robust",259.04,31.06047,1.275,0.0741300000000001,0.907637710882832,0.0226473403097741,6,2.401812,0.08,0.029652,0.15,0.07413,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Kirk Cousins","MIN","QB","2532820","robust",254.04,5.48562,1.7625,0.111195,0.733409801404516,0.107152247708223,8.9375,0.29652,0.0615608465608466,0.037065,0.2,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Josh Allen","BUF","QB","2560955","robust",273.735,22.639302,2.1,0.207564,0.70730056980057,0.204333848109878,46.2,5.174274,0.5,0.118608,0.19,0.014826,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Aaron Rodgers","GB","QB","2506363","robust",202,83.0256,1.86,1.200906,0.25,0.0995309787234043,6.11,1.319514,0.06,0.088956,0.0633333333333333,0.019768,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Tom Brady","TB","QB","2504211","robust",274.36,36.02718,2,0.252042,0.498467284505471,0.20333259535691,5.295,0.326172,0.15,0.014826,0.09,0.014826,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Derek Carr","LVR","QB","2543499","robust",269.4,6.61239600000005,1.58,0.177912,0.75,0.0601956517505222,7.64,0.400301999999999,0.0756031325841209,0.029652,0.4,0.29652,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Josh Johnson","BAL","QB","264","robust",163,209.0466,1.05,1.40847,0.55,0.66717,7,4.4478,0,0,0.05,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Matthew Stafford","LAR","QB","79860","robust",268.19,19.2738,1.9,0,1,0.29652,5.5,3.11346,0.07,0.0366580864962952,0.156666666666667,0.064246,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
