"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matthew Stafford","LAR","QB","79860","robust",301.1,10.585764,2.5425,0.533736,0.735,0.103782,6.8,1.77912,0.05,0.044478,0.1075,0.022239,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Josh Allen","BUF","QB","2560955","robust",295.7625,11.1195,2.305,0.281694,0.5,0.14826,36.45,4.803624,0.5,0.14826,0.1925,0.022239,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Kirk Cousins","MIN","QB","2532820","robust",286.1075,19.34793,1.8625,0.14826,0.550998939155577,0.14826,7,2.37216,0.015,0,0.105,0.014826,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Dak Prescott","DAL","QB","2555260","robust",289.17,3.617544,2.05,0.133434,0.7,0.14826,15.285,2.283204,0.14,0.103782,0.29,0.133434,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Derek Carr","LVR","QB","2543499","robust",286.6725,5.15944800000003,1.795,0.29652,0.55,0.14826,6.2625,0.518910000000001,0.1,0,0.1875,0.037065,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Patrick Mahomes","KC","QB","2558125","robust",292.5,5.39666399999998,2.085,0.0593040000000001,0.8,0,27.1575,4.29954,0.2,0.07413,0.18375,0.0481845,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Justin Herbert","LAC","QB","2565045","robust",279.1825,7.56126000000003,1.97,0.0889560000000001,0.8,0,14.345,0.756126000000002,0.17,0,0.09125,0.0259455,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",265.7,14.840826,1.3275,0.44478,1.025,0.14826,5.485,1.18608,0.05,0.07413,0.215,0.022239,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Mike White","NYJ","QB","2560929","robust",244.465,19.963209,1.2,0.22239,1.34,0.274279683757354,5.88,2.52042,0.035,0.029652,0.10375,0.02779875,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Ryan Tannehill","TEN","QB","2532956","robust",257.27,15.04839,1.655,0.118608,0.925,0,16.85,2.37216,0.155,0.103782,0.17875,0.0630105,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
