"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matthew Stafford","LAR","QB","79860","robust",302.75,11.060196,2.485,0.59304,0.675,0.0741299999999999,7.585,2.876244,0.065,0.07413,0.10625,0.0185325,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tom Brady","TB","QB","2504211","robust",295.6275,13.19514,2.06,0.14826,0.662008496389021,0.252042,3.2,0.415128,0.085,0.044478,0.0875,0.00741299999999999,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Patrick Mahomes","KC","QB","2558125","robust",296.4,13.358226,2.3475,0.29652,0.8,0.103782,26.81,1.645686,0.1525,0.103782,0.18375,0.0481845,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Josh Allen","BUF","QB","2560955","robust",304.7875,2.9652,2.4775,0.429954,0.6,0.29652,34.035,1.601208,0.4,0.118608,0.1925,0.022239,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Kirk Cousins","MIN","QB","2532820","robust",297.75,7.85778000000002,2.05,0.0889560000000001,0.741324179292929,0.22239,7.65,0.889559999999999,0.0475,0.029652,0.11,0.029652,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Dak Prescott","DAL","QB","2555260","robust",214.75,79.3191,1.57,1.03782,0.356749496711974,0.29652,11.64875,1.77912,0.055,0.059304,0.266666666666667,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Calf",8,2021
"7","Justin Herbert","LAC","QB","2565045","robust",281.9275,11.1195,2,0.14826,0.836966044826626,0.14826,14.55,1.719816,0.2,0,0.09125,0.0259455,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",266.7,17.34642,1.875,0.14826,0.795,0.014826,6.075,0.59304,0.0775,0,0.215,0.022239,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jalen Hurts","PHI","QB","2564832","robust",257.065,29.652,1.5025,0.29652,0.874921020668643,0.0986838736577733,46.55,6.731004,0.545,0.163086,0.23625,0.1074885,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Aaron Rodgers","GB","QB","2506363","robust",263.08,0.47443199999999,1.9,0.207564,0.45,0.133434,11.3225,2.357334,0.1,0.014826,0.095,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
