Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp,LAR,28,WR,12,12,136,100,1366,11,64,769,7.7,597,6,8.8,7,14.3,8,5.9,4,119.9
2,Keenan Allen,LAC,29,WR,12,12,124,86,929,4,53,634,7.4,295,3.4,8,1,86,5,4,4,88.4
3,Tyreek Hill,KAN,27,WR,12,12,127,86,954,8,59,591,6.9,363,4.2,10.4,9,9.6,7,5.5,3,101
4,Jaylen Waddle,MIA,23,WR,13,13,114,86,849,4,50,498,5.8,351,4.1,7.3,4,21.5,6,5.3,7,82.1
5,Chris Godwin,TAM,25,WR,12,12,105,82,949,5,49,437,5.3,512,6.2,7.3,5,16.4,5,4.8,2,112.3
6,Davante Adams,GNB,29,WR,11,11,115,80,1083,5,53,705,8.8,378,4.7,10.8,2,40,2,1.7,3,102.9
7,Justin Jefferson,MIN,22,WR,12,12,112,78,1209,7,57,834,10.7,375,4.8,12.2,3,26,4,3.6,0,125.9
8,Diontae Johnson,PIT,25,wr,11,10,120,76,914,6,46,502,6.6,412,5.4,9.4,5,15.2,1,0.8,2,96.3
9,Hunter Renfrow,LVR,26,wr,12,6,92,73,760,4,35,418,5.7,342,4.7,6.4,2,36.5,2,2.2,1,111.1
10,Stefon Diggs,BUF,28,WR,12,12,108,71,898,7,46,664,9.4,234,3.3,11.7,3,23.7,2,1.9,4,97.7
11,Travis Kelce,KAN,32,TE,12,12,105,70,848,5,48,427,6.1,421,6,7.6,8,8.8,10,9.5,5,87.3
12,Michael Pittman Jr.,IND,24,WR,13,13,99,67,882,5,44,625,9.3,257,3.8,10.4,1,67,4,4,3,99.8
13,D.J. Moore,CAR,24,WR,12,12,112,66,854,4,45,560,8.5,294,4.5,11,4,16.5,7,6.3,5,76.3
14,Marquise Brown,BAL,24,WR,11,11,99,65,825,6,32,514,7.9,311,4.8,12.5,4,16.3,5,5.1,2,103.3
15,Brandin Cooks,HOU,28,WR,12,12,98,65,742,3,33,561,8.6,181,2.8,11.1,2,32.5,3,3.1,3,86.4
16,Mark Andrews,BAL,26,te,12,6,98,64,811,5,45,578,9,233,3.6,10.5,2,32,3,3.1,7,78.2
17,Adam Thielen,MIN,31,WR,12,12,92,64,686,10,36,460,7.2,226,3.5,9.5,1,64,1,1.1,2,118.3
18,Cole Beasley,BUF,32,wr,12,5,82,63,541,1,27,303,4.8,238,3.8,5.5,0,,3,3.7,1,92.6
19,T.J. Hockenson,DET,24,TE,12,12,84,61,583,4,32,384,6.3,199,3.3,7.4,4,15.3,1,1.2,3,92.5
20,Terry McLaurin,WAS,26,WR,12,12,103,61,808,5,37,583,9.6,225,3.7,12.7,3,20.3,4,3.9,3,88.2
21,Mike Gesicki,MIA,26,te,13,6,90,59,642,2,32,473,8,169,2.9,9.3,1,59,2,2.2,1,89.2
22,Jakobi Meyers,NWE,25,WR,13,12,90,59,620,1,31,452,7.7,168,2.8,9.7,1,59,2,2.2,1,84.5
23,Leonard Fournette,TAM,26,RB,12,11,70,58,402,2,26,19,0.3,383,6.6,1,6,9.7,5,7.1,2,88.2
24,Mike Evans,TAM,28,WR,12,12,93,57,794,10,41,610,10.7,184,3.2,13.1,2,28.5,2,2.2,2,115.6
25,Najee Harris,PIT,23,RB,12,12,72,57,387,2,18,-25,-0.4,412,7.2,-0.2,12,4.8,6,8.3,0,98.3
26,CeeDee Lamb,DAL,22,WR,11,11,90,57,829,6,39,484,8.5,345,6.1,11.1,7,8.1,4,4.4,5,92.3
27,Tyler Lockett,SEA,29,WR,12,12,84,57,881,4,29,658,11.5,223,3.9,13.9,2,28.5,0,0,3,103.3
28,Austin Ekeler,LAC,26,RB,12,12,71,56,518,7,26,20,0.4,498,8.9,1.5,3,18.7,5,7,2,118.2
29,Deebo Samuel,SFO,25,WR,11,11,92,56,1006,5,38,476,8.5,530,9.5,8.7,11,5.1,10,10.9,3,102.9
30,D'Andre Swift,DET,22,rb,11,3,70,56,429,2,18,-40,-0.7,469,8.4,-0.2,7,8,6,8.6,2,89.8
31,Ja'Marr Chase,CIN,21,WR,12,12,90,55,958,8,38,581,10.6,377,6.9,13,5,11,9,10,6,99.2
32,Mike Williams,LAC,27,wr,12,10,93,55,854,7,37,548,10,306,5.6,11.1,2,27.5,6,6.5,0,114.7
33,Darren Waller,LVR,29,te,10,10,84,53,643,2,30,418,7.9,225,4.2,10.1,3,17.7,4,4.8,2,84.6
34,Tee Higgins,CIN,22,wr,10,10,82,52,698,4,33,531,10.2,167,3.2,12,1,52,3,3.7,2,96.5
35,D.K. Metcalf,SEA,24,WR,12,12,84,52,710,8,36,481,9.3,229,4.4,12.9,7,7.4,2,2.4,1,115.7
36,Dalton Schultz,DAL,25,TE,12,12,71,52,580,4,29,313,6,267,5.1,7.5,3,17.3,3,4.2,0,115.9
37,Tyler Boyd,CIN,27,wr,12,7,72,51,556,2,27,295,5.8,261,5.1,7.4,2,25.5,0,0,4,79.4
38,Darnell Mooney,CHI,24,WR,12,11,90,51,721,3,32,521,10.2,200,3.9,11.9,3,17,6,6.7,5,70.6
39,Christian Kirk,ARI,25,wr,12,8,64,50,632,4,32,481,9.6,151,3,10.9,0,,4,6.3,2,115.6
40,DeVonta Smith,PHI,23,WR,13,12,82,50,701,4,35,520,10.4,181,3.6,13.5,2,25,2,2.4,1,99.7
41,Noah Fant,DEN,24,TE,11,11,67,49,424,3,18,236,4.8,188,3.8,6,0,,2,3,0,104.3
42,Kyle Pitts,ATL,21,TE,12,11,82,49,709,1,32,534,10.9,175,3.6,10.7,1,49,2,2.4,5,66.6
43,Amon-Ra St. Brown,DET,22,wr,12,5,64,49,438,1,24,228,4.7,210,4.3,7,0,,1,1.6,1,93.1
44,Marvin Jones,JAX,31,WR,12,11,82,48,540,3,27,456,9.5,84,1.8,12.3,0,,1,1.2,2,80.3
45,Rondale Moore,ARI,21,wr,12,6,57,48,421,1,16,20,0.4,401,8.4,1.4,2,24,1,1.8,2,88.7
46,Laviska Shenault Jr.,JAX,23,wr,12,8,76,48,471,0,20,174,3.6,297,6.2,5.9,6,8,3,3.9,1,75.1
47,Tyler Conklin,MIN,26,te,12,10,64,47,469,3,21,234,5,235,5,5.3,0,,2,3.1,0,109.4
48,Courtland Sutton,DEN,26,WR,12,12,76,47,649,2,31,540,11.5,109,2.3,15.7,1,47,1,1.3,3,81.5
49,A.J. Brown,TEN,24,wr,10,10,78,46,615,3,31,438,9.5,177,3.8,11.3,1,46,6,7.7,2,86.2
50,Amari Cooper,DAL,27,wr,10,9,67,46,624,5,33,448,9.7,176,3.8,11.9,3,15.3,1,1.5,0,123
51,Myles Gaskin,MIA,24,rb,13,10,56,45,217,4,12,-15,-0.3,232,5.2,-0.1,6,7.5,3,5.4,0,106.6
52,Robert Woods,LAR,29,wr,9,9,69,45,556,4,34,358,8,198,4.4,8.2,0,,3,4.3,1,103.3
53,Tyler Higbee,LAR,28,TE,12,12,62,44,395,3,24,182,4.1,213,4.8,5.5,1,44,3,4.8,1,97.2
54,George Kittle,SFO,28,te,9,9,61,44,606,5,28,271,6.2,335,7.6,8,6,7.3,1,1.6,3,110.4
55,Cordarrelle Patterson,ATL,30,rb,11,8,57,44,518,5,25,179,4.1,339,7.7,3.5,6,7.3,1,1.8,1,126.2
56,Pat Freiermuth,PIT,23,te,12,8,57,43,353,6,24,187,4.3,166,3.9,5.3,3,14.3,2,3.5,0,125.8
57,Mecole Hardman,KAN,23,wr,12,7,60,43,436,1,22,104,2.4,332,7.7,6.8,6,7.2,2,3.3,1,90.7
58,J.D. McKissic,WAS,28,rb,11,3,53,43,397,2,15,17,0.4,380,8.8,0.5,0,,0,0,1,102.6
59,Elijah Moore,NYJ,21,wr,11,6,77,43,538,5,24,331,7.7,207,4.8,11.7,2,21.5,1,1.3,4,77.7
60,Kendrick Bourne,NWE,26,wr,13,4,53,42,623,5,21,330,7.9,293,7,8.9,4,10.5,2,3.8,1,139.2
61,Jamison Crowder,NYJ,28,wr,9,2,56,42,372,2,20,209,5,163,3.9,5.8,0,,2,3.6,2,89.3
62,Zach Ertz,2TM,31,,12,9,62,41,468,5,25,235,5.7,233,5.7,7.4,2,20.5,5,8.1,2,102.1
63,Dallas Goedert,PHI,26,TE,12,11,56,41,596,4,31,289,7,307,7.5,8.4,8,5.1,3,5.4,0,131.2
64,Ezekiel Elliott,DAL,26,RB,12,12,49,40,230,1,13,7,0.2,223,5.6,0,2,20,1,2,1,84.5
65,Cole Kmet,CHI,22,TE,12,12,64,40,402,0,23,267,6.7,135,3.4,8.5,3,13.3,3,4.7,1,73.8
66,Tim Patrick,DEN,28,WR,12,12,61,40,558,4,29,396,9.9,162,4.1,11.2,2,20,0,0,2,103
67,Chase Claypool,PIT,23,wr,10,8,72,39,660,1,28,419,10.7,241,6.2,12.7,3,13,3,4.2,2,78.5
68,Josh Jacobs,LVR,23,rb,10,9,45,39,236,0,7,-41,-1.1,277,7.1,-0.3,7,5.6,3,6.7,0,88.5
69,Van Jefferson,LAR,25,WR,12,12,70,39,621,5,26,429,11,192,4.9,12.9,2,19.5,5,7.1,0,109.3
70,Emmanuel Sanders,BUF,34,WR,12,11,67,39,581,4,29,507,13,74,1.9,15.5,0,,2,3,1,100.4
71,Russell Gage,ATL,25,wr,9,4,53,38,400,2,20,250,6.6,150,3.9,7,3,12.7,2,3.8,4,74.4
72,DeAndre Hopkins,ARI,29,wr,9,9,51,37,518,8,29,383,10.4,135,3.6,12.1,0,,0,0,0,144.4
73,Aaron Jones,GNB,27,RB,11,11,48,37,298,4,17,-36,-1,334,9,0.8,2,18.5,2,4.2,0,120
74,Christian McCaffrey,CAR,25,rb,7,7,41,37,343,1,21,85,2.3,258,7,2.2,6,6.2,0,0,0,109.7
75,Jared Cook,LAC,34,te,12,8,59,36,400,3,22,227,6.3,173,4.8,8.2,0,,5,8.5,3,76.9
