Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp,LAR,28,wr,10,10,116,85,1141,10,52,643,7.6,498,5.9,8.7,6,14.2,8,6.9,3,122.1
2,Tyreek Hill,KAN,27,WR,11,11,122,84,932,8,57,585,7,347,4.1,10.4,9,9.3,6,4.9,2,106.3
3,Keenan Allen,LAC,29,wr,10,10,106,74,810,2,44,535,7.2,275,3.7,8,1,74,5,4.7,4,82.7
4,Davante Adams,GNB,29,wr,10,10,106,72,979,5,48,637,8.8,342,4.8,11,1,72,2,1.9,3,101.1
5,Jaylen Waddle,MIA,23,WR,11,11,93,68,622,3,39,357,5.3,265,3.9,7.1,4,17,5,5.4,7,70.3
6,Travis Kelce,KAN,32,TE,11,11,97,67,821,5,47,409,6.1,412,6.1,7.6,8,8.4,9,9.3,5,90.6
7,Chris Godwin,TAM,25,wr,10,10,83,63,782,5,41,353,5.6,429,6.8,7.8,5,12.6,4,4.8,2,114.6
8,Justin Jefferson,MIN,22,wr,10,10,89,63,944,6,44,560,8.9,384,6.1,11.1,2,31.5,4,4.5,0,127.7
9,D.J. Moore,CAR,24,WR,11,11,102,62,751,4,43,485,7.8,266,4.3,10.5,4,15.5,5,4.9,4,80.1
10,Stefon Diggs,BUF,28,wr,10,10,92,60,773,6,41,566,9.4,207,3.5,11.7,2,30,1,1.1,3,99.6
11,Brandin Cooks,HOU,28,wr,10,10,87,59,659,2,29,512,8.7,147,2.5,11.2,2,29.5,3,3.4,3,83.5
12,Diontae Johnson,PIT,25,wr,9,8,95,59,714,4,33,388,6.6,326,5.5,9.5,1,59,0,0,2,90.4
13,Adam Thielen,MIN,31,wr,10,10,83,58,624,8,33,409,7.1,215,3.7,9.4,1,58,1,1.2,1,118.8
14,Cole Beasley,BUF,32,wr,10,5,74,57,484,1,25,266,4.7,218,3.8,5.5,0,,3,4.1,1,92.4
15,Michael Pittman Jr.,IND,24,WR,11,11,81,57,752,5,37,532,9.3,220,3.9,10.2,0,,1,1.2,1,114.8
16,Mark Andrews,BAL,26,te,10,5,79,56,696,4,40,489,8.7,207,3.7,9.2,1,56,1,1.3,2,104.2
17,Hunter Renfrow,LVR,26,wr,10,4,73,56,524,4,25,270,4.8,254,4.5,5.7,2,28,2,2.7,1,108.5
18,Deebo Samuel,SFO,25,wr,10,10,88,55,994,5,37,469,8.5,525,9.5,8.3,11,5,10,11.4,2,110.7
19,T.J. Hockenson,DET,24,te,10,10,73,54,499,2,27,306,5.7,193,3.6,6.8,4,13.5,0,0,2,89.9
20,Terry McLaurin,WAS,26,wr,10,10,91,54,735,5,34,537,9.9,198,3.7,12.7,3,18,3,3.3,2,94.3
21,Jakobi Meyers,NWE,25,wr,11,10,82,54,522,1,27,381,7.1,141,2.6,9.1,1,54,2,2.4,1,82.5
22,D'Andre Swift,DET,22,rb,10,2,67,53,420,2,17,-37,-0.7,457,8.6,-0.1,6,8.8,6,9,2,90.3
23,Marquise Brown,BAL,24,wr,9,9,82,52,719,6,27,445,8.6,274,5.3,13.4,4,13,5,6.1,2,105.7
24,Darren Waller,LVR,29,te,9,9,79,51,610,2,28,399,7.8,211,4.1,9.8,1,51,4,5.1,2,85.9
25,CeeDee Lamb,DAL,22,wr,10,10,77,50,740,6,35,438,8.8,302,6,11.4,5,10,4,5.2,4,100.6
26,Mike Gesicki,MIA,26,te,11,5,76,49,579,2,29,431,8.8,148,3,9.7,1,49,1,1.3,1,90.8
27,Najee Harris,PIT,23,rb,10,10,62,49,337,2,16,-15,-0.3,352,7.2,0,11,4.5,5,8.1,0,100.1
28,Christian Kirk,ARI,25,wr,11,8,61,49,628,4,32,478,9.8,150,3.1,11.1,0,,4,6.6,2,117.8
29,Ja'Marr Chase,CIN,21,wr,10,10,79,47,867,8,32,538,11.4,329,7,12.9,3,15.7,7,8.9,5,104.8
30,Mike Evans,TAM,28,wr,10,10,77,47,679,10,36,526,11.2,153,3.3,13.8,0,,1,1.3,2,118.5
31,Tyler Lockett,SEA,29,wr,10,10,71,47,717,3,24,542,11.5,175,3.7,13.9,2,23.5,0,0,3,95.8
32,Rondale Moore,ARI,21,wr,11,5,55,47,413,1,16,23,0.5,390,8.3,1.6,2,23.5,0,0,2,88.9
33,A.J. Brown,TEN,24,wr,10,10,78,46,615,3,31,438,9.5,177,3.8,11.3,1,46,6,7.7,2,86.2
34,D.K. Metcalf,SEA,24,wr,10,10,72,46,637,8,31,415,9,222,4.8,12,7,6.6,2,2.8,1,123.4
35,DeVonta Smith,PHI,23,WR,11,11,74,46,664,4,32,493,10.7,171,3.7,13.8,1,46,2,2.7,1,103.7
36,Mike Williams,LAC,27,wr,10,8,78,46,705,7,31,430,9.3,275,6,10.9,1,46,5,6.4,0,118.8
37,Austin Ekeler,LAC,26,rb,10,10,58,45,405,6,23,19,0.4,386,8.6,1.6,3,15,3,5.2,1,123.1
38,Robert Woods,LAR,29,wr,9,9,69,45,556,4,34,358,8,198,4.4,8.2,0,,3,4.3,1,103.3
39,Tyler Boyd,CIN,27,wr,10,6,63,44,458,2,24,227,5.2,231,5.3,7.1,2,22,0,0,4,74.7
40,Amari Cooper,DAL,27,wr,9,9,65,44,583,5,32,428,9.7,155,3.5,11.9,3,14.7,1,1.5,0,121.5
41,Leonard Fournette,TAM,26,rb,10,9,54,44,323,0,19,16,0.4,307,7,1.3,5,8.8,4,7.4,1,83.9
42,Dalton Schultz,DAL,25,te,10,10,59,44,491,3,26,247,5.6,244,5.5,7,3,14.7,2,3.4,0,115.9
43,Kyle Pitts,ATL,21,te,10,9,69,43,635,1,28,490,11.4,145,3.4,11.2,1,43,1,1.4,4,73
44,Courtland Sutton,DEN,26,wr,10,10,67,43,617,2,28,512,11.9,105,2.4,15.9,1,43,1,1.5,3,85.2
45,Noah Fant,DEN,24,te,9,9,59,42,379,3,17,211,5,168,4,5.9,0,,2,3.4,0,105.1
46,Mecole Hardman,KAN,23,wr,11,7,59,42,424,1,21,108,2.6,316,7.5,6.9,6,7,2,3.4,1,89.9
47,Marvin Jones,JAX,31,wr,10,9,72,42,486,3,23,403,9.6,83,2,12.3,0,,1,1.4,1,86.9
48,Myles Gaskin,MIA,24,rb,11,8,52,41,209,4,11,-11,-0.3,220,5.4,0,6,6.8,3,5.8,0,109.1
49,Darnell Mooney,CHI,24,wr,10,9,75,41,571,3,25,422,10.3,149,3.6,12.3,3,13.7,4,5.3,5,64.9
50,Zach Ertz,2TM,31,,11,8,60,40,458,5,25,227,5.7,231,5.8,7.4,2,20,5,8.3,,117.2
51,Laviska Shenault Jr.,JAX,23,wr,10,7,62,40,408,0,17,169,4.2,239,6,5.9,6,6.7,3,4.8,1,76.5
52,Cordarrelle Patterson,ATL,30,rb,9,6,49,39,473,5,23,183,4.7,290,7.4,3.6,5,7.8,1,2,1,132.4
53,Tyler Conklin,MIN,26,te,10,8,52,38,388,3,15,200,5.3,188,4.9,5.4,0,,2,3.8,0,113.3
54,Tyler Higbee,LAR,28,te,10,10,51,38,344,3,21,143,3.8,201,5.3,4.9,1,38,2,3.9,1,103.7
55,J.D. McKissic,WAS,28,rb,10,2,48,38,371,1,13,27,0.7,344,9.1,0.8,0,,0,0,1,97.1
56,Kendrick Bourne,NWE,26,wr,11,2,47,37,562,3,19,306,8.3,256,6.9,9.6,3,12.3,2,4.3,1,128.9
57,Jamison Crowder,NYJ,28,wr,7,1,49,37,305,2,16,178,4.8,127,3.4,5.5,0,,2,4.1,1,96
58,Tee Higgins,CIN,22,wr,8,8,60,37,446,2,20,332,9,114,3.1,11.1,1,37,2,3.3,1,88.6
59,Aaron Jones,GNB,27,rb,10,10,47,37,298,4,17,-36,-1,334,9,0.8,2,18.5,2,4.3,0,121.5
60,Christian McCaffrey,CAR,25,rb,6,6,40,37,343,1,21,85,2.3,258,7,2.2,6,6.2,0,0,0,110.7
61,Tim Patrick,DEN,28,wr,10,10,53,37,523,4,28,371,10,152,4.1,11.4,2,18.5,0,0,1,118.7
62,Pat Freiermuth,PIT,23,te,10,6,49,36,287,5,21,155,4.3,132,3.7,5.4,0,,2,4.1,0,121.7
63,DeAndre Hopkins,ARI,29,wr,8,8,49,35,486,7,27,355,10.1,131,3.7,12.1,0,,0,0,0,142.5
64,Amon-Ra St. Brown,DET,22,wr,10,3,48,35,329,0,18,166,4.7,163,4.7,7,0,,1,2.1,1,82.7
65,Kadarius Toney,NYG,22,wr,9,4,48,35,392,0,19,179,5.1,213,6.1,6.1,1,35,1,2.1,0,96.9
66,Dan Arnold,2TM,26,,10,4,51,34,399,0,20,216,6.4,183,5.4,6.6,2,17,2,3.9,,90.2
67,Chase Claypool,PIT,23,wr,8,7,61,34,526,1,23,321,9.4,205,6,11.8,3,11.3,2,3.3,1,83.1
68,Dallas Goedert,PHI,26,te,10,9,47,34,491,2,26,249,7.3,242,7.1,8.7,6,5.7,3,6.4,0,120.1
69,A.J. Green,ARI,33,wr,10,6,55,34,538,3,23,444,13.1,94,2.8,12.4,1,34,2,3.6,1,105
70,George Kittle,SFO,28,te,7,7,47,34,412,3,22,199,5.9,213,6.3,8.1,5,6.8,0,0,2,102.4
71,Hunter Henry,NWE,27,te,11,7,45,33,378,7,22,278,8.4,100,3,9.1,1,33,0,0,1,128.5
72,Elijah Moore,NYJ,21,wr,9,4,57,33,415,4,18,249,7.5,166,5,11.4,1,33,0,0,4,74.8
73,Emmanuel Sanders,BUF,34,wr,10,9,58,33,531,4,26,473,14.3,58,1.8,16.6,0,,1,1.7,1,103.4
74,Michael Carter,NYJ,22,rb,10,7,46,32,308,0,15,-19,-0.6,327,10.2,0.7,7,4.6,3,6.5,1,78.9
75,Corey Davis,NYJ,26,wr,8,8,56,32,477,4,22,360,11.3,117,3.7,13.4,1,32,5,8.9,5,71.8
76,Ezekiel Elliott,DAL,26,rb,10,10,38,32,204,1,12,11,0.3,193,6,-0.3,2,16,1,2.6,1,86.8
77,Alvin Kamara,NOR,26,rb,8,7,44,32,310,4,15,8,0.3,302,9.4,0.8,2,16,5,11.4,0,122.3
78,Zach Pascal,IND,27,WR,11,11,53,32,328,3,15,220,6.9,108,3.4,8.7,1,32,4,7.5,0,97.1
79,Sterling Shepard,NYG,28,wr,5,5,43,32,324,1,17,225,7,99,3.1,7.2,1,32,3,7,1,93.6
80,Jonathan Taylor,IND,22,RB,11,11,38,32,322,2,10,-43,-1.3,365,11.4,-1.1,2,16,4,10.5,0,119.5
81,Darrel Williams,KAN,26,rb,11,5,40,32,282,1,11,6,0.2,276,8.6,1.1,3,10.7,1,2.5,0,104.4
82,Jared Cook,LAC,34,te,10,7,50,31,346,2,19,179,5.8,167,5.4,7.6,0,,3,6,2,79.2
83,Calvin Ridley,ATL,27,wr,5,5,52,31,281,2,16,190,6.1,91,2.9,10,1,31,3,5.8,1,79.1
84,Chase Edmonds,ARI,25,rb,9,9,37,30,211,0,6,-13,-0.4,224,7.5,0.7,1,30,3,8.1,0,90.4
85,Van Jefferson,LAR,25,wr,10,10,53,30,487,3,23,342,11.4,145,4.8,12.9,1,30,2,3.8,0,106.4
86,K.J. Osborn,MIN,24,wr,10,4,45,30,360,2,14,240,8,120,4,9,1,30,2,4.4,1,96.5
