,,,,,Games,,Rushing,,,,,,,,
43,Larry Rountree,LAC,22,,1,0,8,27,1,15,1.9,12,1.5,0,
44,Cordarrelle Patterson,ATL,30,rb,1,1,7,54,4,35,5,19,2.7,1,7
45,Kenyan Drake,LVR,27,,1,0,6,11,1,4,0.7,7,1.2,1,6
46,Kareem Hunt,CLE,26,,1,0,6,33,2,20,3.3,13,2.2,0,
47,Daniel Jones,NYG,24,qb,1,1,6,27,2,19,3.2,8,1.3,0,
48,Damien Williams,CHI,29,,1,0,6,15,2,4,0.7,11,1.8,1,6
49,Jameis Winston,NOR,27,qb,1,1,6,37,4,19,3.2,18,3,0,
50,Malcolm Brown,MIA,28,,1,0,5,16,2,6,1.2,10,2,0,
51,Sam Darnold,CAR,24,qb,1,1,5,-1,1,-1,-0.2,0,0,0,
52,Kylin Hill,GNB,23,,1,0,5,14,1,8,1.6,6,1.2,0,
53,Aaron Jones,GNB,27,rb,1,1,5,9,,5,1,4,0.8,0,
54,Patrick Mahomes,KAN,26,qb,1,1,5,18,2,18,3.6,0,0,0,
55,Kyler Murray,ARI,24,qb,1,1,5,20,2,20,4,0,0,0,
56,Samaje Perine,CIN,26,,1,0,5,22,,17,3.4,5,1,0,
57,James Robinson,JAX,23,rb,1,1,5,25,2,12,2.4,13,2.6,0,
58,Matthew Stafford,LAR,33,qb,1,1,5,-5,0,-5,-1,0,0,0,
59,Russell Wilson,SEA,33,qb,1,1,5,9,2,9,1.8,0,0,0,
60,Devontae Booker,NYG,29,,1,0,4,7,,4,1,3,0.8,0,
61,Matt Breida,BUF,26,,1,0,4,4,,2,0.5,2,0.5,0,
62,Derek Carr,LVR,30,qb,1,1,4,6,0,5,1.3,1,0.3,0,
63,Michael Carter,NYJ,22,,1,0,4,6,1,2,0.5,4,1,0,
64,AJ Dillon,GNB,23,,1,0,4,19,1,10,2.5,9,2.3,0,
65,Justin Herbert,LAC,23,qb,1,1,4,-1,1,-1,-0.3,0,0,0,
66,Ty Johnson,NYJ,24,,1,0,4,15,1,10,2.5,5,1.3,1,4
67,Ronald Jones II,TAM,24,,1,0,4,14,,8,2,6,1.5,0,
68,Dak Prescott,DAL,28,qb,1,1,4,13,0,8,2,5,1.3,0,
69,Ben Roethlisberger,PIT,39,qb,1,1,4,5,0,5,1.3,0,0,0,
70,Tua Tagovailoa,MIA,23,qb,1,1,4,1,1,1,0.3,0,0,0,
71,Tyrod Taylor,HOU,32,qb,1,1,4,40,0,16,4,24,6,1,4
72,Carson Wentz,IND,29,qb,1,1,4,23,0,23,5.8,0,0,0,
73,James White,NWE,29,,1,0,4,12,2,8,2,4,1,0,
74,Salvon Ahmed,MIA,23,,1,0,3,4,0,-2,-0.7,6,2,0,
75,Teddy Bridgewater,DEN,29,qb,1,1,3,19,1,8,2.7,11,3.7,0,
76,Jimmy Garoppolo,SFO,30,qb,1,1,3,2,0,2,0.7,0,0,0,
77,Jared Goff,DET,27,qb,1,1,3,14,1,14,4.7,0,0,0,
78,Taylor Heinicke,WAS,28,,1,0,3,17,1,14,4.7,3,1,0,
79,David Johnson,HOU,30,,1,0,3,10,1,8,2.7,2,0.7,0,
80,Trey Lance,SFO,21,,1,0,3,2,0,2,0.7,0,0,0,
81,Tony Pollard,DAL,24,,1,0,3,14,2,10,3.3,4,1.3,0,
82,Jacoby Brissett,MIA,29,,1,0,2,4,2,0,0,4,2,0,
83,Trenton Cannon,BAL,27,,1,0,2,5,,3,1.5,2,1,0,
84,Andy Dalton,CHI,34,qb,1,1,2,13,1,13,6.5,0,0,0,
85,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
86,Taysom Hill,NOR,31,,1,0,2,1,1,0,0,1,0.5,0,
87,Jason Kelce,PHI,34,c,1,1,2,0,,0,0,0,0,0,
88,Jarvis Landry,CLE,29,wr,1,1,2,13,2,9,4.5,4,2,0,
89,Jeremy McNichols,TEN,26,,1,0,2,9,,6,3,3,1.5,0,
90,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
91,Jaret Patterson,WAS,22,,1,0,2,9,,7,3.5,2,1,0,
92,Rashaad Penny,SEA,25,,1,0,2,8,,6,3,2,1,0,
93,Matt Ryan,ATL,36,qb,1,1,2,8,0,8,4,0,0,0,
94,Keith Smith,ATL,29,,1,0,2,13,1,13,6.5,0,0,0,
95,Ryan Tannehill,TEN,33,qb,1,1,2,17,2,14,7,3,1.5,0,
96,Ameer Abdullah,MIN,28,,1,0,1,4,0,3,3,1,1,0,
97,Blake Bell,KAN,30,,1,0,1,2,1,2,2,0,0,0,
98,Brandon Bolden,NWE,31,,1,0,1,5,,1,1,4,4,1,1
99,Antonio Brown,TAM,33,wr,1,1,1,6,0,5,5,1,1,0,
100,Marquise Brown,BAL,24,wr,1,1,1,5,1,2,2,3,3,0,
101,Joe Burrow,CIN,25,qb,1,1,1,2,1,1,1,1,1,0,
102,Michael Burton,KAN,29,,1,0,1,2,1,2,2,0,0,0,
103,Ja'Marr Chase,CIN,21,wr,1,1,1,-2,0,-3,-3,1,1,1,1
104,Chase Claypool,PIT,23,,1,0,1,25,1,22,22,3,3,0,
105,Randall Cobb,GNB,31,,1,0,1,1,0,0,0,1,1,1,1
106,DeeJay Dallas,SEA,23,,1,0,1,5,1,2,2,3,3,0,
107,Justin Fields,CHI,22,,1,0,1,3,1,1,1,2,2,0,
108,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
109,Jamie Gillan,CLE,24,p,1,0,1,0,,0,0,0,0,0,
110,Marquise Goodwin,CHI,31,,1,0,1,-2,0,-2,-2,0,0,0,
111,Jamycal Hasty,SFO,25,,1,0,1,3,1,2,2,1,1,0,
112,Tyreek Hill,KAN,27,wr,1,1,1,4,0,2,2,2,2,0,
113,Justin Jackson,LAC,25,,1,0,1,5,,3,3,2,2,0,
114,Trevor Lawrence,JAX,22,qb,1,1,1,-2,0,-2,-2,0,0,0,
115,Marcus Mariota,LVR,28,,1,0,1,31,1,28,28,3,3,0,
116,Alexander Mattison,MIN,23,,1,0,1,2,,1,1,1,1,0,
117,Baker Mayfield,CLE,26,qb,1,1,1,7,0,6,6,1,1,0,
118,Isaiah McKenzie,BUF,26,wr,1,1,1,-3,,-3,-3,0,0,0,
119,J.D. McKissic,WAS,28,,1,0,1,8,,5,5,3,3,0,
120,Sony Michel,LAR,26,,1,0,1,2,,1,1,1,1,0,
121,D.J. Moore,CAR,24,wr,1,1,1,14,1,12,12,2,2,0,
122,Gabe Nabers,LAC,24,,1,0,1,2,1,1,1,1,1,0,
123,Kalif Raymond,DET,27,wr,1,1,1,9,1,9,9,0,0,0,
124,Mekhi Sargent,TEN,24,,1,0,1,2,1,1,1,1,1,0,
125,Anthony Schwartz,CLE,21,,1,0,1,17,1,17,17,0,0,0,
126,Laviska Shenault Jr.,JAX,23,,1,0,1,9,0,9,9,0,0,0,
127,Jonnu Smith,NWE,26,te,1,1,1,6,0,2,2,4,4,0,
128,Rhamondre Stevenson,NWE,23,,1,0,1,2,,0,0,2,2,0,
129,Freddie Swain,SEA,23,,1,0,1,5,,3,3,2,2,0,
130,Darrel Williams,KAN,26,,1,0,1,4,,4,4,0,0,0,
131,Robert Woods,LAR,29,wr,1,1,1,7,0,3,3,4,4,0,
