,,,,,Games,,Rushing,,,,,,,,
35,D'Andre Swift,DET,22,,2,0,19,76,5,69,3.6,7,0.4,0,
36,Jalen Hurts,PHI,23,qb,2,2,17,144,9,132,7.8,12,0.7,2,8.5
37,Ty Johnson,NYJ,24,rb,2,1,16,65,4,44,2.8,21,1.3,2,8
38,Tony Pollard,DAL,24,,2,0,16,123,8,55,3.4,68,4.3,2,8
39,James Robinson,JAX,23,rb,2,2,16,72,3,42,2.6,30,1.9,1,16
40,Jamaal Williams,DET,26,rb,2,2,16,79,6,64,4,15,0.9,1,16
41,Michael Carter,NYJ,22,,2,0,15,65,5,46,3.1,19,1.3,0,
42,Kenneth Gainwell,PHI,22,,2,0,15,51,3,46,3.1,5,0.3,0,
43,Daniel Jones,NYG,24,qb,2,2,15,122,6,109,7.3,13,0.9,1,15
44,Josh Allen,BUF,25,qb,2,2,14,79,9,61,4.4,18,1.3,1,14
45,Tevin Coleman,NYJ,28,rb,2,1,14,48,3,24,1.7,24,1.7,0,
47,Jimmy Garoppolo,SFO,30,qb,2,2,14,22,5,22,1.6,0,0,0,
48,Myles Gaskin,MIA,24,rb,2,2,14,74,3,47,3.4,27,1.9,1,14
49,Tony Jones,NOR,24,rb,2,1,14,57,2,32,2.3,25,1.8,2,7
50,Cordarrelle Patterson,ATL,30,rb,2,1,14,65,5,34,2.4,31,2.2,2,7
52,Kenyan Drake,LVR,27,rb,2,1,13,20,1,8,0.6,12,0.9,2,6.5
53,Justin Fields,CHI,22,,2,0,11,34,3,17,1.5,17,1.5,2,5.5
54,Carlos Hyde,JAX,31,,2,0,11,51,3,29,2.6,22,2,0,
56,Sony Michel,LAR,26,,2,0,11,48,2,34,3.1,14,1.3,1,11
57,Malcolm Brown,MIA,28,,2,0,10,37,3,12,1.2,25,2.5,0,
58,Nyheim Hines,IND,25,,2,0,10,39,3,24,2.4,15,1.5,2,5
60,Ronald Jones II,TAM,24,rb,2,1,10,41,2,24,2.4,17,1.7,0,
61,Kyler Murray,ARI,24,qb,2,2,10,51,4,48,4.8,3,0.3,0,
62,Salvon Ahmed,MIA,23,,2,0,9,21,0,7,0.8,14,1.6,0,
63,AJ Dillon,GNB,23,,2,0,9,37,1,18,2,19,2.1,1,9
64,Baker Mayfield,CLE,26,qb,2,2,9,17,2,16,1.8,1,0.1,0,
65,Larry Rountree,LAC,22,,2,0,9,26,1,16,1.8,10,1.1,0,
66,Carson Wentz,IND,29,qb,2,2,9,60,2,59,6.6,1,0.1,0,
67,James White,NWE,29,,2,0,9,32,3,25,2.8,7,0.8,0,
68,Jameis Winston,NOR,27,qb,2,2,9,56,5,36,4,20,2.2,0,
69,Derek Carr,LVR,30,qb,2,2,8,15,2,14,1.8,1,0.1,0,
70,Justin Herbert,LAC,23,qb,2,2,8,11,3,5,0.6,6,0.8,1,8
72,Damien Williams,CHI,29,,2,0,8,18,2,4,0.5,14,1.8,1,8
73,Russell Wilson,SEA,33,qb,2,2,8,25,3,22,2.8,3,0.4,0,
74,Teddy Bridgewater,DEN,29,qb,2,2,7,20,3,8,1.1,12,1.7,0,
75,Jared Goff,DET,27,qb,2,2,7,60,3,60,8.6,0,0,0,
76,Taylor Heinicke,WAS,28,qb,2,1,7,23,2,19,2.7,4,0.6,1,7
77,Kylin Hill,GNB,23,,2,0,7,22,1,16,2.3,6,0.9,0,
78,Matthew Stafford,LAR,33,qb,2,2,7,-4,0,-4,-0.6,0,0,0,
79,Devontae Booker,NYG,29,,2,0,6,16,,9,1.5,7,1.2,0,
80,Jacoby Brissett,MIA,29,,2,0,6,12,2,6,1,6,1,0,
81,Jamycal Hasty,SFO,25,,2,0,6,41,3,33,5.5,8,1.3,1,6
82,Patrick Mahomes,KAN,26,qb,2,2,6,21,2,19,3.2,2,0.3,0,
83,Ryan Tannehill,TEN,33,qb,2,2,6,44,4,40,6.7,4,0.7,0,
85,Justin Jackson,LAC,25,,2,0,5,26,2,12,2.4,14,2.8,0,
87,J.D. McKissic,WAS,28,,2,0,5,18,3,15,3,3,0.6,0,
88,Samaje Perine,CIN,26,,2,0,5,22,,17,3.4,5,1,0,
89,Tyrod Taylor,HOU,32,qb,2,2,5,55,1,31,6.2,24,4.8,1,5
90,Matt Breida,BUF,26,,2,0,4,4,,2,0.5,2,0.5,0,
91,Andy Dalton,CHI,34,qb,2,2,4,38,2,38,9.5,0,0,0,
92,Taysom Hill,NOR,31,qb,2,1,4,17,2,3,0.8,14,3.5,1,4
93,Alexander Mattison,MIN,23,,2,0,4,13,1,7,1.8,6,1.5,0,
94,Dak Prescott,DAL,28,qb,2,2,4,13,0,8,2,5,1.3,0,
95,Aaron Rodgers,GNB,38,qb,2,2,4,6,0,6,1.5,0,0,0,
96,Ben Roethlisberger,PIT,39,qb,2,2,4,5,0,5,1.3,0,0,0,
97,Matt Ryan,ATL,36,qb,2,2,4,11,0,8,2,3,0.8,0,
98,Keith Smith,ATL,29,fb,2,1,4,16,1,16,4,0,0,0,
99,Tua Tagovailoa,MIA,23,qb,2,2,4,1,1,1,0.3,0,0,0,
100,Darrel Williams,KAN,26,,2,0,4,2,1,0,0,2,0.5,1,4
101,Trenton Cannon,2TM,27,,2,0,3,4,,2,0.7,2,0.7,0,
104,Trevor Lawrence,JAX,22,qb,2,2,3,19,2,15,5,4,1.3,0,
105,Jordan Love,GNB,23,,2,0,3,-3,0,-3,-1,0,0,0,
106,Jeremy McNichols,TEN,26,,2,0,3,12,0,7,2.3,5,1.7,0,
107,Zach Wilson,NYJ,22,qb,2,2,3,19,1,19,6.3,0,0,0,
108,Robert Woods,LAR,29,wr,2,2,3,13,0,6,2,7,2.3,0,
109,Chase Claypool,PIT,23,wr,2,1,2,22,1,19,9.5,3,1.5,0,
110,Kirk Cousins,MIN,33,qb,2,2,2,35,2,33,16.5,2,1,0,
113,Reggie Gilliam,BUF,24,,2,0,2,2,,0,0,2,1,0,
114,Tyreek Hill,KAN,27,wr,2,2,2,19,1,17,8.5,2,1,0,
115,Andy Janovich,CLE,28,fb,2,2,2,0,1,-1,-0.5,1,0.5,0,
116,Jarvis Landry,CLE,29,wr,2,2,2,13,2,9,4.5,4,2,0,
117,Davis Mills,HOU,23,qb,2,1,2,-1,0,-3,-1.5,2,1,0,
120,Jaret Patterson,WAS,22,,2,0,2,9,,7,3.5,2,1,0,
121,Elijhaa Penny,NYG,28,rb,2,1,2,5,2,3,1.5,2,1,0,
123,Deebo Samuel,SFO,25,wr,2,2,2,8,0,5,2.5,3,1.5,1,2
124,Laviska Shenault Jr.,JAX,23,,2,0,2,9,0,9,4.5,0,0,0,
125,Benny Snell Jr.,PIT,23,,2,0,2,1,,1,0.5,0,0,0,
126,Freddie Swain,SEA,23,,2,0,2,10,0,7,3.5,3,1.5,0,
129,Ameer Abdullah,MIN,28,,2,0,1,4,0,3,3,1,1,0,
130,Blake Bell,KAN,30,,2,0,1,2,1,2,2,0,0,0,
131,C.J. Board,NYG,28,,2,0,1,6,0,4,4,2,2,0,
132,Brandon Bolden,NWE,31,,2,0,1,5,,1,1,4,4,1,1
133,Kendrick Bourne,NWE,26,,2,0,1,16,1,10,10,6,6,1,1
134,Tom Brady,TAM,44,qb,2,2,1,6,1,6,6,0,0,0,
135,Antonio Brown,TAM,33,wr,2,1,1,6,0,5,5,1,1,0,
136,Marquise Brown,BAL,24,wr,2,2,1,5,1,2,2,3,3,0,
137,Joe Burrow,CIN,25,qb,2,2,1,2,1,1,1,1,1,0,
138,Michael Burton,KAN,29,,2,0,1,2,1,2,2,0,0,0,
139,DeAndre Carter,WAS,28,,2,0,1,2,,2,2,0,0,0,
140,Ja'Marr Chase,CIN,21,wr,2,2,1,-2,0,-2,-2,0,0,1,1
141,Randall Cobb,GNB,31,,2,0,1,1,0,0,0,1,1,1,1
144,DeeJay Dallas,SEA,23,,2,0,1,5,1,2,2,3,3,0,
146,Jamie Gillan,CLE,24,p,2,0,1,0,,0,0,0,0,0,
147,Marquise Goodwin,CHI,31,,2,0,1,-2,0,-2,-2,0,0,0,
148,Jalen Guyton,LAC,24,wr,2,1,1,9,1,8,8,1,1,0,
149,Deonte Harris,NOR,24,,2,0,1,1,0,1,1,0,0,0,
150,Johnny Hekker,LAR,31,p,2,0,1,0,,0,0,0,0,0,
151,Kyle Juszczyk,SFO,30,fb,2,2,1,2,0,2,2,0,0,0,
152,Cooper Kupp,LAR,28,wr,2,2,1,-5,0,-5,-5,0,0,0,
153,CeeDee Lamb,DAL,22,wr,2,2,1,13,1,10,10,3,3,0,
155,Isaiah McKenzie,BUF,26,wr,2,1,1,-3,,-3,-3,0,0,0,
156,Gabe Nabers,LAC,24,,2,0,1,2,1,1,1,1,1,0,
157,Kalif Raymond,DET,27,wr,2,2,1,9,1,9,9,0,0,0,
158,Patrick Ricard,BAL,27,fb,2,1,1,2,1,1,1,1,1,0,
159,Henry Ruggs III,LVR,22,wr,2,2,1,2,0,2,2,0,0,0,
160,Mekhi Sargent,TEN,24,,2,0,1,2,1,1,1,1,1,0,
161,Anthony Schwartz,CLE,21,,2,0,1,17,1,17,17,0,0,0,
163,Sterling Shepard,NYG,28,wr,2,2,1,-9,0,-9,-9,0,0,1,1
164,Jonnu Smith,NWE,26,te,2,1,1,6,0,2,2,4,4,0,
165,JuJu Smith-Schuster,PIT,25,wr,2,2,1,3,1,0,0,3,3,1,1
168,Cedrick Wilson Jr.,DAL,26,,2,0,1,5,0,5,5,0,0,0,
51,Peyton Barber,LVR,27,,1,0,13,32,2,12,0.9,20,1.5,3,4.3
59,Josh Jacobs,LVR,23,rb,1,1,10,34,4,14,1.4,20,2,2,5
71,Zack Moss,BUF,24,,1,0,8,26,4,6,0.8,20,2.5,5,1.6
86,Marlon Mack,IND,25,,1,0,5,16,1,9,1.8,7,1.4,0,
102,Blaine Gabbert,TAM,32,,1,0,3,-3,,-3,-1,0,0,0,
103,Trey Lance,SFO,21,,1,0,3,2,0,2,0.7,0,0,0,
111,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
112,Devonta Freeman,BAL,29,,1,0,2,29,1,27,13.5,2,1,0,
119,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
122,Rashaad Penny,SEA,25,,1,0,2,8,,6,3,2,1,0,
127,J.J. Taylor,NWE,23,,1,0,2,3,,3,1.5,0,0,0,
128,Mitchell Trubisky,BUF,27,,1,0,2,-2,,-2,-1,0,0,0,
142,Alex Collins,SEA,27,,1,0,1,25,1,23,23,2,2,0,
145,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
154,Marcus Mariota,LVR,28,,1,0,1,31,1,28,28,3,3,0,
162,Trey Sermon,SFO,22,,1,0,1,8,,5,5,3,3,0,
166,Rhamondre Stevenson,NWE,23,,1,0,1,2,,0,0,2,2,0,
