,,,,,Games,,Rushing,,,,,,,,
63,Justin Fields,CHI,22,qb,6,4,26,102,7,59,2.3,43,1.7,2,13
64,Nyheim Hines,IND,25,,6,0,26,101,8,60,2.3,41,1.6,4,6.5
65,Ty Johnson,NYJ,24,rb,5,1,26,95,7,62,2.4,33,1.3,3,8.7
66,Trevor Lawrence,JAX,22,qb,6,6,26,121,8,93,3.6,28,1.1,2,13
67,Patrick Mahomes,KAN,26,qb,6,6,26,184,14,174,6.7,10,0.4,0,
68,Taylor Heinicke,WAS,28,qb,6,5,25,127,7,122,4.9,5,0.2,1,25
69,Marlon Mack,IND,25,,4,0,25,97,6,64,2.6,33,1.3,1,25
70,J.D. McKissic,WAS,28,rb,6,1,25,100,8,70,2.8,30,1.2,0,
71,Carlos Hyde,JAX,31,,5,0,24,108,8,51,2.1,57,2.4,1,24
72,Larry Rountree,LAC,22,,5,0,24,60,4,32,1.3,28,1.2,0,
73,Dak Prescott,DAL,28,qb,6,6,22,70,1,59,2.7,11,0.5,0,
74,Salvon Ahmed,MIA,23,,6,0,21,49,0,15,0.7,34,1.6,1,21
75,Tevin Coleman,NYJ,28,rb,4,1,21,73,5,34,1.6,39,1.9,0,
76,Kenneth Gainwell,PHI,22,,6,0,21,100,6,80,3.8,20,1,1,21
77,Justin Herbert,LAC,23,qb,6,6,21,72,9,43,2,29,1.4,1,21
78,David Johnson,HOU,30,,6,0,20,79,2,35,1.8,44,2.2,1,20
79,Baker Mayfield,CLE,26,qb,6,6,20,75,4,60,3,15,0.8,1,20
80,Samaje Perine,CIN,26,,5,0,20,87,3,43,2.2,44,2.2,2,10
81,Jameis Winston,NOR,27,qb,5,5,20,86,9,52,2.6,34,1.7,0,
82,Tony Jones,NOR,24,rb,4,1,19,77,4,49,2.6,28,1.5,2,9.5
83,Ryan Tannehill,TEN,33,qb,6,6,19,133,11,122,6.4,11,0.6,1,19
84,Derek Carr,LVR,30,qb,6,6,18,28,4,26,1.4,2,0.1,0,
85,Matthew Stafford,LAR,33,qb,6,6,18,26,4,24,1.3,2,0.1,0,
86,Carson Wentz,IND,29,qb,6,6,18,74,4,69,3.8,5,0.3,0,
87,Joe Burrow,CIN,25,qb,6,6,17,44,5,30,1.8,14,0.8,1,17
88,Rhamondre Stevenson,NWE,23,,3,0,17,48,2,12,0.7,36,2.1,0,
89,Russell Wilson,SEA,33,qb,5,5,17,68,6,63,3.7,5,0.3,0,
90,Jacoby Brissett,MIA,29,qb,6,3,16,57,7,51,3.2,6,0.4,0,
91,Devonta Freeman,BAL,29,,5,0,16,95,4,66,4.1,29,1.8,0,
92,Taysom Hill,NOR,31,qb,5,4,16,77,8,34,2.1,43,2.7,6,2.7
93,Teddy Bridgewater,DEN,29,qb,6,6,15,66,6,43,2.9,23,1.5,1,15
94,Jimmy Garoppolo,SFO,30,qb,4,4,15,26,5,26,1.7,0,0,0,
95,Aaron Rodgers,GNB,38,qb,6,6,14,27,4,27,1.9,0,0,0,
96,Tom Brady,TAM,44,qb,6,6,13,37,5,30,2.3,7,0.5,0,
97,Le'Veon Bell,BAL,29,,2,0,12,29,1,23,1.9,6,0.5,0,
98,Royce Freeman,CAR,25,,6,0,12,34,3,22,1.8,12,1,0,
99,Jared Goff,DET,27,qb,6,6,12,73,3,72,6,1,0.1,0,
100,Justin Jackson,LAC,25,,5,0,10,22,2,8,0.8,14,1.4,0,
101,Mac Jones,NWE,23,qb,6,6,10,26,5,24,2.4,2,0.2,0,
102,Mitchell Trubisky,BUF,27,,3,0,10,27,3,27,2.7,0,0,0,
103,James White,NWE,29,,3,0,10,38,4,30,3,8,0.8,0,
104,DeeJay Dallas,SEA,23,,6,0,9,29,4,14,1.6,15,1.7,0,
105,Rondale Moore,ARI,21,wr,6,2,9,60,2,16,1.8,44,4.9,3,3
106,Jaret Patterson,WAS,22,,6,0,9,28,2,17,1.9,11,1.2,1,9
107,Brandon Bolden,NWE,31,,6,0,8,28,1,18,2.3,10,1.3,1,8
108,Kirk Cousins,MIN,33,qb,6,6,8,57,4,55,6.9,2,0.3,0,
109,Elijhaa Penny,NYG,28,rb,6,2,8,30,3,16,2,14,1.8,0,
110,Ben Roethlisberger,PIT,39,qb,6,6,8,6,1,6,0.8,0,0,0,
111,Benny Snell Jr.,PIT,23,,6,0,8,21,,15,1.9,6,0.8,1,8
112,Zach Wilson,NYJ,22,qb,5,5,8,22,2,20,2.5,2,0.3,0,
113,Ameer Abdullah,MIN,28,,6,0,7,30,0,16,2.3,14,2,1,7
114,Wayne Gallman,ATL,27,,2,0,7,31,2,19,2.7,12,1.7,1,7
115,Kylin Hill,GNB,23,,6,0,7,22,1,16,2.3,6,0.9,0,
116,Kyle Juszczyk,SFO,30,fb,5,5,7,16,2,8,1.1,8,1.1,0,
117,Jeremy McNichols,TEN,26,,6,0,7,38,2,26,3.7,12,1.7,0,
118,Davis Mills,HOU,23,qb,5,4,7,8,2,5,0.7,3,0.4,0,
119,Matt Ryan,ATL,36,qb,5,5,7,26,1,23,3.3,3,0.4,0,
120,Tua Tagovailoa,MIA,23,qb,3,3,7,23,3,23,3.3,0,0,0,
121,Kalen Ballage,PIT,26,,6,0,6,15,1,-2,-0.3,17,2.8,0,
122,Blaine Gabbert,TAM,32,,2,0,6,-4,0,-4,-0.7,0,0,0,
123,Jamycal Hasty,SFO,25,,2,0,6,41,3,33,5.5,8,1.3,1,6
124,Joshua Kelley,LAC,24,,2,0,6,24,2,14,2.3,10,1.7,0,
125,Deebo Samuel,SFO,25,wr,5,5,6,22,1,12,2,10,1.7,2,3
126,Trayveon Williams,CIN,24,,1,0,6,13,1,5,0.8,8,1.3,0,
127,C.J. Ham,MIN,28,fb,6,4,5,34,3,23,4.6,11,2.2,0,
128,Colt McCoy,ARI,35,,2,0,5,-5,,-5,-1,0,0,0,
129,D.J. Moore,CAR,24,wr,6,6,5,21,2,17,3.4,4,0.8,0,
130,Keith Smith,ATL,29,fb,5,2,5,18,2,17,3.4,1,0.2,0,
131,Tyrod Taylor,HOU,32,qb,2,2,5,55,1,31,6.2,24,4.8,1,5
132,Giovani Bernard,TAM,30,,5,0,4,21,1,9,2.3,12,3,0,
133,Matt Breida,BUF,26,,2,0,4,4,,2,0.5,2,0.5,0,
134,Andy Dalton,CHI,34,qb,3,2,4,38,2,38,9.5,0,0,0,
135,Chris Evans,CIN,24,,6,0,4,18,0,9,2.3,9,2.3,0,
136,Jalen Guyton,LAC,24,wr,6,2,4,32,2,13,3.3,19,4.8,0,
137,Mecole Hardman,KAN,23,wr,6,4,4,33,1,30,7.5,3,0.8,0,
138,Tyreek Hill,KAN,27,wr,6,6,4,45,2,35,8.8,10,2.5,0,
139,Travis Homer,SEA,23,,6,0,4,37,1,16,4,21,5.3,1,4
140,CeeDee Lamb,DAL,22,wr,6,6,4,18,2,12,3,6,1.5,0,
141,Jerick McKinnon,KAN,29,,6,0,4,12,0,7,1.8,5,1.3,0,
142,Geno Smith,SEA,31,qb,2,1,4,22,0,16,4,6,1.5,2,2
143,J.J. Taylor,NWE,23,,3,0,4,5,,4,1,1,0.3,0,
144,Jonathan Ward,ARI,24,,6,0,4,14,1,8,2,6,1.5,0,
145,Robert Woods,LAR,29,wr,6,6,4,18,0,7,1.8,11,2.8,0,
146,Brandon Allen,CIN,29,,1,0,3,-3,0,-3,-1,0,0,0,
147,Michael Burton,KAN,29,,6,0,3,9,3,5,1.7,4,1.3,0,
148,Trenton Cannon,2TM,27,,5,0,3,4,,2,0.7,2,0.7,0,
149,Corey Clement,DAL,27,,6,0,3,0,,-6,-2,6,2,1,3
150,Damarea Crockett,DEN,24,,6,0,3,7,,7,2.3,0,0,0,
151,Reggie Gilliam,BUF,24,fb,6,2,3,3,,0,0,3,1,0,
152,Tyler Huntley,BAL,23,,1,0,3,10,1,7,2.3,3,1,0,
153,D'Ernest Johnson,CLE,25,,6,0,3,11,0,7,2.3,4,1.3,0,
154,Case Keenum,CLE,33,,2,0,3,0,1,0,0,0,0,0,
155,Jordan Love,GNB,23,,2,0,3,-3,0,-3,-1,0,0,0,
156,Isaiah McKenzie,BUF,26,wr,6,1,3,10,1,6,2,4,1.3,0,
157,Laviska Shenault Jr.,JAX,23,wr,6,3,3,20,1,17,5.7,3,1,1,3
158,JuJu Smith-Schuster,PIT,25,wr,5,5,3,9,1,5,1.7,4,1.3,1,3
159,Freddie Swain,SEA,23,wr,6,2,3,21,1,17,5.7,4,1.3,0,
160,Nelson Agholor,NWE,28,wr,6,5,2,5,0,5,2.5,0,0,1,2
161,Jamal Agnew,JAX,26,wr,6,1,2,19,1,19,9.5,0,0,0,
162,Alex Armah,NOR,27,,4,0,2,7,2,4,2,3,1.5,0,
163,Cameron Batson,TEN,26,,4,0,2,15,1,11,5.5,4,2,0,
164,Odell Beckham Jr.,CLE,29,wr,4,4,2,14,1,12,6,2,1,0,
165,Braxton Berrios,NYJ,26,,5,0,2,15,0,11,5.5,4,2,0,
166,Kendrick Bourne,NWE,26,wr,6,2,2,28,2,10,5,18,9,1,2
167,DeAndre Carter,WAS,28,wr,6,1,2,13,1,10,5,3,1.5,0,
168,Chase Claypool,PIT,23,wr,5,4,2,22,1,19,9.5,3,1.5,0,
169,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
170,Mike Glennon,NYG,32,,1,0,2,2,0,2,1,0,0,0,
171,Marquise Goodwin,CHI,31,,6,0,2,-1,0,-2,-1,1,0.5,0,
172,Andy Janovich,CLE,28,fb,5,2,2,0,1,-1,-0.5,1,0.5,0,
173,Jarvis Landry,CLE,29,wr,2,2,2,13,2,9,4.5,4,2,0,
174,Ty Montgomery,NOR,28,wr,5,1,2,7,0,5,2.5,2,1,0,
175,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
176,Dare Ogunbowale,JAX,27,,6,0,2,3,0,3,1.5,0,0,0,
177,Jacques Patrick,SFO,24,,2,0,2,12,1,8,4,4,2,0,
178,Rashaad Penny,SEA,25,,1,0,2,8,,6,3,2,1,0,
179,Nathan Peterman,LVR,27,,1,0,2,2,1,2,1,0,0,0,
180,Michael Pittman Jr.,IND,24,wr,6,6,2,8,0,7,3.5,1,0.5,0,
181,Henry Ruggs III,LVR,22,wr,6,6,2,9,0,8,4,1,0.5,0,
182,Mekhi Sargent,TEN,24,,3,0,2,4,1,3,1.5,1,0.5,0,
183,Anthony Schwartz,CLE,21,,6,0,2,14,1,14,7,0,0,0,
184,Jonnu Smith,NWE,26,te,6,4,2,11,0,2,1,9,4.5,0,
185,Kadarius Toney,NYG,22,wr,6,1,2,8,0,7,3.5,1,0.5,0,
186,Tommy Tremble,CAR,23,te,6,4,2,7,1,7,3.5,0,0,0,
187,Cedrick Wilson Jr.,DAL,26,wr,6,2,2,11,1,10,5,1,0.5,0,
188,John Wolford,LAR,26,,1,0,2,-1,,-1,-0.5,0,0,0,
189,Brandon Aiyuk,SFO,23,wr,5,4,1,8,0,5,5,3,3,0,
190,Jordan Akins,HOU,29,te,6,1,1,3,1,0,0,3,3,0,
191,Robby Anderson,CAR,28,wr,6,6,1,3,0,1,1,2,2,0,
192,Blake Bell,KAN,30,,5,0,1,2,1,2,2,0,0,0,
193,C.J. Board,NYG,28,wr,6,1,1,6,0,4,4,2,2,0,
194,Gary Brightwell,NYG,22,,6,0,1,4,,3,3,1,1,0,
195,A.J. Brown,TEN,24,wr,5,5,1,3,0,1,1,2,2,0,
196,Antonio Brown,TAM,33,wr,5,2,1,6,0,5,5,1,1,0,
197,Dyami Brown,WAS,22,wr,5,4,1,-4,0,-4,-4,0,0,0,
198,Marquise Brown,BAL,24,wr,6,6,1,5,1,2,2,3,3,0,
199,Rex Burkhead,HOU,31,,5,0,1,-1,0,-1,-1,0,0,0,
200,Ja'Marr Chase,CIN,21,wr,6,6,1,-2,0,-2,-2,0,0,1,1
201,Randall Cobb,GNB,31,,6,0,1,1,0,0,0,1,1,1,1
202,Brandin Cooks,HOU,28,wr,6,6,1,5,0,3,3,2,2,0,
203,Ashton Dulin,IND,24,wr,6,1,1,-7,0,-7,-7,0,0,1,1
204,Devin Duvernay,BAL,24,wr,6,4,1,11,2,6,6,5,5,0,
205,Eric Ebron,PIT,28,te,6,2,1,1,1,1,1,0,0,0,
206,Evan Engram,NYG,27,te,4,3,1,-3,0,-3,-3,0,0,0,
207,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
208,Feleipe Franks,ATL,24,,2,0,1,3,,1,1,2,2,0,
209,Jake Funk,LAR,23,,6,0,1,6,,3,3,3,3,0,
210,Jamie Gillan,CLE,24,p,6,0,1,0,,0,0,0,0,0,
211,Chris Godwin,TAM,25,wr,6,6,1,2,1,2,2,0,0,0,
212,Deonte Harris,NOR,24,,5,0,1,1,0,1,1,0,0,0,
213,Johnny Hekker,LAR,31,p,6,0,1,0,,0,0,0,0,0,
214,Alec Ingold,LVR,25,fb,6,2,1,0,0,0,0,0,0,0,
215,Diontae Johnson,PIT,25,wr,5,5,1,25,1,15,15,10,10,0,
216,Christian Kirk,ARI,25,wr,6,4,1,11,1,9,9,2,2,0,
217,George Kittle,SFO,28,te,4,4,1,9,0,5,5,4,4,0,
218,Cole Kmet,CHI,22,te,6,6,1,0,0,0,0,0,0,0,
219,Cooper Kupp,LAR,28,wr,6,6,1,-5,0,-5,-5,0,0,0,
220,Marcus Mariota,LVR,28,,1,0,1,31,1,28,28,3,3,0,
221,Darnell Mooney,CHI,24,wr,6,5,1,10,1,7,7,3,3,1,1
222,Gabe Nabers,LAC,24,fb,6,1,1,2,1,1,1,1,1,0,
223,K.J. Osborn,MIN,24,wr,6,3,1,10,1,8,8,2,2,0,
224,Kalif Raymond,DET,27,wr,6,6,1,9,1,9,9,0,0,0,
225,Jalen Reagor,PHI,22,wr,6,5,1,12,1,6,6,6,6,1,1
226,Patrick Ricard,BAL,27,fb,6,4,1,2,1,1,1,1,1,0,
227,Jalen Richard,LVR,28,,2,0,1,0,0,0,0,0,0,0,
228,Chester Rogers,TEN,27,wr,6,1,1,9,0,5,5,4,4,0,
229,Curtis Samuel,WAS,25,wr,2,1,1,8,0,7,7,1,1,0,
230,Emmanuel Sanders,BUF,34,wr,6,5,1,7,1,3,3,4,4,0,
231,Sterling Shepard,NYG,28,wr,4,4,1,-9,0,-9,-9,0,0,1,1
232,Cam Sims,WAS,25,,4,0,1,7,0,5,5,2,2,0,
233,Kenny Stills,NOR,29,wr,3,2,1,1,0,1,1,0,0,0,
234,Adam Thielen,MIN,31,wr,6,6,1,2,0,0,0,2,2,0,
235,Jaylen Waddle,MIA,23,wr,6,6,1,2,0,1,1,1,1,0,
236,Dwayne Washington,NOR,27,,5,0,1,5,,0,0,5,5,0,
237,Preston Williams,MIA,24,wr,2,1,1,7,0,3,3,4,4,1,1
