Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Davante Adams,GNB,29,wr,4,4,45,31,373,1,19,265,8.5,108,3.5,10.9,1,31,2,4.4,1,92.2
2,Tyreek Hill,KAN,27,wr,4,4,38,30,453,4,21,327,10.9,126,4.2,13.1,3,10,0,0,0,151.4
3,Cooper Kupp,LAR,28,wr,4,4,46,30,431,5,18,240,8,191,6.4,8.3,5,6,3,6.5,1,122.6
4,D.J. Moore,CAR,24,wr,4,4,43,30,398,3,21,243,8.1,155,5.2,10.2,3,10,2,4.7,1,112.4
5,Keenan Allen,LAC,29,wr,4,4,44,28,294,1,17,204,7.3,90,3.2,8.4,1,28,4,9.1,2,71.6
6,Brandin Cooks,HOU,28,wr,4,4,39,28,369,1,15,299,10.7,70,2.5,13.3,1,28,2,5.1,1,99.2
7,Deebo Samuel,SFO,25,wr,4,4,42,28,490,3,18,220,7.9,270,9.6,7,4,7,4,9.5,0,130.1
8,Jakobi Meyers,NWE,25,wr,4,4,41,27,246,0,10,168,6.2,78,2.9,8.5,0,,2,4.9,0,82
9,Calvin Ridley,ATL,27,wr,4,4,42,27,255,1,14,173,6.4,82,3,10.8,0,,1,2.4,0,88.9
10,Stefon Diggs,BUF,28,wr,4,4,41,26,305,1,15,243,9.3,62,2.4,12.5,1,26,1,2.4,2,73.7
11,Najee Harris,PIT,23,rb,4,4,34,26,178,1,9,-16,-0.6,194,7.5,-0.3,7,3.7,4,11.8,0,97.4
12,Justin Jefferson,MIN,22,wr,4,4,37,26,338,3,18,221,8.5,117,4.5,11.3,1,26,3,8.1,0,125.7
13,Cole Beasley,BUF,32,wr,4,2,32,25,210,0,9,102,4.1,108,4.3,5.3,0,,1,3.1,0,94
14,Terry McLaurin,WAS,26,wr,4,4,38,25,354,3,17,264,10.6,90,3.6,10.9,2,12.5,0,0,2,100.1
15,Jaylen Waddle,MIA,23,wr,4,4,30,25,200,1,9,89,3.6,111,4.4,4.2,4,6.3,2,6.7,0,105.6
16,Travis Kelce,KAN,32,te,4,4,32,24,312,3,19,144,6,168,7,7.5,3,8,2,6.3,3,97.4
17,Adam Thielen,MIN,31,wr,4,4,34,24,227,4,14,161,6.7,66,2.8,8.4,0,,0,0,1,115.7
18,Darren Waller,LVR,29,te,4,4,40,24,274,2,14,193,8,81,3.4,10.4,1,24,3,7.5,1,86.9
19,Tyler Boyd,CIN,27,wr,4,3,30,23,259,1,14,116,5,143,6.2,7.1,2,11.5,0,0,3,73.5
20,Mike Evans,TAM,28,wr,4,4,37,23,280,2,16,201,8.7,79,3.4,12.5,0,,1,2.7,0,103.4
21,Diontae Johnson,PIT,25,wr,3,3,35,23,233,2,11,110,4.8,123,5.3,9,1,23,0,0,2,79.8
22,Michael Pittman Jr.,IND,24,wr,4,4,36,23,279,0,13,205,8.9,74,3.2,10.7,0,,0,0,0,87.6
23,D'Andre Swift,DET,22,,4,0,29,23,199,1,9,-27,-1.2,226,9.8,-0.4,4,5.8,2,6.9,0,106.8
24,Mike Williams,LAC,27,wr,4,3,35,23,306,4,17,196,8.5,110,4.8,10.2,1,23,3,8.6,0,131.4
25,Amari Cooper,DAL,27,wr,4,4,29,22,258,3,15,194,8.8,64,2.9,9.1,0,,1,3.4,0,136.9
26,Chris Godwin,TAM,25,wr,4,4,30,22,296,2,17,175,8,121,5.5,9.4,2,11,2,6.7,0,126.5
27,T.J. Hockenson,DET,24,te,4,4,30,22,215,2,13,112,5.1,103,4.7,7.3,2,11,0,0,1,101.4
28,Hunter Renfrow,LVR,26,wr,4,1,30,22,249,2,12,136,6.2,113,5.1,7.4,1,22,2,6.7,0,120
29,Chase Edmonds,ARI,25,rb,4,4,22,20,140,0,4,9,0.5,131,6.6,1.8,1,20,1,4.5,0,93.2
30,Marvin Jones,JAX,31,wr,4,3,31,20,218,2,10,184,9.2,34,1.7,11.6,0,,0,0,0,106.7
31,CeeDee Lamb,DAL,22,wr,4,4,32,20,264,1,13,143,7.2,121,6.1,9.4,1,20,2,6.3,2,72.9
32,Tyler Lockett,SEA,29,wr,4,4,25,20,333,3,9,228,11.4,105,5.3,12.5,1,20,0,0,0,158.3
33,D.K. Metcalf,SEA,24,wr,4,4,33,20,285,3,14,182,9.1,103,5.2,12.3,3,6.7,1,3,0,118.9
34,Dalton Schultz,DAL,25,te,4,4,23,20,201,3,12,74,3.7,127,6.4,4.4,2,10,0,0,0,142.7
