Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp*,LAR,28,WR,16,16,184,138,1829,15,84,1023,7.4,806,5.8,8.5,9,15.3,8,4.3,5,121.9
2,Davante Adams*,GNB,29,WR,15,15,162,117,1498,11,80,939,8,559,4.8,9.7,4,29.3,3,1.9,3,115.7
3,Tyreek Hill*,KAN,27,WR,16,16,156,110,1237,9,74,794,7.2,443,4,10.4,10,11,7,4.5,3,105.1
4,Justin Jefferson*,MIN,22,WR,16,16,160,103,1509,9,71,1038,10.1,471,4.6,12.3,5,20.6,6,3.8,2,108.6
5,Keenan Allen*,LAC,29,WR,15,15,149,100,1086,6,63,757,7.6,329,3.3,8.5,1,100,7,4.7,5,87.8
6,Diontae Johnson,PIT,25,WR,15,14,159,100,1110,8,56,608,6.1,502,5,8.7,8,12.5,4,2.5,3,92.5
7,Mark Andrews*,BAL,26,te,16,8,138,99,1276,9,72,852,8.6,424,4.3,10,4,24.8,3,2.2,7,101
8,Hunter Renfrow,LVR,26,wr,16,9,123,99,1025,7,49,574,5.8,451,4.6,6.6,2,49.5,2,1.6,1,117
9,Jaylen Waddle,MIA,23,WR,15,15,133,99,988,5,57,567,5.7,421,4.3,7.2,4,24.8,7,5.3,7,85.7
10,Chris Godwin,TAM,25,WR,14,14,127,98,1103,5,55,517,5.3,586,6,7.3,5,19.6,5,3.9,2,109.1
11,Stefon Diggs*,BUF,28,WR,16,16,150,94,1144,9,60,847,9,297,3.2,11.4,7,13.4,4,2.7,6,89.4
12,Marquise Brown,BAL,24,WR,15,15,138,88,981,6,40,602,6.8,379,4.3,11.3,4,22,6,4.3,3,90.3
13,Travis Kelce*,KAN,32,TE,15,15,129,88,1091,8,60,537,6.1,554,6.3,7.5,8,11,10,7.8,5,98.7
14,Brandin Cooks,HOU,28,WR,15,15,130,87,1011,6,44,661,7.6,350,4,10.5,5,17.4,5,3.8,3,96
15,D.J. Moore,CAR,24,WR,16,16,153,86,1070,4,57,690,8,380,4.4,10.7,4,21.5,9,5.9,6,70.4
16,Michael Pittman Jr.,IND,24,WR,16,16,122,82,1018,5,50,689,8.4,329,4,9.8,2,41,5,4.1,3,96.3
17,Amon-Ra St. Brown,DET,22,wr,16,8,109,82,803,4,41,431,5.3,372,4.5,7,1,82,1,0.9,2,100.1
18,Ja'Marr Chase*,CIN,21,WR,16,16,124,79,1429,13,55,807,10.2,622,7.9,12.9,7,11.3,11,8.9,6,118
19,Jakobi Meyers,NWE,25,WR,16,15,118,79,796,2,40,577,7.3,219,2.8,9.7,1,79,3,2.5,2,84.6
20,Cole Beasley,BUF,32,wr,15,8,107,78,662,1,33,368,4.7,294,3.8,5.6,0,,4,3.7,3,80
21,CeeDee Lamb,DAL,22,WR,15,12,118,77,1057,6,52,635,8.2,422,5.5,10.2,9,8.6,8,6.8,6,89.5
22,Christian Kirk,ARI,25,wr,16,10,100,75,939,5,43,714,9.5,225,3,11.4,1,75,6,6,2,112
23,Dalton Schultz,DAL,25,TE,16,15,101,75,787,6,41,440,5.9,347,4.6,7.1,3,25,4,4,1,112.1
24,Tee Higgins,CIN,22,WR,14,14,110,74,1091,6,53,801,10.8,290,3.9,12.1,4,18.5,5,4.5,2,110.1
25,Terry McLaurin,WAS,26,WR,16,16,124,73,960,5,43,687,9.4,273,3.7,13,4,18.3,5,4,4,83.4
26,Deebo Samuel*,SFO,25,WR,15,14,115,73,1310,6,49,595,8.2,715,9.8,8.5,13,5.6,10,8.7,4,105.3
27,Mike Gesicki,MIA,26,te,16,8,109,71,758,2,38,544,7.7,214,3,9.3,1,71,3,2.8,3,80
28,Najee Harris,PIT,23,RB,16,16,90,70,440,3,20,-34,-0.5,474,6.8,-0.2,16,4.4,7,7.8,0,98.1
29,D.K. Metcalf,SEA,24,WR,16,16,118,70,909,12,47,600,8.6,309,4.4,12.7,8,8.8,4,3.4,2,110.5
30,Leonard Fournette,TAM,26,RB,14,13,84,69,454,2,30,5,0.1,449,6.5,0.8,6,11.5,6,7.1,2,87.2
31,Darnell Mooney,CHI,24,WR,16,13,124,69,929,4,42,640,9.3,289,4.2,11.7,5,13.8,9,7.3,7,66.9
32,Mike Evans,TAM,28,WR,15,15,107,68,946,12,51,725,10.7,221,3.3,13.3,2,34,2,1.9,3,117.6
33,Tyler Lockett,SEA,29,WR,15,15,102,68,1077,6,36,821,12.1,256,3.8,14.6,2,34,0,0,3,109
34,Tyler Boyd,CIN,27,wr,16,10,94,67,828,5,37,439,6.6,389,5.8,7.7,2,33.5,0,0,4,98.2
35,Zach Ertz,2TM,31,,16,13,102,67,679,5,36,359,5.4,320,4.8,7.2,2,33.5,6,5.9,4,84.6
36,Noah Fant,DEN,24,TE,15,15,88,67,654,4,28,346,5.2,308,4.6,5.9,1,67,2,2.3,0,111.6
37,Adam Thielen,MIN,31,WR,13,13,95,67,726,10,37,487,7.3,239,3.6,9.5,1,67,1,1.1,2,119
38,Mike Williams,LAC,27,WR,15,13,112,67,1027,8,45,652,9.7,375,5.6,10.9,2,33.5,6,5.4,0,114
39,Marvin Jones,JAX,31,WR,16,15,112,66,744,3,37,622,9.4,122,1.8,12,0,,2,1.8,3,76.6
40,George Kittle*,SFO,28,TE,13,13,87,66,900,6,42,458,6.9,442,6.7,8.6,8,8.3,2,2.3,5,107.4
41,Kyle Pitts*,ATL,21,TE,16,15,105,66,1018,1,43,710,10.8,308,4.7,11,3,22,5,4.8,5,78.2
42,Austin Ekeler,LAC,26,RB,15,15,82,65,612,7,29,15,0.2,597,9.2,1.7,6,10.8,6,7.3,2,116.1
43,Amari Cooper,DAL,27,WR,14,13,97,63,786,8,42,568,9,218,3.5,11.1,4,15.8,3,3.1,0,117.5
44,T.J. Hockenson,DET,24,TE,12,12,84,61,583,4,32,384,6.3,199,3.3,7.4,4,15.3,1,1.2,3,92.5
45,DeVonta Smith,PHI,23,WR,16,15,100,61,875,5,41,668,11,207,3.4,14,2,30.5,2,2,1,101.9
46,A.J. Brown,TEN,24,WR,12,12,99,59,801,4,41,578,9.8,223,3.8,11.7,2,29.5,8,8.1,2,90.5
47,Tyler Conklin,MIN,26,TE,16,14,83,59,587,3,26,272,4.6,315,5.3,5.4,0,,2,2.4,0,102.8
48,Laviska Shenault Jr.,JAX,23,wr,15,10,93,58,557,0,27,200,3.4,357,6.2,5.5,9,6.4,6,6.5,2,70
49,D'Andre Swift,DET,22,rb,12,3,73,58,436,2,18,-38,-0.7,474,8.2,0,7,8.3,6,8.2,2,89.3
50,Russell Gage,ATL,25,wr,13,8,81,57,644,3,31,429,7.5,215,3.8,8.2,4,14.3,5,6.2,4,85.6
51,Courtland Sutton,DEN,26,WR,16,15,95,57,763,2,34,637,11.2,126,2.2,15.7,1,57,3,3.2,3,79.4
52,Dallas Goedert,PHI,26,TE,15,14,76,56,830,4,42,444,7.9,386,6.9,8.5,9,6.2,5,6.6,1,121.1
53,Cole Kmet,CHI,22,TE,16,16,88,56,564,0,27,337,6,227,4.1,7.6,4,14,5,5.7,2,72.3
54,Tyler Higbee,LAR,28,TE,14,14,77,55,505,3,30,237,4.3,268,4.9,5.2,1,55,3,3.9,3,85.7
55,Chase Claypool,PIT,23,WR,14,12,98,54,823,1,34,549,10.2,274,5.1,11.8,4,13.5,5,5.1,3,73.6
56,Pat Freiermuth,PIT,23,te,15,9,70,54,444,7,30,223,4.1,221,4.1,5.2,6,9,2,2.9,0,126.1
57,Rondale Moore,ARI,21,wr,14,7,64,54,435,1,18,-3,-0.1,438,8.1,1.4,2,27,1,1.6,2,87.2
58,Darren Waller,LVR,29,te,10,10,84,53,643,2,30,418,7.9,225,4.2,10.1,3,17.7,4,4.8,2,84.6
59,Kendrick Bourne,NWE,26,wr,16,5,66,52,776,5,27,413,7.9,363,7,8.9,5,10.4,2,3,1,134.6
60,Josh Jacobs,LVR,23,RB,14,13,62,52,336,0,13,-41,-0.8,377,7.3,-0.3,9,5.8,5,8.1,1,82.5
61,Aaron Jones,GNB,27,RB,15,15,65,52,391,6,22,-21,-0.4,412,7.9,0.9,4,13,3,4.6,0,122.5
62,Mecole Hardman,KAN,23,wr,16,7,72,51,590,2,28,187,3.7,403,7.9,7.8,7,7.3,2,2.8,1,98.7
63,Cordarrelle Patterson,ATL,30,RB,15,12,68,51,547,5,26,167,3.3,380,7.5,3,7,7.3,1,1.5,1,116.5
64,Brandon Aiyuk,SFO,23,WR,16,15,77,50,719,5,32,410,8.2,309,6.2,9.5,3,16.7,3,3.9,0,116.7
65,Jamison Crowder,NYJ,28,wr,11,4,70,50,431,2,23,255,5.1,176,3.5,6.1,0,,2,2.9,2,84.9
66,A.J. Green,ARI,33,wr,15,8,83,50,825,3,36,652,13,173,3.5,12.5,5,10,3,3.6,2,95.7
67,K.J. Osborn,MIN,24,wr,16,8,78,49,634,6,25,455,9.3,179,3.7,10.1,1,49,2,2.6,3,97.9
68,C.J. Uzomah,CIN,28,TE,16,16,63,49,493,5,24,193,3.9,300,6.1,4.3,5,9.8,4,6.3,1,119.1
69,Rob Gronkowski,TAM,32,TE,11,11,79,48,665,6,29,377,7.9,288,6,9.9,6,8,5,6.3,0,113.1
70,Van Jefferson,LAR,25,WR,16,16,86,48,771,6,30,560,11.7,211,4.4,13.6,2,24,6,7,1,104.4
71,Gerald Everett,SEA,27,TE,14,11,60,47,458,4,25,221,4.7,237,5,5,8,5.9,2,3.3,1,113.7
72,Tim Patrick,DEN,28,WR,15,15,75,47,639,5,34,468,10,171,3.6,11.7,2,23.5,2,2.7,2,100.9
73,Robby Anderson,CAR,28,WR,16,15,101,46,469,4,25,325,7.1,144,3.1,10.6,2,23,7,6.9,6,47.8
74,Braxton Berrios,NYJ,26,wr,16,1,65,46,431,2,21,189,4.1,242,5.3,5.1,1,46,0,0,1,92.5
