Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp,LAR,28,wr,10,10,116,85,1141,10,52,643,7.6,498,5.9,8.7,6,14.2,8,6.9,3,122.1
2,Tyreek Hill,KAN,27,wr,10,10,111,75,855,8,51,556,7.4,299,4,11,9,8.3,5,4.5,2,107
3,Davante Adams,GNB,29,wr,9,9,98,65,864,3,41,577,8.9,287,4.4,11.1,1,65,2,2,3,91.5
4,Keenan Allen,LAC,29,wr,9,9,93,65,698,2,37,461,7.1,237,3.6,8.1,1,65,5,5.4,3,85.3
5,Travis Kelce,KAN,32,te,10,10,89,62,747,5,44,366,5.9,381,6.1,7.7,8,7.8,6,6.7,4,95.1
6,Jaylen Waddle,MIA,23,wr,10,10,84,60,557,3,35,322,5.4,235,3.9,7.2,4,15,5,6,6,71.4
7,Brandin Cooks,HOU,28,wr,9,9,84,57,641,2,29,504,8.8,137,2.4,11.4,2,28.5,3,3.6,3,83.5
8,Chris Godwin,TAM,25,wr,9,9,77,57,717,4,37,320,5.6,397,7,8,5,11.4,4,5.2,2,109.1
9,D.J. Moore,CAR,24,wr,10,10,95,57,701,3,39,448,7.9,253,4.4,10.8,3,19,5,5.3,4,75.8
10,Stefon Diggs,BUF,28,wr,9,9,86,56,750,4,34,543,9.7,207,3.7,10.4,2,28,1,1.2,3,93.7
11,Justin Jefferson,MIN,22,wr,9,9,79,55,775,4,37,520,9.5,255,4.6,11.6,2,27.5,4,5.1,0,117.9
12,Michael Pittman Jr.,IND,24,wr,10,10,76,55,729,5,36,519,9.4,210,3.8,10.4,0,,0,0,1,118.8
13,Deebo Samuel,SFO,25,wr,9,9,86,54,979,5,36,460,8.5,519,9.6,8.1,11,4.9,10,11.6,2,111.5
14,Cole Beasley,BUF,32,wr,9,5,69,53,461,1,22,249,4.7,212,4,4.5,0,,3,4.3,1,92.7
15,Marquise Brown,BAL,24,wr,9,9,82,52,719,6,27,445,8.6,274,5.3,13.4,4,13,5,6.1,2,105.7
16,Diontae Johnson,PIT,25,wr,8,7,82,52,613,3,27,322,6.2,291,5.6,8.7,1,52,0,0,2,88.1
17,Hunter Renfrow,LVR,26,wr,9,3,69,52,494,4,23,252,4.8,242,4.7,5.8,2,26,2,2.9,1,108
18,Jakobi Meyers,NWE,25,wr,10,9,76,50,483,1,25,346,6.9,137,2.7,9.1,1,50,2,2.6,1,82.3
19,D'Andre Swift,DET,22,rb,9,2,63,50,420,2,17,-19,-0.4,439,8.8,0,6,8.3,6,9.5,1,98.4
20,Adam Thielen,MIN,31,wr,9,9,73,50,542,7,28,369,7.4,173,3.5,9.2,1,50,1,1.4,1,116.4
21,Terry McLaurin,WAS,26,wr,9,9,84,49,632,4,30,448,9.1,184,3.8,12,3,16.3,3,3.6,2,88
22,Mark Andrews,BAL,26,te,9,5,69,48,623,4,35,443,9.2,180,3.8,9.8,1,48,1,1.4,1,111
23,T.J. Hockenson,DET,24,te,9,9,65,48,448,2,25,276,5.8,172,3.6,7,4,12,0,0,2,89.8
24,Christian Kirk,ARI,25,wr,10,7,56,47,603,4,30,460,9.8,143,3,11.6,0,,2,3.6,2,120.5
25,CeeDee Lamb,DAL,22,wr,9,9,73,47,726,6,34,436,9.3,290,6.2,11.5,5,9.4,4,5.5,3,107.4
26,Robert Woods,LAR,29,wr,9,9,69,45,556,4,34,358,8,198,4.4,8.2,0,,3,4.3,1,103.3
27,Ja'Marr Chase,CIN,21,wr,9,9,73,44,835,7,29,520,11.8,315,7.2,13.2,3,14.7,7,9.6,5,103.4
28,Amari Cooper,DAL,27,wr,9,9,65,44,583,5,32,428,9.7,155,3.5,11.9,3,14.7,1,1.5,0,121.5
29,Mike Gesicki,MIA,26,te,10,4,70,44,529,2,27,410,9.3,119,2.7,10.2,1,44,1,1.4,1,89.5
30,Najee Harris,PIT,23,rb,9,9,56,44,317,2,15,-15,-0.3,332,7.5,-0.1,11,4,5,8.9,0,102.2
31,Darren Waller,LVR,29,te,8,8,71,44,494,2,24,331,7.5,163,3.7,9.7,1,44,4,5.6,1,86.2
32,Tyler Lockett,SEA,29,wr,9,9,66,43,602,3,21,455,10.6,147,3.4,13.4,2,21.5,0,0,3,90.6
33,Courtland Sutton,DEN,26,wr,10,10,67,43,617,2,28,512,11.9,105,2.4,15.9,1,43,1,1.5,3,85.2
34,Noah Fant,DEN,24,te,9,9,59,42,379,3,17,211,5,168,4,5.9,0,,2,3.4,0,105.1
35,D.K. Metcalf,SEA,24,wr,9,9,64,42,606,8,29,389,9.3,217,5.2,11.6,7,6,2,3.1,1,129.3
36,DeVonta Smith,PHI,23,wr,10,10,68,42,603,4,30,465,11.1,138,3.3,14,1,42,2,2.9,1,104
37,A.J. Brown,TEN,24,wr,9,9,69,41,567,3,27,397,9.7,170,4.1,11.5,1,41,6,8.7,1,94.3
38,Mike Evans,TAM,28,wr,9,9,66,41,606,9,31,471,11.5,135,3.3,14.7,0,,1,1.5,1,125.4
39,Mike Williams,LAC,27,wr,9,8,72,41,608,6,28,396,9.7,212,5.2,11.1,1,41,5,6.9,0,112.5
40,Mecole Hardman,KAN,23,wr,10,7,56,40,399,1,19,107,2.7,292,7.3,7.2,6,6.7,1,1.8,1,89.8
41,Kyle Pitts,ATL,21,te,9,9,64,40,606,1,27,463,11.6,143,3.6,11.2,1,40,1,1.6,3,79.3
42,Austin Ekeler,LAC,26,rb,9,9,51,39,340,4,20,13,0.3,327,8.4,1.6,3,13,3,5.9,1,111.6
43,Cordarrelle Patterson,ATL,30,rb,9,6,49,39,473,5,23,183,4.7,290,7.4,3.6,5,7.8,1,2,1,132.4
44,Tyler Boyd,CIN,27,wr,9,6,55,38,409,2,21,196,5.2,213,5.6,7.1,2,19,0,0,4,72.5
45,Leonard Fournette,TAM,26,rb,9,8,48,38,284,0,17,23,0.6,261,6.9,1.6,5,7.6,4,8.3,1,82.6
46,Myles Gaskin,MIA,24,rb,10,7,48,38,202,3,10,-16,-0.4,218,5.7,-0.1,6,6.3,3,6.3,0,105
47,Tyler Higbee,LAR,28,te,10,10,51,38,344,3,21,143,3.8,201,5.3,4.9,1,38,2,3.9,1,103.7
48,Marvin Jones,JAX,31,wr,9,8,66,38,434,3,21,367,9.7,67,1.8,12.3,0,,1,1.5,1,86.3
49,Dalton Schultz,DAL,25,te,9,9,51,38,438,3,23,221,5.8,217,5.7,6.9,3,12.7,2,3.9,0,119.6
50,Aaron Jones,GNB,27,rb,10,10,47,37,298,4,17,-36,-1,334,9,0.8,2,18.5,2,4.3,0,121.5
