Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp,LAR,28,wr,9,9,103,74,1019,10,47,582,7.9,437,5.9,8.8,6,12.3,7,6.8,3,123.4
2,Tyreek Hill,KAN,27,wr,9,9,101,68,772,6,46,510,7.5,262,3.9,10.8,7,9.7,5,5,2,101.6
3,Davante Adams,GNB,29,wr,8,8,87,58,786,3,39,541,9.3,245,4.2,11.9,1,58,1,1.1,3,92.4
4,Keenan Allen,LAC,29,wr,8,8,82,57,600,2,32,398,7,202,3.5,8,1,57,5,6.1,2,88.5
5,Brandin Cooks,HOU,28,wr,9,9,84,57,641,2,29,504,8.8,137,2.4,11.4,2,28.5,3,3.6,3,83.5
6,Jaylen Waddle,MIA,23,wr,9,9,78,56,496,3,31,267,4.8,229,4.1,6.7,4,14,5,6.4,6,69.2
7,Travis Kelce,KAN,32,te,9,9,79,54,628,5,37,319,5.9,309,5.7,8,6,9,5,6.3,4,92.2
8,D.J. Moore,CAR,24,wr,9,9,88,53,677,3,37,428,8.1,249,4.7,11.2,3,17.7,5,5.7,4,76.8
9,Cole Beasley,BUF,32,wr,8,5,67,51,446,1,21,247,4.8,199,3.9,4.6,0,,3,4.5,1,92
10,Chris Godwin,TAM,25,wr,8,8,69,50,660,4,35,299,6,361,7.2,8.4,4,12.5,3,4.3,2,109.6
11,Michael Pittman Jr.,IND,24,wr,9,9,71,50,658,5,32,467,9.3,191,3.8,10.4,0,,0,0,1,117
12,Deebo Samuel,SFO,25,wr,8,8,81,49,882,4,32,419,8.6,463,9.4,8.1,7,7,10,12.3,2,104
13,Stefon Diggs,BUF,28,wr,8,8,73,48,588,3,28,420,8.8,168,3.5,9.4,2,24,1,1.4,2,92.7
14,T.J. Hockenson,DET,24,te,8,8,64,48,448,2,25,276,5.8,172,3.6,7.2,4,12,0,0,2,91.1
15,D'Andre Swift,DET,22,rb,8,1,57,47,415,2,16,-19,-0.4,434,9.2,0.1,6,7.8,4,7,1,101.4
16,Marquise Brown,BAL,24,wr,8,8,69,46,682,6,26,434,9.4,248,5.4,14.5,4,11.5,3,4.3,2,115.7
17,Justin Jefferson,MIN,22,wr,8,8,68,46,632,4,30,409,8.9,223,4.8,11.6,1,46,4,5.9,0,116.8
18,Jakobi Meyers,NWE,25,wr,9,8,72,46,434,0,21,311,6.8,123,2.7,9.2,0,,2,2.8,1,74.7
19,Diontae Johnson,PIT,25,wr,7,6,69,45,530,3,23,276,6.1,254,5.6,8.7,1,45,0,0,2,90.9
20,Hunter Renfrow,LVR,26,wr,8,3,60,45,448,3,20,234,5.2,214,4.8,6.1,2,22.5,2,3.3,1,105.4
21,Adam Thielen,MIN,31,wr,8,8,66,45,477,7,26,334,7.4,143,3.2,9.2,1,45,1,1.5,1,118.1
22,Robert Woods,LAR,29,wr,9,9,69,45,556,4,34,358,8,198,4.4,8.2,0,,3,4.3,1,103.3
23,Ja'Marr Chase,CIN,21,wr,9,9,73,44,835,7,29,520,11.8,315,7.2,13.2,3,14.7,7,9.6,5,103.4
24,Mike Gesicki,MIA,26,te,9,4,63,44,529,2,27,410,9.3,119,2.7,10.1,1,44,1,1.6,1,99.2
25,Terry McLaurin,WAS,26,wr,8,8,76,43,573,4,27,413,9.6,160,3.7,12.5,3,14.3,2,2.6,2,87.2
26,Mark Andrews,BAL,26,te,8,5,61,42,560,3,30,404,9.6,156,3.7,10.1,1,42,1,1.6,1,107.3
27,CeeDee Lamb,DAL,22,wr,8,8,66,41,632,4,29,400,9.8,232,5.7,12.3,1,41,4,6.1,3,95
28,Tyler Lockett,SEA,29,wr,8,8,58,41,579,3,21,433,10.6,146,3.6,12.1,2,20.5,0,0,2,105.5
29,Courtland Sutton,DEN,26,wr,9,9,64,41,588,2,27,489,11.9,99,2.4,16.1,1,41,1,1.6,3,84.6
30,A.J. Brown,TEN,24,wr,8,8,65,40,551,3,26,381,9.5,170,4.3,11.4,1,40,5,7.7,1,97.7
31,Amari Cooper,DAL,27,wr,8,8,61,40,532,5,30,396,9.9,136,3.4,12.2,1,40,1,1.6,0,120.4
32,Najee Harris,PIT,23,rb,8,8,52,40,289,2,13,-13,-0.3,302,7.6,-0.1,10,4,5,9.6,0,102.2
33,Christian Kirk,ARI,25,wr,9,6,48,40,545,4,27,415,10.4,130,3.3,12.5,0,,2,4.2,2,124.4
34,Darren Waller,LVR,29,te,7,7,64,40,470,2,22,324,8.1,146,3.7,10,1,40,4,6.3,1,88.7
35,Mike Evans,TAM,28,wr,8,8,63,39,544,8,29,444,11.4,100,2.6,14.7,0,,1,1.6,0,129.2
