Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Cooper Kupp,LAR,28,WR,13,13,151,113,1489,12,70,842,7.5,647,5.7,8.7,8,14.1,8,5.3,4,121
2,Chris Godwin,TAM,25,WR,13,13,120,92,1054,5,53,483,5.3,571,6.2,7.3,5,18.4,5,4.2,2,109.5
3,Davante Adams,GNB,29,WR,12,12,128,90,1204,7,61,765,8.5,439,4.9,10.4,3,30,2,1.6,3,108.3
4,Tyreek Hill,KAN,27,WR,13,13,131,90,1030,8,61,653,7.3,377,4.2,10.6,10,9,7,5.3,3,102.9
5,Keenan Allen,LAC,29,WR,12,12,124,86,929,4,53,634,7.4,295,3.4,8,1,86,5,4,4,88.4
6,Hunter Renfrow,LVR,26,wr,13,7,106,86,877,5,40,465,5.4,412,4.8,6,2,43,2,1.9,1,112.9
7,Jaylen Waddle,MIA,23,WR,13,13,114,86,849,4,50,498,5.8,351,4.1,7.3,4,21.5,6,5.3,7,82.1
8,Justin Jefferson,MIN,22,WR,13,13,127,85,1288,8,61,888,10.4,400,4.7,12.2,3,28.3,5,3.9,1,117.8
9,Diontae Johnson,PIT,25,WR,12,11,130,81,990,6,48,560,6.9,430,5.3,9.3,5,16.2,3,2.3,3,91.5
10,Stefon Diggs,BUF,28,WR,13,13,121,78,972,7,50,723,9.3,249,3.2,11.7,3,26,2,1.7,4,94.8
11,Mark Andrews,BAL,26,te,13,7,109,75,926,6,52,636,8.5,290,3.9,10,2,37.5,3,2.8,7,86.4
12,Brandin Cooks,HOU,28,WR,13,13,109,73,845,3,37,586,8,259,3.5,10.7,3,24.3,3,2.8,3,87.9
13,Travis Kelce,KAN,32,TE,13,13,109,73,875,5,51,439,6,436,6,7.6,8,9.1,10,9.2,5,87.5
14,Cole Beasley,BUF,32,wr,13,6,93,72,605,1,30,334,4.6,271,3.8,5.4,0,,3,3.2,1,92.8
15,D.J. Moore,CAR,24,WR,13,13,122,72,938,4,49,611,8.5,327,4.5,10.9,4,18,8,6.6,5,77.2
16,Marquise Brown,BAL,24,WR,12,12,107,70,866,6,34,536,7.7,330,4.7,12.5,4,17.5,5,4.7,2,101.2
17,Michael Pittman Jr.,IND,24,WR,13,13,99,67,882,5,44,625,9.3,257,3.8,10.4,1,67,4,4,3,99.8
18,CeeDee Lamb,DAL,22,WR,12,11,100,64,890,6,43,506,7.9,384,6,10.6,7,9.1,5,5,6,87.5
19,Adam Thielen,MIN,31,WR,12,12,92,64,686,10,36,460,7.2,226,3.5,9.5,1,64,1,1.1,2,118.3
20,Mike Evans,TAM,28,WR,13,13,99,63,885,11,46,671,10.7,214,3.4,12.9,2,31.5,2,2,2,121
21,Leonard Fournette,TAM,26,RB,13,12,77,62,421,2,27,7,0.1,414,6.7,0.9,6,10.3,6,7.8,2,87.3
22,Tyler Lockett,SEA,29,WR,13,13,93,62,1023,5,33,795,12.8,228,3.7,15,2,31,0,0,3,108
23,T.J. Hockenson,DET,24,TE,12,12,84,61,583,4,32,384,6.3,199,3.3,7.4,4,15.3,1,1.2,3,92.5
24,Terry McLaurin,WAS,26,WR,13,13,106,61,808,5,37,583,9.6,225,3.7,13,3,20.3,5,4.7,3,85.7
25,Mike Williams,LAC,27,WR,13,11,99,61,915,7,41,567,9.3,348,5.7,10.6,2,30.5,6,6.1,0,115.5
26,Ja'Marr Chase,CIN,21,WR,13,13,98,60,1035,10,42,642,10.7,393,6.6,13.2,5,12,11,11.2,6,105.6
27,Najee Harris,PIT,23,RB,13,13,75,60,397,3,19,-23,-0.4,420,7,-0.1,13,4.6,6,8,0,102.1
28,Mike Gesicki,MIA,26,te,13,6,90,59,642,2,32,473,8,169,2.9,9.3,1,59,2,2.2,1,89.2
29,Jakobi Meyers,NWE,25,WR,13,12,90,59,620,1,31,452,7.7,168,2.8,9.7,1,59,2,2.2,1,84.5
30,Austin Ekeler,LAC,26,RB,13,13,75,58,535,7,27,26,0.4,509,8.8,2,3,19.3,6,8,2,116.3
31,Tee Higgins,CIN,22,WR,11,11,89,57,812,4,38,611,10.7,201,3.5,12.3,1,57,3,3.4,2,99.1
32,George Kittle,SFO,28,te,10,10,76,57,757,6,36,365,6.4,392,6.9,8.2,7,8.1,2,2.6,3,116
33,Deebo Samuel,SFO,25,WR,12,12,93,57,1028,5,39,494,8.7,534,9.4,8.8,11,5.2,10,10.8,3,103.7
34,Amon-Ra St. Brown,DET,22,wr,13,6,76,57,511,1,26,266,4.7,245,4.3,6.6,1,57,1,1.3,1,91.5
35,D.K. Metcalf,SEA,24,WR,13,13,92,56,753,8,38,497,8.9,256,4.6,12.7,8,7,2,2.2,1,111.4
36,D'Andre Swift,DET,22,rb,11,3,70,56,429,2,18,-40,-0.7,469,8.4,-0.2,7,8,6,8.6,2,89.8
37,Tyler Boyd,CIN,27,wr,13,7,77,55,611,2,30,336,6.1,275,5,7.4,2,27.5,0,0,4,81.7
38,Marvin Jones,JAX,31,WR,13,12,89,54,610,3,30,502,9.3,108,2,12,0,,1,1.1,2,83.1
39,Kyle Pitts,ATL,21,TE,13,12,88,54,770,1,35,570,10.6,200,3.7,10.7,1,54,3,3.4,5,69.8
40,Noah Fant,DEN,24,TE,12,12,71,53,475,3,20,278,5.2,197,3.7,6.2,0,,2,2.8,0,106.2
41,Christian Kirk,ARI,25,wr,13,9,70,53,718,4,34,562,10.6,156,2.9,11.9,0,,4,5.7,2,115.1
42,Dalton Schultz,DAL,25,TE,13,12,74,53,584,4,29,317,6,267,5,7.4,3,17.7,3,4.1,1,107
43,Darren Waller,LVR,29,te,10,10,84,53,643,2,30,418,7.9,225,4.2,10.1,3,17.7,4,4.8,2,84.6
