player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Dalvin Cook,11796,HB,MIN,1,32,8,0,0.0,0,0,120,1,2,8,96,78.9,4,7,18,0,4,80.5,73.1,77.1,,43.4,70.8,73.0,59.9,12,0,59,6,31,35,0,0,8,38,0,120,96,3.0,3.8,1.9,26
Ty Johnson,45769,HB,NYJ,1,22,2,1,15.4,16,0,104,0,0,2,39,14.8,3,6,22,0,1,77.9,74.9,75.9,,79.5,58.1,74.4,,16,0,13,2,13,22,0,0,2,24,1,104,39,1.77,4.7,1.0,21
Cam Akers,57206,HB,LA,1,21,3,0,0.0,0,0,72,0,0,3,40,26.0,1,4,26,0,7,77.5,67.6,76.2,,66.3,54.1,68.9,76.4,12,0,22,1,25,25,0,0,1,22,1,72,40,1.9,3.4,0.88,14
Myles Gaskin,45914,HB,MIA,1,21,4,1,28.9,26,0,90,0,2,4,42,52.2,2,2,17,1,15,26.7,62.3,76.6,,56.8,87.4,53.3,60.0,26,0,51,2,18,24,0,0,2,23,0,90,42,2.0,4.3,2.83,6
Ezekiel Elliott,10638,HB,DAL,1,18,1,0,0.0,0,0,77,0,2,1,47,35.6,3,5,9,0,3,77.2,64.0,78.6,,82.4,69.5,59.9,60.0,14,0,18,4,25,19,0,0,6,22,0,77,47,2.61,4.3,0.72,15
Devin Singletary,40485,HB,BUF,1,18,2,1,24.6,15,0,61,0,1,2,48,38.1,1,4,4,0,9,77.0,74.8,79.1,,51.0,71.6,74.8,60.0,15,1,22,3,30,21,0,0,3,21,0,61,48,2.67,3.4,0.73,6
James Robinson,22425,HB,JAX,1,18,3,1,19.2,15,0,78,0,3,3,49,68.1,1,3,15,0,9,77.8,56.4,0.0,,28.8,72.5,55.5,60.0,15,1,30,6,31,20,0,0,6,24,1,78,49,2.72,4.3,0.97,8
Nick Chubb,45783,HB,CLV,1,18,6,1,36.3,29,0,80,0,0,6,44,77.2,2,4,8,0,10,77.0,67.5,74.0,,73.9,59.0,67.6,,29,0,26,1,15,19,0,0,1,19,1,80,44,2.44,4.4,1.73,7
David Montgomery,45719,HB,CHI,1,17,5,0,0.0,0,0,72,0,2,5,57,111.8,2,3,6,0,2,77.2,70.8,79.6,,18.4,69.6,71.7,60.0,13,0,39,4,30,20,0,0,4,21,2,72,57,3.35,4.2,1.3,15
Adrian Peterson,3623,HB,DET,1,16,4,1,26.3,15,0,57,0,0,4,38,59.4,1,4,11,0,11,76.2,65.5,75.2,,40.7,53.4,66.7,60.0,15,0,0,0,11,19,0,0,1,16,2,57,38,2.38,3.6,0.0,5
Wayne Gallman,11895,HB,NYG,1,16,4,2,61.5,83,0,135,0,0,4,121,189.1,3,4,21,0,12,75.8,79.2,74.8,,71.2,53.9,78.6,60.0,60,0,0,0,9,17,0,0,0,16,0,135,121,7.56,8.4,0.0,4
Devontae Booker,10770,HB,LV,1,16,0,0,0.0,0,0,50,0,0,0,30,0.0,1,2,23,0,8,76.0,54.5,75.8,,64.4,56.6,54.7,,14,0,1,1,12,16,0,0,2,17,0,50,30,1.88,3.1,0.08,8
Damien Harris,35134,HB,NE,1,16,0,0,0.0,0,0,80,0,0,0,52,0.0,2,3,19,1,6,24.2,64.4,79.8,,69.4,71.8,62.8,54.9,12,0,15,1,5,26,0,0,1,17,0,80,52,3.25,5.0,3.0,7
Alvin Kamara,11822,HB,NO,1,15,3,1,42.0,37,0,88,0,0,3,64,75.3,3,3,20,0,2,76.2,54.8,0.0,,72.4,53.3,59.3,58.8,37,1,9,2,20,27,0,0,3,17,1,88,64,4.27,5.9,0.45,9
Aaron Jones,11937,HB,GB,1,15,8,1,59.2,77,0,130,0,0,8,120,355.6,1,5,12,0,5,76.1,89.1,75.8,,75.2,72.0,89.6,60.0,77,0,18,3,21,17,0,0,3,18,1,130,120,8.0,8.7,0.86,10
Melvin Gordon III,9448,HB,DEN,1,15,3,1,49.6,65,0,131,0,0,3,53,66.2,2,4,10,0,6,76.0,77.0,73.6,,17.8,62.4,79.3,,65,0,11,1,16,16,0,0,2,16,0,131,53,3.53,8.7,0.69,8
Derrick Henry,10679,HB,TEN,1,15,3,0,0.0,0,0,60,0,0,3,56,70.0,1,3,31,1,6,24.2,55.8,75.2,,71.3,59.6,55.0,60.0,10,0,9,1,18,17,0,0,1,16,0,60,56,3.73,4.0,0.5,9
Peyton Barber,10927,HB,WAS,1,14,0,0,0.0,0,0,23,0,0,0,17,0.0,0,3,32,0,4,75.1,48.7,77.4,,61.3,55.5,50.6,,5,0,0,0,5,14,0,0,0,14,1,23,17,1.21,1.6,0.0,8
Taysom Hill,12112,QB,NO,1,10,3,0,0.0,0,0,23,0,0,2,9,18.0,1,4,20,3,5,24.0,67.3,0.0,71.2,,,56.2,60.0,43,1,0,0,0,33,60,4,0,10,0,83,38,2.71,5.9,,1
Kareem Hunt,11841,HB,CLV,1,14,4,0,0.0,0,0,33,0,2,4,36,90.8,0,0,8,0,7,76.1,54.1,76.3,,21.9,67.1,52.8,60.0,8,0,24,3,16,16,0,0,3,17,0,33,36,2.57,2.4,1.5,7
Cam Newton,6153,QB,NE,1,11,2,0,0.0,0,0,29,0,0,0,16,0.0,2,6,19,1,4,28.1,52.7,78.6,52.6,,,55.9,60.5,14,0,0,0,0,34,19,3,0,11,2,48,40,2.86,3.4,,2
Phillip Lindsay,12660,HB,DEN,1,14,1,0,0.0,0,0,26,0,0,1,18,9.2,0,2,10,0,9,75.1,53.5,73.5,,74.4,54.9,54.2,59.8,4,0,0,0,6,16,0,0,0,14,0,26,18,1.29,1.9,0.0,5
Jonathan Taylor,57488,HB,IND,1,13,5,2,47.3,43,0,91,0,0,5,43,103.4,4,6,14,0,5,75.4,78.8,76.5,,5.1,69.7,80.4,60.0,24,0,44,3,14,18,0,0,3,16,0,91,43,3.31,7.0,3.14,8
Lamar Jackson,46416,QB,BLT,1,8,4,1,39.4,37,0,58,0,0,2,10,31.3,3,6,3,1,6,77.9,64.0,78.4,68.4,,,56.0,60.0,37,0,0,0,0,32,36,5,0,8,1,94,32,2.46,7.2,,0
Chris Carson,12004,HB,SEA,1,13,3,0,0.0,0,0,65,2,1,3,41,78.8,3,6,29,0,3,75.4,69.2,76.1,,81.3,58.4,70.8,60.0,11,0,45,3,23,14,0,0,6,16,0,65,41,3.15,5.0,1.96,10
Giovani Bernard,7818,HB,CIN,1,12,1,0,0.0,0,0,30,0,0,1,31,18.5,1,3,7,0,6,75.2,66.1,76.5,,74.6,57.3,67.2,,10,0,-1,2,19,13,0,0,2,14,0,30,31,2.58,2.5,-0.05,6
Le'Veon Bell,7829,HB,KC,1,11,2,1,40.0,16,0,40,1,1,2,27,56.6,1,1,16,0,6,74.4,52.3,75.7,,50.8,40.5,57.5,60.0,16,0,15,2,18,12,0,0,3,13,0,40,27,2.45,3.6,0.83,5
J.K. Dobbins,57366,HB,BLT,1,11,3,2,67.6,48,0,71,0,0,3,28,69.4,2,4,3,0,9,73.8,67.8,75.7,,68.8,55.6,68.6,60.0,30,0,0,0,4,15,0,0,0,11,1,71,28,2.55,6.5,0.0,2
Kenyan Drake,10707,HB,ARZ,1,10,2,1,55.1,27,0,49,1,0,2,34,56.7,2,3,1,0,3,73.9,58.5,77.1,,76.2,41.0,63.5,60.0,27,0,9,2,16,11,0,0,3,12,1,49,34,3.4,4.9,0.56,7
Miles Sanders,40555,HB,PHI,1,10,2,0,0.0,0,0,31,0,0,2,23,46.0,0,1,24,0,1,73.3,59.4,77.1,,38.3,47.1,64.2,60.0,8,0,0,0,18,12,0,0,1,10,0,31,23,2.3,3.1,0.0,8
David Johnson,9519,HB,HST,1,10,0,1,43.2,19,0,44,0,0,0,24,0.0,1,3,13,0,4,73.3,53.5,79.7,,73.1,51.1,56.3,59.7,19,0,0,0,21,13,0,0,2,10,1,44,24,2.4,4.4,0.0,6
