player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Todd Gurley II,9443,HB,ATL,1,23,6,0,0.0,0,0,63,1,0,6,57,59.5,2,4,2,1,17,27.4,44.9,75.6,,83.5,35.5,47.6,60.0,13,0,19,2,19,25,0,0,3,25,2,63,57,2.48,2.7,1.0,6
James Robinson,22425,HB,JAX,1,22,5,1,18.5,22,0,119,1,1,5,72,75.5,4,6,15,0,6,78.5,70.4,78.4,,31.5,47.7,76.6,60.0,22,0,18,4,25,24,0,0,6,26,1,119,72,3.27,5.4,0.72,14
Antonio Gibson,78050,HB,WAS,1,20,5,1,31.3,40,0,128,1,0,5,49,61.3,2,3,32,0,11,77.1,81.6,77.1,,0.0,32.6,89.3,58.9,40,0,0,0,8,24,0,0,1,20,1,128,49,2.45,6.4,0.0,9
James Conner,11860,HB,PIT,1,20,3,1,29.3,24,0,82,1,0,3,55,35.9,1,4,25,1,7,26.6,65.9,78.5,,49.9,52.7,68.8,72.5,24,0,29,3,33,21,0,0,4,23,0,82,55,2.75,4.1,0.88,8
Derrick Henry,10679,HB,TEN,1,20,2,1,22.7,17,0,75,0,0,2,56,25.5,2,4,31,0,6,77.9,73.0,74.1,,22.6,58.9,75.6,60.0,17,0,-3,2,13,23,0,0,2,22,1,75,56,2.8,3.8,-0.23,14
Jamaal Williams,11889,HB,GB,1,19,1,0,0.0,0,0,77,1,1,1,41,18.8,1,4,12,0,5,77.5,67.9,78.1,,47.3,58.2,71.3,60.0,13,0,37,4,21,24,0,0,5,23,1,77,41,2.16,4.1,1.76,14
Kareem Hunt,11841,HB,CLV,1,18,3,1,19.7,15,0,76,1,1,3,53,56.1,4,4,8,0,10,77.0,59.0,75.5,,79.3,53.7,59.5,60.0,15,0,26,3,22,20,0,0,4,21,0,76,53,2.94,4.2,1.18,8
Jeff Wilson Jr.,29413,HB,SF,1,17,4,2,29.5,33,0,112,0,0,4,70,86.7,3,6,28,0,4,76.9,86.0,76.5,,76.1,59.3,85.5,59.8,17,0,8,2,11,23,0,0,2,19,3,112,70,4.12,6.6,0.73,13
Melvin Gordon III,9448,HB,DEN,1,17,4,0,0.0,0,0,68,0,0,4,43,53.3,2,6,10,2,9,18.4,60.5,76.1,,74.4,28.5,71.3,60.0,11,0,12,2,23,21,0,0,4,19,1,68,43,2.53,4.0,0.52,7
Darrell Henderson,41193,HB,LA,1,15,3,0,0.0,0,0,63,0,0,3,44,51.8,3,4,26,0,4,76.2,77.1,76.6,,76.5,58.7,79.7,59.6,11,0,13,2,17,20,0,0,2,17,0,63,44,2.93,4.2,0.76,11
Carlos Hyde,8692,HB,SEA,1,15,2,1,35.3,24,0,68,0,0,2,31,23.0,2,5,29,0,8,76.1,64.8,75.3,,76.6,66.2,62.8,60.0,24,0,8,3,20,16,0,0,4,18,1,68,31,2.07,4.5,0.4,6
