player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Dalvin Cook,11796,HB,MIN,1,27,9,1,11.5,15,0,130,0,0,9,87,100.0,3,10,18,0,4,79.1,85.6,73.7,,81.8,67.8,81.9,60.0,15,0,16,2,12,32,0,0,2,29,2,130,87,3.22,4.8,1.33,21
Joe Mixon,11803,HB,CIN,1,25,3,3,51.7,78,0,151,0,3,3,85,65.8,4,8,7,0,11,79.5,77.3,77.9,,41.7,66.8,78.0,60.0,34,0,30,6,23,32,0,0,6,31,2,151,85,3.4,6.0,1.3,14
Melvin Gordon III,9448,HB,DEN,1,23,6,3,72.0,77,0,107,1,0,6,75,78.3,3,4,10,0,16,78.4,69.5,78.2,,69.2,41.4,72.9,60.0,43,0,11,2,19,29,0,0,3,25,2,107,75,3.26,4.7,0.58,7
Ronald Jones,34001,HB,TB,1,20,5,1,20.7,23,0,111,2,0,5,85,81.7,3,6,30,0,12,78.2,68.4,76.1,,,27.7,83.5,60.0,23,0,17,6,24,24,0,0,8,26,0,111,85,4.25,5.6,0.71,7
Alvin Kamara,11822,HB,NO,1,19,4,0,0.0,0,0,83,0,0,4,51,48.8,2,6,20,0,9,78.4,79.2,76.6,,,90.4,71.1,60.7,12,0,36,3,17,30,0,0,4,22,1,83,51,2.68,4.4,2.12,9
Devin Singletary,40485,HB,BUF,1,18,4,0,0.0,0,0,56,1,4,4,53,102.4,2,3,4,0,7,77.6,65.8,77.5,,81.0,53.9,67.7,60.0,11,0,21,5,25,22,0,0,6,23,1,56,53,2.94,3.1,0.84,11
Damien Harris,35134,HB,NE,1,17,0,1,41.0,41,0,100,0,0,0,33,0.0,2,2,19,0,6,76.2,69.9,71.3,,76.7,56.9,68.1,60.0,41,0,0,0,3,18,0,0,0,17,0,100,33,1.94,5.9,0.0,11
James Robinson,22425,HB,JAX,1,17,5,0,0.0,0,0,75,0,1,5,45,75.6,2,4,15,0,7,77.3,75.4,78.0,,82.2,67.8,74.8,60.0,14,0,32,4,24,19,0,0,4,21,0,75,45,2.65,4.4,1.33,10
Jonathan Taylor,57488,HB,IND,1,17,0,1,23.5,16,0,68,0,1,0,24,7.8,2,3,14,0,9,76.7,64.5,77.8,,,62.1,63.6,60.0,16,0,11,1,10,21,0,0,1,18,0,68,24,1.41,4.0,1.1,8
Mike Davis,9559,HB,CAR,1,16,4,2,46.4,39,0,84,0,3,4,90,187.5,2,5,5,0,8,76.8,73.3,77.0,,85.6,66.5,72.0,60.0,21,0,27,5,24,21,0,0,6,21,1,84,90,5.63,5.3,1.13,8
Chris Carson,12004,HB,SEA,1,16,3,1,22.5,18,0,80,0,0,3,45,44.4,1,7,29,1,3,24.9,72.9,75.0,,6.1,84.4,68.9,60.0,18,0,20,3,15,19,0,0,4,19,2,80,45,2.81,5.0,1.33,13
Clyde Edwards-Helaire,57279,HB,KC,1,16,1,0,0.0,0,0,64,0,0,1,31,10.2,2,3,16,0,6,76.4,61.8,81.6,,12.0,72.4,57.9,,13,0,27,3,24,16,0,0,3,19,0,64,31,1.94,4.0,1.13,10
Todd Gurley II,9443,HB,ATL,1,16,7,0,0.0,0,0,57,0,0,7,61,157.0,1,6,2,0,11,76.0,75.0,75.9,,78.2,52.9,77.4,60.0,13,0,6,1,17,17,0,0,1,17,2,57,61,3.81,3.6,0.35,5
David Johnson,9519,HB,HST,1,16,1,1,23.8,15,0,63,1,1,1,25,17.4,1,4,13,0,8,76.6,59.2,76.8,,79.9,46.6,61.6,60.0,15,0,29,2,15,18,0,0,3,18,0,63,25,1.56,3.9,1.93,8
Aaron Jones,11937,HB,GB,1,15,5,1,32.4,23,0,71,0,0,5,49,81.7,3,4,12,0,3,76.5,73.7,78.0,,77.3,84.5,68.1,33.1,23,0,40,5,15,16,0,0,5,20,0,71,49,3.27,4.7,2.67,12
Josh Jacobs,45953,HB,LV,1,15,1,1,33.3,16,1,48,0,1,1,39,28.9,2,3,23,0,6,76.3,62.8,0.0,,37.6,75.8,63.7,60.0,16,1,25,3,21,17,0,0,4,18,0,48,39,2.6,3.2,1.19,9
Jerick McKinnon,8731,HB,SF,1,14,4,1,27.8,15,0,54,0,2,4,57,116.3,2,2,28,0,4,76.8,71.6,77.6,,83.7,74.4,67.6,60.0,15,0,43,7,41,17,0,0,8,21,1,54,57,4.07,3.9,1.05,8
Latavius Murray,7962,HB,NO,1,14,0,0,0.0,0,0,64,0,2,0,36,34.3,1,6,20,0,2,75.3,78.9,72.7,,,65.6,77.1,60.0,11,0,19,1,12,17,0,0,2,15,2,64,36,2.57,4.6,1.58,12
Kenyan Drake,10707,HB,ARZ,1,13,1,0,0.0,0,0,35,0,0,1,26,15.4,0,1,1,0,7,74.7,51.8,78.3,,31.4,51.4,54.8,60.0,9,0,0,0,16,15,0,0,0,13,0,35,26,2.0,2.7,0.0,3
Frank Gore,2282,HB,NYJ,1,13,1,0,0.0,0,0,30,0,0,1,25,13.7,0,1,22,0,3,75.3,60.3,75.4,,62.5,53.6,62.2,60.0,6,0,6,1,16,15,0,0,2,14,0,30,25,1.92,2.3,0.38,10
D'Ernest Johnson,45734,HB,CLV,1,13,2,1,29.5,28,0,95,0,0,2,60,71.0,2,5,8,0,5,74.7,85.7,71.1,,,58.3,80.7,60.0,28,0,0,0,2,15,0,0,0,13,0,95,60,4.62,7.3,0.0,8
Miles Sanders,40555,HB,PHI,1,13,1,0,0.0,0,0,46,1,0,1,31,15.9,0,2,24,0,6,75.2,61.4,79.6,,39.9,44.0,70.8,59.8,9,0,30,2,22,18,0,0,4,15,0,46,31,2.38,3.5,1.36,6
Antonio Gibson,78050,HB,WAS,1,13,2,0,0.0,0,0,46,0,2,2,18,32.6,1,4,32,0,1,75.6,83.8,76.8,,74.2,95.1,61.2,60.0,10,0,82,4,14,15,0,0,5,17,1,46,18,1.38,3.5,5.86,12
Ezekiel Elliott,10638,HB,DAL,1,12,1,1,44.4,24,0,54,0,2,1,26,32.5,1,3,9,1,6,25.3,64.4,80.8,,49.6,78.0,59.7,60.0,24,0,71,8,35,16,0,0,8,20,0,54,26,2.17,4.5,2.03,6
Kareem Hunt,11841,HB,CLV,1,11,3,0,0.0,0,0,71,0,0,3,56,138.8,4,5,8,0,6,74.3,81.8,72.6,,0.0,52.9,86.4,60.0,14,0,0,0,11,13,0,0,0,11,2,71,56,5.09,6.5,0.0,5
Rex Burkhead,7971,HB,NE,1,11,1,1,40.0,18,0,45,0,0,1,29,22.0,1,1,19,0,6,74.5,60.0,72.5,,77.5,56.8,59.7,60.0,18,0,5,1,11,13,0,0,1,12,0,45,29,2.64,4.1,0.45,4
Adrian Peterson,3623,HB,DET,1,11,1,0,0.0,0,0,36,1,0,1,25,20.7,1,2,11,0,5,74.3,43.2,74.4,,69.4,29.1,50.3,,10,0,0,0,12,12,0,0,1,11,1,36,25,2.27,3.3,0.0,6
