player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,1,31,4,1,12.4,16,0,129,0,0,4,96,40.0,2,10,23,0,11,79.7,85.0,75.0,,78.8,52.3,82.6,60.0,16,0,0,0,11,33,0,0,0,31,0,129,96,3.1,4.2,0.0,20
Dalvin Cook,11796,HB,MIN,1,30,5,3,46.0,75,0,163,0,3,5,111,92.5,4,11,18,0,10,79.7,78.1,75.1,,78.7,82.2,72.8,60.0,37,0,63,2,10,31,0,0,3,32,3,163,111,3.7,5.4,6.3,20
David Montgomery,45719,HB,CHI,1,21,8,1,42.7,38,0,89,1,0,8,80,132.5,1,5,6,0,6,77.7,81.9,78.6,,80.9,47.5,88.4,60.0,38,0,16,2,32,22,0,0,5,23,0,89,80,3.81,4.2,0.5,15
Jordan Wilkins,26618,HB,IND,1,20,5,1,18.0,16,0,89,0,0,5,64,76.2,3,5,14,0,7,77.5,68.4,78.2,,25.8,72.6,66.8,59.8,16,0,24,1,12,24,0,0,1,21,1,89,64,3.2,4.5,2.0,13
Ezekiel Elliott,10638,HB,DAL,1,19,2,0,0.0,0,0,63,1,0,2,38,20.0,1,4,9,0,5,77.0,58.7,78.3,,69.1,40.5,61.8,71.7,11,0,10,1,31,23,0,0,2,20,0,63,38,2.0,3.3,0.32,13
Derrick Henry,10679,HB,TEN,1,18,1,1,18.8,21,0,112,0,0,1,68,21.0,2,6,31,0,4,76.8,77.1,73.1,,21.5,53.1,79.0,,21,0,0,0,11,19,0,0,0,18,1,112,68,3.78,6.2,0.0,14
DeeJay Dallas,55632,HB,SEA,1,18,2,0,0.0,0,0,41,0,0,2,43,20.8,0,3,29,0,5,77.1,62.5,78.2,,38.0,62.1,63.0,60.0,9,0,17,5,31,21,0,0,5,23,1,41,43,2.39,2.3,0.55,11
Myles Gaskin,45914,HB,MIA,1,18,2,0,0.0,0,0,47,1,0,2,33,17.5,0,3,17,1,10,26.0,52.6,76.3,,81.7,57.0,51.4,60.2,6,0,16,3,16,22,0,0,6,21,1,47,33,1.83,2.6,1.0,7
Todd Gurley II,9443,HB,ATL,1,18,4,0,0.0,0,0,46,0,0,4,29,35.8,1,3,2,0,8,76.5,58.4,73.2,,76.7,52.2,59.2,,11,0,0,0,16,18,0,0,0,18,1,46,29,1.61,2.6,0.0,9
Justin Jackson,29539,HB,LAC,1,17,2,2,44.9,40,0,89,0,2,2,42,49.4,2,4,27,0,5,76.7,74.8,76.8,,47.7,90.4,67.7,60.0,22,0,53,3,14,19,0,0,5,20,0,89,42,2.47,5.2,3.79,11
