player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,31,7,0,0.0,0,0,116,0,0,7,67,44.5,3,4,31,0,11,80.0,60.0,76.6,,62.9,59.1,59.9,60.0,13,0,15,3,20,33,0,0,3,34,0,116,67,2.16,3.7,0.75,19
Josh Jacobs,45953,HB,LV,1,25,9,0,0.0,0,0,93,0,2,9,81,122.9,2,9,23,0,8,78.9,74.3,76.2,,78.1,77.5,70.3,59.9,14,0,46,4,17,27,0,0,5,29,3,93,81,3.24,3.7,2.71,17
Clyde Edwards-Helaire,57279,HB,KC,1,25,8,2,32.6,45,0,138,0,0,8,106,135.7,4,6,16,0,3,78.4,74.9,76.7,,74.3,51.0,75.5,,27,0,0,0,17,25,0,0,1,25,1,138,106,4.24,5.5,0.0,22
Christian McCaffrey,11763,HB,CAR,1,23,7,1,15.5,15,0,97,0,1,7,70,93.6,2,6,5,0,12,78.3,67.2,78.9,,39.5,59.0,70.0,60.0,15,0,38,3,33,25,0,0,4,26,2,97,70,3.04,4.2,1.15,11
Ezekiel Elliott,10638,HB,DAL,1,22,5,0,0.0,0,0,96,0,1,5,66,72.0,3,7,9,0,11,78.2,82.7,79.3,,84.8,82.3,77.6,,14,0,31,3,28,22,0,0,4,25,1,96,66,3.0,4.4,1.11,11
Benny Snell Jr.,45954,HB,PIT,1,19,4,2,45.1,51,0,113,0,0,4,55,60.9,3,2,25,1,15,25.1,55.8,74.1,,74.1,54.9,56.9,60.0,30,0,0,0,7,21,0,0,1,19,0,113,55,2.89,5.9,0.0,4
Austin Ekeler,12164,HB,LAC,1,19,0,0,0.0,0,0,84,0,0,0,45,0.0,2,3,27,0,9,76.7,59.2,78.0,,64.6,53.2,60.7,60.0,13,0,3,1,22,22,0,0,1,20,0,84,45,2.37,4.4,0.14,8
Joe Mixon,11803,HB,CIN,1,19,1,0,0.0,0,0,69,0,0,1,44,11.6,1,3,7,1,6,25.4,48.4,78.0,,76.4,54.4,48.7,60.0,14,0,2,1,17,20,0,0,1,20,0,69,44,2.32,3.6,0.12,13
Malcolm Brown,9902,HB,LA,1,18,3,0,0.0,0,0,79,1,1,3,39,41.3,2,9,26,0,6,77.0,59.7,79.7,,55.2,45.8,65.6,60.0,12,0,31,3,21,20,0,0,4,21,2,79,39,2.17,4.4,1.48,12
Ronald Jones,34001,HB,TB,1,17,2,1,31.8,21,0,66,0,0,2,32,19.8,2,5,30,0,11,76.6,59.5,74.9,,7.9,70.4,58.7,60.0,21,0,16,2,11,18,0,0,3,19,0,66,32,1.88,3.9,1.45,6
