player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Akers,57206,HB,LA,1,29,3,2,35.1,60,0,171,0,1,3,110,48.9,4,8,26,0,15,79.5,73.2,75.7,,75.0,61.0,72.4,60.0,35,0,23,2,17,32,0,0,3,31,0,171,110,3.79,5.9,1.35,14
Derrick Henry,10679,HB,TEN,1,26,3,4,58.1,125,0,215,0,1,3,132,72.5,4,8,31,0,11,79.1,92.4,74.1,,33.9,76.1,91.5,,47,0,7,2,11,27,0,0,2,28,2,215,132,5.08,8.3,0.64,15
Kenyan Drake,10707,HB,ARZ,1,23,4,2,63.8,51,0,80,0,0,4,65,47.1,3,5,1,2,16,19.8,46.9,78.6,,79.6,63.0,45.4,60.0,36,0,10,1,16,24,0,0,1,24,1,80,65,2.83,3.5,0.63,7
Dalvin Cook,11796,HB,MIN,1,22,3,0,0.0,0,0,102,1,2,3,65,61.6,2,8,18,0,3,78.2,64.1,76.1,,60.3,42.1,69.0,60.0,14,0,8,2,25,24,0,0,4,24,1,102,65,2.95,4.6,0.32,17
Jonathan Taylor,57488,HB,IND,1,20,9,3,63.3,95,0,150,0,0,9,70,143.2,6,6,14,0,7,77.4,82.0,74.1,,77.7,68.7,79.4,,62,0,15,2,10,20,0,0,2,22,2,150,70,3.5,7.5,1.5,12
Jalen Hurts,40291,QB,PHI,1,14,0,1,14.2,15,0,56,0,0,0,26,0.0,3,7,24,1,6,34.7,48.5,79.4,40.9,,,64.4,60.0,24,0,0,0,0,33,50,4,0,14,0,106,26,1.44,5.9,,3
Ronald Jones,34001,HB,TB,1,18,3,1,20.0,16,0,80,0,0,3,53,46.5,2,4,30,0,10,76.7,71.9,75.1,,79.8,58.2,70.2,60.0,16,0,4,1,9,21,0,0,2,19,1,80,53,2.94,4.4,0.44,7
Nick Chubb,45783,HB,CLV,1,17,5,0,0.0,0,0,82,0,0,5,59,91.3,3,5,8,0,6,76.6,73.4,76.5,,81.8,74.3,68.5,,14,0,21,2,19,17,0,0,2,19,2,82,59,3.47,4.8,1.11,11
Clyde Edwards-Helaire,57279,HB,KC,1,16,1,0,0.0,0,0,32,0,4,1,28,41.7,1,1,16,0,7,76.8,64.6,80.0,,79.1,78.0,56.2,60.0,12,0,59,5,23,20,0,0,6,21,0,32,28,1.75,2.0,2.57,9
Carlos Hyde,8692,HB,SEA,1,15,3,3,72.7,48,0,66,0,0,3,58,77.3,3,2,29,0,4,75.5,75.4,74.2,,47.2,53.3,77.3,60.0,18,0,0,0,10,16,0,0,0,15,0,66,58,3.87,4.4,0.0,10
Austin Ekeler,12164,HB,LAC,1,15,7,0,0.0,0,0,79,0,2,7,67,167.5,4,4,27,1,5,26.4,66.3,76.8,,25.4,83.3,59.8,,13,0,67,9,26,15,0,0,9,24,0,79,67,4.47,5.3,2.58,7
Aaron Jones,11937,HB,GB,1,15,4,0,0.0,0,0,69,0,0,4,46,72.2,1,4,12,0,4,76.2,68.0,78.0,,76.9,52.1,71.5,60.0,11,0,6,2,27,18,0,0,3,17,0,69,46,3.07,4.6,0.22,11
Raheem Mostert,9783,HB,SF,1,14,1,0,0.0,0,0,65,0,0,1,50,22.3,1,4,28,0,1,75.9,70.6,74.9,,77.8,55.8,73.4,59.9,14,0,5,2,18,17,0,0,2,16,0,65,50,3.57,4.6,0.28,13
Miles Sanders,40555,HB,PHI,1,14,2,1,71.3,82,0,115,0,0,2,93,73.8,1,3,24,0,3,76.3,76.7,80.8,,81.8,61.3,78.9,60.0,82,0,21,4,22,26,0,0,4,18,2,115,93,6.64,8.2,0.95,11
Zack Moss,40341,HB,BUF,1,13,2,0,0.0,0,0,43,0,0,2,31,36.7,1,3,4,0,6,74.7,56.6,75.9,,56.0,52.3,59.1,60.0,13,0,0,0,17,18,0,0,1,13,0,43,31,2.38,3.3,0.0,7
J.K. Dobbins,57366,HB,BLT,1,13,1,0,0.0,0,0,53,0,0,1,37,21.9,2,4,3,1,12,22.9,51.6,74.7,,76.8,52.3,53.2,54.6,13,0,0,0,15,18,0,0,0,13,1,53,37,2.85,4.1,0.0,1
DeAndre Washington,10777,HB,MIA,1,13,3,0,0.0,0,0,35,0,0,3,27,41.5,0,1,17,0,6,75.2,70.5,74.6,,80.6,74.5,65.6,60.0,7,0,17,2,17,14,0,0,4,15,0,35,27,2.08,2.7,1.0,7
Josh Jacobs,45953,HB,LV,1,13,2,1,36.7,18,0,49,2,1,2,29,41.8,2,2,23,0,3,75.4,52.2,74.8,,69.4,29.9,59.8,60.0,18,0,25,3,14,14,0,0,5,16,0,49,29,2.23,3.8,1.79,10
Kyler Murray,38334,QB,ARZ,1,5,0,0,0.0,0,0,-5,0,0,0,9,0.0,2,4,1,1,1,80.4,78.5,79.7,79.7,,,61.9,60.0,12,0,0,0,0,35,52,8,0,5,0,47,10,0.77,3.6,,0
Melvin Gordon III,9448,HB,DEN,1,13,1,1,22.1,15,0,68,0,0,1,42,20.2,2,5,10,0,8,75.4,74.8,74.4,,77.6,72.6,71.9,,15,0,23,3,11,13,0,0,3,16,0,68,42,3.23,5.2,2.09,5
Ezekiel Elliott,10638,HB,DAL,1,12,0,1,54.2,26,0,48,1,0,0,47,0.0,1,3,9,0,4,74.8,53.4,74.7,,77.8,41.5,59.1,60.0,26,0,11,2,14,14,0,0,3,14,0,48,47,3.92,4.0,0.79,8
Trayveon Williams,45775,HB,CIN,1,12,0,0,0.0,0,0,49,0,2,0,27,30.0,0,1,7,1,1,23.2,51.2,73.6,,56.0,63.7,49.6,60.0,9,0,14,3,10,13,0,0,3,15,0,49,27,2.25,4.1,1.4,9
James Robinson,22425,HB,JAX,1,12,2,1,70.1,47,0,67,0,1,2,69,107.8,1,1,15,0,4,75.6,71.1,76.1,,80.9,69.4,69.1,,47,0,16,4,22,13,0,0,4,16,0,67,69,5.75,5.6,0.73,7
Chris Carson,12004,HB,SEA,1,12,1,1,36.8,28,0,76,1,0,1,38,21.1,2,3,29,0,4,75.4,64.2,75.6,,44.4,50.0,67.9,60.0,28,0,22,3,14,16,0,0,5,15,1,76,38,3.17,6.3,1.57,8
Wayne Gallman,11895,HB,NYG,1,12,4,1,28.1,16,0,57,0,0,4,52,115.6,1,2,21,0,6,75.0,72.3,74.5,,21.9,67.0,73.8,,16,0,16,3,13,12,0,0,4,15,0,57,52,4.33,4.8,1.23,6
Peyton Barber,10927,HB,WAS,1,12,2,0,0.0,0,0,37,1,0,2,27,32.1,0,2,32,0,7,74.8,67.7,75.8,,78.6,62.6,66.2,59.9,9,0,1,2,10,18,0,0,3,14,0,37,27,2.25,3.1,0.1,5
Alvin Kamara,11822,HB,NO,1,11,5,1,32.0,16,0,50,0,2,5,33,116.7,1,3,20,0,4,75.5,62.1,77.5,,56.3,63.9,61.1,59.7,16,0,44,7,28,14,0,0,10,18,1,50,33,3.0,4.5,1.57,7
David Montgomery,45719,HB,CHI,1,11,5,1,70.8,80,0,113,0,0,5,89,289.0,3,4,6,0,1,74.6,66.2,76.4,,11.1,71.6,70.4,60.0,80,0,42,3,22,13,0,0,4,14,1,113,89,8.09,10.3,1.91,10
