player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,26,5,1,13.4,16,0,119,0,0,5,78,53.6,3,9,31,0,4,79.1,79.5,75.9,,46.4,55.3,81.5,,16,0,11,2,21,27,0,0,3,28,2,119,78,3.0,4.6,0.52,22
Dalvin Cook,11796,HB,MIN,1,22,5,2,43.1,78,0,181,0,0,5,119,112.7,7,8,18,1,7,27.1,74.8,75.5,,78.4,61.7,73.9,60.0,39,0,18,2,16,25,0,0,3,24,1,181,119,5.41,8.2,1.13,13
Adrian Peterson,3623,HB,DET,1,22,2,1,36.0,27,0,75,0,0,2,60,23.7,1,2,11,0,10,77.8,52.8,74.3,,81.8,64.0,51.3,60.0,27,0,10,1,12,23,0,0,1,23,0,75,60,2.73,3.4,0.83,12
Myles Gaskin,45914,HB,MIA,1,22,7,1,22.7,15,0,66,0,0,7,52,61.3,1,4,17,0,10,78.4,60.5,76.0,,30.0,61.0,61.4,60.0,15,0,29,5,18,24,0,0,5,27,0,66,52,2.36,3.0,1.61,12
Clyde Edwards-Helaire,57279,HB,KC,1,20,4,1,25.0,16,0,64,0,2,4,56,67.2,1,2,16,0,3,77.9,60.4,79.8,,,71.3,53.7,60.0,16,0,70,5,29,21,0,0,6,25,0,64,56,2.8,3.2,2.41,17
Darrell Henderson,41193,HB,LA,1,20,3,0,0.0,0,0,114,0,0,3,53,37.9,5,10,26,0,6,77.5,80.5,72.4,,78.5,57.9,78.8,60.0,14,0,6,1,10,22,0,0,2,21,1,114,53,2.65,5.7,0.6,14
Nick Chubb,45783,HB,CLV,1,19,5,3,56.5,61,0,108,0,0,5,74,97.4,4,5,8,0,10,77.3,60.5,74.2,,72.4,56.3,60.9,60.0,25,0,2,1,12,21,0,0,1,20,2,108,74,3.89,5.7,0.17,9
Miles Sanders,40555,HB,PHI,1,18,3,1,20.0,19,0,95,1,0,3,51,38.6,3,5,24,0,8,77.5,58.9,80.4,,78.1,41.9,65.2,59.7,19,0,12,4,41,24,0,0,8,22,0,95,51,2.83,5.3,0.29,8
James Conner,11860,HB,PIT,1,18,2,1,22.9,25,0,109,1,0,2,45,22.7,4,6,25,0,14,77.2,60.7,76.7,,54.0,51.6,64.1,60.0,25,0,40,4,21,22,0,0,5,22,1,109,45,2.5,6.1,1.9,4
Kenyan Drake,10707,HB,ARZ,1,18,2,1,20.5,15,0,73,0,0,2,32,18.7,3,7,1,0,8,76.7,67.9,78.0,,80.9,54.7,68.3,60.0,15,0,6,1,19,20,0,0,1,19,0,73,32,1.78,4.1,0.32,10
Joe Mixon,11803,HB,CIN,1,17,4,0,0.0,0,0,49,0,0,4,48,59.4,1,2,7,0,7,76.9,58.0,77.6,,79.2,57.7,57.1,,11,0,16,2,28,18,0,0,2,19,0,49,48,2.82,2.9,0.57,10
Aaron Jones,11937,HB,GB,1,16,1,1,27.5,19,0,69,0,0,1,36,12.5,2,4,12,0,3,76.2,57.7,76.4,,30.5,61.7,58.9,60.0,19,0,17,2,19,18,0,0,3,18,1,69,36,2.25,4.3,0.89,13
Josh Jacobs,45953,HB,LV,1,16,2,0,0.0,0,0,71,1,0,2,39,25.7,2,3,23,1,3,24.9,48.2,75.3,,78.2,41.9,52.5,,13,0,12,3,16,16,0,0,4,19,0,71,39,2.44,4.4,0.75,13
Kareem Hunt,11841,HB,CLV,1,16,0,0,0.0,0,0,46,1,1,0,30,10.4,1,1,8,0,11,76.2,63.8,74.3,,45.5,69.0,61.9,,11,0,18,2,11,16,0,0,3,18,0,46,30,1.88,2.9,1.64,4
Frank Gore,2282,HB,NYJ,1,15,5,0,0.0,0,0,57,0,0,5,47,97.9,1,5,22,0,4,75.7,65.9,72.8,,65.8,58.6,65.7,,10,0,5,1,10,15,0,0,1,16,0,57,47,3.13,3.8,0.5,11
Todd Gurley II,9443,HB,ATL,1,14,3,2,40.0,32,0,80,0,0,3,46,65.7,4,4,2,1,6,23.3,54.7,75.3,,66.4,26.0,65.4,60.0,16,0,2,1,13,15,0,0,1,15,1,80,46,3.29,5.7,0.15,6
Chris Carson,12004,HB,SEA,1,14,3,1,35.9,23,0,64,0,1,3,44,73.9,2,3,29,0,3,75.8,57.5,79.8,,80.3,60.7,55.3,,23,0,12,3,25,14,0,0,3,17,0,64,44,3.14,4.6,0.48,10
David Montgomery,45719,HB,CHI,1,14,2,0,0.0,0,0,45,0,1,2,32,42.9,2,4,6,0,3,75.5,59.8,78.5,,86.0,58.6,57.6,60.0,11,0,9,2,19,18,0,0,3,16,0,45,32,2.29,3.2,0.47,11
Ezekiel Elliott,10638,HB,DAL,1,14,0,0,0.0,0,0,34,3,0,0,25,0.0,0,3,9,0,7,76.5,52.8,79.9,,80.8,30.0,61.9,60.0,9,0,24,6,46,18,0,0,9,20,1,34,25,1.79,2.4,0.52,7
Jerick McKinnon,8731,HB,SF,1,14,2,0,0.0,0,0,38,0,0,2,28,23.5,2,3,28,0,6,76.6,77.5,75.3,,80.9,89.5,68.9,60.0,11,0,39,3,22,18,0,0,4,17,1,38,28,2.0,2.7,1.77,8
Mike Davis,9559,HB,CAR,1,13,6,1,54.3,25,0,46,0,2,6,38,111.4,1,1,5,0,3,76.4,72.6,77.6,,74.1,81.8,65.2,60.0,25,0,45,8,22,14,0,0,9,21,0,46,38,2.92,3.5,2.05,8
Jonathan Taylor,57488,HB,IND,1,13,4,1,27.1,16,0,59,0,0,4,36,79.1,3,4,14,0,6,74.9,70.3,74.9,,,57.0,71.0,,16,0,3,1,10,13,0,0,1,14,1,59,36,2.77,4.5,0.3,7
Devin Singletary,40485,HB,BUF,1,13,6,2,46.5,33,0,71,0,2,6,34,123.1,3,5,4,0,1,75.6,74.1,77.6,,63.0,72.3,74.5,58.0,17,0,50,4,30,17,0,0,5,17,0,71,34,2.62,5.5,1.67,11
Ronald Jones,34001,HB,TB,1,13,2,0,0.0,0,0,53,1,0,2,36,36.9,1,4,30,0,6,75.5,62.2,75.6,,,37.2,69.9,60.0,13,0,20,2,18,17,0,0,4,15,0,53,36,2.77,4.1,1.11,5
David Johnson,9519,HB,HST,1,13,3,0,0.0,0,0,23,1,0,3,25,38.5,0,1,13,0,6,75.2,56.0,77.6,,14.6,53.0,62.3,,5,0,23,2,30,13,0,0,3,15,1,23,25,1.92,1.8,0.77,7
Austin Ekeler,12164,HB,LAC,1,12,2,0,0.0,0,0,59,0,2,2,46,66.7,2,4,27,0,3,76.6,77.7,79.8,,77.9,72.3,80.8,60.0,12,0,84,11,39,13,0,0,11,23,1,59,46,3.83,4.9,2.15,7
Jeff Wilson Jr.,29413,HB,SF,1,12,0,0,0.0,0,0,15,0,1,0,11,6.1,0,2,28,0,3,75.0,70.7,72.8,,,91.1,60.1,60.0,4,0,54,3,9,14,0,0,3,15,1,15,11,0.92,1.3,6.0,9
Latavius Murray,7962,HB,NO,1,12,1,0,0.0,0,0,58,0,0,1,39,25.0,1,4,20,0,8,74.5,73.6,72.6,,72.7,60.9,72.0,60.0,10,0,7,1,5,13,0,0,1,13,0,58,39,3.25,4.8,1.4,4
James Robinson,22425,HB,JAX,1,11,1,0,0.0,0,0,46,0,4,1,23,61.5,2,3,15,0,5,75.3,78.0,73.4,,53.0,92.2,68.3,,11,0,83,6,14,11,0,0,6,17,2,46,23,2.09,4.2,5.93,6
J.J. Taylor,25512,HB,NE,1,11,1,0,0.0,0,0,43,1,0,1,21,17.4,0,2,19,0,6,74.6,62.3,70.6,,73.0,25.8,68.8,60.0,9,0,0,0,1,13,0,0,1,11,0,43,21,1.91,3.9,0.0,2
Lamar Jackson,46416,QB,BLT,1,6,2,1,36.1,30,0,54,0,0,1,5,13.9,3,3,3,2,4,29.4,75.2,78.6,61.1,,,90.3,60.0,30,0,0,0,0,19,29,3,0,6,0,83,11,1.22,9.2,,0
Antonio Gibson,78050,HB,WAS,1,9,1,0,0.0,0,0,49,0,0,1,27,25.0,1,4,32,1,4,21.7,58.6,74.7,,,28.6,72.5,60.0,13,0,11,3,14,11,0,0,3,12,1,49,27,3.0,5.4,0.79,5
Sony Michel,27589,HB,NE,1,9,3,2,73.5,86,0,117,0,0,3,72,218.2,3,3,19,0,3,73.4,84.9,71.8,,77.1,81.1,80.2,60.0,48,0,23,2,8,15,0,0,2,11,0,117,72,8.0,13.0,2.88,4
Brian Hill,11911,HB,ATL,1,9,0,1,60.3,35,0,58,1,0,0,19,0.0,1,1,2,0,1,73.1,58.6,73.1,,,36.4,65.4,60.0,35,0,22,1,13,10,0,0,2,10,1,58,19,2.11,6.4,1.69,8
Jordan Wilkins,26618,HB,IND,1,9,4,1,56.4,22,0,39,0,0,4,33,146.7,1,1,14,0,3,73.6,69.9,72.1,,50.3,64.7,68.2,60.0,22,0,6,1,2,12,0,0,1,10,0,39,33,3.67,4.3,3.0,6
Carson Wentz,10636,QB,PHI,1,3,1,0,0.0,0,0,8,0,0,0,5,0.0,2,6,24,1,0,41.1,56.9,80.3,43.9,,,89.9,60.9,24,0,0,0,0,31,57,6,0,3,1,65,51,5.67,7.2,,1
Cam Newton,6153,QB,NE,1,8,1,0,0.0,0,0,6,0,0,0,7,0.0,1,2,19,0,2,79.5,47.7,79.2,48.3,,,53.5,60.0,21,0,0,0,0,37,21,1,0,8,0,27,7,0.78,3.0,,0
Melvin Gordon III,9448,HB,DEN,1,8,0,0,0.0,0,0,26,0,0,0,21,0.0,0,0,10,0,6,73.5,58.1,76.2,,20.2,60.1,63.6,60.0,9,0,12,4,20,10,0,0,6,12,0,26,21,2.63,3.3,0.6,2
Alexander Mattison,45817,HB,MIN,1,8,1,1,55.6,15,0,27,0,0,1,21,32.8,1,1,18,0,1,72.1,59.5,74.1,,76.4,55.5,59.4,,15,0,0,0,6,8,0,0,0,8,0,27,21,2.63,3.4,0.0,6
Joshua Kelley,13750,HB,LAC,1,8,2,1,37.2,16,0,43,0,1,2,28,105.0,1,1,27,1,1,21.1,60.9,73.7,,76.4,75.9,52.7,,16,0,9,2,11,8,0,0,2,10,0,43,28,3.5,5.4,0.82,6
Leonard Fournette,11759,HB,TB,1,7,0,0,0.0,0,0,15,0,0,0,11,0.0,0,1,30,0,5,72.9,57.3,74.5,,,56.1,58.6,60.0,6,0,7,2,15,9,0,0,2,9,0,15,11,1.57,2.1,0.47,2
Ryan Fitzpatrick,2467,QB,MIA,1,3,1,0,0.0,0,0,2,0,0,0,1,0.0,2,4,17,0,0,77.8,91.5,78.8,91.1,,,69.1,60.0,14,1,0,1,0,33,36,4,1,4,1,38,20,2.86,5.4,,1
Nyheim Hines,48103,HB,IND,1,7,1,0,0.0,0,0,21,0,2,1,12,46.8,1,1,14,0,3,75.4,65.5,77.2,,77.7,91.4,48.4,,11,0,40,4,11,7,0,0,4,11,0,21,12,1.71,3.0,3.64,4
Mark Ingram II,6180,HB,BLT,1,7,0,0,0.0,0,0,30,0,0,0,16,0.0,1,2,3,0,5,71.4,52.4,72.2,,,29.2,62.6,60.0,11,0,0,0,7,9,0,0,1,7,0,30,16,2.29,4.3,0.0,2
Benny Snell Jr.,45954,HB,PIT,1,7,2,0,0.0,0,0,11,0,0,2,12,49.0,0,2,25,0,6,71.4,57.4,73.0,,33.8,57.7,59.5,60.0,4,0,0,0,2,11,0,0,0,7,0,11,12,1.71,1.6,0.0,1
La'Mical Perine,26408,HB,NYJ,1,7,1,0,0.0,0,0,24,0,0,1,13,20.6,1,0,22,0,3,72.3,52.3,73.8,,72.4,60.4,50.2,,11,0,-1,2,12,7,0,0,2,9,0,24,13,1.86,3.4,-0.08,4
