player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,66.7,39,44,8.3,2.34,3,3,6.1,59.1,26,0,12,0.0,48,0,13,30,80.8,54.7,55.2,57.9,0,0,53,0,25.0,89.7,6.3,3,1,1,1,1,2,3.8,325,7.4
Kyler Murray,38334,QB,ARZ,1,80.5,41,44,7.2,2.5,2,1,2.0,70.5,31,0,15,6.1,53,2,17,1,81.8,60.2,60.0,59.2,0,2,61,0,26.7,95.5,7.5,4,4,1,0,3,3,4.9,326,7.4
Zach Wilson,82096,QB,NYJ,1,60.6,33,41,10.8,3.27,2,1,2.4,48.8,20,0,18,0.0,43,0,15,22,79.7,46.9,48.1,56.7,0,3,43,0,11.1,64.6,4.7,2,0,0,6,2,3,7.0,355,8.7
Kenny Pickett,60515,QB,PIT,1,67.6,37,38,7.1,2.78,1,0,0.0,65.8,25,0,17,0.0,49,0,10,25,35.5,51.9,46.1,80.7,0,1,55,1,35.3,66.9,12.2,6,5,0,0,0,3,5.5,191,5.0
Lamar Jackson,46416,QB,BLT,1,79.4,34,38,6.4,2.79,0,1,2.5,71.1,27,0,10,0.0,43,0,15,3,81.0,69.3,63.1,76.4,0,0,45,1,30.0,104.9,7.0,3,2,1,3,2,1,2.2,238,6.3
Jared Goff,10635,QB,DET,1,88.2,34,37,7.3,2.59,2,4,10.0,73.0,27,0,12,10.0,39,3,13,11,79.3,85.0,84.3,58.3,0,0,42,0,8.3,108.1,2.6,1,1,0,1,1,0,0.0,321,8.7
P.J. Walker,12134,QB,CAR,1,57.1,35,36,12.8,2.54,1,3,7.7,52.8,19,0,6,5.0,38,1,13,5,79.3,64.4,63.1,62.2,0,1,42,0,16.7,80.4,2.6,1,1,0,0,1,1,2.4,317,8.8
Kirk Cousins,7102,QB,MIN,1,80.0,30,36,7.0,2.77,1,1,2.6,66.7,24,0,18,0.0,42,0,12,18,29.6,63.4,60.6,67.0,0,0,44,0,16.7,103.0,7.1,3,3,0,5,2,1,2.3,232,6.4
Tua Tagovailoa,60326,QB,MIA,1,93.9,33,36,12.0,2.46,1,2,5.3,80.6,29,1,7,6.5,40,2,19,17,79.9,96.8,96.1,63.6,0,0,42,1,28.6,138.7,5.0,2,2,0,2,3,0,0.0,382,10.6
Mac Jones,60323,QB,NE,1,83.3,30,35,4.7,2.66,1,1,2.8,68.6,24,0,17,4.0,44,1,11,19,30.9,52.6,45.7,76.7,0,1,45,0,35.3,79.9,13.6,6,3,0,4,1,2,4.4,194,5.5
Joe Burrow,28022,QB,CIN,1,84.4,32,35,6.5,2.46,2,1,2.7,71.4,25,0,10,7.4,40,2,9,7,29.4,69.5,66.3,69.3,0,1,43,0,50.0,96.4,12.5,5,0,0,1,2,1,2.3,232,6.6
Geno Smith,7820,QB,SEA,1,78.1,32,34,8.4,2.88,1,4,11.8,67.6,23,0,12,8.0,41,2,15,29,79.4,91.5,91.1,65.1,0,0,41,0,25.0,104.0,7.3,3,4,0,1,2,0,0.0,212,6.2
Matthew Stafford,4924,QB,LA,1,74.2,31,33,4.7,2.45,0,2,5.7,66.7,22,0,7,4.3,36,1,12,26,79.0,74.9,72.7,63.8,0,0,38,0,28.6,91.4,5.6,2,1,0,2,1,0,0.0,187,5.7
Trevor Lawrence,77632,QB,JAX,1,75.0,28,31,5.5,2.67,0,1,2.9,58.1,18,0,10,14.3,35,3,6,15,28.3,43.4,42.2,59.5,0,2,39,1,20.0,52.2,5.7,2,2,0,3,1,3,7.7,133,4.3
Daniel Jones,39395,QB,NYG,1,60.0,30,31,8.2,3.45,1,0,0.0,54.8,17,0,15,5.6,39,1,9,21,29.1,38.3,44.4,43.1,0,0,40,1,33.3,71.4,12.8,5,3,0,0,0,2,5.0,176,5.7
Taylor Heinicke,9896,QB,WAS,1,79.3,29,31,6.1,3.27,1,0,0.0,74.2,23,0,17,0.0,39,0,14,32,79.1,56.3,56.2,57.7,0,1,39,0,11.8,98.7,5.1,2,5,0,1,1,2,5.1,279,9.0
Russell Wilson,7077,QB,DEN,1,79.2,24,30,12.1,2.74,2,2,6.7,60.0,18,0,10,5.3,35,1,12,10,78.7,77.7,74.4,69.2,0,1,35,0,30.0,84.3,8.6,3,2,1,3,1,2,5.7,252,8.4
Aaron Rodgers,2241,QB,GB,1,76.9,26,30,8.8,2.63,0,4,12.9,63.3,19,0,7,5.0,34,1,9,12,78.6,89.2,85.3,65.9,2,1,37,0,28.6,91.4,5.9,2,1,0,2,2,0,0.0,203,6.8
Andy Dalton,6187,QB,NO,1,85.2,27,30,5.7,2.38,1,1,3.2,73.3,22,0,2,4.3,30,1,12,20,77.6,70.4,69.3,,0,0,31,0,0.0,117.2,0.0,0,0,0,2,2,1,3.2,229,7.6
Davis Mills,52269,QB,HST,1,65.4,26,29,9.0,2.8,0,3,9.7,58.6,17,0,19,0.0,34,0,5,13,78.7,57.3,58.4,54.5,2,1,36,0,15.8,69.9,8.8,3,2,0,1,1,0,0.0,152,5.2
Jalen Hurts,40291,QB,PHI,1,81.5,27,28,11.4,2.69,0,2,6.7,67.9,19,0,10,13.6,32,3,12,24,78.6,85.4,87.7,49.3,1,0,34,0,30.0,140.6,9.4,3,1,0,0,4,0,0.0,285,10.2
Marcus Mariota,9435,QB,ATL,1,80.8,26,28,10.5,3.13,1,0,0.0,71.4,20,0,16,4.8,31,1,14,2,78.8,71.2,67.9,68.4,0,2,31,0,12.5,105.2,6.5,2,1,0,1,3,2,6.5,253,9.0
Dak Prescott,10769,QB,DAL,1,84.0,25,27,8.0,2.33,0,2,7.4,77.8,21,0,7,0.0,28,0,15,9,78.3,91.7,90.3,72.4,1,1,28,0,14.3,114.5,3.6,1,0,0,1,2,0,0.0,250,9.3
Derek Carr,8671,QB,LV,1,70.8,24,26,8.1,2.87,0,1,3.8,57.7,15,0,12,11.8,29,2,5,23,77.6,56.5,56.1,60.0,0,1,30,0,25.0,50.3,10.3,3,0,0,2,0,1,3.3,101,3.9
Josh Allen,46601,QB,BUF,1,65.2,23,25,14.0,3.38,0,2,6.9,52.0,13,0,16,13.3,30,2,10,4,78.8,73.9,67.3,78.1,1,2,34,0,12.5,75.1,6.7,2,3,0,1,2,3,8.8,218,8.7
Jimmy Garoppolo,8697,QB,SF,1,87.5,24,25,7.0,2.49,1,2,8.0,84.0,21,0,7,0.0,28,0,11,28,77.3,75.6,72.9,62.6,0,0,28,0,42.9,132.5,10.7,3,0,0,0,2,1,3.6,235,9.4
