player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Patrick Mahomes,11765,QB,KC,1,78.7,61,68,6.9,2.94,1,2,2.7,63.2,43,0,29,10.4,78,5,26,16,83.8,78.7,71.4,87.9,1,1,85,0,13.8,80.9,5.1,4,6,0,5,1,1,1.2,446,6.6
Tom Brady,698,QB,TB,1,77.4,53,58,5.5,2.12,1,2,3.3,62.1,36,0,7,12.2,60,5,15,30,81.8,72.5,71.2,,0,0,63,0,14.3,79.7,1.7,1,0,1,3,1,1,1.6,280,4.8
Aaron Rodgers,2241,QB,GB,1,64.1,39,43,11.0,3.04,0,2,4.2,53.5,23,0,15,8.0,47,2,13,12,80.8,63.0,59.9,70.5,0,3,52,0,6.7,53.5,2.1,1,3,0,4,1,2,3.8,291,6.8
Justin Herbert,28237,QB,LAC,1,89.5,38,43,6.4,2.73,3,2,4.5,69.8,30,0,9,11.8,45,4,16,27,79.9,80.6,80.3,56.8,2,1,46,0,0.0,82.0,0.0,0,1,0,0,1,0,0.0,245,5.7
Kirk Cousins,7102,QB,MIN,1,75.0,32,40,11.8,2.71,2,4,9.8,55.0,22,0,20,8.3,42,2,12,18,79.9,79.0,78.0,64.7,3,1,43,1,10.0,81.8,4.8,2,0,0,3,2,0,0.0,265,6.6
Derek Carr,8671,QB,LV,1,61.1,36,36,9.9,2.78,0,4,10.8,58.3,21,0,22,4.5,39,1,11,23,79.0,70.7,69.6,,0,0,40,0,9.1,99.2,5.1,2,0,0,0,2,1,2.5,259,7.2
Kyler Murray,38334,QB,ARZ,1,84.8,33,35,5.4,2.86,0,0,0.0,71.4,25,0,13,10.7,44,3,10,1,19.2,43.9,55.3,30.0,0,0,46,0,38.5,100.9,11.4,5,4,0,2,2,4,8.7,170,4.9
Josh Allen,46601,QB,BUF,1,60.6,33,34,12.1,3.15,0,1,2.9,52.9,18,0,13,10.0,42,2,12,4,32.0,60.7,48.1,88.3,0,2,43,0,38.5,46.8,11.9,5,3,0,1,0,4,9.3,205,6.0
Geno Smith,7820,QB,SEA,1,81.3,32,34,2.8,2.86,0,1,2.7,76.5,26,0,16,0.0,38,0,16,29,80.0,65.0,61.1,69.2,0,1,41,1,12.5,106.9,5.3,2,2,0,2,2,2,4.9,275,8.1
Trevor Lawrence,77632,QB,JAX,1,92.9,28,31,6.7,2.19,1,1,3.2,80.6,25,0,8,3.8,33,1,14,15,37.8,87.6,87.1,64.4,0,0,33,0,0.0,109.0,0.0,0,2,1,1,1,0,0.0,235,7.6
Tua Tagovailoa,60326,QB,MIA,1,84.6,26,30,9.6,2.77,0,3,9.1,70.0,21,0,8,4.5,31,1,15,17,28.4,83.8,87.0,44.6,1,0,34,0,0.0,135.7,0.0,0,1,0,3,3,0,0.0,302,10.1
Mac Jones,60323,QB,NE,1,71.4,28,30,4.7,2.62,0,0,0.0,66.7,20,0,13,0.0,34,0,6,19,78.3,51.5,50.8,60.0,0,0,34,0,30.8,89.2,11.8,4,0,0,2,1,1,2.9,147,4.9
Sam Ehlinger,60555,QB,IND,1,63.0,27,29,6.3,3.17,1,1,3.3,51.7,15,0,19,11.8,42,2,5,14,79.8,44.5,42.1,62.6,0,1,44,0,47.4,45.6,21.4,9,4,0,1,0,1,2.3,103,3.6
Andy Dalton,6187,QB,NO,1,76.0,25,29,7.8,2.73,2,0,0.0,65.5,19,0,15,0.0,34,0,9,20,78.5,65.2,63.9,62.6,0,1,35,0,26.7,84.0,11.8,4,1,0,2,1,0,0.0,210,7.2
