player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,80.0,50,52,6.9,2.14,0,3,5.4,75.0,39,0,9,2.5,53,1,23,30,36.8,77.1,75.5,,1,0,57,0,11.1,114.7,1.9,1,0,0,1,3,1,1.8,385,7.4
Matthew Stafford,4924,QB,LA,1,75.0,44,48,5.7,2.68,2,0,0.0,66.7,32,0,23,3.0,56,1,16,26,81.3,48.7,49.9,54.0,0,1,57,0,30.4,71.0,12.5,7,1,0,2,0,2,3.5,254,5.3
Carson Wentz,10636,QB,WAS,1,65.8,38,42,8.1,2.42,0,1,2.3,59.5,25,0,19,0.0,45,0,10,32,80.0,49.5,46.9,65.6,0,2,47,2,10.5,56.6,4.4,2,1,0,4,1,2,4.3,170,4.0
Jared Goff,10635,QB,DET,1,75.7,37,39,10.6,2.66,0,1,2.3,66.7,26,0,11,7.1,41,2,18,11,80.3,74.6,73.7,59.8,0,1,48,0,9.1,121.5,2.4,1,1,0,2,4,3,6.3,378,9.7
Justin Herbert,28237,QB,LAC,1,78.4,37,39,7.3,2.71,0,1,2.5,69.2,27,1,11,6.9,40,2,15,27,80.0,72.9,71.5,61.0,0,0,41,1,9.1,113.2,2.5,1,0,0,2,2,1,2.4,340,8.7
Kirk Cousins,7102,QB,MIN,1,82.4,34,38,8.4,2.59,0,1,2.3,65.8,25,0,11,10.7,41,3,14,18,80.1,67.5,67.0,62.6,0,1,46,2,27.3,84.6,7.3,3,0,0,4,1,2,4.3,273,7.2
Patrick Mahomes,11765,QB,KC,1,76.5,34,37,8.9,2.68,0,4,10.5,62.2,23,0,13,11.5,43,3,19,16,79.8,88.0,82.4,79.4,0,1,44,0,23.1,97.7,7.0,3,3,0,3,3,1,2.3,249,6.7
Matt Ryan,4317,QB,IND,1,82.4,34,37,7.1,2.71,1,0,0.0,73.0,27,0,11,3.6,41,1,17,14,28.7,69.8,69.6,57.8,0,1,42,1,27.3,109.7,7.3,3,1,0,2,2,1,2.4,356,9.6
Josh Allen,46601,QB,BUF,1,75.0,32,36,7.4,2.73,2,0,0.0,52.8,19,0,12,20.8,42,5,17,4,80.4,90.3,79.9,90.1,0,1,43,0,8.3,68.4,2.4,1,5,0,2,1,0,0.0,213,5.9
Baker Mayfield,46518,QB,CAR,1,75.0,32,36,6.5,2.31,4,0,0.0,61.1,22,0,6,8.3,39,2,8,5,79.3,58.9,60.9,51.5,0,2,40,0,33.3,61.9,5.1,2,0,0,0,1,1,2.5,197,5.5
Zach Wilson,82096,QB,NYJ,1,73.3,30,36,8.8,3.31,1,1,2.6,50.0,18,0,15,18.2,40,4,11,22,79.6,69.1,63.4,66.1,1,2,43,0,6.7,59.0,2.5,1,2,0,4,1,4,9.3,252,7.0
Davis Mills,52269,QB,HST,1,82.4,34,35,7.2,2.53,0,2,5.1,74.3,26,0,17,7.1,39,2,11,13,79.3,74.1,74.6,,1,2,43,1,23.5,88.5,10.3,4,0,0,0,2,1,2.3,246,7.0
Aaron Rodgers,2241,QB,GB,1,67.7,31,35,9.6,2.26,0,4,11.1,60.0,21,0,8,0.0,37,0,12,12,78.7,74.0,73.6,58.3,0,1,38,0,12.5,89.1,2.7,1,1,0,4,2,1,2.6,251,7.2
Jacoby Brissett,10725,QB,CLV,1,70.0,30,35,10.0,3.18,1,1,2.7,60.0,21,0,12,0.0,38,0,10,8,79.7,67.3,61.8,74.7,2,1,40,0,8.3,68.0,2.6,1,2,0,2,0,1,2.5,234,6.7
Derek Carr,8671,QB,LV,1,73.3,30,34,8.5,2.55,0,0,0.0,61.8,21,0,12,4.5,39,1,14,23,79.9,65.1,60.5,71.5,0,0,40,0,16.7,76.6,5.1,2,3,0,4,0,1,2.5,188,5.5
Kyler Murray,38334,QB,ARZ,1,82.1,28,32,7.3,2.82,2,0,0.0,71.9,23,0,11,0.0,35,0,11,1,25.2,59.9,57.0,63.8,0,1,40,0,9.1,96.7,2.9,1,2,0,2,2,2,5.0,207,6.5
Joe Burrow,28022,QB,CIN,1,67.7,31,31,9.6,2.45,0,2,6.3,64.5,20,0,12,4.8,35,1,10,7,79.1,67.4,66.1,62.9,0,0,36,0,8.3,115.9,2.9,1,2,0,0,2,0,0.0,287,9.3
Geno Smith,7820,QB,SEA,1,85.7,28,30,11.1,2.93,1,2,6.1,76.7,23,0,8,4.2,32,1,15,29,79.4,92.4,91.6,81.3,0,0,35,2,0.0,132.6,0.0,0,2,0,1,2,0,0.0,320,10.7
Lamar Jackson,46416,QB,BLT,1,78.6,28,29,5.0,3.34,0,0,0.0,69.0,20,0,11,9.1,38,2,9,3,80.4,58.0,48.4,74.4,0,2,43,0,18.2,63.0,5.3,2,7,0,1,1,2,4.7,144,5.0
Andy Dalton,6187,QB,NO,1,74.1,27,28,11.3,2.58,0,2,6.7,71.4,20,0,7,0.0,30,0,11,20,26.8,76.4,76.4,56.9,0,0,32,0,28.6,108.6,6.7,2,0,0,1,1,2,6.3,236,8.4
Cooper Rush,12324,QB,DAL,1,72.7,22,27,10.8,2.99,2,2,6.5,55.6,15,0,9,6.3,29,1,9,9,78.2,56.0,54.4,62.3,0,0,33,0,11.1,107.5,3.4,1,1,0,3,2,2,6.1,223,8.3
Jimmy Garoppolo,8697,QB,SF,1,70.8,24,27,6.0,2.23,1,2,7.4,59.3,16,0,3,5.9,28,1,10,28,77.0,87.5,85.0,62.6,1,0,28,0,0.0,100.7,0.0,0,1,0,1,1,0,0.0,239,8.9
Russell Wilson,7077,QB,DEN,1,80.0,25,25,11.8,2.63,0,3,10.0,68.0,17,0,9,15.0,31,3,8,10,78.7,80.3,79.9,61.1,0,0,36,0,33.3,124.9,9.7,3,3,0,0,2,0,0.0,237,9.5
Jalen Hurts,40291,QB,PHI,1,82.6,23,25,6.2,2.75,1,0,0.0,64.0,16,0,8,15.8,30,3,9,24,80.4,71.0,66.2,69.9,0,1,33,0,25.0,72.8,6.7,2,3,0,1,0,1,3.0,204,8.2
Teddy Bridgewater,8667,QB,MIA,1,71.4,21,23,10.4,3.56,0,0,0.0,60.9,14,0,12,6.7,24,1,9,17,76.1,54.2,53.1,65.9,1,1,24,1,0.0,84.1,0.0,0,1,0,1,1,2,8.3,193,8.4
Trevor Lawrence,77632,QB,JAX,1,72.7,22,23,7.2,2.51,0,0,0.0,47.8,11,0,9,31.3,27,5,9,15,13.8,27.6,29.0,47.8,0,1,28,0,44.4,84.3,14.8,4,0,0,1,2,4,14.3,174,7.6
Justin Fields,82118,QB,CHI,1,63.2,19,22,9.9,3.54,1,1,4.3,50.0,11,0,18,8.3,35,1,10,6,78.3,67.0,60.2,73.0,0,0,36,0,33.3,76.7,17.1,6,7,0,2,0,0,0.0,174,7.9
