player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Justin Herbert,28237,QB,LAC,1,74.5,47,51,6.8,2.85,2,0,0.0,64.7,33,0,18,5.7,57,2,18,27,81.3,53.2,53.1,59.4,2,1,59,0,16.7,84.8,5.3,3,3,0,0,2,2,3.4,293,5.7
Tom Brady,698,QB,TB,1,77.8,45,49,7.9,2.41,0,3,6.0,65.3,32,0,10,8.6,51,3,14,30,80.6,70.6,70.2,58.3,0,0,52,0,10.0,81.2,2.0,1,1,0,4,0,2,3.8,290,5.9
Andy Dalton,6187,QB,NO,1,75.6,41,47,9.2,2.57,1,3,6.3,63.8,30,0,14,3.2,50,1,17,20,80.7,78.9,77.1,65.1,1,3,51,0,0.0,89.1,0.0,0,3,0,4,4,1,2.0,361,7.7
Brett Rypien,46487,QB,DEN,1,59.1,44,46,10.9,2.74,0,0,0.0,52.2,24,0,16,7.7,48,2,10,10,32.6,46.0,44.5,64.3,0,1,50,0,6.3,56.9,2.1,1,1,0,2,0,3,6.0,225,4.9
Matt Ryan,4317,QB,IND,1,89.5,38,44,4.3,2.62,2,0,0.0,75.0,33,0,19,2.9,48,1,12,14,80.1,55.1,56.5,55.3,0,2,48,0,15.8,76.2,6.3,3,1,0,4,1,2,4.2,243,5.5
Kenny Pickett,60515,QB,PIT,1,81.0,42,44,7.1,2.68,0,2,4.3,72.7,32,0,12,5.9,49,2,15,25,80.9,65.6,65.6,58.3,0,3,53,0,16.7,66.2,4.1,2,3,1,1,1,2,3.8,257,5.8
Trevor Lawrence,77632,QB,JAX,1,56.1,41,43,11.8,2.54,1,1,2.2,51.2,22,0,9,4.3,43,1,15,15,80.8,52.5,50.4,67.4,0,0,46,0,0.0,74.8,0.0,0,0,0,1,0,1,2.2,310,7.2
Joe Burrow,28022,QB,CIN,1,85.0,40,42,9.7,2.28,1,3,6.8,81.0,34,0,10,0.0,45,0,22,7,80.6,91.8,90.5,69.0,1,0,47,0,30.0,138.2,6.7,3,0,0,0,3,0,0.0,481,11.5
Davis Mills,52269,QB,HST,1,74.4,39,41,5.3,2.39,1,2,4.9,68.3,28,0,19,3.4,42,1,12,13,79.3,68.3,67.2,,0,1,42,0,5.3,95.8,2.4,1,0,0,1,2,1,2.4,302,7.4
Jimmy Garoppolo,8697,QB,SF,1,73.5,34,36,7.7,2.33,2,1,2.6,66.7,24,0,11,4.0,41,1,13,28,45.3,55.2,54.1,62.7,0,1,46,0,45.5,99.5,12.2,5,0,0,0,2,2,4.4,302,8.4
