player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,76.0,50,55,6.9,2.58,1,3,5.3,61.8,34,0,12,10.5,56,4,14,30,81.5,61.7,62.5,53.9,0,2,58,0,0.0,63.7,0.0,0,1,0,4,1,3,5.2,253,4.6
Justin Herbert,28237,QB,LAC,1,89.1,46,51,5.8,2.72,0,2,3.8,76.5,39,0,25,4.9,56,2,17,27,40.0,66.4,68.4,48.2,1,0,58,0,16.0,102.3,7.1,4,1,0,4,1,1,1.7,367,7.2
Mike White,46453,QB,NYJ,1,73.7,38,44,8.0,2.57,2,2,4.5,61.4,27,0,11,3.6,47,1,13,22,79.9,67.1,66.2,,1,0,47,0,27.3,78.6,6.4,3,0,0,3,0,1,2.1,268,6.1
Trevor Lawrence,77632,QB,JAX,1,84.2,38,42,7.9,2.56,3,3,6.8,71.4,30,0,12,6.3,43,2,18,15,80.3,92.6,91.3,71.8,1,0,46,0,0.0,121.9,0.0,0,1,0,0,3,1,2.2,368,8.8
Deshaun Watson,11767,QB,CLV,1,80.6,36,42,9.3,3.03,2,1,2.4,61.9,26,0,14,10.3,48,3,15,8,80.9,56.8,53.6,66.9,1,1,50,0,14.3,79.1,4.2,2,3,1,2,1,2,4.0,276,6.6
Kirk Cousins,7102,QB,MIN,1,80.0,40,41,11.5,2.72,0,4,9.3,75.6,31,0,16,3.1,44,1,18,18,80.0,91.5,90.7,,0,0,47,0,18.8,124.5,6.8,3,0,0,1,2,0,0.0,425,10.4
Patrick Mahomes,11765,QB,KC,1,70.0,40,41,8.1,2.51,0,1,2.4,65.9,27,0,14,3.6,44,1,15,16,80.2,58.5,57.7,60.5,1,3,44,0,14.3,86.7,4.5,2,0,0,0,3,2,4.5,353,8.6
Colt McCoy,5609,QB,ARZ,1,70.0,40,40,7.9,2.82,0,2,4.3,67.5,27,0,18,3.6,50,1,12,1,35.9,61.3,65.9,40.9,0,1,56,0,33.3,73.5,12.0,6,4,0,0,0,0,0.0,246,6.2
Jared Goff,10635,QB,DET,1,88.2,34,39,7.9,2.76,1,1,2.6,69.2,27,0,11,10.0,41,3,18,11,79.0,83.8,85.1,51.9,1,0,41,0,0.0,120.7,0.0,0,2,0,3,3,1,2.4,330,8.5
Dak Prescott,10769,QB,DAL,1,68.4,38,39,8.7,2.85,1,2,5.1,61.5,24,0,15,7.7,42,2,11,9,29.7,64.5,61.4,68.5,0,2,42,0,6.7,70.9,2.4,1,2,0,0,1,1,2.4,284,7.3
Ryan Tannehill,7014,QB,TEN,1,70.3,37,38,10.1,2.56,0,1,2.4,65.8,25,0,14,3.8,46,1,15,31,31.7,73.6,69.0,76.0,1,1,50,0,28.6,91.3,8.7,4,2,0,0,2,1,2.0,254,6.7
Russell Wilson,7077,QB,DEN,1,78.8,33,36,5.8,3.15,2,1,2.6,63.9,23,0,18,11.5,45,3,11,10,80.3,64.2,59.2,75.2,0,1,48,0,33.3,100.1,13.3,6,3,0,1,3,1,2.1,247,6.9
