player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,1,87.8,49,52,7.1,2.29,0,6,11.1,76.9,40,0,12,7.0,55,3,19,7,81.8,91.6,91.2,67.3,0,2,58,2,16.7,99.4,3.6,2,1,0,3,3,1,1.7,375,7.2
Kirk Cousins,7102,QB,MIN,1,79.5,44,48,6.7,2.53,2,2,4.1,70.8,34,0,18,2.9,52,1,16,18,80.9,69.4,67.2,62.6,0,0,53,0,22.2,107.9,7.7,4,0,1,1,3,1,1.9,299,6.2
Tom Brady,698,QB,TB,1,70.2,47,48,5.2,1.88,0,2,3.9,66.7,32,0,5,3.0,48,1,15,30,80.9,60.1,58.1,64.7,1,2,51,0,0.0,71.6,0.0,0,0,0,0,1,2,3.9,281,5.9
Trace McSorley,32819,QB,ARZ,1,65.0,40,45,8.0,2.41,0,1,2.2,53.3,24,0,11,7.7,48,2,7,1,35.1,45.3,48.3,47.1,0,1,49,0,9.1,57.4,2.1,1,2,1,4,0,2,4.1,217,4.8
Jared Goff,10635,QB,DET,1,76.5,34,42,9.4,2.81,4,2,4.4,59.5,25,0,14,3.8,46,1,16,11,31.5,78.6,83.2,39.3,0,0,50,0,14.3,110.7,4.3,2,2,0,4,3,0,0.0,355,8.5
Daniel Jones,39395,QB,NYG,1,86.8,38,42,6.5,2.85,2,2,4.4,71.4,30,0,19,9.1,49,3,17,21,32.0,85.3,79.4,80.9,1,1,52,0,15.8,92.9,6.1,3,4,0,1,1,2,3.8,335,8.0
Geno Smith,7820,QB,SEA,1,77.1,35,40,7.9,2.75,2,2,4.8,62.5,25,0,14,7.4,44,2,9,29,80.2,73.4,70.9,66.9,0,1,47,0,14.3,74.5,4.5,2,2,0,3,1,2,4.3,215,5.4
Gardner Minshew,41401,QB,PHI,1,72.7,33,40,11.6,2.76,1,0,0.0,60.0,24,0,20,0.0,42,0,19,24,79.7,73.4,74.7,52.2,0,2,44,0,0.0,84.9,0.0,0,2,1,5,2,1,2.3,355,8.9
Kenny Pickett,60515,QB,PIT,1,82.9,35,39,5.3,3.21,1,1,2.5,66.7,26,0,11,10.3,40,3,13,25,79.6,76.2,73.1,68.7,0,1,41,0,0.0,81.6,0.0,0,1,0,3,1,2,4.9,244,6.3
Aaron Rodgers,2241,QB,GB,1,74.3,35,38,9.2,2.6,2,2,5.3,63.2,24,0,10,7.7,42,2,12,12,80.4,74.9,74.3,62.9,0,1,43,0,20.0,78.6,4.8,2,2,0,1,1,2,4.7,238,6.3
Dak Prescott,10769,QB,DAL,1,82.9,35,35,8.2,2.93,0,3,8.3,77.1,27,0,17,6.9,44,2,20,9,80.2,77.6,74.3,70.1,0,1,45,1,35.3,124.3,13.6,6,3,0,0,3,2,4.4,347,9.9
Mac Jones,60323,QB,NE,1,74.2,31,33,12.6,2.94,0,4,11.1,63.6,21,0,16,8.7,37,2,9,19,79.3,73.1,75.7,60.0,0,0,40,3,25.0,105.6,10.8,4,0,1,1,2,0,0.0,240,7.3
Desmond Ridder,55086,QB,ATL,1,71.0,31,33,6.3,2.7,0,1,2.9,66.7,22,0,10,0.0,37,0,12,2,28.9,45.4,52.5,32.7,1,0,39,1,20.0,85.2,5.4,2,2,0,1,0,0,0.0,218,6.6
Justin Herbert,28237,QB,LAC,1,82.8,29,31,7.7,3.23,0,0,0.0,77.4,24,0,10,0.0,36,0,10,27,28.7,63.7,64.4,54.7,1,1,37,0,40.0,84.7,11.1,4,1,0,1,0,2,5.4,235,7.6
Trevor Lawrence,77632,QB,JAX,1,79.3,29,31,4.5,2.63,0,1,3.1,64.5,20,0,14,13.0,36,3,14,15,28.5,68.6,55.2,89.7,0,0,37,0,7.1,86.6,2.8,1,4,0,2,0,1,2.7,229,7.4
Deshaun Watson,11767,QB,CLV,1,73.1,26,31,9.7,3.4,0,1,2.9,48.4,15,0,9,21.1,33,4,7,8,79.1,68.7,67.3,62.2,0,1,36,0,22.2,47.1,6.1,2,0,0,5,0,1,2.8,135,4.4
Derek Carr,8671,QB,LV,1,57.1,28,30,9.6,2.84,2,0,0.0,53.3,16,0,16,0.0,35,0,9,23,78.5,58.3,54.3,70.9,0,3,35,0,18.8,42.2,8.6,3,2,0,0,1,1,2.9,174,5.8
Nick Foles,7089,QB,IND,1,64.3,28,29,8.6,2.87,0,0,0.0,58.6,17,0,14,5.6,36,1,6,14,78.8,42.9,44.1,58.2,0,3,37,0,50.0,31.9,19.4,7,0,0,1,0,4,10.8,143,4.9
Baker Mayfield,46518,QB,LA,1,92.6,27,28,4.1,2.67,0,1,3.4,85.7,24,0,3,4.0,29,1,13,26,26.3,70.1,77.7,35.6,0,0,30,0,0.0,124.7,0.0,0,1,0,1,2,0,0.0,230,8.2
Patrick Mahomes,11765,QB,KC,1,69.2,26,28,6.8,3.18,0,2,6.7,57.1,16,0,7,11.1,31,2,10,16,26.7,70.9,69.5,62.1,0,0,33,0,14.3,106.8,3.2,1,2,0,2,2,1,3.0,224,8.0
Davis Mills,52269,QB,HST,1,73.9,23,28,11.6,3.08,2,2,6.5,60.7,17,0,12,0.0,31,0,8,13,17.8,39.0,54.0,26.7,1,1,34,0,8.3,76.2,3.2,1,2,0,2,1,2,5.9,178,6.4
Russell Wilson,7077,QB,DEN,1,70.8,24,27,12.7,3.32,1,1,3.4,55.6,15,0,17,11.8,34,2,9,10,78.7,54.8,50.4,74.5,1,3,36,0,35.3,54.2,17.6,6,1,0,1,1,3,8.3,214,7.9
Josh Allen,46601,QB,BUF,1,60.0,25,26,11.5,3.33,0,2,6.9,57.7,15,0,10,0.0,31,0,13,4,28.0,58.6,53.4,69.2,0,2,36,0,10.0,71.3,3.2,1,4,0,1,2,3,8.3,172,6.6
Tua Tagovailoa,60326,QB,MIA,1,69.6,23,25,11.0,2.77,1,1,3.8,64.0,16,0,8,0.0,27,0,10,17,20.8,54.8,57.9,49.4,0,3,29,0,25.0,80.8,7.4,2,0,0,1,1,4,13.8,310,12.4
Justin Fields,82118,QB,CHI,1,90.0,20,23,5.6,3.09,2,1,4.0,65.2,15,0,12,16.7,28,3,4,6,78.1,73.0,82.0,44.8,0,0,30,0,16.7,92.5,7.1,2,3,0,1,1,0,0.0,119,5.2
Malik Willis,60341,QB,TEN,1,75.0,20,23,7.1,3.56,0,0,0.0,60.9,14,0,14,6.7,28,1,5,31,27.9,61.4,39.6,92.5,1,2,29,0,28.6,34.5,14.3,4,1,0,2,0,2,6.9,99,4.3
Sam Darnold,29048,QB,CAR,1,80.0,20,22,6.0,2.17,0,1,4.0,68.2,15,0,5,6.3,23,1,11,5,78.2,71.7,69.8,70.1,0,0,26,2,0.0,121.4,0.0,0,0,0,2,1,0,0.0,250,11.4
Brock Purdy,77672,QB,SF,1,89.5,19,22,8.8,2.68,2,1,4.3,68.2,15,0,9,11.8,26,2,8,28,76.8,79.7,79.9,57.9,0,1,27,0,33.3,114.6,11.5,3,1,0,1,2,0,0.0,234,10.6
