player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Allen,46601,QB,BUF,1,75.0,56,63,5.9,2.74,1,4,6.3,66.7,42,0,32,0.0,73,0,26,4,45.8,53.8,47.0,86.6,0,0,74,1,12.5,94.7,5.5,4,5,1,5,2,6,8.1,400,6.3
Kyler Murray,38334,QB,ARZ,1,76.4,55,58,6.0,2.21,0,1,1.7,63.8,37,0,11,11.9,62,5,15,1,81.7,61.9,62.6,54.2,0,0,63,0,18.2,77.8,3.2,2,2,0,3,0,0,0.0,314,5.4
Joe Flacco,4332,QB,NYJ,1,69.8,43,52,9.4,2.61,2,1,1.9,53.8,28,0,21,6.7,56,2,14,22,19.9,27.1,27.7,,1,2,58,0,19.0,53.8,7.1,4,0,0,6,0,6,10.3,285,5.5
Justin Herbert,28237,QB,LAC,1,66.7,39,45,9.2,2.84,1,2,4.2,55.6,25,0,20,3.8,47,1,14,27,30.4,62.9,61.1,63.9,1,1,50,0,5.0,74.0,2.1,1,1,0,4,1,2,4.0,297,6.6
Geno Smith,7820,QB,SEA,1,74.4,43,44,9.8,2.37,0,2,4.4,72.7,32,0,12,0.0,46,0,15,29,80.4,69.2,67.6,63.6,0,1,47,0,16.7,99.1,4.3,2,0,0,1,2,4,8.5,325,7.4
Derek Carr,8671,QB,LV,1,73.7,38,44,11.4,2.83,0,4,8.2,59.1,26,0,13,7.1,47,2,16,23,80.6,78.4,74.1,76.0,3,1,52,2,7.7,85.7,2.1,1,2,0,3,2,2,3.8,303,6.9
Carson Wentz,10636,QB,WAS,1,74.4,39,43,8.3,2.7,2,1,2.2,58.1,25,0,23,13.8,55,4,11,32,35.6,64.0,63.4,60.3,1,0,58,0,39.1,71.0,16.4,9,3,0,1,0,1,1.7,211,4.9
Tom Brady,698,QB,TB,1,80.0,40,42,6.1,2.17,0,0,0.0,73.8,31,0,8,3.1,45,1,15,30,80.6,68.6,66.7,64.7,0,0,50,0,37.5,98.4,6.7,3,0,0,2,1,0,0.0,271,6.5
Jared Goff,10635,QB,DET,1,70.3,37,41,9.3,2.81,0,0,0.0,61.0,25,0,14,3.8,43,1,14,11,79.8,62.8,63.4,54.2,0,1,45,0,0.0,79.0,0.0,0,2,1,3,1,2,4.4,277,6.8
Kirk Cousins,7102,QB,MIN,1,71.4,35,41,8.5,2.79,1,1,2.2,58.5,24,0,14,4.0,42,1,16,18,80.2,76.6,75.0,60.0,2,0,47,0,7.1,93.5,2.4,1,0,1,2,2,0,0.0,260,6.3
Jameis Winston,9434,QB,NO,1,74.3,35,41,13.1,2.52,2,3,6.7,61.0,25,0,15,3.8,42,1,14,20,30.0,67.6,71.6,60.0,1,2,46,0,6.7,76.6,2.4,1,0,0,3,1,2,4.3,353,8.6
Trevor Lawrence,77632,QB,JAX,1,78.4,37,39,5.6,2.28,1,2,5.0,71.8,28,0,9,3.4,40,1,16,15,79.6,77.4,76.0,62.5,1,0,41,0,0.0,115.5,0.0,0,1,0,0,3,1,2.4,262,6.7
Daniel Jones,39395,QB,NYG,1,77.4,31,37,6.5,3.37,1,2,4.9,54.1,20,0,27,16.7,49,4,13,21,81.2,64.5,59.7,75.6,0,1,54,2,18.5,57.9,10.2,5,7,0,5,0,2,3.7,196,5.3
Matt Ryan,4317,QB,IND,1,85.3,34,37,4.9,2.48,0,0,0.0,73.0,27,0,13,6.9,43,2,12,14,22.6,56.1,54.8,62.8,1,0,45,0,38.5,105.9,11.6,5,1,0,2,2,2,4.4,222,6.0
Joe Burrow,28022,QB,CIN,1,73.5,34,36,9.0,2.69,0,3,7.9,63.9,23,0,13,8.0,39,2,12,7,80.0,71.9,75.5,58.6,1,0,41,2,15.4,114.9,5.1,2,1,0,1,3,3,7.3,275,7.6
Patrick Mahomes,11765,QB,KC,1,75.9,29,35,8.1,3.09,1,1,2.6,57.1,20,0,14,9.1,42,2,15,16,79.9,77.7,72.4,77.4,0,1,46,0,7.1,78.5,2.4,1,4,0,5,1,0,0.0,262,7.5
Aaron Rodgers,2241,QB,GB,1,82.4,34,35,5.4,2.4,0,1,2.8,77.1,27,0,11,3.6,36,1,11,12,78.8,70.3,69.1,60.0,0,1,37,1,9.1,103.9,2.8,1,0,0,1,2,1,2.7,255,7.3
Jalen Hurts,40291,QB,PHI,1,66.7,33,35,11.8,3.01,1,3,8.1,62.9,22,0,10,0.0,41,0,16,24,80.6,63.7,70.9,42.1,0,0,43,0,20.0,123.5,4.9,2,4,0,1,3,1,2.3,340,9.7
Russell Wilson,7077,QB,DEN,1,75.0,32,33,6.8,2.69,0,1,2.8,60.6,20,0,16,16.7,40,4,9,10,80.2,64.4,63.1,62.2,0,0,44,0,25.0,75.8,10.0,4,3,0,1,0,0,0.0,184,5.6
Mitchell Trubisky,11757,QB,PIT,1,71.9,32,32,11.9,2.89,0,3,8.3,62.5,20,0,10,13.0,33,3,10,25,79.0,80.3,77.6,67.8,0,0,37,0,10.0,81.1,3.0,1,0,0,0,0,0,0.0,207,6.5
Davis Mills,52269,QB,HST,1,73.3,30,32,7.7,2.5,1,0,0.0,62.5,20,0,9,9.1,33,2,9,13,78.3,71.4,70.1,,0,2,35,0,11.1,70.4,3.0,1,0,0,1,1,1,2.9,245,7.7
Mac Jones,60323,QB,NE,1,68.8,32,32,12.3,3.1,0,5,14.7,68.8,22,0,12,0.0,40,0,14,19,79.3,62.0,61.0,61.1,0,3,42,0,25.0,62.1,7.5,3,5,0,0,0,4,9.5,321,10.0
Cooper Rush,12324,QB,DAL,1,82.1,28,31,9.2,2.3,1,1,3.2,67.7,21,0,6,8.7,31,2,12,9,78.3,82.1,82.1,57.0,0,0,31,0,0.0,98.2,0.0,0,0,0,2,1,0,0.0,215,6.9
Jacoby Brissett,10725,QB,CLV,1,79.3,29,31,7.2,2.42,1,2,6.5,67.7,21,0,7,8.7,33,2,12,8,78.8,92.5,90.4,79.7,1,0,34,0,28.6,109.6,6.1,2,0,0,0,2,0,0.0,220,7.1
Lamar Jackson,46416,QB,BLT,1,73.1,26,29,10.4,3.55,1,3,10.3,62.1,18,0,14,5.3,34,1,12,3,80.2,85.6,74.5,88.0,0,1,34,0,28.6,110.3,11.8,4,1,0,2,4,1,2.9,218,7.5
Jimmy Garoppolo,8697,QB,SF,1,64.3,28,29,8.8,2.5,1,1,3.3,62.1,18,0,11,0.0,33,0,9,28,27.7,42.4,47.3,43.9,0,1,35,0,36.4,81.3,12.1,4,0,0,0,1,2,5.7,211,7.3
Ryan Tannehill,7014,QB,TEN,1,90.9,22,27,8.0,2.45,2,1,3.4,70.4,19,0,12,5.0,28,1,13,31,27.5,65.7,63.4,64.8,1,1,30,0,8.3,98.4,3.6,1,0,0,2,1,2,6.7,264,9.8
Baker Mayfield,46518,QB,CAR,1,52.2,23,25,6.1,2.86,0,0,0.0,48.0,12,0,9,0.0,29,0,5,5,77.4,46.5,45.9,60.0,0,0,29,0,33.3,83.8,10.3,3,0,0,2,1,0,0.0,170,6.8
Matthew Stafford,4924,QB,LA,1,80.0,25,25,8.2,2.59,0,2,8.0,72.0,18,0,7,10.0,27,2,11,26,77.3,82.7,82.5,65.3,0,0,27,1,14.3,103.6,3.7,1,1,0,0,0,0,0.0,249,10.0
Marcus Mariota,9435,QB,ATL,1,68.4,19,20,15.7,3.17,0,2,8.7,65.0,13,0,8,0.0,25,0,13,2,77.9,64.2,66.7,53.1,0,1,28,0,37.5,99.8,12.0,3,2,0,1,1,1,3.6,229,11.5
Tua Tagovailoa,60326,QB,MIA,1,82.4,17,18,10.4,2.45,0,2,9.5,72.2,13,0,5,7.1,19,1,8,17,76.3,80.5,82.1,56.7,1,0,22,0,20.0,123.8,5.3,1,0,0,0,1,1,4.5,186,10.3
Justin Fields,82118,QB,CHI,1,60.0,15,17,8.7,3.0,1,0,0.0,47.1,8,1,12,11.1,25,1,7,6,77.7,56.3,48.4,70.5,0,2,26,1,41.7,27.7,20.0,5,3,0,1,0,2,7.7,106,6.2
Teddy Bridgewater,8667,QB,MIA,1,0.0,1,2,-3.0,1.87,1,0,0.0,0.0,0,0,2,,3,0,0,17,65.5,56.1,56.4,,0,0,3,0,50.0,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
Mack Hollins,11873,WR,LV,1,100.0,1,1,-6.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,23,70.6,85.9,60.0,,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Tommy Townsend,33007,P,KC,1,0.0,1,1,1.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,16,60.4,50.1,56.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
