player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Daniel Jones,39395,QB,NYG,1,83.8,37,44,9.2,3.1,1,0,0.0,61.4,27,0,21,12.9,48,4,18,21,81.5,75.9,71.9,72.9,1,2,52,1,9.5,74.1,4.2,2,2,0,5,1,2,3.8,341,7.8
Kenny Pickett,60515,QB,PIT,1,70.3,37,42,9.7,3.04,0,2,4.3,59.5,25,0,15,3.8,44,1,10,25,80.5,55.9,57.6,57.5,1,0,48,1,13.3,85.9,4.5,2,0,0,4,1,2,4.2,265,6.3
Jacoby Brissett,10725,QB,CLV,1,78.9,38,41,9.0,3.03,1,6,12.5,68.3,28,0,18,6.7,45,2,20,8,81.1,89.8,89.7,64.3,0,0,52,1,5.6,116.3,2.2,1,3,0,2,3,0,0.0,324,7.9
Joe Burrow,28022,QB,CIN,1,72.7,33,39,8.4,2.6,3,2,5.1,61.5,24,0,12,0.0,42,0,18,7,79.9,90.8,90.2,63.1,0,2,42,0,16.7,104.1,4.8,2,1,0,3,4,0,0.0,355,9.1
Aaron Rodgers,2241,QB,GB,1,67.6,37,39,10.2,2.93,0,2,5.0,61.5,24,0,11,4.0,40,1,11,12,79.2,65.1,64.3,,0,0,41,1,9.1,94.7,2.5,1,0,0,2,2,1,2.4,227,5.8
Derek Carr,8671,QB,LV,1,75.8,33,37,9.8,2.86,2,2,5.1,62.2,23,0,11,8.0,38,2,10,23,79.2,67.3,66.3,,2,0,41,0,9.1,106.5,2.6,1,0,0,0,2,1,2.4,307,8.3
Colt McCoy,5609,QB,ARZ,1,81.8,33,34,4.9,2.3,0,1,2.9,70.6,24,0,12,11.1,40,3,9,1,79.3,66.9,70.3,47.4,0,1,40,0,25.0,75.4,7.5,3,2,0,1,0,0,0.0,218,6.4
Patrick Mahomes,11765,QB,KC,1,66.7,30,34,10.7,2.96,0,1,2.8,58.8,20,0,12,0.0,38,0,16,16,79.3,80.2,77.1,69.1,2,0,41,0,8.3,120.8,2.6,1,3,0,2,3,0,0.0,329,9.7
Davis Mills,52269,QB,HST,1,64.5,31,33,8.2,2.81,1,1,2.9,57.6,19,0,14,5.0,40,1,8,13,79.9,53.2,48.6,72.9,0,2,42,0,35.7,46.1,12.5,5,2,0,1,0,1,2.4,169,5.1
Baker Mayfield,46518,QB,CAR,1,80.0,30,33,5.6,3.0,1,0,0.0,63.6,21,0,14,12.5,39,3,8,5,79.3,57.3,56.1,62.5,0,2,42,0,28.6,54.6,10.3,4,2,0,2,0,1,2.4,196,5.9
Lamar Jackson,46416,QB,BLT,1,90.3,31,33,4.8,2.62,0,0,0.0,72.7,24,1,8,14.3,37,4,9,3,80.8,78.6,73.6,74.3,1,1,39,2,50.0,76.5,10.8,4,0,0,1,0,0,0.0,209,6.3
Matt Ryan,4317,QB,IND,1,76.7,30,32,6.1,2.51,0,1,3.0,71.9,23,0,16,0.0,36,0,9,14,78.8,77.7,74.9,62.6,0,0,37,0,25.0,89.7,11.1,4,0,0,2,0,1,2.7,213,6.7
Russell Wilson,7077,QB,DEN,1,89.3,28,31,6.8,2.75,0,2,6.1,77.4,24,0,13,4.0,35,1,12,10,78.6,79.0,78.7,57.9,0,0,37,0,23.1,99.8,8.6,3,1,0,3,0,0,0.0,247,8.0
Justin Herbert,28237,QB,LAC,1,82.1,28,30,9.1,2.68,1,2,6.7,76.7,23,0,17,0.0,38,0,12,27,79.4,73.9,71.7,65.8,0,1,38,0,29.4,113.2,13.2,5,2,0,1,2,1,2.6,280,9.3
Jimmy Garoppolo,8697,QB,SF,1,75.0,28,29,6.4,2.44,1,0,0.0,69.0,20,0,8,4.8,29,1,13,28,77.6,65.6,63.1,62.6,0,0,30,0,0.0,131.9,0.0,0,0,0,0,4,0,0.0,228,7.9
Mac Jones,60323,QB,NE,1,85.2,27,27,4.6,2.6,0,0,0.0,85.2,23,0,10,0.0,33,0,8,19,78.6,64.3,65.7,54.4,0,0,34,0,60.0,104.6,18.2,6,0,0,0,0,0,0.0,246,9.1
Taylor Heinicke,9896,QB,WAS,1,68.2,22,27,9.7,3.08,0,0,0.0,55.6,15,0,13,0.0,28,0,10,32,26.4,52.9,57.6,42.0,1,0,29,0,0.0,77.9,0.0,0,1,0,4,0,1,3.4,191,7.1
Ryan Tannehill,7014,QB,TEN,1,88.0,25,27,9.5,2.65,0,4,13.8,81.5,22,0,8,0.0,30,0,14,31,78.5,85.1,84.3,60.5,0,1,32,0,37.5,127.3,10.0,3,0,0,2,2,1,3.1,333,12.3
Josh Allen,46601,QB,BUF,1,80.0,25,27,8.3,2.92,0,2,7.1,66.7,18,0,10,10.0,30,2,10,4,78.2,89.2,84.4,74.9,0,0,32,0,20.0,100.4,6.7,2,1,0,2,1,0,0.0,197,7.3
Jared Goff,10635,QB,DET,1,81.8,22,26,6.6,2.51,2,0,0.0,65.4,17,0,9,5.6,27,1,9,11,78.5,47.9,42.4,71.2,0,0,31,1,0.0,83.0,0.0,0,0,0,2,0,2,6.5,165,6.3
Dak Prescott,10769,QB,DAL,1,88.0,25,25,6.0,2.73,0,2,8.0,88.0,22,0,6,0.0,28,0,10,9,77.2,80.4,80.4,60.2,0,0,29,0,0.0,139.3,0.0,0,3,0,0,2,0,0.0,276,11.0
Andy Dalton,6187,QB,NO,1,91.7,24,25,7.1,2.26,0,2,8.0,84.0,21,0,7,4.5,28,1,13,20,77.5,85.9,83.9,60.0,0,0,28,0,42.9,149.6,10.7,3,0,0,1,3,0,0.0,260,10.4
Jalen Hurts,40291,QB,PHI,1,78.3,23,25,8.4,3.48,0,1,3.4,72.0,18,0,7,0.0,30,0,7,24,80.8,78.5,70.4,77.6,0,0,35,0,42.9,107.1,10.0,3,2,0,2,1,0,0.0,190,7.6
Kirk Cousins,7102,QB,MIN,1,65.0,20,23,9.5,2.83,0,1,3.8,52.2,12,0,18,7.7,30,1,7,18,26.7,51.1,53.3,,1,0,33,1,38.9,64.6,23.3,7,0,0,2,0,1,3.0,105,4.6
Justin Fields,82118,QB,CHI,1,82.4,17,21,9.5,3.53,2,2,8.7,66.7,14,0,17,0.0,32,0,10,6,31.2,64.5,59.4,66.8,0,1,34,0,23.5,84.0,12.5,4,6,0,2,1,0,0.0,153,7.3
Zach Wilson,82096,QB,NYJ,1,50.0,18,21,10.6,3.22,1,0,0.0,38.1,8,0,14,11.1,29,1,4,22,77.4,29.9,28.7,63.6,0,0,30,0,28.6,48.9,13.8,4,3,0,2,0,2,6.7,76,3.6
Marcus Mariota,9435,QB,ATL,1,72.2,18,20,6.3,2.72,0,0,0.0,65.0,13,0,7,0.0,24,0,7,2,78.9,67.3,69.1,59.2,0,0,26,0,0.0,100.2,0.0,0,4,2,0,1,0,0.0,131,6.6
Matthew Stafford,4924,QB,LA,1,66.7,18,18,11.7,2.76,0,3,15.8,61.1,11,0,5,8.3,20,1,7,26,75.4,90.6,91.2,55.3,0,0,21,0,20.0,126.9,5.0,1,1,0,0,2,0,0.0,159,8.8
Trace McSorley,32819,QB,ARZ,1,66.7,9,10,10.2,2.47,0,1,10.0,60.0,6,0,3,0.0,10,0,4,1,72.1,29.0,29.9,57.7,0,1,10,0,0.0,37.1,0.0,0,0,0,1,0,2,20.0,59,5.9
Bryce Perkins,35299,QB,LA,1,75.0,8,10,7.6,3.06,1,1,10.0,50.0,5,0,7,16.7,16,1,4,26,74.8,70.2,71.6,66.0,0,0,16,1,42.9,70.4,18.8,3,3,1,0,0,0,0.0,64,6.4
Nick Mullens,12282,QB,MIN,1,83.3,6,7,5.0,2.19,0,0,0.0,71.4,5,0,3,0.0,7,0,3,18,69.6,72.2,71.0,,1,0,7,0,0.0,93.8,0.0,0,0,0,0,0,0,0.0,54,7.7
Cooper Rush,12324,QB,DAL,1,100.0,4,5,0.5,2.38,1,0,0.0,80.0,4,0,2,0.0,5,0,2,9,68.0,61.5,61.0,,0,0,5,0,0.0,92.5,0.0,0,0,0,0,0,0,0.0,31,6.2
Taysom Hill,12112,TE,NO,1,33.3,3,3,16.3,2.7,0,0,0.0,33.3,1,0,2,0.0,4,0,1,20,74.4,70.9,53.9,70.9,0,0,4,0,50.0,49.3,25.0,1,0,0,0,0,0,0.0,14,4.7
Derrick Henry,10679,HB,TEN,1,100.0,2,2,3.5,1.35,0,0,0.0,100.0,2,0,0,0.0,2,0,1,31,79.6,75.5,71.6,70.8,0,0,2,0,,118.8,0.0,0,0,0,0,1,0,0.0,4,2.0
