player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,77.6,49,52,6.8,2.24,0,2,3.7,67.3,35,0,9,7.9,53,3,17,30,81.6,71.2,69.9,60.5,0,0,56,0,0.0,92.7,0.0,0,0,0,3,1,1,1.8,351,6.8
Kenny Pickett,60515,QB,PIT,1,76.0,50,52,7.6,2.79,1,1,1.9,65.4,34,1,17,10.5,56,4,20,25,81.4,65.8,64.7,65.9,0,1,59,1,17.6,74.8,5.4,3,1,0,1,0,3,5.1,327,6.3
Trevor Lawrence,77632,QB,JAX,1,68.2,44,47,11.0,2.82,1,3,6.3,53.2,25,0,13,16.7,50,5,16,15,80.7,65.0,60.6,75.6,0,2,51,0,0.0,54.0,0.0,0,3,1,1,0,1,2.0,286,6.1
Patrick Mahomes,11765,QB,KC,1,77.5,40,43,6.9,2.56,0,1,2.2,67.4,29,0,14,6.5,48,2,18,16,80.9,82.6,80.0,67.6,1,0,51,0,21.4,117.6,6.3,3,2,0,2,4,0,0.0,292,6.8
Matthew Stafford,4924,QB,LA,1,72.5,40,42,7.4,2.65,0,1,2.3,66.7,28,0,20,3.4,47,1,9,26,22.7,42.2,42.7,,0,1,48,0,25.0,86.2,10.6,5,0,0,2,1,3,6.3,308,7.3
Kyler Murray,38334,QB,ARZ,1,76.3,38,42,7.0,2.24,0,0,0.0,66.7,28,0,15,3.4,45,1,16,1,80.3,63.9,61.4,66.8,0,1,45,0,6.7,80.5,2.2,1,1,2,2,1,1,2.2,250,6.0
Matt Ryan,4317,QB,IND,1,80.0,35,41,6.0,2.79,0,0,0.0,63.4,26,0,24,7.1,48,2,14,14,32.0,39.0,42.2,55.3,0,2,53,1,25.0,60.1,12.5,6,1,1,5,0,3,5.7,251,6.1
Kirk Cousins,7102,QB,MIN,1,91.7,36,41,4.7,2.51,1,1,2.2,78.0,32,0,9,3.0,43,1,18,18,80.6,71.3,68.1,70.5,1,1,47,0,11.1,94.7,2.3,1,1,1,2,1,1,2.1,296,7.2
Russell Wilson,7077,QB,DEN,1,68.6,35,39,10.9,2.69,2,1,2.5,53.8,21,0,9,12.5,45,3,12,10,29.9,40.9,38.5,66.8,0,2,46,0,44.4,54.9,8.9,4,2,0,2,0,4,8.7,274,7.0
Aaron Rodgers,2241,QB,GB,1,71.4,35,39,7.3,2.36,3,1,2.4,64.1,25,0,13,0.0,41,0,15,12,79.3,60.2,59.6,,0,0,43,0,15.4,96.3,4.9,2,0,0,1,2,0,0.0,222,5.7
Carson Wentz,10636,QB,WAS,1,77.1,35,38,9.0,2.61,2,5,11.9,65.8,25,0,12,7.4,43,2,12,32,30.7,74.3,72.7,57.6,0,1,47,0,25.0,102.9,7.0,3,2,0,1,2,2,4.3,359,9.4
Baker Mayfield,46518,QB,CAR,1,66.7,33,36,7.5,2.68,0,2,5.1,55.6,20,0,11,9.1,41,2,7,5,79.6,66.3,65.5,,1,1,44,0,36.4,61.7,9.8,4,0,0,2,0,1,2.3,215,6.0
Jalen Hurts,40291,QB,PHI,1,84.8,33,36,3.5,2.59,1,1,2.8,72.2,26,0,13,7.1,40,2,14,24,81.5,71.8,58.4,84.3,0,0,41,0,15.4,89.9,5.0,2,2,0,2,0,2,4.9,239,6.6
Jared Goff,10635,QB,DET,1,70.0,30,35,9.1,3.06,0,2,5.4,54.3,19,0,16,9.5,39,2,9,11,28.7,56.7,58.4,51.4,0,1,41,0,12.5,62.7,5.1,2,2,0,5,0,2,4.9,229,6.5
Joe Burrow,28022,QB,CIN,1,80.0,30,35,4.2,2.28,3,0,0.0,68.6,24,0,5,0.0,37,0,10,7,79.8,58.6,56.4,66.4,1,1,41,0,40.0,82.7,5.4,2,0,0,1,1,1,2.4,217,6.2
