player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Mike White,46453,QB,NYJ,1,70.0,40,46,8.6,2.89,1,1,2.1,50.0,23,0,24,17.9,50,5,14,22,32.5,34.2,35.2,,3,2,51,0,16.7,47.4,8.0,4,0,0,2,0,4,7.8,240,5.2
Tom Brady,698,QB,TB,1,85.7,42,45,8.1,2.36,0,3,5.9,75.6,34,0,11,5.6,48,2,17,30,81.4,92.6,91.4,75.9,0,0,54,1,27.3,127.3,6.3,3,0,0,3,3,0,0.0,432,9.6
Patrick Mahomes,11765,QB,KC,1,73.2,41,42,7.6,2.84,0,2,4.7,69.0,29,0,10,3.3,45,1,18,16,80.1,65.6,67.1,52.1,0,1,46,0,0.0,106.1,0.0,0,3,0,1,3,1,2.2,328,7.8
Dak Prescott,10769,QB,DAL,1,82.1,39,41,7.3,2.5,1,2,4.4,70.7,29,0,10,9.4,44,3,17,9,32.0,67.7,73.3,32.8,0,2,49,0,10.0,85.6,2.3,1,2,0,1,2,1,2.0,282,6.9
Davis Mills,52269,QB,HST,1,63.9,36,40,8.5,3.05,0,1,2.4,55.0,22,0,21,4.3,44,1,10,13,79.9,60.6,55.1,78.9,1,0,46,0,4.8,69.0,2.3,1,3,0,3,0,1,2.2,202,5.1
David Blough,46508,QB,ARZ,1,65.8,38,40,9.4,2.75,0,0,0.0,60.0,24,0,14,4.0,44,1,13,1,80.1,67.2,68.2,52.3,0,0,48,0,14.3,83.5,4.5,2,2,0,2,1,0,0.0,222,5.6
Joshua Dobbs,11890,QB,TEN,1,68.8,32,39,9.2,3.03,2,1,2.6,51.3,20,0,19,9.1,42,2,11,31,22.0,48.7,48.7,57.8,2,1,42,0,10.5,67.4,4.8,2,1,0,3,1,4,9.5,231,5.9
Russell Wilson,7077,QB,DEN,1,84.8,33,38,4.7,2.91,3,1,2.4,68.4,26,0,15,7.1,43,2,13,10,80.4,63.3,59.1,72.3,0,1,47,0,26.7,81.3,9.3,4,1,0,2,1,1,2.1,222,5.8
Sam Darnold,29048,QB,CAR,1,76.7,30,37,10.1,2.97,1,3,7.3,62.2,23,0,13,0.0,42,0,16,5,31.0,55.7,59.5,46.7,0,1,46,1,15.4,108.1,4.8,2,2,2,4,3,2,4.3,341,9.2
Brock Purdy,77672,QB,SF,1,78.1,32,35,8.4,2.71,1,1,2.6,62.9,22,0,9,12.0,35,3,15,28,79.2,74.4,73.1,60.0,0,1,38,0,0.0,95.4,0.0,0,0,0,2,2,2,5.3,284,8.1
Jarrett Stidham,13725,QB,LV,1,77.4,31,34,11.9,2.95,0,1,2.7,67.6,23,0,18,4.2,38,1,17,23,29.5,75.2,80.9,45.8,1,2,41,0,0.0,108.1,0.0,0,4,0,2,3,0,0.0,365,10.7
Mac Jones,60323,QB,NE,1,73.3,30,33,10.1,2.25,2,2,5.6,60.6,20,0,8,9.1,36,2,9,19,79.5,66.0,66.0,57.3,0,0,39,0,37.5,98.4,8.3,3,0,0,1,2,1,2.6,203,6.2
Gardner Minshew,41401,QB,PHI,1,56.3,32,32,9.0,2.74,0,0,0.0,56.3,18,0,13,0.0,38,0,9,24,28.3,35.4,36.8,58.2,0,1,39,0,46.2,82.2,15.8,6,0,0,0,1,4,10.3,275,8.6
Kirk Cousins,7102,QB,MIN,1,63.3,30,31,8.4,2.87,1,1,3.1,58.1,18,0,10,5.3,35,1,12,18,27.4,64.0,60.3,77.9,0,3,36,2,20.0,49.2,5.7,2,2,0,0,1,2,5.6,205,6.6
Geno Smith,7820,QB,SEA,1,67.9,28,29,9.8,2.69,0,2,6.7,62.1,18,0,12,5.3,35,1,10,29,28.3,63.3,62.7,59.7,0,0,36,0,33.3,103.1,11.4,4,2,0,1,2,1,2.8,183,6.3
Jared Goff,10635,QB,DET,1,78.6,28,29,6.8,2.61,1,1,3.3,72.4,21,0,6,4.5,30,1,14,11,77.8,80.9,78.0,62.6,0,0,31,0,16.7,133.5,3.3,1,0,0,0,3,1,3.2,255,8.8
Carson Wentz,10636,QB,WAS,1,64.3,28,28,8.1,2.57,0,0,0.0,57.1,16,0,9,11.1,32,2,9,32,78.4,48.3,47.7,57.4,0,3,33,0,33.3,31.4,9.4,3,1,0,0,0,3,9.1,143,5.1
Justin Herbert,28237,QB,LAC,1,80.8,26,28,8.8,2.39,0,1,3.6,75.0,21,0,9,0.0,29,0,11,27,77.4,72.1,72.3,58.2,1,0,29,0,0.0,119.9,0.0,0,0,0,1,2,0,0.0,212,7.6
Kenny Pickett,60515,QB,PIT,1,64.0,25,27,9.8,3.19,2,4,14.8,55.6,15,0,13,6.3,29,1,9,25,78.5,92.4,90.9,75.2,0,0,29,0,15.4,86.7,6.9,2,0,0,0,1,0,0.0,168,6.2
Desmond Ridder,55086,QB,ATL,1,79.2,24,26,5.6,2.89,1,0,0.0,73.1,19,0,9,0.0,29,0,10,2,26.9,67.2,72.7,42.4,0,0,30,0,11.1,90.1,3.4,1,2,0,1,0,0,0.0,169,6.5
Aaron Rodgers,2241,QB,GB,1,76.2,21,24,11.8,2.63,1,1,4.0,62.5,15,0,6,6.3,26,1,10,12,76.8,71.6,69.2,62.6,0,0,27,1,16.7,95.7,3.8,1,1,1,1,1,0,0.0,159,6.6
Daniel Jones,39395,QB,NYG,1,87.0,23,24,5.3,2.92,0,0,0.0,79.2,19,0,7,5.0,29,1,13,21,78.8,81.9,67.7,87.0,0,0,30,0,0.0,125.2,0.0,0,5,0,1,2,1,3.3,177,7.4
Andy Dalton,6187,QB,NO,1,90.5,21,22,6.3,2.61,0,1,4.3,81.8,18,0,12,5.3,28,1,9,20,77.9,67.9,68.1,57.9,0,1,30,0,50.0,86.2,21.4,6,0,0,1,0,1,3.3,203,9.2
Skylar Thompson,60417,QB,MIA,1,65.0,20,21,6.0,3.54,0,0,0.0,57.1,12,0,12,7.7,23,1,6,17,76.3,55.7,57.1,62.9,1,1,25,1,8.3,66.4,4.3,1,1,0,0,1,1,4.0,104,5.0
Justin Fields,82118,QB,CHI,1,43.8,16,21,10.2,4.16,0,0,0.0,33.3,7,0,17,0.0,32,0,4,6,28.7,45.8,31.7,77.7,2,1,34,0,41.2,40.8,21.9,7,4,0,3,1,2,5.9,75,3.6
Tyler Huntley,46448,QB,BLT,1,70.0,20,21,8.1,2.78,0,0,0.0,66.7,14,0,9,0.0,25,0,9,3,77.9,62.0,58.9,64.8,0,1,27,0,11.1,79.5,4.0,1,3,1,0,1,1,3.7,130,6.2
Trevor Lawrence,77632,QB,JAX,1,85.0,20,21,5.4,2.33,0,0,0.0,81.0,17,0,5,0.0,22,0,8,15,76.6,63.5,61.5,62.4,0,1,25,0,20.0,77.0,4.5,1,0,0,1,0,0,0.0,152,7.2
Baker Mayfield,46518,QB,LA,1,61.1,18,19,11.4,3.37,0,1,5.0,57.9,11,0,9,0.0,24,0,7,26,76.4,53.8,51.7,62.4,0,0,25,1,33.3,79.3,12.5,3,2,0,1,0,1,4.0,132,6.9
Teddy Bridgewater,8667,QB,MIA,1,66.7,18,19,10.7,3.06,0,0,0.0,63.2,12,0,7,0.0,22,0,9,17,75.6,66.8,71.5,55.7,1,1,22,1,14.3,85.6,4.5,1,1,0,0,1,1,4.5,161,8.5
Deshaun Watson,11767,QB,CLV,1,66.7,15,18,7.9,3.89,0,0,0.0,50.0,9,0,11,10.0,25,1,7,8,78.4,54.4,55.0,55.8,0,0,27,0,45.5,122.5,20.0,5,2,0,3,3,1,3.7,169,9.4
Sam Ehlinger,60555,QB,IND,1,75.0,12,14,8.3,2.41,1,0,0.0,64.3,9,0,3,0.0,15,0,4,14,74.0,70.2,65.7,62.7,0,0,15,0,33.3,97.3,6.7,1,0,0,1,1,0,0.0,60,4.3
Nick Foles,7089,QB,IND,1,69.2,13,13,8.0,2.45,0,0,0.0,61.5,8,0,4,11.1,15,1,3,14,73.9,30.5,31.3,58.3,0,1,16,0,25.0,47.3,6.7,1,1,0,0,0,1,6.3,81,6.2
C.J. Beathard,11859,QB,JAX,1,75.0,8,8,7.0,2.84,0,0,0.0,62.5,5,0,4,16.7,9,1,2,15,70.9,58.2,57.8,,0,1,9,0,25.0,29.7,11.1,1,0,0,0,0,0,0.0,29,3.6
Nick Mullens,12282,QB,MIN,1,100.0,4,4,11.0,2.53,0,1,25.0,100.0,4,0,1,0.0,4,0,3,18,66.9,90.1,88.0,,0,0,4,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,57,14.3
Jeff Driskel,10841,QB,HST,1,100.0,4,4,-1.5,2.12,0,0,0.0,75.0,3,0,1,25.0,5,1,0,13,70.2,65.1,61.9,63.7,0,0,5,0,100.0,77.1,20.0,1,0,0,0,0,0,0.0,9,2.3
Chase Daniel,5214,QB,LAC,1,100.0,3,3,-5.0,1.8,0,0,0.0,100.0,3,0,0,0.0,3,0,1,27,65.5,63.9,62.8,,0,0,3,0,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0
Jordan Love,40306,QB,GB,1,66.7,3,3,3.3,1.3,0,0,0.0,66.7,2,0,0,0.0,3,0,1,12,67.4,65.6,64.8,60.0,0,0,3,0,,70.1,0.0,0,0,0,0,0,0,0.0,9,3.0
Taysom Hill,12112,TE,NO,1,100.0,2,2,10.5,3.13,0,0,0.0,100.0,2,0,1,0.0,3,0,1,20,76.1,74.2,68.5,67.4,0,0,3,0,100.0,116.7,33.3,1,0,0,0,0,0,0.0,24,12.0
