player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Flacco,4332,QB,NYJ,1,80.4,51,59,5.7,2.63,1,0,0.0,62.7,37,0,22,9.8,62,4,19,22,82.3,67.7,67.5,58.2,4,1,66,1,13.6,74.8,4.8,3,0,0,3,1,0,0.0,309,5.2
Joe Burrow,28022,QB,CIN,1,71.4,49,53,7.9,2.64,2,0,0.0,62.3,33,0,20,5.7,65,2,24,7,43.8,53.7,51.5,66.3,1,4,71,0,35.0,61.7,10.8,7,5,0,1,2,4,5.6,338,6.4
Matt Ryan,4317,QB,IND,1,72.3,47,50,7.0,2.55,2,0,0.0,64.0,32,0,12,5.9,54,2,22,14,19.8,58.9,61.2,46.2,0,1,56,0,16.7,83.1,3.7,2,2,0,1,1,4,7.1,352,7.0
Trevor Lawrence,77632,QB,JAX,1,69.4,36,42,10.6,2.7,2,1,2.2,57.1,24,0,21,4.0,45,1,14,15,80.6,56.3,56.8,55.9,1,1,50,2,9.5,75.0,4.4,2,1,0,3,1,1,2.0,275,6.5
Russell Wilson,7077,QB,DEN,1,75.6,41,42,8.0,2.89,1,1,2.3,69.0,29,0,14,6.5,45,2,13,10,80.0,54.0,57.6,58.3,0,0,47,2,14.3,101.3,4.4,2,1,0,0,1,2,4.3,340,8.1
Matthew Stafford,4924,QB,LA,1,79.5,39,41,6.2,2.52,1,2,4.8,70.7,29,0,19,6.5,50,2,15,26,32.5,64.7,63.1,62.6,0,3,51,0,36.8,63.1,14.0,7,1,0,1,1,2,3.9,240,5.9
Carson Wentz,10636,QB,WAS,1,73.7,38,41,7.4,2.56,2,3,6.4,65.9,27,0,9,3.6,45,1,16,32,81.1,67.6,68.7,53.6,1,2,52,0,11.1,101.0,2.2,1,3,0,0,4,2,3.8,313,7.6
Patrick Mahomes,11765,QB,KC,1,79.5,39,39,8.1,2.53,0,1,2.4,76.9,30,0,17,3.2,41,1,23,16,79.6,74.2,75.1,51.5,0,0,44,0,0.0,144.2,0.0,0,2,0,0,5,1,2.3,360,9.2
Mitchell Trubisky,11757,QB,PIT,1,63.6,33,38,8.5,2.57,1,2,5.1,55.3,21,0,14,0.0,41,0,9,25,79.7,62.0,60.4,64.2,2,0,43,0,7.1,78.2,2.4,1,2,1,1,1,1,2.3,194,5.1
Davis Mills,52269,QB,HST,1,71.4,35,37,7.4,2.25,1,0,0.0,62.2,23,0,12,8.0,40,2,12,13,29.2,68.1,67.7,60.0,0,0,42,1,25.0,98.9,7.5,3,0,0,1,2,1,2.4,240,6.5
Derek Carr,8671,QB,LV,1,66.7,33,37,10.0,2.67,1,1,2.6,59.5,22,0,11,0.0,42,0,17,23,22.0,41.5,42.3,,1,3,44,0,45.5,69.1,11.9,5,0,0,2,2,5,11.4,295,8.0
Jared Goff,10635,QB,DET,1,67.6,37,37,8.1,2.44,0,1,2.6,56.8,21,0,11,16.0,39,4,13,11,79.3,49.5,47.6,65.4,0,1,41,0,9.1,80.3,2.6,1,1,0,0,2,2,4.9,215,5.8
Kyler Murray,38334,QB,ARZ,1,75.9,29,34,7.9,2.86,2,1,2.8,64.7,22,0,16,0.0,37,0,11,1,79.5,59.0,55.7,68.9,0,0,39,0,12.5,99.3,5.4,2,1,0,3,2,2,5.1,193,5.7
Jacoby Brissett,10725,QB,CLV,1,66.7,30,34,7.7,2.87,0,0,0.0,52.9,18,0,12,10.0,38,2,7,8,79.7,46.9,48.1,57.5,0,0,43,2,8.3,74.0,2.6,1,3,2,2,1,2,4.7,147,4.3
Justin Herbert,28237,QB,LAC,1,84.8,33,34,7.1,2.91,0,2,5.9,76.5,26,0,15,7.1,35,2,12,27,79.3,79.8,79.5,60.0,1,0,36,0,0.0,129.4,0.0,0,1,0,0,3,0,0.0,279,8.2
Jameis Winston,9434,QB,NO,1,77.4,31,34,9.6,2.62,0,2,5.6,67.6,23,0,12,4.2,40,1,12,20,79.3,79.6,77.8,63.0,0,0,42,1,33.3,111.0,10.0,4,2,2,1,2,1,2.4,269,7.9
Aaron Rodgers,2241,QB,GB,1,80.0,30,34,5.9,2.58,1,1,2.9,64.7,22,0,11,8.3,38,2,9,12,28.1,60.1,59.5,60.0,0,1,38,0,36.4,67.6,10.5,4,0,0,3,0,2,5.3,195,5.7
Tua Tagovailoa,60326,QB,MIA,1,77.4,31,33,8.3,2.66,0,0,0.0,69.7,23,0,13,4.2,37,1,13,17,28.4,53.3,52.8,60.0,0,0,37,0,23.1,104.4,8.1,3,0,0,2,1,2,5.4,270,8.2
Marcus Mariota,9435,QB,ATL,1,62.5,32,33,8.7,2.91,0,0,0.0,60.6,20,0,4,0.0,37,0,8,2,22.9,58.9,59.8,56.2,0,0,39,0,0.0,79.7,0.0,0,4,1,0,0,2,5.1,215,6.5
Ryan Tannehill,7014,QB,TEN,1,80.0,30,33,9.6,2.7,1,1,2.7,60.6,20,0,9,16.7,35,4,14,31,79.1,81.1,80.2,65.4,0,0,39,1,11.1,106.4,2.9,1,1,1,1,2,0,0.0,266,8.1
Jalen Hurts,40291,QB,PHI,1,83.3,24,32,5.1,3.06,3,1,2.9,56.3,18,0,17,10.0,42,2,17,24,81.0,76.8,80.8,65.9,1,0,44,2,5.9,80.6,2.4,1,9,0,4,0,0,0.0,243,7.6
Kirk Cousins,7102,QB,MIN,1,88.5,26,32,5.2,2.76,0,1,3.0,71.9,23,0,14,0.0,33,0,12,18,78.1,82.8,83.4,,2,0,34,1,7.1,118.9,3.0,1,0,0,4,2,0,0.0,277,8.7
Josh Allen,46601,QB,BUF,1,87.1,31,31,7.4,2.43,0,2,6.5,83.9,26,0,7,3.7,38,1,19,4,79.8,91.5,90.3,74.6,0,2,38,0,28.6,112.0,5.3,2,5,0,0,3,1,2.6,297,9.6
Mac Jones,60323,QB,NE,1,72.4,29,30,9.3,2.33,1,1,3.1,70.0,21,0,4,0.0,33,0,10,19,78.3,66.2,66.3,57.4,0,1,35,0,50.0,87.2,6.1,2,1,0,0,1,0,0.0,213,7.1
Lamar Jackson,46416,QB,BLT,1,67.9,28,30,12.4,3.3,1,2,6.5,56.7,17,0,11,10.5,34,2,9,3,79.4,77.0,72.1,73.6,0,1,35,0,18.2,98.3,5.9,2,2,0,1,3,1,2.9,213,7.1
Dak Prescott,10769,QB,DAL,1,55.6,27,29,7.4,2.49,0,0,0.0,48.3,14,0,12,6.7,31,1,6,9,78.6,37.4,36.3,63.7,1,1,34,0,16.7,47.2,6.5,2,0,0,1,0,2,5.9,134,4.6
Trey Lance,91399,QB,SF,1,61.5,26,28,8.2,3.22,1,2,6.9,46.4,13,0,13,18.8,35,3,7,28,29.9,53.7,52.2,59.2,0,1,36,0,15.4,50.3,5.7,2,4,0,1,0,1,2.8,164,5.9
Geno Smith,7820,QB,SEA,1,88.5,26,28,5.0,2.73,1,1,3.1,82.1,23,0,11,0.0,31,0,9,29,79.4,84.3,78.3,78.1,0,0,35,0,18.2,119.5,6.5,2,1,0,1,2,0,0.0,195,7.0
Tom Brady,698,QB,TB,1,70.4,27,27,11.2,2.19,0,1,3.7,66.7,18,0,9,5.3,29,1,9,30,77.7,70.0,68.8,60.0,0,1,29,0,22.2,87.3,6.9,2,0,0,0,1,1,3.4,212,7.9
Baker Mayfield,46518,QB,CAR,1,80.0,20,27,6.2,2.51,4,1,3.3,59.3,16,0,13,0.0,32,0,8,5,20.5,47.0,53.8,44.9,1,1,35,1,30.8,84.6,12.5,4,1,0,2,1,2,5.7,235,8.7
Daniel Jones,39395,QB,NYG,1,89.5,19,21,6.9,3.03,1,0,0.0,81.0,17,0,15,0.0,28,0,9,21,78.2,57.4,62.6,52.7,0,1,30,1,26.7,115.9,14.3,4,3,0,1,2,1,3.3,188,9.0
Justin Fields,82118,QB,CHI,1,47.1,17,17,10.2,3.64,0,0,0.0,47.1,8,1,10,0.0,23,0,5,6,77.9,44.2,34.6,65.9,0,1,24,1,20.0,85.7,8.7,2,4,0,0,2,3,12.5,121,7.1
Cooper Rush,12324,QB,DAL,1,66.7,12,13,14.0,2.55,0,0,0.0,53.8,7,0,5,12.5,15,1,2,9,73.9,56.6,56.7,,0,0,16,1,40.0,67.5,13.3,2,0,0,1,0,0,0.0,64,4.9
