"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2021-12-05T18:00:00Z","ARZ","19","17","1.29","19","53","2","40","CHI","29","22","1.34","14","50"
"2021-12-05T18:00:00Z","ATL","26","12","1.17","5","40","0","41","TB","32","14","1.16","15","33"
"2021-12-05T21:25:00Z","BLT","24","13","1.67","15","47","10","28","PIT","28","20","1.46","13","31"
"2021-12-07T01:15:00Z","BUF","26","10","1.6","12","42","6","8","NE","31","16","1.44","15","20"
"2021-12-05T18:00:00Z","CHI","23","18","1.45","14","43","-21","54","ARZ","32","16","1.45","13","38"
"2021-12-05T18:00:00Z","CIN","25","17","1.13","12","50","-6","46","LAC","29","13","2.1","23","39"
"2021-12-03T01:20:00Z","DAL","22","8","1.36","19","42","7","57","NO","28","13","1.13","13","31"
"2021-12-06T01:20:00Z","DEN","26","17","1.36","16","31","-30","18","KC","34","11","1.53","13","46"
"2021-12-05T18:00:00Z","DET","25","10","1.72","7","57","14","53","MIN","26","16","1.57","12","58"
"2021-12-05T18:00:00Z","HST","28","14","1.03","9","33","-47","-34","IND","29","16","1.49","14","36"
"2021-12-05T18:00:00Z","IND","26","11","1.86","28","36","-7","53","HST","30","15","2.25","22","45"
"2021-12-05T21:05:00Z","JAX","24","8","1.54","14","50","-53","-6","LA","36","17","1.04","23","48"
"2021-12-06T01:20:00Z","KC","24","11","1.75","14","50","7","53","DEN","29","16","1.53","7","57"
"2021-12-05T21:05:00Z","LA","22","18","1.59","12","50","9","69","JAX","32","12","1.31","23","39"
"2021-12-05T18:00:00Z","LAC","30","12","1.25","13","46","-25","54","CIN","31","18","1.54","11","45"
"2021-12-05T21:05:00Z","LV","30","9","1.23","13","54","-8","9","WAS","27","12","1.17","6","50"
"2021-12-05T18:00:00Z","MIA","32","10","1.21","17","35","-10","18","NYG","29","14","1.66","13","31"
"2021-12-05T18:00:00Z","MIN","26","7","1.31","18","22","-4","61","DET","24","14","1.39","13","62"
"2021-12-07T01:15:00Z","NE","22","19","1.58","21","52","4","47","BUF","31","10","1.21","9","78"
"2021-12-03T01:20:00Z","NO","23","13","1.23","12","25","6","32","DAL","32","10","1.89","18","56"
"2021-12-05T18:00:00Z","NYG","28","13","1.26","12","33","-26","1","MIA","31","13","1.2","17","35"
"2021-12-05T18:00:00Z","NYJ","28","9","1.19","15","40","-27","23","PHI","28","11","1.08","18","44"
"2021-12-05T18:00:00Z","PHI","24","6","1.83","28","43","9","83","NYJ","29","16","1.55","31","42"
"2021-12-05T21:25:00Z","PIT","24","17","1.11","13","38","-24","9","BLT","34","11","1.32","15","47"
"2021-12-05T21:25:00Z","SEA","26","15","1.34","10","50","-7","12","SF","30","18","1.12","15","53"
"2021-12-05T21:25:00Z","SF","25","12","1.15","15","60","20","32","SEA","30","12","2.08","20","35"
"2021-12-05T18:00:00Z","TB","19","10","1.24","21","43","50","46","ATL","24","11","1.34","12","58"
"2021-12-05T21:05:00Z","WAS","24","14","1.35","17","35","-11","42","LV","35","14","1.41","16","25"
