"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2021-10-29T00:20:00Z","ARZ","22","16","1.31","14","50","5","30","GB","31","15","1.61","11","36"
"2021-10-31T17:00:00Z","ATL","27","10","1.18","4","50","-32","31","CAR","32","20","1.29","6","33"
"2021-10-31T17:00:00Z","BUF","26","5","1.56","8","38","-3","3","MIA","30","9","1.26","13","38"
"2021-10-31T17:00:00Z","CAR","29","12","1.2","11","45","1","18","ATL","24","12","1.32","7","57"
"2021-10-31T17:00:00Z","CHI","33","23","1.42","11","55","-27","16","SF","30","17","1.09","10","60"
"2021-10-31T17:00:00Z","CIN","24","15","1.12","4","50","-19","17","NYJ","30","14","1.47","17","53"
"2021-10-31T17:00:00Z","CLV","21","12","1.43","13","54","-40","50","PIT","34","16","1.49","4","25"
"2021-11-01T00:20:00Z","DAL","23","5","1.52","15","33","-2","78","MIN","30","18","1.59","7","43"
"2021-10-31T20:25:00Z","DEN","23","20","1.54","7","29","-31","-15","WAS","28","11","1.21","6","50"
"2021-10-31T17:00:00Z","DET","29","8","1.46","7","57","-40","33","PHI","30","10","1.23","14","50"
"2021-10-29T00:20:00Z","GB","22","21","1.34","5","40","-49","30","ARZ","31","15","1.4","5","20"
"2021-10-31T17:00:00Z","HST","26","10","1.04","6","33","-43","0","LA","31","15","0","16","44"
"2021-10-31T17:00:00Z","IND","26","12","1.47","17","24","3","27","TEN","31","17","1.31","13","46"
"2021-10-31T20:05:00Z","JAX","25","8","1.35","10","50","22","-42","SEA","30","14","2.01","11","36"
"2021-11-02T00:15:00Z","KC","22","13","1.68","5","80","15","50","NYG","29","19","1.48","7","29"
"2021-10-31T17:00:00Z","LA","21","12","1.51","9","56","24","66","HST","29","13","2.55","17","41"
"2021-10-31T20:05:00Z","LAC","25","12","1.11","5","60","5","36","NE","28","16","0.18","9","22"
"2021-10-31T17:00:00Z","MIA","29","8","1.35","7","14","-29","27","BUF","32","11","1.38","3","67"
"2021-11-01T00:20:00Z","MIN","24","8","1.43","4","25","-8","36","DAL","28","11","1.8","8","50"
"2021-10-31T20:05:00Z","NE","21","13","1.47","14","50","2","104","LAC","27","14","2.3","6","67"
"2021-10-31T20:25:00Z","NO","28","13","1.54","6","17","-13","51","TB","32","14","1.29","6","17"
"2021-11-02T00:15:00Z","NYG","26","14","1.3","11","36","-33","8","KC","28","7","1.48","12","50"
"2021-10-31T17:00:00Z","NYJ","27","10","1.21","8","38","7","62","CIN","31","17","1.68","7","57"
"2021-10-31T17:00:00Z","PHI","28","6","1.72","12","33","16","60","DET","26","17","1.4","6","67"
"2021-10-31T17:00:00Z","PIT","22","11","1.11","8","50","-12","-17","CLV","32","17","1.28","4","50"
"2021-10-31T20:05:00Z","SEA","28","16","1.38","5","60","1","21","JAX","30","10","1.21","15","47"
"2021-10-31T17:00:00Z","SF","26","7","1.34","8","50","-22","55","CHI","31","19","1.42","10","30"
"2021-10-31T20:25:00Z","TB","20","6","1.39","15","40","17","24","NO","28","9","1.05","7","29"
"2021-10-31T17:00:00Z","TEN","27","18","1.28","10","50","-4","51","IND","30","15","1.24","6","17"
"2021-10-31T20:25:00Z","WAS","22","8","1.48","10","40","18","35","DEN","30","11","1.44","6","67"
