"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2021-10-10T20:25:00Z","ARZ","20","15","1.51","11","55","10","19","SF","29","16","1.2","5","60"
"2021-10-10T13:30:00Z","ATL","27","15","1.17","2","0","-20","19","NYJ","31","19","1.29","11","36"
"2021-10-12T00:15:00Z","BLT","25","12","1.71","5","60","5","2","IND","32","14","1.23","4","25"
"2021-10-11T00:20:00Z","BUF","28","5","1.43","6","50","-14","31","KC","28","12","1.51","11","55"
"2021-10-10T17:00:00Z","CAR","24","10","1.36","9","44","-6","25","PHI","29","14","1.48","9","44"
"2021-10-10T20:05:00Z","CHI","25","25","1.29","5","80","-37","20","LV","35","11","1.37","4","25"
"2021-10-10T17:00:00Z","CIN","23","23","1.19","4","50","-4","-7","GB","30","12","1.49","6","50"
"2021-10-10T20:05:00Z","CLV","19","20","1.31","9","56","2","73","LAC","32","13","2.26","2","100"
"2021-10-10T20:25:00Z","DAL","25","3","1.49","8","62","1","68","NYG","28","10","1.51","2","50"
"2021-10-10T17:00:00Z","DEN","26","15","1.21","7","29","-44","-25","PIT","35","11","1.29","1","0"
"2021-10-10T17:00:00Z","DET","29","6","1.5","6","50","-29","5","MIN","31","17","1.67","5","40"
"2021-10-10T17:00:00Z","GB","24","17","1.39","4","50","6","23","CIN","28","20","1.88","3","67"
"2021-10-10T17:00:00Z","HST","24","3","1.04","6","33","19","2","NE","30","18","0.41","4","50"
"2021-10-12T00:15:00Z","IND","28","14","1.46","9","0","-21","34","BLT","33","10","1.43","6","67"
"2021-10-10T17:00:00Z","JAX","26","7","1.35","3","67","11","16","TEN","27","18","1.3","5","80"
"2021-10-11T00:20:00Z","KC","24","12","1.84","3","67","-11","63","BUF","34","12","1.35","1","0"
"2021-10-08T00:20:00Z","LA","21","9","1.66","5","40","22","28","SEA","31","12","2.03","5","20"
"2021-10-10T20:05:00Z","LAC","23","9","1.25","3","33","-18","25","CLV","33","17","1.33","2","0"
"2021-10-10T20:05:00Z","LV","29","11","1.01","5","40","-31","-9","CHI","32","23","1.39","5","20"
"2021-10-10T17:00:00Z","MIA","29","7","1.22","6","17","-34","4","TB","31","12","1.08","2","0"
"2021-10-10T17:00:00Z","MIN","28","8","1.49","3","33","-5","53","DET","24","16","1.6","6","67"
"2021-10-10T17:00:00Z","NE","27","14","1.44","3","0","4","79","HST","26","9","2.69","9","56"
"2021-10-10T17:00:00Z","NO","27","14","1.54","4","25","-41","2","WAS","27","9","1.25","4","25"
"2021-10-10T20:25:00Z","NYG","28","10","1.57","4","50","-32","36","DAL","32","13","2.44","1","100"
"2021-10-10T13:30:00Z","NYJ","28","11","1.25","4","25","-1","40","ATL","25","16","1.19","4","50"
"2021-10-10T17:00:00Z","PHI","29","2","1.78","4","25","-18","57","CAR","32","23","1.33","2","50"
"2021-10-10T17:00:00Z","PIT","24","14","1.17","4","50","-17","-7","DEN","31","14","1.4","1","100"
"2021-10-08T00:20:00Z","SEA","26","18","1.38","2","100","-45","0","LA","32","16","0","15","40"
"2021-10-10T20:25:00Z","SF","23","3","1.35","7","57","-37","99","ARZ","32","14","1.48","4","25"
"2021-10-10T17:00:00Z","TB","21","8","1.27","3","67","11","24","MIA","31","9","1.32","7","29"
"2021-10-10T17:00:00Z","TEN","29","20","1.37","5","40","-10","42","JAX","31","7","1.24","13","46"
"2021-10-10T17:00:00Z","WAS","24","4","1.35","4","50","19","18","NO","28","8","0.99","4","0"
