"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-01-02T21:25:00Z","ARZ","22","13","1.51","27","48","-8","1","DAL","32","11","1.84","21","52"
"2022-01-02T18:00:00Z","ATL","28","12","1.12","11","27","-21","34","BUF","33","11","1.24","14","71"
"2022-01-02T18:00:00Z","BLT","25","11","1.56","20","50","-58","1","LA","36","16","1.02","29","52"
"2022-01-02T18:00:00Z","BUF","23","9","1.59","15","40","34","24","ATL","23","9","1.42","14","57"
"2022-01-02T21:25:00Z","CAR","28","13","1.34","20","45","-11","-27","NO","28","14","1.07","15","27"
"2022-01-02T18:00:00Z","CHI","26","14","1.33","23","35","0","37","NYG","29","15","1.55","19","32"
"2022-01-02T18:00:00Z","CIN","29","16","0.99","16","44","-34","35","KC","34","12","1.52","19","37"
"2022-01-04T01:15:00Z","CLV","25","15","1.45","19","53","-35","62","PIT","34","21","1.58","19","37"
"2022-01-02T21:25:00Z","DAL","22","9","1.39","21","38","11","75","ARZ","26","17","1.08","18","33"
"2022-01-02T21:05:00Z","DEN","27","17","1.2","22","36","15","48","LAC","25","13","1.95","29","34"
"2022-01-02T21:25:00Z","DET","25","11","1.43","9","44","24","11","SEA","30","14","1.76","28","32"
"2022-01-03T01:20:00Z","GB","23","13","1.25","19","42","16","19","MIN","28","16","1.46","14","64"
"2022-01-02T21:05:00Z","HST","27","14","1.11","13","31","-33","-16","SF","34","17","0.94","22","45"
"2022-01-02T18:00:00Z","IND","32","10","1.36","34","38","-48","45","LV","33","14","1.14","19","37"
"2022-01-02T18:00:00Z","JAX","28","11","1.42","21","48","20","-12","NE","28","16","1.27","18","22"
"2022-01-02T18:00:00Z","KC","24","11","1.56","20","45","4","95","CIN","33","18","1.29","15","47"
"2022-01-02T18:00:00Z","LA","23","20","1.49","16","50","1","37","BLT","29","12","1.18","22","41"
"2022-01-02T21:05:00Z","LAC","24","13","1.36","24","38","18","51","DEN","28","16","1.25","9","56"
"2022-01-02T18:00:00Z","LV","30","11","1.24","15","60","-11","6","IND","27","15","1.71","17","35"
"2022-01-02T18:00:00Z","MIA","32","10","1.14","21","33","-25","11","TEN","31","20","1.16","22","41"
"2022-01-03T01:20:00Z","MIN","24","8","1.31","22","23","-36","33","GB","35","12","1.62","18","39"
"2022-01-02T18:00:00Z","NE","21","17","1.62","24","50","22","86","JAX","30","13","1.26","31","35"
"2022-01-02T21:25:00Z","NO","29","11","1.21","15","27","6","0","CAR","33","21","1.23","14","43"
"2022-01-02T18:00:00Z","NYG","25","13","1.34","13","31","1","46","CHI","30","23","1.35","22","45"
"2022-01-02T18:00:00Z","NYJ","27","8","1.39","25","32","6","46","TB","33","15","1.23","17","29"
"2022-01-02T18:00:00Z","PHI","23","8","1.77","34","44","-1","70","WAS","29","13","1.32","12","50"
"2022-01-04T01:15:00Z","PIT","22","18","1.09","17","41","-28","11","CLV","32","17","1.35","13","46"
"2022-01-02T21:25:00Z","SEA","31","14","1.46","16","50","-9","34","DET","27","16","1.38","19","53"
"2022-01-02T21:05:00Z","SF","24","14","1.11","19","63","20","81","HST","29","14","1.77","28","50"
"2022-01-02T18:00:00Z","TB","18","12","1.33","24","42","53","83","NYJ","26","14","1.5","40","40"
"2022-01-02T18:00:00Z","TEN","28","20","1.19","23","48","-26","35","MIA","31","16","1.25","19","37"
"2022-01-02T18:00:00Z","WAS","28","14","1.37","23","39","-11","40","PHI","32","11","1.09","25","44"
