"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2021-12-19T18:00:00Z","ARZ","21","14","1.32","25","48","10","40","DET","26","15","1.43","19","53"
"2021-12-19T21:05:00Z","ATL","26","12","1.19","9","33","-26","22","SF","32","17","1.02","19","47"
"2021-12-19T21:25:00Z","BLT","26","13","1.62","17","53","-31","19","GB","35","12","1.58","16","38"
"2021-12-19T18:00:00Z","BUF","23","10","1.72","12","42","-2","38","CAR","31","21","1.44","13","46"
"2021-12-19T18:00:00Z","CAR","29","12","1.29","18","44","-6","-10","BUF","28","10","1.25","11","73"
"2021-12-21T01:15:00Z","CHI","25","14","1.47","18","39","12","38","MIN","24","16","1.47","13","62"
"2021-12-19T21:05:00Z","CIN","27","16","1.08","12","50","1","23","DEN","29","15","1.27","8","50"
"2021-12-20T22:00:00Z","CLV","25","14","1.26","17","47","-20","43","LV","34","15","1.27","17","29"
"2021-12-19T18:00:00Z","DAL","21","8","1.33","19","42","32","71","NYG","29","14","1.65","16","31"
"2021-12-19T21:05:00Z","DEN","24","16","1.42","21","33","-7","58","CIN","33","19","1.44","13","46"
"2021-12-19T18:00:00Z","DET","29","12","1.44","8","50","-16","50","ARZ","30","17","1.4","16","38"
"2021-12-19T21:25:00Z","GB","25","12","1.42","17","41","-18","10","BLT","33","11","1.24","16","44"
"2021-12-19T18:00:00Z","HST","24","14","0.94","10","30","-15","13","JAX","31","13","1.28","27","41"
"2021-12-19T01:20:00Z","IND","26","11","1.72","32","41","7","72","NE","31","17","1.46","15","20"
"2021-12-19T18:00:00Z","JAX","25","11","1.44","15","53","-9","18","HST","31","13","2.29","26","50"
"2021-12-17T01:20:00Z","KC","24","12","1.61","15","53","1","82","LAC","30","13","2.14","24","38"
"2021-12-22T00:00:00Z","LA","24","19","1.54","15","47","33","0","SEA","30","12","2.03","23","35"
"2021-12-17T01:20:00Z","LAC","24","13","1.25","18","44","-26","59","KC","35","13","1.51","13","46"
"2021-12-20T22:00:00Z","LV","31","11","1.23","14","57","-33","3","CLV","33","18","1.35","13","46"
"2021-12-19T18:00:00Z","MIA","32","10","1.29","17","35","-23","22","NYJ","28","16","1.45","34","41"
"2021-12-21T01:15:00Z","MIN","26","6","1.46","20","20","6","64","CHI","26","22","1.4","21","43"
"2021-12-19T01:20:00Z","NE","22","19","1.58","21","52","1","53","IND","28","17","1.45","14","36"
"2021-12-20T01:20:00Z","NO","24","12","1.25","15","27","25","27","TB","30","14","1.23","16","31"
"2021-12-19T18:00:00Z","NYG","27","14","1.37","13","31","-36","34","DAL","36","9","1.88","21","52"
"2021-12-19T18:00:00Z","NYJ","26","8","1.15","19","37","1","17","MIA","29","14","1.28","17","35"
"2021-12-22T00:00:00Z","PHI","23","6","1.73","28","43","33","72","WAS","24","12","1.22","7","57"
"2021-12-19T18:00:00Z","PIT","23","18","1.07","14","43","-7","12","TEN","33","19","1.26","18","39"
"2021-12-22T00:00:00Z","SEA","31","15","1.35","14","43","-85","-8","LA","36","16","0.98","26","50"
"2021-12-19T21:05:00Z","SF","25","13","1.12","17","59","34","92","ATL","22","11","1.29","12","58"
"2021-12-20T01:20:00Z","TB","18","10","1.31","23","43","33","44","NO","30","12","1.15","13","31"
"2021-12-19T18:00:00Z","TEN","28","18","1.31","21","43","-49","66","PIT","34","20","1.62","15","33"
"2021-12-22T00:00:00Z","WAS","26","14","1.41","20","35","8","31","PHI","29","11","1.05","22","41"
