"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Ja'Marr Chase","CIN","wr","7","BUF","22.1","8300","0","0","0","0","0","0","0","0","0","10.0354","7.0145","96.641","0.6719","0.1078","0.0539","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Josh Jacobs","LV","rb","13","NYG","19.4","6900","0","0","0","0","0","0","16.2133","75.3492","0.6351","4.5276","3.7231","27.4585","0.1469","0.12","0.06","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Stefon Diggs","BUF","wr","13","@CIN","20.5","9000","0","0","0","0","0","0","0","0","0","10.277","7.1177","90.0749","0.5396","0.0634","0.0317","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tyreek Hill","MIA","wr","10","@KC","19.8","0","0","0","0","0","0","0","0.1875","0.8447","0.013","10.3268","6.9582","86.1467","0.4964","0.0795","0.0397","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Bijan Robinson","ATL","rb","11","MIN","17.9","6100","0","0","0","0","0","0","13.0741","60.0435","0.4735","5.2414","4.2238","32.8524","0.1918","0.1244","0.0622","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Davante Adams","LV","wr","13","NYG","19.4","8100","0","0","0","0","0","0","0","0","0","9.5653","6.4758","82.5542","0.6224","0.0377","0.0188","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Breece Hall","NYJ","rb","7","LAC","17.2","6300","0","0","0","0","0","0","14.6267","73.0696","0.5232","3.5321","2.7537","25.6959","0.131","0.1019","0.0509","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Austin Ekeler","LAC","rb","5","@NYJ","17","8400","0","0","0","0","0","0","12.0545","51.3279","0.4191","5.6975","4.6775","32.6148","0.1985","0.2251","0.1126","0.0255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Keenan Allen","LAC","wr","5","@NYJ","18.6","8700","0","0","0","0","0","0","0.2253","0.9995","0.0109","10.4163","7.3615","78.6991","0.4074","0.0795","0.0398","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","A.J. Brown","PHI","wr","10","DAL","18.3","8600","0","0","0","0","0","0","0","0","0","9.3333","5.7356","86.2574","0.492","0.0616","0.0308","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
