"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"275","Justin Watson","KC","wr","10","17","59","0","0","0","0","0","0","0","0","0","0","30.2795","16.8453","306.027","1.9268","0.1472","0.0736","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Kyle Philips","TEN","wr","7","14","59","0","0","0","0","0","0","0","0","0","0","36.0356","23.8021","268.8507","1.4578","0.9867","0.4933","0.0487","282.7508","0.2574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Brandon Bolden","LV","rb","13","17","43.8","0","0","0","0","0","0","0","21.7592","73.2949","0.478","20.7035","16.5318","126.6855","0.7339","0.2929","0.1465","0.059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Sterling Shepard","NYG","wr","13","17","58.6","0","0","0","0","0","0","0","0","0","0","35.9634","23.8039","265.4063","1.3765","0.1963","0.0981","0.0348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","Tommy Tremble","CAR","te","7","17","38.7","0","0","0","0","0","0","0","0","0","0","22.1479","15.4868","157.065","1.245","0.1665","0.0832","0.0653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Laviska Shenault Jr.","CAR","wr","7","17","58.5","0","0","0","0","0","0","0","10.8834","60.4161","0.546","31.4993","23.5713","196.8776","1.0075","0.3529","0.1764","0.0384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Salvon Ahmed","MIA","rb","10","17","43.4","0","0","0","0","0","0","0","33.3535","132.8202","0.8955","15.4161","12.3735","98.7928","0.4329","0.2962","0.1481","0.0323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Myles Gaskin","MIN","rb","13","17","43.2","0","0","0","0","0","0","0","62.216","251.8488","1.4951","5.7004","4.6623","32.3247","0.2261","0.5335","0.2667","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Quez Watkins","PHI","wr","10","17","58.1","0","0","0","0","0","0","0","0","0","0","34.1305","22.5692","273.3936","1.3623","0.2332","0.1166","0.0537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Tyquan Thornton","NE","wr","11","14","57.8","0","0","0","0","0","0","0","0","0","0","36.151","21.8525","270.3051","1.4814","0.1914","0.0957","0.0438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","DeeJay Dallas","SEA","rb","5","17","42.4","0","0","0","0","0","0","0","26.6948","117.5765","0.8231","16.7004","13.5056","102.0027","0.4515","1.5608","0.7804","0.03","1028.946","0.7616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","Peyton Hendershot","DAL","te","7","17","37.6","0","0","0","0","0","0","0","0","0","0","20.6227","15.0527","156.7057","1.1413","0.1787","0.0894","0.0646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Josh Whyle","TEN","te","7","17","37.5","0","0","0","0","0","0","0","0","0","0","20.6613","14.8978","158.0682","1.1262","0.1824","0.0912","0.0481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Josiah Deguara","GB","te","6","17","36.2","0","0","0","0","0","0","0","0","0","0","21.9269","16.8102","137.3464","0.9432","0.1856","0.0928","0.0533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Daniel Bellinger","NYG","te","13","17","36.2","0","0","0","0","0","0","0","0","0","0","20.261","15.0547","147.1726","1.0666","0.2039","0.1019","0.0523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","Brock Wright","DET","te","9","17","35.5","0","0","0","0","0","0","0","0","0","0","18.962","14.4245","133.246","1.2908","0.1639","0.0819","0.0661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","Kyler Murray","ARZ","qb","14","13","173.5","0","276.6464","424.1685","2500.9551","11.7469","9.3752","29.838","35.285","272.2416","1.6656","0","0","0","0","5.6873","2.8437","0.7297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Isaiah Spiller","LAC","rb","5","17","40.1","0","0","0","0","0","0","0","35.3441","150.8732","0.93","12.001","9.765","74.9903","0.3737","0.3107","0.1553","0.0237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Greg Dortch","ARZ","wr","14","17","55","0","0","0","0","0","0","0","7.8153","42.7904","0.3599","33.5858","25.3415","190.7442","0.8036","1.5234","0.7617","0.0498","1091.5562","0.7601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Jimmy Graham","NO","te","11","17","35","0","0","0","0","0","0","0","0","0","0","18.2638","13.3273","144.0411","1.1993","0.156","0.078","0.067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Tre' McKitty","LAC","te","5","17","35","0","0","0","0","0","0","0","0","0","0","19.2015","14.2232","143.6648","1.0675","0.2049","0.1025","0.0361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Michael Carter","NYJ","rb","7","17","39.4","0","0","0","0","0","0","0","25.3683","107.8435","0.6807","15.7729","12.72","94.3915","0.3995","0.2246","0.1123","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Jordan Akins","CLV","te","5","17","34.2","0","0","0","0","0","0","0","0","0","0","19.8817","14.2755","149.0115","0.8285","0.1914","0.0957","0.0653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Quintin Morris","BUF","te","13","17","34.2","0","0","0","0","0","0","0","0","0","0","18.5389","13.6878","140.4511","1.0772","0.1946","0.0973","0.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","John Bates","WAS","te","14","17","34.1","0","0","0","0","0","0","0","0","0","0","19.8146","14.3007","142.9466","0.9144","0.1962","0.0981","0.0425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Kayshon Boutte","NE","wr","11","17","53.7","0","0","0","0","0","0","0","0","0","0","32.8428","21.6516","244.9482","1.3562","1.3998","0.6999","0.0475","1050.2207","0.7789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Calvin Austin III","PIT","wr","6","17","53","0","0","0","0","0","0","0","0","0","0","30.3736","19.3036","251.5316","1.4328","0.1834","0.0917","0.0336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Raheem Blackshear","CAR","rb","7","17","37.7","0","0","0","0","0","0","0","24.8142","107.7213","0.7895","14.2731","11.423","85.3449","0.422","0.6538","0.3269","0.0203","905.2737","0.5824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Justice Hill","BLT","rb","13","17","37","0","0","0","0","0","0","0","25.7082","119.6709","0.786","13.7405","11.1786","72.1328","0.3414","0.3513","0.1756","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","Wan'Dale Robinson","NYG","wr","13","17","51.7","0","0","0","0","0","0","0","0","0","0","30.8981","20.8072","235.4801","1.2358","0.1874","0.0937","0.0333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","Jack Stoll","PHI","te","10","17","31.3","0","0","0","0","0","0","0","0","0","0","17.5672","12.8447","127.7938","0.9553","0.1503","0.0752","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","Chris Rodriguez Jr.","WAS","rb","14","17","35.9","0","0","0","0","0","0","0","30.5975","135.0948","0.8711","11.1155","8.8256","65.0279","0.3193","0.2806","0.1403","0.0259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Teagan Quitoriano","HST","te","7","17","30.7","0","0","0","0","0","0","0","0","0","0","17.1067","12.2964","131.4465","0.8763","0.1478","0.0739","0.0461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Demario Douglas","NE","wr","11","17","50.5","0","0","0","0","0","0","0","0","0","0","29.3186","19.2069","233.2443","1.3353","0.1825","0.0912","0.0422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Scott Miller","ATL","wr","11","17","50.2","0","0","0","0","0","0","0","0","0","0","35.5277","22.7381","216.332","0.9812","0.1931","0.0966","0.042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Cedrick Wilson Jr.","MIA","wr","10","17","49.7","0","0","0","0","0","0","0","0","0","0","28.047","18.8065","231.9161","1.2766","0.2531","0.1266","0.0785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Travis Homer","CHI","rb","13","17","34.3","0","0","0","0","0","0","0","12.1425","54.2963","0.3248","16.068","12.4862","114.0906","0.5243","0.2387","0.1194","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Kalif Raymond","DET","wr","9","17","49.1","0","0","0","0","0","0","0","6.2695","29.9409","0.3358","24.0414","17.6832","201.7847","1.0475","0.2439","0.122","0.0502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Samori Toure","GB","wr","6","17","48.9","0","0","0","0","0","0","0","0","0","0","29.0531","17.3241","241.1998","1.247","0.2312","0.1156","0.0396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Rakim Jarrett","TB","wr","5","17","48.8","0","0","0","0","0","0","0","0","0","0","30.9524","19.7368","224.8146","1.0926","0.1875","0.0938","0.0481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Pierre Strong Jr.","CLV","rb","5","17","33.4","0","0","0","0","0","0","0","32.5327","157.9823","1.0466","7.3978","5.874","43.9702","0.1968","0.2577","0.1288","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Zach Pascal","ARZ","wr","14","17","48.3","0","0","0","0","0","0","0","0","0","0","34.1275","21.6886","209.0177","0.9558","0.2426","0.1213","0.0362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Chris Evans","CIN","rb","7","17","32.6","0","0","0","0","0","0","0","20.1188","71.0574","0.4718","11.2696","8.895","91.4171","0.776","0.2018","0.1009","0.0206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Isaiah McKenzie","IND","wr","11","17","47.1","0","0","0","0","0","0","0","0","0","0","30.6918","20.9078","202.2153","1.1137","1.5995","0.7997","0.0451","1231.4169","0.9124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","KaVontae Turpin","DAL","wr","7","17","47.1","0","0","0","0","0","0","0","0","0","0","27.3111","18.0383","224.2927","1.205","1.3568","0.6784","0.0525","1074.7808","0.7359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Ameer Abdullah","LV","rb","13","17","32.1","0","0","0","0","0","0","0","8.059","32.9161","0.2157","17.2529","13.9633","101.4051","0.5749","0.1469","0.0735","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Olamide Zaccheaus","PHI","wr","10","17","46.2","0","0","0","0","0","0","0","0","0","0","27.6055","16.9839","223.7995","1.2332","1.118","0.559","0.0191","337.8755","0.3083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","Drew Sample","CIN","te","7","17","24.6","0","0","0","0","0","0","0","0","0","0","12.96","10.0187","92.4991","0.8948","0.1187","0.0594","0.035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Julius Chestnut","TEN","rb","7","17","29.3","0","0","0","0","0","0","0","25.0582","107.2345","0.6761","9.1294","7.3889","56.5319","0.2862","0.6356","0.3178","0.0211","884.397","0.5571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","Trevon Wesco","TEN","te","7","17","24.4","0","0","0","0","0","0","0","0","0","0","13.4538","9.8499","101.1679","0.739","0.1187","0.0593","0.0481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Johnny Mundt","MIN","te","13","17","24","0","0","0","0","0","0","0","0","0","0","13.1109","10.3502","91.9615","0.7428","0.1219","0.0609","0.0319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Albert Okwuegbunam","PHI","te","10","17","23.7","0","0","0","0","0","0","0","0","0","0","13.0499","10.144","93.7921","0.7047","0.1371","0.0685","0.0195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Charlie Woerner","SF","te","9","17","23.3","0","0","0","0","0","0","0","0","0","0","12.7431","8.9832","98.2923","0.7495","0.1078","0.0539","0.0435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Luke Farrell","JAX","te","9","17","23.2","0","0","0","0","0","0","0","0","0","0","12.5515","9.1886","93.4337","0.7817","0.1361","0.0681","0.0236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","Kyle Juszczyk","SF","rb","9","17","27.3","0","0","0","0","0","0","0","8.7126","28.4315","0.2378","12.7431","9.8833","96.7898","0.5793","0.1275","0.0637","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Parker Washington","JAX","wr","9","17","42.1","0","0","0","0","0","0","0","0","0","0","24.0115","15.9845","190.2321","1.1855","0.1519","0.0759","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Brandon Johnson","DEN","wr","9","17","41.7","0","0","0","0","0","0","0","0","0","0","25.0452","15.5174","194.5191","1.1249","0.1448","0.0724","0.0429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","Jordan Mason","SF","rb","9","17","26.4","0","0","0","0","0","0","0","33.9334","161.3265","1.0658","2.4506","1.9714","14.7754","0.0839","0.2137","0.1069","0.0306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Brevin Jordan","HST","te","7","17","21.6","0","0","0","0","0","0","0","0","0","0","12.9596","9.3251","84.3076","0.6392","0.1025","0.0513","0.032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","JaMycal Hasty","JAX","rb","9","17","26","0","0","0","0","0","0","0","20.2977","89.1717","0.6221","8.1858","6.5619","51.0888","0.2914","0.1963","0.0981","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Jalen Nailor","MIN","wr","13","17","40.9","0","0","0","0","0","0","0","0","0","0","22.2315","14.6979","197.4673","1.073","0.138","0.069","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Cole Turner","WAS","te","14","17","21.1","0","0","0","0","0","0","0","0","0","0","12.082","8.4462","92.4661","0.5726","0.1017","0.0509","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","Julian Hill","MIA","te","10","17","21","0","0","0","0","0","0","0","0","0","0","11.4477","8.1786","89.4748","0.6434","0.1001","0.0501","0.031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Jamal Agnew","JAX","wr","9","17","40.7","0","0","0","0","0","0","0","11.1844","56.3352","0.5926","21.283","15.2751","123.0283","0.7869","1.6074","0.8037","0.0285","1267.0087","0.9823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Ronnie Rivers","LA","rb","10","17","25.7","0","0","0","0","0","0","0","30.5634","132.1827","0.8683","4.5725","3.699","27.7499","0.1363","0.2252","0.1126","0.0266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","James Mitchell","DET","te","9","17","20.8","0","0","0","0","0","0","0","0","0","0","11.0612","8.0588","85.8513","0.6917","0.0967","0.0483","0.039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Ben Skowronek","LA","wr","10","17","40.6","0","0","0","0","0","0","0","0","0","0","25.9196","17.1406","186.0762","0.8065","0.1368","0.0684","0.0392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Charlie Kolar","BLT","te","13","17","20.2","0","0","0","0","0","0","0","0","0","0","11.2868","7.9538","87.8922","0.5845","0.0968","0.0484","0.0223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","A.T. Perry","NO","wr","11","17","39.5","0","0","0","0","0","0","0","0","0","0","21.901","13.7027","194.4751","1.0527","0.1302","0.0651","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Geoff Swaim","ARZ","te","14","17","19.2","0","0","0","0","0","0","0","0","0","0","11.9175","9.451","65.5051","0.5269","0.1032","0.0516","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","MyCole Pruitt","ATL","te","11","17","19","0","0","0","0","0","0","0","0","0","0","10.5623","7.8694","72.877","0.6384","0.0879","0.0439","0.0355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Tre'Quan Smith","NO","wr","11","17","38.7","0","0","0","0","0","0","0","0","0","0","20.609","13.8615","179.3208","1.1546","0.1577","0.0789","0.0253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","Boston Scott","PHI","rb","10","17","23.5","0","0","0","0","0","0","0","23.0469","100.0205","1.0047","5.0192","4.1157","28.5946","0.1275","0.5025","0.2513","0.0085","729.2915","0.4321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Devin Duvernay","BLT","wr","13","17","38.2","0","0","0","0","0","0","0","9.0204","53.5677","0.4834","18.6478","13.5916","132.2709","0.6405","1.5456","0.7728","0.0248","1319.2622","0.9427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Tucker Kraft","GB","te","6","17","18.2","0","0","0","0","0","0","0","0","0","0","10.4153","7.3924","78.2236","0.5007","0.0905","0.0452","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Mitchell Wilcox","CIN","te","7","17","17.8","0","0","0","0","0","0","0","0","0","0","9.0157","7.014","66.39","0.6923","0.0811","0.0405","0.0239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Jesper Horsted","LV","te","13","17","17.8","0","0","0","0","0","0","0","0","0","0","9.7766","7.094","74.2836","0.5371","0.0858","0.0429","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Tyler Scott","CHI","wr","13","17","37.3","0","0","0","0","0","0","0","0","0","0","22.4107","13.8558","183.3902","0.857","0.1316","0.0658","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Chase Brown","CIN","rb","7","17","22","0","0","0","0","0","0","0","26.1545","115.8862","0.7795","3.3809","2.7858","22.468","0.1324","0.1925","0.0963","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Tre Tucker","LV","wr","13","17","36.5","0","0","0","0","0","0","0","0","0","0","21.8537","14.4083","167.7659","0.9236","0.552","0.276","0.036","871.3309","0.6177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Robert Tonyan","CHI","te","13","17","16.6","0","0","0","0","0","0","0","0","0","0","9.7254","7.2403","66.7602","0.4528","0.0727","0.0363","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Chris Moore","TEN","wr","7","17","35.8","0","0","0","0","0","0","0","0","0","0","21.7548","15.6963","152.5916","0.8049","0.1247","0.0623","0.0282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","KhaDarel Hodge","ATL","wr","11","17","35.8","0","0","0","0","0","0","0","0","0","0","21.1246","13.3388","171.1479","0.8813","0.1184","0.0592","0.0777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
