"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","SF","rb","9","@LA","19.2","8900","0","0","0","0","0","0","12.5672","57.4902","0.3795","6.1707","5.0952","41.075","0.2629","0.0871","0.0436","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Ja'Marr Chase","CIN","wr","7","BLT","19.3","7900","0","0","0","0","0","0","0","0","0","8.6025","6.118","85.0144","0.6246","0.094","0.047","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Justin Jefferson","MIN","wr","13","@PHI","19.1","0","0","0","0","0","0","0","0","0","0","9.6526","6.4433","89.7748","0.4108","0.0384","0.0192","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Bijan Robinson","ATL","rb","11","GB","17.7","7900","0","0","0","0","0","0","16.6849","79.535","0.6541","3.0921","2.4815","18.9874","0.1032","0.1298","0.0649","0.0118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Tony Pollard","DAL","rb","7","NYJ","17.3","7500","0","0","0","0","0","0","16.3082","76.7648","0.5185","3.4573","2.8108","21.5416","0.1261","0.0737","0.0369","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Saquon Barkley","NYG","rb","13","@ARZ","17","8000","0","0","0","0","0","0","15.5358","68.5706","0.5351","4.323","3.529","21.5056","0.113","0.1078","0.0539","0.0118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Travis Kelce","KC","te","10","@JAX","16.4","7600","0","0","0","0","0","0","0","0","0","7.4949","5.6458","67.7122","0.5676","0.0678","0.0339","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Derrick Henry","TEN","rb","7","LAC","16.1","7400","0","0","0","0","0","0","17.4685","79.5559","0.6119","2.2666","1.8545","14.5683","0.0569","0.1797","0.0898","0.0214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Josh Allen","BUF","qb","13","LV","24.4","7900","21.4623","33.0495","265.4426","1.9317","0.7466","1.8251","6.5162","39.7351","0.2988","0","0","0","0","0.5969","0.2985","0.0663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Stefon Diggs","BUF","wr","13","LV","17","8000","0","0","0","0","0","0","0","0","0","8.0555","5.725","73.3352","0.5462","0.051","0.0255","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
