"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Breece Hall","NYJ","rb","7","ATL","19.9","6400","0","0","0","0","0","0","15.0926","71.967","0.5079","5.0277","3.9296","37.1906","0.2102","0.1149","0.0574","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Tony Pollard","DAL","rb","7","SEA","18.6","0","0","0","0","0","0","0","17.454","84.0757","0.5786","3.4775","2.8253","21.8612","0.1278","0.076","0.038","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Ja'Marr Chase","CIN","wr","7","@JAX","20.8","8100","0","0","0","0","0","0","0","0","0","9.6023","6.6823","92.1527","0.6256","0.1027","0.0513","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Christian McCaffrey","SF","rb","9","@PHI","18.4","9000","0","0","0","0","0","0","14.599","67.4228","0.4352","5.22","4.1811","32.471","0.1675","0.0946","0.0473","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Austin Ekeler","LAC","rb","5","@NE","17.1","8300","0","0","0","0","0","0","11.9755","52.1434","0.395","5.7345","4.7254","33.7044","0.1954","0.226","0.113","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Tyreek Hill","MIA","wr","10","@WAS","19.2","9600","0","0","0","0","0","0","0.2105","0.9481","0.0134","10.0174","6.8022","84.6817","0.4644","0.078","0.039","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Keenan Allen","LAC","wr","5","@NE","19","9000","0","0","0","0","0","0","0.2238","0.993","0.0097","10.4838","7.4846","80.6833","0.4003","0.0808","0.0404","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Rachaad White","TB","rb","5","CAR","16.7","6300","0","0","0","0","0","0","16.2412","68.4893","0.4102","4.3345","3.5565","24.2607","0.1474","0.1225","0.0612","0.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Joe Mixon","CIN","rb","7","@JAX","16.5","6200","0","0","0","0","0","0","16.8184","67.6476","0.4713","3.8277","3.201","22.8452","0.1413","0.0554","0.0277","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Bijan Robinson","ATL","rb","11","@NYJ","16.4","6700","0","0","0","0","0","0","13.2563","60.019","0.4281","4.8888","3.8234","28.6031","0.132","0.1216","0.0608","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","A.J. Brown","PHI","wr","10","SF","18.1","8800","0","0","0","0","0","0","0","0","0","9.3247","5.694","85.5484","0.47","0.0611","0.0306","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Cooper Kupp","LA","wr","10","CLV","18","7800","0","0","0","0","0","0","0","0","0","8.7234","6.4498","78.3229","0.483","0.0736","0.0368","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Derrick Henry","TEN","rb","7","IND","15.6","6800","0","0","0","0","0","0","18.136","78.7314","0.5766","2.1372","1.746","14.0026","0.0593","0.1835","0.0918","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Zack Moss","IND","rb","11","@TEN","15.6","4600","0","0","0","0","0","0","15.0975","64.9275","0.4464","3.9042","3.093","22.2733","0.111","0.1465","0.0732","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Rhamondre Stevenson","NE","rb","11","LAC","15.6","6000","0","0","0","0","0","0","14.167","70.0746","0.4631","3.4662","2.8282","19.3005","0.0865","0.1312","0.0656","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Kyren Williams","LA","rb","10","CLV","15.5","7200","0","0","0","0","0","0","14.2133","63.9957","0.4741","3.4426","2.8015","20.9327","0.1115","0.1881","0.094","0.0109","64.7396","0.0499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Garrett Wilson","NYJ","wr","7","ATL","17.6","6000","0","0","0","0","0","0","0.2466","1.5194","0.0134","9.0768","5.9398","77.7426","0.4729","0.0662","0.0331","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Travis Etienne Jr.","JAX","rb","9","CIN","15.1","7000","0","0","0","0","0","0","14.8959","72.8402","0.411","2.9674","2.432","18.2589","0.0786","0.1704","0.0852","0.0237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","D'Andre Swift","PHI","rb","10","SF","15.1","6600","0","0","0","0","0","0","14.1253","67.6072","0.5504","3.0203","2.4749","15.839","0.08","0.0847","0.0423","0.0145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Travis Kelce","KC","te","10","@GB","16","8000","0","0","0","0","0","0","0","0","0","7.4078","5.5736","66.8443","0.5367","0.0669","0.0335","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Aaron Jones","GB","rb","6","KC","14.5","6200","0","0","0","0","0","0","11.3786","54.2865","0.3363","4.3712","3.4873","23.6401","0.1491","0.1715","0.0857","0.0171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Alvin Kamara","NO","rb","11","DET","14.4","8200","0","0","0","0","0","0","12.2576","52.7799","0.3775","3.9495","3.1836","24.6212","0.1586","0.1035","0.0518","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","CeeDee Lamb","DAL","wr","7","SEA","16.7","0","0","0","0","0","0","0","0.4924","2.9418","0.0281","8.1362","5.6348","73.2997","0.4367","0.0266","0.0133","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Najee Harris","PIT","rb","6","ARZ","13.9","5200","0","0","0","0","0","0","15.9763","69.1957","0.5485","1.8686","1.5107","11.4729","0.0747","0.0657","0.0329","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Zach Charbonnet","SEA","rb","5","@DAL","13.8","0","0","0","0","0","0","0","15.4495","67.4142","0.3967","2.6704","2.1444","15.8245","0.0696","0.1187","0.0593","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Jerome Ford","CLV","rb","5","@LA","13.3","5500","0","0","0","0","0","0","14.4647","63.6731","0.3803","2.7072","2.1667","16.5676","0.0709","0.1111","0.0555","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Puka Nacua","LA","wr","10","CLV","15.6","7000","0","0","0","0","0","0","0","0","0","8.5897","5.5967","70.9626","0.3781","0.0532","0.0266","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Mike Evans","TB","wr","5","CAR","15.4","7700","0","0","0","0","0","0","0","0","0","8.0825","4.9234","70.0619","0.4749","0.023","0.0115","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Javonte Williams","DEN","rb","9","@HST","13","5700","0","0","0","0","0","0","13.4141","61.7886","0.4034","2.584","2.1019","13.7162","0.0856","0.1398","0.0699","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Chris Olave","NO","wr","11","DET","15.2","6900","0","0","0","0","0","0","0","0","0","7.7735","4.9081","73.9421","0.3749","0.0685","0.0343","0.0226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","James Conner","ARZ","rb","14","@PIT","12.8","5800","0","0","0","0","0","0","13.7217","56.2285","0.4806","2.6159","2.1327","14.6392","0.067","0.1729","0.0865","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Patrick Mahomes","KC","qb","10","@GB","23","7800","24.4031","37.5988","277.161","1.9313","0.5287","1.606","3.7348","22.6043","0.2077","0","0","0","0","0.4083","0.2042","0.0737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Isiah Pacheco","KC","rb","10","@GB","12.6","6500","0","0","0","0","0","0","12.6135","57.4316","0.3853","2.6308","2.1778","15.8722","0.0786","0.1416","0.0708","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Brian Robinson","WAS","rb","14","MIA","12.3","6100","0","0","0","0","0","0","16.9882","69.3323","0.4031","1.5499","1.2343","9.1342","0.0484","0.1411","0.0705","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Chuba Hubbard","CAR","rb","7","@TB","12.2","5300","0","0","0","0","0","0","15.0851","63.6056","0.4077","1.902","1.4876","11.4384","0.0514","0.0864","0.0432","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","De'Von Achane","MIA","rb","10","@WAS","12.2","6900","0","0","0","0","0","0","9.3557","41.1587","0.2533","4.0737","3.2458","24.6847","0.1181","0.0913","0.0456","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Amon-Ra St. Brown","DET","wr","9","@NO","14","8500","0","0","0","0","0","0","0","0","0","7.9723","5.9641","59.9068","0.2836","0.0317","0.0159","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Amari Cooper","CLV","wr","5","@LA","13.9","5700","0","0","0","0","0","0","0","0","0","7.537","4.7899","66.4089","0.3301","0.0383","0.0191","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Tee Higgins","CIN","wr","7","@JAX","13.9","6300","0","0","0","0","0","0","0","0","0","6.6655","4.5124","63.7247","0.4135","0.0333","0.0166","0.0361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Devin Singletary","HST","rb","7","DEN","11.4","5900","0","0","0","0","0","0","13.272","60.3975","0.4061","1.5736","1.2836","9.1177","0.0516","0.1925","0.0962","0.0027","38.4866","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","David Montgomery","DET","rb","9","@NO","11.4","6500","0","0","0","0","0","0","12.8541","52.8604","0.3698","2.2335","1.7967","14.5163","0.0718","0.0878","0.0439","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Raheem Mostert","MIA","rb","10","@WAS","11.3","7300","0","0","0","0","0","0","9.8468","45.1559","0.2364","3.2723","2.567","19.3622","0.1217","0.08","0.04","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","DeVonta Smith","PHI","wr","10","SF","13.6","7300","0","0","0","0","0","0","0","0","0","7.536","4.96","63.6751","0.3109","0.0371","0.0186","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Calvin Ridley","JAX","wr","9","CIN","13.5","6400","0","0","0","0","0","0","0","0","0","8.2427","5.537","55.6106","0.3416","0.0473","0.0237","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Jalen Hurts","PHI","qb","10","SF","21.4","8200","19.8174","32.0503","230.5286","1.238","0.7098","2.1305","8.8841","45.9725","0.4388","0","0","0","0","0.5995","0.2997","0.0511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Jahmyr Gibbs","DET","rb","9","@NO","11","6700","0","0","0","0","0","0","8.9294","39.7648","0.2675","3.2882","2.647","19.8927","0.103","0.0826","0.0413","0.0103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Deebo Samuel","SF","wr","9","@PHI","13.2","6200","0","0","0","0","0","0","2.2755","13.4877","0.1352","5.974","4.0175","53.0343","0.2511","0.1168","0.0584","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Jaylen Warren","PIT","rb","6","ARZ","10.8","5400","0","0","0","0","0","0","7.9881","38.1983","0.2722","3.2165","2.6366","19.9632","0.1007","0.0828","0.0414","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Brandon Aiyuk","SF","wr","9","@PHI","12.9","7200","0","0","0","0","0","0","0","0","0","6.989","4.5056","60.2807","0.3294","0.0509","0.0255","0.0216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Chris Godwin","TB","wr","5","CAR","12.6","6300","0","0","0","0","0","0","0.1265","0.6567","0.008","7.2677","5.3969","52.9344","0.2493","0.0817","0.0408","0.0144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Tank Dell","HST","wr","7","DEN","12.5","7400","0","0","0","0","0","0","0.1181","0.7665","0.0068","7.004","4.5632","56.4779","0.3065","0.0447","0.0224","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Tyler Lockett","SEA","wr","5","@DAL","12.3","0","0","0","0","0","0","0","0","0","0","6.0826","4.3037","58.7032","0.2957","0.0352","0.0176","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Michael Pittman Jr.","IND","wr","11","@TEN","12.3","7100","0","0","0","0","0","0","0","0","0","7.517","5.0337","54.8882","0.2482","0.067","0.0335","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Jaylen Waddle","MIA","wr","10","@WAS","12.3","7600","0","0","0","0","0","0","0.1637","0.9516","0.0091","6.745","4.4853","56.6058","0.2862","0.0483","0.0241","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","George Kittle","SF","te","9","@PHI","11.3","6200","0","0","0","0","0","0","0","0","0","5.597","4.0536","51.7579","0.2972","0.0625","0.0312","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","D.K. Metcalf","SEA","wr","5","@DAL","12.1","0","0","0","0","0","0","0","0","0","0","6.854","4.3394","55.8728","0.3197","0.0612","0.0306","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Sam LaPorta","DET","te","9","@NO","11.1","5600","0","0","0","0","0","0","0","0","0","5.9559","4.302","46.0175","0.34","0.0527","0.0263","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Tyjae Spears","TEN","rb","7","IND","9.6","4400","0","0","0","0","0","0","8.7639","39.1876","0.2345","2.4077","1.957","15.6166","0.0771","0.0986","0.0493","0.0061","51.8084","0.0302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Adam Thielen","CAR","wr","7","@TB","11.8","6600","0","0","0","0","0","0","0","0","0","7.0117","4.8657","49.6676","0.2971","0.0417","0.0208","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","DeAndre Hopkins","TEN","wr","7","IND","11.7","6100","0","0","0","0","0","0","0","0","0","6.168","4.2587","52.7845","0.3213","0.0527","0.0264","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Marquise Brown","ARZ","wr","14","@PIT","11.5","5200","0","0","0","0","0","0","0","0","0","7.433","4.8784","51.0612","0.212","0.0698","0.0349","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Christian Watson","GB","wr","6","KC","11.4","4600","0","0","0","0","0","0","0","0","0","6.6561","3.9917","55.135","0.2709","0.0328","0.0164","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Demario Douglas","NE","wr","11","LAC","11.4","4300","0","0","0","0","0","0","0.2485","1.6134","0.013","6.3547","4.1636","50.6481","0.2736","0.0769","0.0384","0.0086","11.1345","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Ezekiel Elliott","NE","rb","11","LAC","9.1","4500","0","0","0","0","0","0","9.3701","40.0539","0.3443","1.8547","1.4766","10.1861","0.054","0.0274","0.0137","0.0233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Dak Prescott","DAL","qb","7","SEA","19.4","0","22.7631","34.6664","262.5224","1.5924","0.6121","1.6802","3.1044","12.6697","0.1532","0","0","0","0","0.5136","0.2568","0.0565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Elijah Moore","CLV","wr","5","@LA","11.2","3500","0","0","0","0","0","0","0","0","0","6.4603","4.0011","53.6901","0.2501","0.0926","0.0463","0.0068","22.4291","0.0183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","George Pickens","PIT","wr","6","ARZ","11.1","4800","0","0","0","0","0","0","0.2755","1.715","0.0172","5.5447","3.2806","52.6973","0.3355","0.0287","0.0144","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
