"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","SF","rb","9","@MIN","19.1","0","0","0","0","0","0","0","15.3181","67.5009","0.4567","5.3097","4.3268","33.8262","0.22","0.0991","0.0495","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Stefon Diggs","BUF","wr","13","@NE","20.4","8900","0","0","0","0","0","0","0","0","0","10.0242","6.978","88.546","0.5668","0.0622","0.0311","0.021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","MIA","wr","10","@PHI","19.5","0","0","0","0","0","0","0","0.1934","0.8709","0.0128","10.1982","6.8982","85.505","0.4751","0.0789","0.0394","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","A.J. Brown","PHI","wr","10","MIA","19.2","0","0","0","0","0","0","0","0","0","0","9.3738","5.8567","88.5901","0.5575","0.0629","0.0314","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Josh Jacobs","LV","rb","13","@CHI","17.7","7400","0","0","0","0","0","0","16.622","75.9126","0.588","3.8761","3.1075","22.2194","0.0951","0.1161","0.058","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Keenan Allen","LAC","wr","5","@KC","18.9","8600","0","0","0","0","0","0","0.2014","0.8935","0.0086","10.6596","7.5579","80.9664","0.3794","0.0813","0.0406","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Davante Adams","LV","wr","13","@CHI","18.5","8200","0","0","0","0","0","0","0","0","0","9.7571","6.337","79.8116","0.5557","0.0369","0.0184","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Bijan Robinson","ATL","rb","11","@TB","16.9","7300","0","0","0","0","0","0","13.4345","62.669","0.4585","4.8874","3.8259","28.6598","0.1281","0.1227","0.0614","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Saquon Barkley","NYG","rb","13","WAS","16.7","8100","0","0","0","0","0","0","15.9524","68.1006","0.5132","4.2507","3.4665","21.668","0.1087","0.1091","0.0546","0.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Austin Ekeler","LAC","rb","5","@KC","16.5","8600","0","0","0","0","0","0","10.7757","47.7957","0.3663","5.8306","4.7934","33.5964","0.1842","0.2199","0.11","0.0288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
