Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Malik Nabers,NYG,21,WR,4,3,52,35,386,3,19,230,6.6,156,4.5,9.1,2,17.5,3,5.8,0,108.3
2,Nico Collins,HOU,25,WR,4,4,43,30,489,2,25,318,10.6,171,5.7,11.3,2,15,1,2.3,1,113.4
3,Chris Godwin,TAM,28,WR,4,4,34,27,322,3,21,134,5,188,7,6.1,1,27,1,2.9,0,135.5
4,Amon-Ra St. Brown,DET,25,WR,4,4,38,27,252,2,15,185,6.9,67,2.5,7.7,1,27,2,5.3,1,95.5
5,Wan'Dale Robinson,NYG,23,WR,4,0,38,26,194,1,10,94,3.6,100,3.8,4.7,3,8.7,2,5.3,1,78.2
6,Stefon Diggs,HOU,31,WR,4,4,33,25,233,2,14,136,5.4,97,3.9,7.2,0,,2,6.1,0,114.8
7,Jaxon Smith-Njigba,SEA,22,WR,4,4,33,25,226,0,13,124,5,102,4.1,8.1,1,25,1,3,1,81.1
8,Dallas Goedert,PHI,29,TE,4,4,28,24,301,0,8,134,5.6,167,7,6.1,1,24,1,3.6,0,111.5
9,D.K. Metcalf,SEA,27,WR,4,4,36,24,366,2,11,230,9.6,136,5.7,12.3,1,24,2,5.6,0,118.5
10,Rashee Rice,KAN,24,WR,4,4,29,24,288,2,15,102,4.3,186,7.8,5.2,4,6,1,3.4,1,116.7
11,D.J. Moore,CHI,27,WR,4,4,34,22,189,1,9,105,4.8,84,3.8,9.2,2,11,0,0,1,76.7
12,Jauan Jennings,SFO,27,WR,4,2,27,21,364,3,15,302,14.4,62,3,12.7,1,21,1,3.7,0,155.8
13,DeVonta Smith,PHI,26,WR,3,3,28,21,239,1,13,162,7.7,77,3.7,10.8,0,,0,0,3,72.5
14,De'Von Achane,MIA,23,RB,4,3,22,20,187,1,8,-16,-0.8,203,10.2,-0.8,1,20,0,0,0,117.2
15,Brock Bowers,LVR,22,TE,4,3,24,20,216,0,11,118,5.9,98,4.9,5.7,2,10,1,4.2,0,104.2
16,Justin Jefferson,MIN,25,WR,4,4,29,20,358,4,14,238,11.9,120,6,12.3,0,,2,6.9,0,150.6
17,Diontae Johnson,CAR,28,WR,4,4,39,20,239,2,13,167,8.4,72,3.6,9.9,1,20,1,2.6,3,55.4
18,CeeDee Lamb,DAL,25,WR,4,4,32,20,316,2,11,162,8.1,154,7.7,10.3,3,6.7,2,6.3,1,103.1
19,Drake London,ATL,23,WR,4,4,31,20,200,2,9,150,7.5,50,2.5,10.3,1,20,1,3.2,1,90.8
20,Chris Olave,NOR,24,WR,4,4,24,20,265,1,15,188,9.4,77,3.9,10.1,1,20,1,4.2,2,91.8
21,George Pickens,PIT,23,WR,4,4,29,20,284,0,12,244,12.2,40,2,12.4,0,,2,6.9,0,100.4
22,Garrett Wilson,NYJ,24,WR,4,4,34,20,191,1,11,118,5.9,73,3.7,8.4,2,10,3,8.8,1,72.1
23,Ja'Marr Chase,CIN,24,WR,4,4,24,19,300,3,12,164,8.6,136,7.2,8.5,4,4.8,1,4.2,1,141
24,Terry McLaurin,WAS,29,WR,4,4,28,19,191,2,10,149,7.8,42,2.2,12.9,0,,0,0,1,96
25,Jakobi Meyers,LVR,28,WR,4,4,27,19,201,1,11,140,7.4,61,3.2,8.4,2,9.5,0,0,0,104.1
26,Davante Adams,LVR,32,WR,3,3,27,18,209,1,10,164,9.1,45,2.5,9.6,0,,1,3.7,1,86.8
27,Mike Evans,TAM,31,WR,4,4,29,18,214,3,13,153,8.5,61,3.4,9.7,1,18,1,3.4,2,90.3
28,Breece Hall,NYJ,23,RB,4,4,24,18,134,1,4,18,1,116,6.4,1.9,1,18,2,8.3,0,101.7
29,Jerry Jeudy,CLE,25,WR,4,3,30,18,197,1,10,172,9.6,25,1.4,11.8,0,,2,6.7,0,90.6
30,Cole Kmet,CHI,25,TE,4,3,20,18,162,1,10,118,6.6,44,2.4,8.2,0,,0,0,1,96.2
31,Cooper Kupp,LAR,31,WR,2,2,27,18,147,1,7,82,4.6,65,3.6,7.2,2,9,1,3.7,0,92.7
32,Tyler Lockett,SEA,32,WR,4,4,26,18,199,0,14,151,8.4,48,2.7,7.9,1,18,0,0,2,59.6
33,Khalil Shakir,BUF,24,WR,4,4,19,18,230,2,11,89,4.9,141,7.8,5.2,1,18,0,0,0,152.2
34,Zay Flowers,BAL,24,WR,4,3,27,17,158,1,7,79,4.6,79,4.6,6.1,2,8.5,1,3.7,0,91.3
35,Jerome Ford,CLE,25,RB,4,3,20,17,85,0,2,-35,-2.1,120,7.1,-0.6,4,4.3,1,5,0,84.4
36,Pat Freiermuth,PIT,26,TE,4,2,20,17,156,1,8,78,4.6,78,4.6,5,1,17,1,5,0,115.8
37,Tyreek Hill,MIA,30,WR,4,4,30,17,217,1,9,94,5.5,123,7.2,12.9,1,17,1,3.3,0,90.6
38,Alvin Kamara,NOR,29,RB,4,4,20,17,174,1,4,16,0.9,158,9.3,0.8,1,17,2,10,0,119.6
39,Christian Kirk,JAX,28,WR,4,4,29,17,169,1,10,132,7.8,37,2.2,13.2,0,,0,0,0,86.7
40,Michael Pittman Jr.,IND,27,WR,4,4,29,17,201,0,8,140,8.2,61,3.6,11.1,2,8.5,0,0,2,51.1
41,Jayden Reed,GNB,24,WR,4,2,22,17,336,2,10,180,10.6,156,9.2,8.5,2,8.5,2,9.1,0,148.9
42,Brian Thomas,JAX,22,WR,4,3,26,17,275,2,13,194,11.4,81,4.8,12.5,0,,1,3.8,1,110.3
