Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Ja'Marr Chase,CIN,24,WR,10,10,87,66,981,10,44,530,8,451,6.8,9.3,6,11,3,3.4,4,131.4
2,Garrett Wilson,NYJ,24,WR,10,10,100,65,704,5,40,428,6.6,276,4.2,9.1,3,21.7,4,4,4,85.6
3,Malik Nabers,NYG,21,WR,8,7,94,61,607,3,34,410,6.7,197,3.2,10,3,20.3,7,7.4,0,93.7
4,Travis Kelce,KAN,35,TE,9,9,76,60,499,2,29,308,5.1,191,3.2,6.1,2,30,2,2.6,3,86.3
5,CeeDee Lamb,DAL,25,WR,9,9,94,59,681,4,30,393,6.7,288,4.9,8.5,7,8.4,3,3.2,4,81
6,Drake London,ATL,23,WR,10,10,82,58,649,6,36,484,8.3,165,2.8,10,2,29,3,3.7,3,103.2
7,Brock Bowers,LVR,22,TE,9,8,73,57,580,2,28,280,4.9,300,5.3,5.7,4,14.3,2,2.7,4,86.1
8,Wan'Dale Robinson,NYG,23,WR,10,4,84,56,394,2,21,184,3.3,210,3.8,4.3,4,14,4,4.8,1,80.2
9,Amon-Ra St. Brown,DET,25,WR,9,9,67,54,524,7,35,357,6.6,167,3.1,7,1,54,3,4.5,1,127.9
10,Justin Jefferson,MIN,25,WR,9,9,78,53,831,5,37,601,11.3,230,4.3,12.2,0,,3,3.8,4,103.1
11,Alvin Kamara,NOR,29,RB,10,10,69,51,421,1,13,-5,-0.1,426,8.4,0.7,1,51,6,8.7,0,93.9
12,Zay Flowers,BAL,24,WR,10,8,73,50,688,3,32,345,6.9,343,6.9,8.3,4,12.5,3,4.1,0,112.1
13,Chris Godwin,TAM,28,WR,7,7,62,50,576,5,33,226,4.5,350,7,5.7,4,12.5,2,3.2,1,125.5
14,Jaxon Smith-Njigba,SEA,22,WR,9,9,75,50,568,3,28,324,6.5,244,4.9,9.3,3,16.7,4,5.3,3,85.9
15,Trey McBride,ARI,25,TE,9,9,65,49,552,0,27,348,7.1,204,4.2,7.5,2,24.5,2,3.1,0,100.3
16,Cade Otton,TAM,25,TE,10,10,70,49,456,4,25,230,4.7,226,4.6,5,3,16.3,5,7.1,1,100.7
17,Khalil Shakir,BUF,24,WR,9,5,54,48,529,2,22,122,2.5,407,8.5,3.4,5,9.6,1,1.9,1,112.1
18,Stefon Diggs,HOU,31,WR,8,8,64,47,496,3,31,311,6.6,185,3.9,8.7,3,15.7,3,4.7,1,104.7
19,Terry McLaurin,WAS,29,WR,10,10,66,47,711,6,35,541,11.5,170,3.6,14.6,2,23.5,1,1.5,1,130.3
20,Darnell Mooney,ATL,27,WR,10,10,78,46,684,5,33,483,10.5,201,4.4,12.3,6,7.7,6,7.7,1,103.8
21,Josh Downs,IND,23,WR,8,4,66,45,483,3,25,272,6,211,4.7,6.8,0,,3,4.5,3,85.6
22,George Kittle,SFO,31,TE,8,8,53,43,560,7,27,333,7.7,227,5.3,8.3,2,21.5,1,1.9,2,134.6
23,De'Von Achane,MIA,23,RB,9,8,47,42,317,3,16,-45,-1.1,362,8.6,-1.1,1,42,1,2.1,0,116
24,Jake Ferguson,DAL,25,TE,8,8,57,42,358,0,14,137,3.3,221,5.3,4.2,5,8.4,1,1.8,0,89.7
25,Courtland Sutton,DEN,29,WR,10,8,77,42,569,3,29,458,10.9,111,2.6,13.1,1,42,4,5.2,3,75.1
26,Cooper Kupp,LAR,31,WR,5,4,56,41,382,2,17,233,5.7,149,3.6,6.7,2,20.5,2,3.6,0,103.4
27,Bijan Robinson,ATL,22,RB,10,10,46,41,331,1,15,-79,-1.9,410,10,-1.5,4,10.3,1,2.2,0,103.9
28,Hunter Henry,NWE,30,TE,10,10,57,40,428,1,25,248,6.2,180,4.5,6.9,1,40,2,3.5,0,97.7
29,D.J. Moore,CHI,27,WR,9,9,66,40,398,3,17,223,5.6,175,4.4,9.5,2,20,0,0,2,80.2
30,George Pickens,PIT,23,WR,9,8,65,40,639,2,26,507,12.7,132,3.3,13.3,3,13.3,5,7.7,1,98.2
31,Demario Douglas,NWE,24,WR,10,3,53,39,356,1,18,150,3.8,206,5.3,6.4,1,39,5,9.4,1,89.8
32,Breece Hall,NYJ,23,RB,10,10,54,39,358,1,11,28,0.7,330,8.5,1,3,13,6,11.1,0,96.1
33,Jakobi Meyers,LVR,28,WR,7,7,54,39,430,2,25,302,7.7,128,3.3,8.5,2,19.5,1,1.9,0,107.8
34,Davante Adams,2TM,32,,7,7,66,38,415,2,19,284,7.5,131,3.4,8.2,0,,2,3,1,80.1
35,Zach Ertz,WAS,34,TE,10,10,54,37,381,1,19,293,7.9,88,2.4,7.7,0,,3,5.6,1,87
36,Tyreek Hill,MIA,30,WR,9,9,60,37,462,2,21,274,7.4,188,5.1,12.1,1,37,1,1.7,0,96.7
37,Ladd McConkey,LAC,23,WR,9,8,54,37,492,4,25,298,8.1,194,5.2,9.5,5,7.4,2,3.7,1,114.1
38,DeVonta Smith,PHI,26,WR,8,8,50,37,487,4,23,319,8.6,168,4.5,10.8,0,,0,0,3,106
39,Brian Thomas,JAX,22,WR,10,9,56,37,607,5,26,386,10.4,221,6,11.6,0,,4,7.1,2,117.2
40,Rachaad White,TAM,25,RB,9,9,41,37,291,4,13,-85,-2.3,376,10.2,-1.8,3,12.3,0,0,0,128.8
41,Jayden Reed,GNB,24,WR,9,4,47,36,620,3,19,340,9.4,280,7.8,8.8,2,18,6,12.8,0,139.3
42,Tank Dell,HOU,25,WR,9,6,56,35,394,2,20,265,7.6,129,3.7,10.2,2,17.5,5,8.9,3,73.1
43,Ray-Ray McCloud,ATL,28,WR,10,9,49,35,335,1,16,194,5.5,141,4,7.3,0,,0,0,2,79.9
44,D.K. Metcalf,SEA,27,WR,7,6,61,35,568,3,19,375,10.7,193,5.5,13.5,1,35,4,6.6,1,98.3
45,Mike Gesicki,CIN,29,TE,10,2,45,34,383,2,21,249,7.3,134,3.9,8.7,0,,2,4.4,0,115.3
46,Dalton Kincaid,BUF,25,TE,10,7,59,34,356,2,18,145,4.3,211,6.2,7.2,3,11.3,6,10.2,0,86.5
47,Tyler Lockett,SEA,32,WR,9,8,53,34,456,2,28,369,10.9,87,2.6,10.6,1,34,4,7.5,3,80.4
48,Kyle Pitts,ATL,24,TE,10,10,49,34,485,3,16,261,7.7,224,6.6,8.2,3,11.3,2,4.1,2,104.5
49,Will Dissly,LAC,28,TE,9,7,42,33,272,0,14,77,2.3,195,5.9,4.1,3,11,3,7.1,0,93.7
50,Marvin Harrison Jr.,ARI,22,WR,10,10,60,33,499,6,24,429,13,70,2.1,14,0,,4,6.7,1,109
51,Jerry Jeudy,CLE,25,WR,9,8,61,33,418,1,22,352,10.7,66,2,12.5,0,,5,8.2,2,67.5
52,Elijah Moore,CLE,24,WR,9,6,50,33,249,0,11,169,5.1,80,2.4,7,1,33,3,6,3,52.8
53,Jonnu Smith,MIA,29,TE,9,2,44,33,347,1,21,157,4.8,190,5.8,5.9,3,11,4,9.1,0,105
54,Jalen Tolbert,DAL,25,WR,9,9,48,33,367,3,17,307,9.3,60,1.8,13.1,0,,0,0,2,94.7
55,Nico Collins,HOU,25,WR,5,5,45,32,567,3,27,372,11.6,195,6.1,12,2,16,1,2.2,1,126.4
56,Jauan Jennings,SFO,27,WR,7,3,47,32,497,3,23,383,12,114,3.6,10.4,4,8,2,4.3,0,124.2
57,Chris Olave,NOR,24,WR,8,8,44,32,400,1,22,279,8.7,121,3.8,10.3,1,32,2,4.5,2,89.2
