,,,,,Games,,Rushing,,,,,,,,,
29,Jalen Hurts,PHI,26,QB,11,11,115,456,11,48,318,2.8,138,1.2,8,14.4
30,Rico Dowdle,DAL,26,RB,10,9,112,488,0,25,307,2.7,181,1.6,4,28
31,Bucky Irving,TAM,22,RB,11,1,108,579,5,28,276,2.6,303,2.8,8,13.5
32,Lamar Jackson,BAL,27,QB,12,12,103,599,3,31,442,4.3,157,1.5,6,17.2
33,Jayden Daniels,WAS,24,QB,12,12,99,556,5,34,423,4.3,133,1.3,7,14.1
34,Alexander Mattison,LVR,26,RB,10,5,97,320,3,20,156,1.6,164,1.7,6,16.2
35,Tank Bigsby,JAX,23,RB,10,1,95,519,4,21,188,2,331,3.5,11,8.6
36,Rachaad White,TAM,25,RB,10,10,92,343,2,18,131,1.4,212,2.3,2,46
37,Tyler Allgeier,ATL,24,RB,11,0,85,429,2,27,193,2.3,236,2.8,2,42.5
38,Travis Etienne,JAX,25,RB,9,9,82,325,2,18,181,2.2,144,1.8,1,82
39,Devin Singletary,NYG,27,RB,9,4,80,326,3,18,143,1.8,183,2.3,7,11.4
40,Jaylen Warren,PIT,26,RB,9,0,75,303,1,17,206,2.7,97,1.3,4,18.8
41,Austin Ekeler,WAS,29,RB,11,6,74,355,4,18,230,3.1,125,1.7,3,24.7
42,Zack Moss,CIN,27,RB,8,6,74,242,2,13,166,2.2,76,1,4,18.5
43,Nick Chubb,CLE,29,RB,5,5,73,222,3,13,116,1.6,106,1.5,3,24.3
44,Cam Akers,2TM,25,,11,2,72,275,1,13,167,2.3,108,1.5,2,36
45,Antonio Gibson,NWE,26,RB,12,2,72,311,0,14,143,2,168,2.3,5,14.4
46,Zach Charbonnet,SEA,23,RB,11,2,71,238,4,16,112,1.6,126,1.8,5,14.2
47,Ray Davis,BUF,25,RB,11,0,69,279,2,15,135,2,144,2.1,2,34.5
48,Josh Allen,BUF,28,QB,11,11,67,316,5,31,210,3.1,106,1.6,2,33.5
49,Daniel Jones,NYG,27,QB,10,10,67,265,2,26,186,2.8,79,1.2,5,13.4
50,Jaleel McLaughlin,DEN,24,RB,12,2,66,283,1,14,177,2.7,106,1.6,5,13.2
51,Emanuel Wilson,GNB,25,RB,11,0,66,312,1,16,162,2.5,150,2.3,7,9.4
52,Zamir White,LVR,25,RB,8,5,65,183,1,4,93,1.4,90,1.4,4,16.3
53,Bo Nix,DEN,24,QB,12,12,64,300,4,27,236,3.7,64,1,3,21.3
54,Gus Edwards,LAC,29,RB,7,2,63,206,1,9,93,1.5,113,1.8,3,21
55,Braelon Allen,NYJ,20,RB,11,0,62,229,2,17,88,1.4,141,2.3,2,31
56,Jerome Ford,CLE,25,RB,9,4,61,298,1,17,170,2.8,128,2.1,4,15.3
57,Anthony Richardson,IND,22,QB,8,8,61,335,3,23,243,4,92,1.5,6,10.2
58,Justin Fields,PIT,25,QB,8,6,60,274,5,18,199,3.3,75,1.3,2,30
59,Raheem Mostert,MIA,32,RB,8,1,60,217,2,11,111,1.9,106,1.8,1,60
60,Jaylen Wright,MIA,21,RB,10,1,59,243,0,10,142,2.4,101,1.7,2,29.5
61,Ezekiel Elliott,DAL,29,RB,10,2,58,185,2,9,106,1.8,79,1.4,1,58
62,Caleb Williams,CHI,23,QB,11,11,55,339,0,22,275,5,64,1.2,1,55
63,Trey Benson,ARI,21,RB,10,1,53,234,1,12,130,2.5,104,2,4,13.3
64,Brock Purdy,SFO,25,QB,10,10,51,267,4,26,218,4.3,49,1,2,25.5
65,Ty Chandler,MIN,26,RB,11,0,48,169,0,7,122,2.5,47,1,0,
66,Sam Darnold,MIN,27,QB,11,11,48,165,1,20,116,2.4,49,1,0,
67,Roschon Johnson,CHI,23,RB,10,0,48,139,6,16,76,1.6,63,1.3,0,
68,Kyler Murray,ARI,27,QB,11,11,48,380,4,17,295,6.1,85,1.8,0,
69,Carson Steele,KAN,22,RB,11,2,48,158,0,14,77,1.6,81,1.7,2,24
70,Kenneth Gainwell,PHI,25,RB,11,0,47,219,1,10,129,2.7,90,1.9,2,23.5
71,Trey Sermon,IND,25,RB,12,3,47,131,2,13,67,1.4,64,1.4,1,47
72,D'Onta Foreman,CLE,28,RB,8,2,46,155,0,6,101,2.2,54,1.2,0,
73,Justin Herbert,LAC,26,QB,11,11,45,211,2,12,160,3.6,51,1.1,1,45
74,Patrick Mahomes,KAN,29,QB,11,11,44,227,1,17,178,4,49,1.1,0,
75,Jeremy McNichols,WAS,29,RB,12,1,44,217,4,12,86,2,131,3,5,8.8
76,Christian McCaffrey,SFO,28,RB,3,3,43,149,0,8,108,2.5,41,1,1,43
77,Geno Smith,SEA,34,QB,11,11,43,224,2,14,207,4.8,17,0.4,0,
78,Tyjae Spears,TEN,23,RB,7,0,43,161,1,10,69,1.6,92,2.1,6,7.2
79,Justice Hill,BAL,27,RB,12,0,40,185,1,12,125,3.1,60,1.5,3,13.3
80,Baker Mayfield,TAM,29,QB,11,11,40,221,3,16,177,4.4,44,1.1,1,40
81,Audric Estime,DEN,21,RB,8,0,38,179,0,9,95,2.5,84,2.2,2,19
82,Isaac Guerendo,SFO,24,RB,11,0,38,227,1,8,91,2.4,136,3.6,0,
83,Miles Sanders,CAR,27,RB,10,1,38,139,1,9,80,2.1,59,1.6,2,19
84,C.J. Stroud,HOU,23,QB,12,12,38,192,0,11,153,4,39,1,3,12.7
85,Will Levis,TEN,25,QB,8,8,36,175,0,18,124,3.4,51,1.4,4,9
86,Taysom Hill,NOR,34,TE,7,7,34,268,6,17,101,3,167,4.9,4,8.5
87,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
88,Drake Maye,NWE,22,QB,8,7,33,286,1,15,232,7,54,1.6,2,16.5
89,Jamaal Williams,NOR,29,RB,8,0,32,124,1,8,66,2.1,58,1.8,0,
90,Joe Burrow,CIN,28,QB,11,11,31,151,1,13,121,3.9,30,1,0,
91,Deshaun Watson,CLE,29,QB,7,7,31,148,1,8,109,3.5,39,1.3,1,31
92,D'Ernest Johnson,JAX,28,RB,11,1,30,117,0,6,59,2,58,1.9,0,
93,Sean Tucker,TAM,23,RB,11,0,30,189,2,11,135,4.5,54,1.8,0,
94,Blake Corum,LAR,24,RB,11,0,29,106,0,8,63,2.2,43,1.5,0,
95,Tyler Goodson,IND,24,RB,11,0,27,128,1,4,82,3,46,1.7,0,
96,Deebo Samuel,SFO,28,WR,10,10,27,79,1,2,41,1.5,38,1.4,1,27
97,Ameer Abdullah,LVR,31,RB,11,1,25,110,1,5,92,3.7,18,0.7,0,
98,Trevor Lawrence,JAX,25,QB,9,9,25,113,3,13,83,3.3,30,1.2,2,12.5
99,Dare Ogunbowale,HOU,30,RB,12,1,25,68,0,3,30,1.2,38,1.5,1,25
100,Jared Goff,DET,30,QB,11,11,24,39,0,6,37,1.5,2,0.1,0,
101,Ty Johnson,BUF,27,RB,11,1,22,117,1,9,68,3.1,49,2.2,0,
102,Emari Demercado,ARI,25,RB,11,0,21,211,1,7,81,3.9,130,6.2,3,7
103,Cordarrelle Patterson,PIT,33,RB,7,1,21,104,0,5,36,1.7,68,3.2,1,21
104,Jamycal Hasty,NWE,28,RB,12,0,20,69,0,4,39,2,30,1.5,0,
105,Kirk Cousins,ATL,36,QB,11,11,19,-3,0,1,-8,-0.4,5,0.3,0,
106,Gardner Minshew II,LVR,28,QB,10,9,19,58,0,5,45,2.4,13,0.7,0,
107,Will Shipley,PHI,22,RB,11,1,19,46,0,1,24,1.3,22,1.2,0,
108,Pierre Strong,CLE,26,RB,9,0,19,69,0,4,41,2.2,28,1.5,0,
109,Jordan Love,GNB,26,QB,9,9,18,48,1,7,24,1.3,24,1.3,0,
110,Kimani Vidal,LAC,23,RB,4,0,18,44,0,2,24,1.3,20,1.1,0,
111,Bryce Young,CAR,23,QB,8,6,18,91,1,4,81,4.5,10,0.6,1,18
112,Chris Brooks,GNB,24,RB,9,0,17,64,0,3,29,1.7,35,2.1,1,17
113,Julius Chestnut,TEN,24,RB,11,0,17,74,0,1,36,2.1,38,2.2,2,8.5
114,Russell Wilson,PIT,36,QB,5,5,17,24,1,3,18,1.1,6,0.4,0,
115,Tyler Huntley,MIA,26,QB,3,3,16,67,1,6,60,3.8,7,0.4,0,
116,Malik Willis,GNB,25,QB,5,2,16,137,1,6,91,5.7,46,2.9,3,5.3
117,Jameis Winston,CLE,30,QB,9,4,16,46,1,12,41,2.6,5,0.3,0,
118,Jacoby Brissett,NWE,32,QB,6,5,15,62,0,5,49,3.3,13,0.9,0,
119,Samaje Perine,KAN,29,RB,11,0,15,68,1,6,38,2.5,30,2,0,
120,Dameon Pierce,HOU,24,RB,6,0,15,100,1,2,22,1.5,78,5.2,3,5
121,Jordan Mims,NOR,25,RB,9,0,14,42,0,1,25,1.8,17,1.2,0,
122,Derek Carr,NOR,33,QB,8,8,13,47,1,3,42,3.2,5,0.4,0,
123,Eric Gray,NYG,25,RB,11,0,13,25,0,1,14,1.1,11,0.8,0,
124,Hassan Haskins,LAC,25,RB,11,0,13,26,1,6,11,0.8,15,1.2,0,
125,CeeDee Lamb,DAL,25,WR,11,11,13,69,0,4,36,2.8,33,2.5,1,13
126,Marcus Mariota,WAS,31,QB,2,0,13,36,0,3,30,2.3,6,0.5,0,
127,Jase McClellan,ATL,22,RB,2,0,13,32,0,2,13,1,19,1.5,0,
128,Dak Prescott,DAL,31,QB,8,8,13,54,1,5,48,3.7,6,0.5,0,
129,Aaron Rodgers,NYJ,41,QB,11,11,13,50,0,3,49,3.8,1,0.1,1,13
130,Chris Rodriguez,WAS,24,RB,4,0,13,56,0,3,12,0.9,44,3.4,1,13
131,Mason Rudolph,TEN,29,QB,4,3,13,61,1,6,53,4.1,8,0.6,0,
132,Matthew Stafford,LAR,36,QB,11,11,13,8,0,2,8,0.6,0,0,0,
133,Jayden Reed,GNB,24,WR,11,6,12,105,1,5,74,6.2,31,2.6,1,12
134,Craig Reynolds,DET,28,RB,11,0,12,51,0,3,39,3.3,12,1,1,12
135,Tua Tagovailoa,MIA,26,QB,7,7,12,41,0,5,41,3.4,0,0,0,
136,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,22,2,64,5.8,1,11
137,Andy Dalton,CAR,37,QB,6,5,11,34,0,2,15,1.4,19,1.7,1,11
138,Cooper Rush,DAL,31,QB,7,3,11,10,0,3,6,0.5,4,0.4,0,
139,Deuce Vaughn,DAL,23,RB,6,0,11,33,0,,17,1.5,16,1.5,0,
140,Xavier Worthy,KAN,21,WR,11,8,11,49,2,2,35,3.2,14,1.3,0,
141,Ronnie Rivers,LAR,25,RB,11,0,10,51,0,5,35,3.5,16,1.6,0,
142,J.J. Taylor,HOU,26,RB,5,0,10,44,0,1,34,3.4,10,1,0,
143,Jake Haener,NOR,25,QB,6,0,9,16,0,0,16,1.8,0,0,0,
144,Alec Ingold,MIA,28,FB,9,5,9,13,1,5,1,0.1,12,1.3,0,
145,Kendre Miller,NOR,22,RB,2,0,9,52,0,2,16,1.8,36,4,2,4.5
146,Marvin Mims,DEN,22,WR,12,1,9,36,0,3,12,1.3,24,2.7,1,9
147,Spencer Rattler,NOR,24,QB,3,3,9,61,0,3,17,1.9,44,4.9,0,
148,Dalvin Cook,DAL,29,RB,2,0,8,20,0,0,12,1.5,8,1,0,
149,Tank Dell,HOU,25,WR,11,7,8,28,0,2,20,2.5,8,1,0,
150,Joe Flacco,IND,39,QB,6,4,8,25,0,2,23,2.9,2,0.3,0,
151,Khalil Herbert,2TM,26,,8,0,8,16,1,3,6,0.8,10,1.3,0,
152,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
153,Derius Davis,LAC,24,WR,9,1,7,43,0,2,28,4,15,2.1,0,
154,Tommy DeVito,NYG,26,QB,1,1,7,32,0,1,28,4,4,0.6,0,
155,Tyreek Hill,MIA,30,WR,11,11,7,47,0,2,40,5.7,7,1,1,7
156,Mac Jones,JAX,26,QB,4,2,7,15,1,3,13,1.9,2,0.3,0,
157,D.J. Moore,CHI,27,WR,11,11,7,36,0,2,28,4,8,1.1,1,7
158,Sterling Shepard,TAM,31,WR,9,2,7,55,0,3,45,6.4,10,1.4,0,
159,Patrick Taylor,SFO,26,RB,8,0,7,25,0,1,14,2,11,1.6,0,
160,Mitchell Trubisky,BUF,30,QB,6,0,7,-7,0,,-7,-1,0,0,0,
161,Tyson Bagent,CHI,24,QB,2,0,6,-7,0,,-7,-1.2,0,0,0,
162,Zay Flowers,BAL,24,WR,12,10,6,47,0,1,20,3.3,27,4.5,1,6
163,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
164,Hunter Luepke,DAL,24,RB,10,3,6,19,0,4,8,1.3,11,1.8,0,
165,Ray-Ray McCloud,ATL,28,WR,11,10,6,56,0,2,33,5.5,23,3.8,0,
166,Bo Melton,GNB,25,WR,11,0,6,39,0,3,28,4.7,11,1.8,1,6
167,Rashid Shaheed,NOR,26,WR,6,5,6,29,0,2,21,3.5,8,1.3,0,
168,Aaron Shampklin,PIT,25,RB,3,0,6,17,0,1,8,1.3,9,1.5,0,
169,Tre Tucker,LVR,23,WR,11,9,6,36,1,2,28,4.7,8,1.3,0,
170,Sione Vaki,DET,23,RB,10,0,6,14,0,0,8,1.3,6,1,0,
171,Jameson Williams,DET,23,WR,9,6,6,38,0,3,25,4.2,13,2.2,0,
172,Michael Burton,DEN,32,FB,12,1,5,4,0,2,2,0.4,2,0.4,0,
173,Ashton Dulin,IND,27,WR,12,2,5,45,0,2,27,5.4,18,3.6,1,5
174,Mecole Hardman,KAN,26,WR,11,0,5,62,1,2,45,9,17,3.4,2,2.5
175,Hendon Hooker,DET,26,QB,3,0,5,2,0,1,2,0.4,0,0,0,
176,Terrell Jennings,NWE,23,RB,1,0,5,13,0,,6,1.2,7,1.4,0,
177,Xavier Legette,CAR,23,WR,11,8,5,22,0,2,16,3.2,6,1.2,1,5
178,Sincere McCormick,LVR,24,RB,2,0,5,33,0,2,33,6.6,0,0,0,
179,Clayton Tune,ARI,25,QB,4,0,5,-5,0,1,-6,-1.2,1,0.2,0,
180,DJ Turner,LVR,27,WR,11,5,5,33,1,1,10,2,23,4.6,2,2.5
181,KaVontae Turpin,DAL,28,WR,11,1,5,14,0,1,9,1.8,5,1,0,
182,Jonathan Ward,PIT,27,RB,4,0,5,22,0,1,12,2.4,10,2,1,5
183,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
184,DeeJay Dallas,ARI,26,RB,11,0,4,12,0,1,2,0.5,10,2.5,0,
185,Isaiah Davis,NYJ,22,RB,11,0,4,18,0,2,9,2.3,9,2.3,0,
186,Trey Lance,DAL,24,QB,2,0,4,14,0,2,9,2.3,5,1.3,0,
187,Kenny McIntosh,SEA,24,RB,11,0,4,16,0,1,10,2.5,6,1.5,0,
188,Malik Nabers,NYG,21,WR,9,8,4,-2,0,1,-4,-1,2,0.5,0,
189,Calvin Ridley,TEN,30,WR,11,10,4,32,1,2,23,5.8,9,2.3,1,4
190,Brian Thomas,JAX,22,WR,11,10,4,19,0,1,14,3.5,5,1.3,0,
191,Malik Washington,MIA,23,WR,8,1,4,36,1,1,22,5.5,14,3.5,1,4
192,Jordan Addison,MIN,22,WR,9,9,3,20,1,1,10,3.3,10,3.3,1,3
193,Brandon Allen,SFO,32,QB,2,1,3,4,0,0,4,1.3,0,0,0,
194,Stefon Diggs,HOU,31,WR,8,8,3,8,1,1,6,2,2,0.7,0,
195,Devin Duvernay,JAX,27,WR,7,0,3,10,0,1,3,1,7,2.3,0,
196,Myles Gaskin,MIN,27,RB,5,0,3,-1,0,,-2,-0.7,1,0.3,0,
197,Travis Homer,CHI,26,RB,7,0,3,16,0,1,12,4,4,1.3,0,
198,Josh Johnson,BAL,38,QB,3,0,3,2,0,,0,0,2,0.7,0,
199,Quentin Johnston,LAC,23,WR,9,8,3,6,0,0,1,0.3,5,1.7,1,3
200,Kyle Juszczyk,SFO,33,FB,11,9,3,21,1,1,6,2,15,5,1,3
201,Adonai Mitchell,IND,22,WR,12,6,3,16,0,1,12,4,4,1.3,0,
202,Puka Nacua,LAR,23,WR,6,6,3,12,0,0,7,2.3,5,1.7,0,
203,Jalen Nailor,MIN,25,WR,11,3,3,-4,0,1,-5,-1.7,1,0.3,0,
204,Rome Odunze,CHI,22,WR,11,9,3,15,0,1,6,2,9,3,0,
205,Kenny Pickett,PHI,26,QB,3,0,3,-1,0,1,-2,-0.7,1,0.3,0,
206,Jalen Reagor,LAC,25,WR,6,1,3,-3,0,0,-4,-1.3,1,0.3,0,
207,Wan'Dale Robinson,NYG,23,WR,11,4,3,18,0,1,3,1,15,5,0,
208,Curtis Samuel,BUF,28,WR,10,1,3,6,0,0,2,0.7,4,1.3,0,
209,Dorian Thompson-Robinson,CLE,25,QB,3,0,3,44,0,2,36,12,8,2.7,0,
210,Jaylen Waddle,MIA,26,WR,11,11,3,6,0,0,2,0.7,4,1.3,0,
211,Brock Bowers,LVR,22,TE,11,10,2,9,0,1,-3,-1.5,12,6,1,2
212,Tim Boyle,MIA,30,QB,2,0,2,10,0,1,9,4.5,1,0.5,0,
213,Jonathon Brooks,CAR,21,RB,1,0,2,7,0,,4,2,3,1.5,0,
214,Treylon Burks,TEN,24,WR,5,2,2,1,0,0,-5,-2.5,6,3,1,2
215,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
216,Demario Douglas,NWE,24,WR,12,4,2,10,0,0,6,3,4,2,0,
217,Troy Franklin,DEN,21,WR,11,5,2,8,0,0,6,3,2,1,0,
218,C.J. Ham,MIN,31,FB,11,3,2,10,1,1,8,4,2,1,0,
219,Diontae Johnson,2TM,28,,11,8,2,6,0,1,6,3,0,0,0,
220,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
221,Tucker Kraft,GNB,24,TE,11,11,2,4,0,2,1,0.5,3,1.5,0,
222,Cooper Kupp,LAR,31,WR,7,6,2,10,0,1,9,4.5,1,0.5,0,
223,Tyreik McAllister,LVR,26,WR,3,0,2,11,0,1,9,4.5,2,1,0,
224,Terry McLaurin,WAS,29,WR,12,12,2,2,0,0,2,1,0,0,0,
225,Jalen McMillan,TAM,23,WR,7,6,2,28,0,2,14,7,14,7,1,2
226,Jakobi Meyers,LVR,28,WR,9,9,2,23,0,1,10,5,13,6.5,0,
227,Jonathan Mingo,2TM,23,,11,5,2,5,0,0,4,2,1,0.5,0,
228,George Pickens,PIT,23,WR,11,9,2,-6,0,0,-8,-4,2,1,0,
229,Kalif Raymond,DET,30,WR,11,2,2,0,0,1,-3,-1.5,3,1.5,0,
230,Desmond Ridder,LVR,25,QB,3,0,2,5,0,0,5,2.5,0,0,0,
231,Khalil Shakir,BUF,24,WR,10,6,2,4,0,0,1,0.5,3,1.5,1,2
232,Jonnu Smith,MIA,29,TE,11,3,2,-1,0,0,-1,-0.5,0,0,0,
233,Xavier Smith,LAR,27,WR,9,0,2,30,0,1,27,13.5,3,1.5,0,
234,Jarrett Stidham,DEN,28,QB,2,0,2,-2,0,,-2,-1,0,0,0,
235,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
236,Christian Watson,GNB,25,WR,10,10,2,0,0,0,-4,-2,4,2,1,2
237,Mark Andrews,BAL,29,TE,12,8,1,2,0,1,2,2,0,0,0,
238,Tutu Atwell,LAR,25,WR,11,4,1,7,0,0,6,6,1,1,0,
239,Jake Bailey,MIA,27,P,11,0,1,0,0,,0,0,0,0,0,
240,Tyler Boyd,TEN,30,WR,11,7,1,3,0,1,2,2,1,1,0,
241,British Brooks,HOU,25,RB,5,0,1,2,0,,1,1,1,1,0,
242,Dyami Brown,WAS,25,WR,12,1,1,14,0,1,12,12,2,2,0,
243,Jake Browning,CIN,28,QB,2,0,1,-1,0,,-1,-1,0,0,0,
244,Ja'Marr Chase,CIN,24,WR,11,11,1,11,0,1,11,11,0,0,0,
245,Tyler Conklin,NYJ,29,TE,11,11,1,0,0,0,0,0,0,0,0,
246,Malachi Corley,NYJ,22,WR,7,1,1,18,0,0,18,18,0,0,0,
247,Greg Dortch,ARI,26,WR,11,2,1,4,0,0,3,3,1,1,0,
248,Jahan Dotson,PHI,24,WR,11,4,1,13,0,1,13,13,0,0,0,
249,Josh Downs,IND,23,WR,10,6,1,12,0,0,12,12,0,0,0,
250,Chris Godwin,TAM,28,WR,7,7,1,2,0,1,1,1,1,1,0,
251,Matthew Hayball,NOR,27,P,11,0,1,11,0,1,11,11,0,0,0,
252,Jaden Hicks,KAN,22,DB,11,0,1,1,0,,0,0,1,1,0,
253,Tanner Hudson,CIN,30,TE,7,0,1,1,0,1,0,0,1,1,0,
254,Jermaine Jackson,NOR,24,WR,4,0,1,-1,0,,-1,-1,0,0,0,
255,Jha'Quan Jackson,TEN,24,WR,11,0,1,-5,0,0,-5,-5,0,0,0,
256,Justin Jefferson,MIN,25,WR,11,11,1,3,0,0,3,3,0,0,0,
257,Kameron Johnson,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
258,Marcus Jones,NWE,26,CB,12,9,1,5,0,,5,5,0,0,0,
259,Travis Kelce,KAN,35,TE,11,11,1,1,0,0,0,0,1,1,0,
260,Charlie Kolar,BAL,25,TE,12,3,1,2,0,1,2,2,0,0,0,
261,Dylan Laube,LVR,25,RB,4,0,1,0,0,,0,0,0,0,0,
262,Drew Lock,NYG,28,QB,3,0,1,13,0,1,13,13,0,0,0,
263,Trey McBride,ARI,25,TE,10,10,1,2,1,1,0,0,2,2,0,
264,Nick Mullens,MIN,29,QB,3,0,1,0,0,0,0,0,0,0,0,
265,Chris Olave,NOR,24,WR,8,8,1,7,0,1,7,7,0,0,0,
266,Cade Otton,TAM,25,TE,11,11,1,-4,0,0,-4,-4,0,0,1,1
267,Ricky Pearsall,SFO,24,WR,5,2,1,39,0,1,39,39,0,0,0,
268,Ja'Lynn Polk,NWE,22,WR,11,6,1,0,0,0,0,0,0,0,0,
269,Jalen Reeves-Maybin,DET,29,LB,8,0,1,1,0,,1,1,0,0,0,
270,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
271,Drew Sample,CIN,28,TE,11,9,1,-4,0,0,-4,-4,0,0,0,
272,JK Scott,LAC,29,P,11,0,1,0,0,,0,0,0,0,0,
273,Laviska Shenault Jr.,SEA,26,WR,10,1,1,1,0,0,0,0,1,1,0,
274,Steven Sims,HOU,27,WR,7,0,1,0,0,,0,0,0,0,0,
275,Darius Slayton,NYG,27,WR,10,7,1,11,0,1,8,8,3,3,0,
276,Ainias Smith,PHI,23,WR,5,1,1,2,0,,2,2,0,0,0,
277,Jaxon Smith-Njigba,SEA,22,WR,11,10,1,8,0,1,4,4,4,4,0,
278,Amon-Ra St. Brown,DET,25,WR,11,11,1,-4,0,0,-4,-4,0,0,0,
279,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
280,Tavierre Thomas,TAM,28,CB,11,0,1,-2,0,,-2,-2,0,0,0,
281,Deven Thompkins,CAR,25,WR,3,0,1,-2,0,0,-2,-2,0,0,0,
282,Skylar Thompson,MIA,27,QB,3,1,1,4,0,0,4,4,0,0,0,
283,Cedric Tillman,CLE,24,WR,11,6,1,-5,0,0,-5,-5,0,0,0,
284,Kadarius Toney,CLE,25,WR,1,0,1,-7,0,,-7,-7,0,0,0,
285,Garrett Wilson,NYJ,24,WR,11,11,1,5,0,1,0,0,5,5,1,1
