Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Chris Godwin,TAM,28,WR,6,6,53,43,511,5,30,187,4.3,324,7.5,5.5,1,43,2,3.8,0,138.3
2,Garrett Wilson,NYJ,24,WR,6,6,67,41,399,3,24,219,5.3,180,4.4,8.1,2,20.5,3,4.5,2,80.4
3,Drake London,ATL,23,WR,6,6,54,38,428,4,22,311,8.2,117,3.1,9.8,2,19,1,1.9,1,110.7
4,Brock Bowers,LVR,22,TE,6,5,46,37,384,1,17,178,4.8,206,5.6,5.9,2,18.5,1,2.2,3,81.5
5,Stefon Diggs,HOU,31,WR,6,6,48,37,392,3,24,247,6.7,145,3.9,8.1,1,37,3,6.3,1,112.5
6,Wan'Dale Robinson,NYG,23,WR,6,2,58,37,280,2,15,132,3.6,148,4,4.9,4,9.3,3,5.2,1,79.7
7,Malik Nabers,NYG,21,WR,4,3,52,35,386,3,19,230,6.6,156,4.5,9.1,2,17.5,3,5.8,0,108.3
8,Ja'Marr Chase,CIN,24,WR,6,6,42,34,565,5,23,300,8.8,265,7.8,8.7,4,8.5,1,2.4,2,138.5
9,Jaxon Smith-Njigba,SEA,22,WR,6,6,49,34,310,1,18,164,4.8,146,4.3,7.5,1,34,3,6.1,1,84.6
10,Zay Flowers,BAL,24,WR,6,5,48,33,401,1,20,190,5.8,211,6.4,7.2,3,11,2,4.2,0,101.1
11,Nico Collins,HOU,25,WR,5,5,45,32,567,3,27,372,11.6,195,6.1,12,2,16,1,2.2,1,126.4
12,CeeDee Lamb,DAL,25,WR,6,6,55,32,467,2,16,248,7.8,219,6.8,9.2,5,6.4,2,3.6,3,75.3
13,D.K. Metcalf,SEA,27,WR,6,5,54,31,469,2,16,285,9.2,184,5.9,12.5,1,31,4,7.4,1,90.7
14,D.J. Moore,CHI,27,WR,6,6,47,31,314,3,13,169,5.5,145,4.7,9.5,2,15.5,0,0,2,88.4
15,Amon-Ra St. Brown,DET,25,WR,5,5,42,31,289,3,19,203,6.5,86,2.8,7.4,1,31,2,4.8,1,106.2
16,Diontae Johnson,CAR,28,WR,6,6,55,29,340,3,19,254,8.8,86,3,9.6,1,29,1,1.8,4,59.7
17,Terry McLaurin,WAS,29,WR,6,6,43,29,356,4,19,284,9.8,72,2.5,14.3,1,29,1,2.3,1,114.1
18,Alvin Kamara,NOR,29,RB,6,6,36,28,238,1,8,18,0.6,220,7.9,0.8,1,28,3,8.3,0,103.5
19,George Kittle,SFO,31,TE,5,5,35,28,283,5,16,186,6.6,97,3.5,7.2,1,28,1,2.9,1,128
20,Trey McBride,ARI,25,TE,5,5,38,28,271,0,11,171,6.1,100,3.6,8.1,1,28,1,2.6,0,93.2
21,Josh Downs,IND,23,WR,4,2,35,27,239,2,15,136,5,103,3.8,5.5,0,,2,5.7,0,113.9
22,Darnell Mooney,ATL,27,WR,6,6,45,27,368,3,18,235,8.7,133,4.9,11.3,3,9,5,11.1,1,99.1
23,Jayden Reed,GNB,24,WR,6,4,34,27,442,3,14,226,8.4,216,8,7.4,2,13.5,3,8.8,0,148.2
24,Breece Hall,NYJ,23,RB,6,6,34,26,204,1,6,34,1.3,170,6.5,2,1,26,2,5.9,0,100.6
25,Justin Jefferson,MIN,25,WR,5,5,43,26,450,4,18,316,12.2,134,5.2,13.3,0,,3,7,0,127.1
26,Cole Kmet,CHI,25,TE,6,5,29,26,289,3,15,173,6.7,116,4.5,7.7,0,,0,0,1,128.3
27,Allen Lazard,NYJ,29,WR,6,6,40,26,354,5,19,244,9.4,110,4.2,10.2,0,,3,7.5,1,122.3
28,Tyler Lockett,SEA,32,WR,6,5,40,26,339,1,21,263,10.1,76,2.9,9.7,1,26,4,10,3,68.6
29,George Pickens,PIT,23,WR,6,6,44,26,363,0,15,296,11.4,67,2.6,11.9,0,,2,4.5,0,85.7
30,Mike Evans,TAM,31,WR,6,6,42,25,310,5,20,232,9.3,78,3.1,10.2,1,25,1,2.4,3,92.3
31,Jake Ferguson,DAL,25,TE,5,5,34,25,240,0,9,119,4.8,121,4.8,5.9,0,,0,0,0,92.8
32,Tee Higgins,CIN,25,WR,4,3,37,25,259,2,17,179,7.2,80,3.2,9.2,1,25,0,0,0,105.6
33,Jauan Jennings,SFO,27,WR,6,2,36,25,404,3,18,326,13,78,3.1,11.3,2,12.5,2,5.6,0,134.5
34,Jakobi Meyers,LVR,28,WR,5,5,36,25,273,1,15,204,8.2,69,2.8,8.8,2,12.5,1,2.8,0,100.8
