Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Brock Bowers,LVR,22,TE,8,7,65,52,535,1,26,255,4.9,280,5.4,5.7,4,13,1,1.5,4,80.4
2,Garrett Wilson,NYJ,24,WR,8,8,84,51,573,3,31,346,6.8,227,4.5,9.6,3,17,4,4.8,4,73.2
3,Chris Godwin,TAM,28,WR,7,7,62,50,576,5,33,226,4.5,350,7,5.7,4,12.5,2,3.2,1,125.5
4,Ja'Marr Chase,CIN,24,WR,8,8,59,48,674,7,30,372,7.8,302,6.3,9,6,8,2,3.4,3,132.6
5,Drake London,ATL,23,WR,8,8,68,48,525,5,28,382,8,143,3,9.9,2,24,3,4.4,2,105.3
6,Wan'Dale Robinson,NYG,23,WR,8,3,72,48,333,2,16,145,3,188,3.9,4,4,12,3,4.2,1,80.4
7,Stefon Diggs,HOU,31,WR,8,8,64,47,496,3,31,311,6.6,185,3.9,8.7,3,15.7,3,4.7,1,104.7
8,Malik Nabers,NYG,21,WR,6,5,73,46,498,3,27,319,6.9,179,3.9,10.5,2,23,5,6.8,0,96.7
9,CeeDee Lamb,DAL,25,WR,7,7,72,45,613,4,25,351,7.8,262,5.8,9.1,6,7.5,2,2.8,4,85
10,Jaxon Smith-Njigba,SEA,22,WR,8,8,62,43,388,1,23,193,4.5,195,4.5,7.6,1,43,3,4.8,1,84.6
11,Trey McBride,ARI,25,TE,7,7,56,42,446,0,21,282,6.7,164,3.9,7.5,1,42,1,1.8,0,97.8
12,Zay Flowers,BAL,24,WR,8,6,61,41,527,1,26,273,6.7,254,6.2,8.5,3,13.7,2,3.3,0,99.6
13,Justin Jefferson,MIN,25,WR,7,7,60,41,646,5,28,468,11.4,178,4.3,12.4,0,,3,5,0,131.7
14,Amon-Ra St. Brown,DET,25,WR,7,7,52,41,408,5,27,297,7.2,111,2.7,7.8,1,41,2,3.8,1,123.4
15,Alvin Kamara,NOR,29,RB,8,8,54,40,307,1,9,8,0.2,299,7.5,0.4,1,40,5,9.3,0,93.7
16,George Kittle,SFO,31,TE,7,7,49,40,503,6,24,309,7.7,194,4.9,8.2,1,40,1,2,2,132
17,Terry McLaurin,WAS,29,WR,8,8,57,40,579,4,29,463,11.6,116,2.9,15.2,1,40,1,1.8,1,119
18,Travis Kelce,KAN,35,TE,7,7,48,38,335,1,18,207,5.4,128,3.4,6.7,1,38,2,4.2,3,76.6
19,Darnell Mooney,ATL,27,WR,8,8,59,36,500,4,26,347,9.6,153,4.3,11.6,4,9,6,10.2,1,103.8
20,Cade Otton,TAM,25,TE,8,8,51,36,344,3,19,177,4.9,167,4.6,5.2,3,12,3,5.9,1,100.4
21,Khalil Shakir,BUF,24,WR,7,5,38,36,421,2,16,121,3.4,300,8.3,3.3,3,12,0,0,0,130.4
22,D.K. Metcalf,SEA,27,WR,7,6,61,35,568,3,19,375,10.7,193,5.5,13.5,1,35,4,6.6,1,98.3
