,,,,,Games,,Rushing,,,,,,,,,
22,David Montgomery,DET,27,RB,10,10,137,595,10,41,272,2,323,2.4,15,9.1
23,Jahmyr Gibbs,DET,22,RB,10,1,133,796,8,34,521,3.9,275,2.1,10,13.3
24,De'Von Achane,MIA,23,RB,10,9,122,530,3,24,257,2.1,273,2.2,5,24.4
25,Brian Robinson Jr.,WAS,25,RB,8,7,117,524,7,31,216,1.8,308,2.6,7,16.7
26,Kenneth Walker III,SEA,24,RB,8,8,113,452,7,22,205,1.8,247,2.2,9,12.6
27,Javonte Williams,DEN,24,RB,11,9,112,447,3,25,229,2,218,1.9,4,28
28,Tyrone Tracy,NYG,25,RB,10,6,107,545,3,25,328,3.1,217,2,6,17.8
29,Jalen Hurts,PHI,26,QB,10,10,103,417,11,44,293,2.8,124,1.2,8,12.9
30,Alexander Mattison,LVR,26,RB,10,5,97,320,3,20,156,1.6,164,1.7,6,16.2
31,Bucky Irving,TAM,22,RB,10,1,96,492,4,26,260,2.7,232,2.4,7,13.7
32,Tank Bigsby,JAX,23,RB,10,1,95,519,4,21,188,2,331,3.5,11,8.6
33,Lamar Jackson,BAL,27,QB,11,11,95,584,2,30,427,4.5,157,1.7,6,15.8
34,Rico Dowdle,DAL,26,RB,9,8,93,402,0,22,230,2.5,172,1.8,4,23.3
35,Jayden Daniels,WAS,24,QB,11,11,92,482,4,30,352,3.8,130,1.4,7,13.1
36,Tyler Allgeier,ATL,24,RB,11,0,85,429,2,27,193,2.3,236,2.8,2,42.5
37,Travis Etienne,JAX,25,RB,9,9,82,325,2,18,181,2.2,144,1.8,1,82
38,Rachaad White,TAM,25,RB,9,9,80,306,1,15,117,1.5,189,2.4,2,40
39,Devin Singletary,NYG,27,RB,8,4,78,323,2,17,142,1.8,181,2.3,7,11.1
40,Zack Moss,CIN,27,RB,8,6,74,242,2,13,166,2.2,76,1,4,18.5
41,Cam Akers,2TM,25,,10,2,69,256,1,12,148,2.1,108,1.6,2,34.5
42,Ray Davis,BUF,25,RB,11,0,69,279,2,15,135,2,144,2.1,2,34.5
43,Josh Allen,BUF,28,QB,11,11,67,316,5,31,210,3.1,106,1.6,2,33.5
44,Daniel Jones,NYG,27,QB,10,10,67,265,2,26,186,2.8,79,1.2,5,13.4
45,Antonio Gibson,NWE,26,RB,11,2,66,280,0,12,112,1.7,168,2.5,5,13.2
46,Zach Charbonnet,SEA,23,RB,10,2,65,216,4,14,90,1.4,126,1.9,5,13
47,Austin Ekeler,WAS,29,RB,10,6,65,333,4,17,209,3.2,124,1.9,3,21.7
48,Zamir White,LVR,25,RB,8,5,65,183,1,4,93,1.4,90,1.4,4,16.3
49,Jaylen Warren,PIT,26,RB,8,0,64,258,0,14,161,2.5,97,1.5,4,16
50,Bo Nix,DEN,24,QB,11,11,63,295,4,27,231,3.7,64,1,3,21
51,Braelon Allen,NYJ,20,RB,11,0,62,229,2,17,88,1.4,141,2.3,2,31
52,Jaleel McLaughlin,DEN,24,RB,11,2,59,239,1,11,133,2.3,106,1.8,5,11.8
53,Raheem Mostert,MIA,32,RB,7,1,58,212,2,11,106,1.8,106,1.8,1,58
54,Justin Fields,PIT,25,QB,7,6,57,248,5,17,173,3,75,1.3,2,28.5
55,Jerome Ford,CLE,25,RB,8,4,57,279,1,17,151,2.6,128,2.2,4,14.3
56,Emanuel Wilson,GNB,25,RB,10,0,57,271,1,13,135,2.4,136,2.4,6,9.5
57,Ezekiel Elliott,DAL,29,RB,9,2,55,179,2,9,100,1.8,79,1.4,1,55
58,Gus Edwards,LAC,29,RB,6,2,54,195,0,6,82,1.5,113,2.1,3,18
59,Nick Chubb,CLE,29,RB,4,4,53,163,1,8,89,1.7,74,1.4,3,17.7
60,Jaylen Wright,MIA,21,RB,9,1,52,215,0,8,114,2.2,101,1.9,2,26
61,Brock Purdy,SFO,25,QB,10,10,51,267,4,26,218,4.3,49,1,2,25.5
62,Anthony Richardson,IND,22,QB,7,7,51,274,3,20,204,4,70,1.4,4,12.8
63,Trey Benson,ARI,21,RB,9,1,49,216,1,12,119,2.4,97,2,4,12.3
64,Caleb Williams,CHI,23,QB,10,10,49,306,0,19,242,4.9,64,1.3,1,49
65,Ty Chandler,MIN,26,RB,10,0,48,169,0,7,122,2.5,47,1,0,
66,Trey Sermon,IND,25,RB,11,3,47,131,2,13,67,1.4,64,1.4,1,47
67,Carson Steele,KAN,22,RB,10,2,47,154,0,14,76,1.6,78,1.7,2,23.5
68,Sam Darnold,MIN,27,QB,10,10,46,166,1,19,117,2.5,49,1.1,0,
69,D'Onta Foreman,CLE,28,RB,8,2,46,155,0,6,101,2.2,54,1.2,0,
70,Roschon Johnson,CHI,23,RB,9,0,46,137,5,14,73,1.6,64,1.4,0,
71,Kyler Murray,ARI,27,QB,10,10,46,371,4,17,286,6.2,85,1.8,0,
72,Tyjae Spears,TEN,23,RB,7,0,43,161,1,10,69,1.6,92,2.1,6,7.2
73,Kenneth Gainwell,PHI,25,RB,10,0,42,197,0,9,121,2.9,76,1.8,2,21
74,Justin Herbert,LAC,26,QB,10,10,41,182,1,10,131,3.2,51,1.2,1,41
75,Jeremy McNichols,WAS,29,RB,11,1,41,195,4,11,64,1.6,131,3.2,5,8.2
76,Geno Smith,SEA,34,QB,10,10,40,222,2,14,205,5.1,17,0.4,0,
77,Patrick Mahomes,KAN,29,QB,10,10,39,167,1,14,121,3.1,46,1.2,0,
78,Isaac Guerendo,SFO,24,RB,10,0,38,227,1,8,91,2.4,136,3.6,0,
79,Miles Sanders,CAR,27,RB,10,1,38,139,1,9,80,2.1,59,1.6,2,19
80,Justice Hill,BAL,27,RB,11,0,36,130,0,11,70,1.9,60,1.7,3,12
81,Baker Mayfield,TAM,29,QB,10,10,36,192,2,13,151,4.2,41,1.1,1,36
82,Audric Estime,DEN,21,RB,7,0,35,164,0,8,80,2.3,84,2.4,2,17.5
83,C.J. Stroud,HOU,23,QB,11,11,35,174,0,11,136,3.9,38,1.1,3,11.7
84,Taysom Hill,NOR,34,TE,7,7,34,268,6,17,101,3,167,4.9,4,8.5
85,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
86,Christian McCaffrey,SFO,28,RB,2,2,32,118,0,6,77,2.4,41,1.3,1,32
87,Jamaal Williams,NOR,29,RB,8,0,32,124,1,8,66,2.1,58,1.8,0,
88,Joe Burrow,CIN,28,QB,11,11,31,151,1,13,121,3.9,30,1,0,
89,Deshaun Watson,CLE,29,QB,7,7,31,148,1,8,109,3.5,39,1.3,1,31
90,D'Ernest Johnson,JAX,28,RB,11,1,30,117,0,6,59,2,58,1.9,0,
91,Blake Corum,LAR,24,RB,10,0,28,101,0,7,60,2.1,41,1.5,0,
92,Will Levis,TEN,25,QB,7,7,28,165,0,15,115,4.1,50,1.8,4,7
93,Drake Maye,NWE,22,QB,7,6,28,260,1,15,206,7.4,54,1.9,2,14
94,Tyler Goodson,IND,24,RB,10,0,27,128,1,4,82,3,46,1.7,0,
95,Deebo Samuel,SFO,28,WR,9,9,27,79,1,2,41,1.5,38,1.4,1,27
96,Sean Tucker,TAM,23,RB,10,0,26,186,1,9,134,5.2,52,2,0,
97,Trevor Lawrence,JAX,25,QB,9,9,25,113,3,13,83,3.3,30,1.2,2,12.5
98,Dare Ogunbowale,HOU,30,RB,11,1,25,68,0,3,30,1.2,38,1.5,1,25
99,Jared Goff,DET,30,QB,10,10,22,39,0,6,37,1.7,2,0.1,0,
100,Ty Johnson,BUF,27,RB,11,1,22,117,1,9,68,3.1,49,2.2,0,
101,Emari Demercado,ARI,25,RB,10,0,20,197,1,7,67,3.4,130,6.5,3,6.7
102,Cordarrelle Patterson,PIT,33,RB,6,1,20,106,0,5,38,1.9,68,3.4,1,20
103,Kirk Cousins,ATL,36,QB,11,11,19,-3,0,1,-8,-0.4,5,0.3,0,
104,Jamycal Hasty,NWE,28,RB,11,0,19,54,0,3,24,1.3,30,1.6,0,
105,Will Shipley,PHI,22,RB,10,1,19,46,0,1,24,1.3,22,1.2,0,
106,Pierre Strong,CLE,26,RB,8,0,19,69,0,4,41,2.2,28,1.5,0,
107,Kimani Vidal,LAC,23,RB,4,0,18,44,0,2,24,1.3,20,1.1,0,
108,Ameer Abdullah,LVR,31,RB,10,0,17,82,1,3,64,3.8,18,1.1,0,
109,Jordan Love,GNB,26,QB,8,8,17,46,1,6,22,1.3,24,1.4,0,
110,Gardner Minshew II,LVR,28,QB,9,8,17,53,0,5,40,2.4,13,0.8,0,
111,Julius Chestnut,TEN,24,RB,10,0,16,71,0,1,36,2.3,35,2.2,2,8
112,Tyler Huntley,MIA,26,QB,3,3,16,67,1,6,60,3.8,7,0.4,0,
113,Malik Willis,GNB,25,QB,4,2,16,137,1,6,91,5.7,46,2.9,3,5.3
114,Jacoby Brissett,NWE,32,QB,6,5,15,62,0,5,49,3.3,13,0.9,0,
115,Dameon Pierce,HOU,24,RB,5,0,15,100,1,2,22,1.5,78,5.2,3,5
116,Bryce Young,CAR,23,QB,7,5,15,71,1,3,65,4.3,6,0.4,1,15
117,Jordan Mims,NOR,25,RB,9,0,14,42,0,1,25,1.8,17,1.2,0,
118,Samaje Perine,KAN,29,RB,10,0,14,55,1,5,29,2.1,26,1.9,0,
119,Russell Wilson,PIT,36,QB,4,4,14,14,1,3,8,0.6,6,0.4,0,
120,Chris Brooks,GNB,24,RB,8,0,13,53,0,3,18,1.4,35,2.7,1,13
121,Derek Carr,NOR,33,QB,8,8,13,47,1,3,42,3.2,5,0.4,0,
122,Marcus Mariota,WAS,31,QB,2,0,13,36,0,3,30,2.3,6,0.5,0,
123,Jase McClellan,ATL,22,RB,2,0,13,32,0,2,13,1,19,1.5,0,
124,Dak Prescott,DAL,31,QB,8,8,13,54,1,5,48,3.7,6,0.5,0,
125,Aaron Rodgers,NYJ,41,QB,11,11,13,50,0,3,49,3.8,1,0.1,1,13
126,Chris Rodriguez,WAS,24,RB,4,0,13,56,0,3,12,0.9,44,3.4,1,13
127,Mason Rudolph,TEN,29,QB,4,3,13,61,1,6,53,4.1,8,0.6,0,
128,Jameis Winston,CLE,30,QB,8,3,13,39,0,9,34,2.6,5,0.4,0,
129,Eric Gray,NYG,25,RB,10,0,12,26,0,1,15,1.3,11,0.9,0,
130,Hassan Haskins,LAC,25,RB,10,0,12,23,1,6,8,0.7,15,1.3,0,
131,CeeDee Lamb,DAL,25,WR,10,10,12,68,0,4,35,2.9,33,2.8,1,12
132,Jayden Reed,GNB,24,WR,10,5,12,105,1,5,74,6.2,31,2.6,1,12
133,Matthew Stafford,LAR,36,QB,10,10,12,-7,0,1,-7,-0.6,0,0,0,
134,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,22,2,64,5.8,1,11
135,Andy Dalton,CAR,37,QB,6,5,11,34,0,2,15,1.4,19,1.7,1,11
136,Craig Reynolds,DET,28,RB,10,0,11,45,0,2,33,3,12,1.1,1,11
137,Deuce Vaughn,DAL,23,RB,6,0,11,33,0,,17,1.5,16,1.5,0,
138,Ronnie Rivers,LAR,25,RB,10,0,10,51,0,5,35,3.5,16,1.6,0,
139,J.J. Taylor,HOU,26,RB,5,0,10,44,0,1,34,3.4,10,1,0,
140,Xavier Worthy,KAN,21,WR,10,8,10,44,2,2,33,3.3,11,1.1,0,
141,Jake Haener,NOR,25,QB,6,0,9,16,0,0,16,1.8,0,0,0,
142,Alec Ingold,MIA,28,FB,8,5,9,13,1,5,1,0.1,12,1.3,0,
143,Kendre Miller,NOR,22,RB,2,0,9,52,0,2,16,1.8,36,4,2,4.5
144,Spencer Rattler,NOR,24,QB,3,3,9,61,0,3,17,1.9,44,4.9,0,
145,Tua Tagovailoa,MIA,26,QB,6,6,9,43,0,5,43,4.8,0,0,0,
146,Dalvin Cook,DAL,29,RB,2,0,8,20,0,0,12,1.5,8,1,0,
147,Tank Dell,HOU,25,WR,10,6,8,28,0,2,20,2.5,8,1,0,
148,Joe Flacco,IND,39,QB,6,4,8,25,0,2,23,2.9,2,0.3,0,
149,Khalil Herbert,2TM,26,,8,0,8,16,1,3,6,0.8,10,1.3,0,
150,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
151,Derius Davis,LAC,24,WR,8,1,7,43,0,2,28,4,15,2.1,0,
152,Tyreek Hill,MIA,30,WR,10,10,7,47,0,2,40,5.7,7,1,1,7
153,Mac Jones,JAX,26,QB,4,2,7,15,1,3,13,1.9,2,0.3,0,
154,Marvin Mims,DEN,22,WR,11,1,7,38,0,3,14,2,24,3.4,1,7
155,Cooper Rush,DAL,31,QB,6,2,7,9,0,3,5,0.7,4,0.6,0,
156,Sterling Shepard,TAM,31,WR,8,2,7,55,0,3,45,6.4,10,1.4,0,
157,Patrick Taylor,SFO,26,RB,8,0,7,25,0,1,14,2,11,1.6,0,
158,Mitchell Trubisky,BUF,30,QB,6,0,7,-7,0,,-7,-1,0,0,0,
159,Tyson Bagent,CHI,24,QB,2,0,6,-7,0,,-7,-1.2,0,0,0,
160,Zay Flowers,BAL,24,WR,11,9,6,47,0,1,20,3.3,27,4.5,1,6
161,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
162,Hunter Luepke,DAL,24,RB,9,2,6,19,0,4,8,1.3,11,1.8,0,
163,Ray-Ray McCloud,ATL,28,WR,11,10,6,56,0,2,33,5.5,23,3.8,0,
164,D.J. Moore,CHI,27,WR,10,10,6,23,0,1,15,2.5,8,1.3,1,6
165,Rashid Shaheed,NOR,26,WR,6,5,6,29,0,2,21,3.5,8,1.3,0,
166,Aaron Shampklin,PIT,25,RB,3,0,6,17,0,1,8,1.3,9,1.5,0,
167,Tre Tucker,LVR,23,WR,10,9,6,36,1,2,28,4.7,8,1.3,0,
168,Sione Vaki,DET,23,RB,9,0,6,14,0,0,8,1.3,6,1,0,
169,Ashton Dulin,IND,27,WR,11,2,5,45,0,2,27,5.4,18,3.6,1,5
170,Hendon Hooker,DET,26,QB,3,0,5,2,0,1,2,0.4,0,0,0,
171,Terrell Jennings,NWE,23,RB,1,0,5,13,0,,6,1.2,7,1.4,0,
172,Xavier Legette,CAR,23,WR,10,7,5,22,0,2,16,3.2,6,1.2,1,5
173,Bo Melton,GNB,25,WR,10,0,5,34,0,3,23,4.6,11,2.2,1,5
174,Clayton Tune,ARI,25,QB,4,0,5,-5,0,1,-6,-1.2,1,0.2,0,
175,DJ Turner,LVR,27,WR,10,4,5,33,1,1,10,2,23,4.6,2,2.5
176,KaVontae Turpin,DAL,28,WR,10,1,5,14,0,1,9,1.8,5,1,0,
177,Jonathan Ward,PIT,27,RB,4,0,5,22,0,1,12,2.4,10,2,1,5
178,Jameson Williams,DET,23,WR,8,5,5,34,0,3,21,4.2,13,2.6,0,
179,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
180,Michael Burton,DEN,32,FB,11,1,4,1,0,1,-1,-0.3,2,0.5,0,
181,DeeJay Dallas,ARI,26,RB,10,0,4,12,0,1,2,0.5,10,2.5,0,
182,Isaiah Davis,NYJ,22,RB,11,0,4,18,0,2,9,2.3,9,2.3,0,
183,Kenny McIntosh,SEA,24,RB,10,0,4,16,0,1,10,2.5,6,1.5,0,
184,Malik Nabers,NYG,21,WR,8,7,4,-2,0,1,-4,-1,2,0.5,0,
185,Calvin Ridley,TEN,30,WR,10,9,4,32,1,2,23,5.8,9,2.3,1,4
186,Brian Thomas,JAX,22,WR,11,10,4,19,0,1,14,3.5,5,1.3,0,
187,Jordan Addison,MIN,22,WR,8,8,3,20,1,1,10,3.3,10,3.3,1,3
188,Stefon Diggs,HOU,31,WR,8,8,3,8,1,1,6,2,2,0.7,0,
189,Devin Duvernay,JAX,27,WR,7,0,3,10,0,1,3,1,7,2.3,0,
190,Myles Gaskin,MIN,27,RB,5,0,3,-1,0,,-2,-0.7,1,0.3,0,
191,Mecole Hardman,KAN,26,WR,10,0,3,47,1,2,40,13.3,7,2.3,0,
192,Travis Homer,CHI,26,RB,6,0,3,16,0,1,12,4,4,1.3,0,
193,Josh Johnson,BAL,38,QB,3,0,3,2,0,,0,0,2,0.7,0,
194,Quentin Johnston,LAC,23,WR,8,7,3,6,0,0,1,0.3,5,1.7,1,3
195,Kyle Juszczyk,SFO,33,FB,10,8,3,21,1,1,6,2,15,5,1,3
196,Trey Lance,DAL,24,QB,1,0,3,17,0,2,12,4,5,1.7,0,
197,Adonai Mitchell,IND,22,WR,11,6,3,16,0,1,12,4,4,1.3,0,
198,Puka Nacua,LAR,23,WR,5,5,3,12,0,0,7,2.3,5,1.7,0,
199,Jalen Nailor,MIN,25,WR,10,3,3,-4,0,1,-5,-1.7,1,0.3,0,
200,Rome Odunze,CHI,22,WR,10,8,3,15,0,1,6,2,9,3,0,
201,Jalen Reagor,LAC,25,WR,5,1,3,-3,0,0,-4,-1.3,1,0.3,0,
202,Curtis Samuel,BUF,28,WR,10,1,3,6,0,0,2,0.7,4,1.3,0,
203,Dorian Thompson-Robinson,CLE,25,QB,2,0,3,44,0,2,36,12,8,2.7,0,
204,Jaylen Waddle,MIA,26,WR,10,10,3,6,0,0,2,0.7,4,1.3,0,
205,Malik Washington,MIA,23,WR,7,1,3,34,1,1,20,6.7,14,4.7,1,3
206,Brock Bowers,LVR,22,TE,10,9,2,9,0,1,-3,-1.5,12,6,1,2
207,Tim Boyle,MIA,30,QB,2,0,2,10,0,1,9,4.5,1,0.5,0,
208,Treylon Burks,TEN,24,WR,5,2,2,1,0,0,-5,-2.5,6,3,1,2
209,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
210,Troy Franklin,DEN,21,WR,10,4,2,8,0,0,6,3,2,1,0,
211,C.J. Ham,MIN,31,FB,10,3,2,10,1,1,8,4,2,1,0,
212,Diontae Johnson,2TM,28,,10,8,2,6,0,1,6,3,0,0,0,
213,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
214,Tucker Kraft,GNB,24,TE,10,10,2,4,0,2,1,0.5,3,1.5,0,
215,Cooper Kupp,LAR,31,WR,6,5,2,10,0,1,9,4.5,1,0.5,0,
216,Tyreik McAllister,LVR,26,WR,3,0,2,11,0,1,9,4.5,2,1,0,
217,Terry McLaurin,WAS,29,WR,11,11,2,2,0,0,2,1,0,0,0,
218,Jalen McMillan,TAM,23,WR,6,5,2,28,0,2,14,7,14,7,1,2
219,Jakobi Meyers,LVR,28,WR,8,8,2,23,0,1,10,5,13,6.5,0,
220,Jonathan Mingo,2TM,23,,10,5,2,5,0,0,4,2,1,0.5,0,
221,George Pickens,PIT,23,WR,10,9,2,-6,0,0,-8,-4,2,1,0,
222,Kalif Raymond,DET,30,WR,10,2,2,0,0,1,-3,-1.5,3,1.5,0,
223,Wan'Dale Robinson,NYG,23,WR,10,4,2,18,0,1,3,1.5,15,7.5,0,
224,Khalil Shakir,BUF,24,WR,10,6,2,4,0,0,1,0.5,3,1.5,1,2
225,Xavier Smith,LAR,27,WR,8,0,2,30,0,1,27,13.5,3,1.5,0,
226,Jarrett Stidham,DEN,28,QB,2,0,2,-2,0,,-2,-1,0,0,0,
227,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
228,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
229,Tutu Atwell,LAR,25,WR,10,4,1,7,0,0,6,6,1,1,0,
230,Jake Bailey,MIA,27,P,10,0,1,0,0,,0,0,0,0,0,
231,Tyler Boyd,TEN,30,WR,10,6,1,3,0,1,2,2,1,1,0,
232,British Brooks,HOU,25,RB,5,0,1,2,0,,1,1,1,1,0,
233,Jake Browning,CIN,28,QB,2,0,1,-1,0,,-1,-1,0,0,0,
234,Ja'Marr Chase,CIN,24,WR,11,11,1,11,0,1,11,11,0,0,0,
235,Tyler Conklin,NYJ,29,TE,11,11,1,0,0,0,0,0,0,0,0,
236,Malachi Corley,NYJ,22,WR,7,1,1,18,0,0,18,18,0,0,0,
237,Greg Dortch,ARI,26,WR,10,2,1,4,0,0,3,3,1,1,0,
238,Jahan Dotson,PHI,24,WR,10,4,1,13,0,1,13,13,0,0,0,
239,Demario Douglas,NWE,24,WR,11,4,1,9,0,0,5,5,4,4,0,
240,Josh Downs,IND,23,WR,9,5,1,12,0,0,12,12,0,0,0,
241,Chris Godwin,TAM,28,WR,7,7,1,2,0,1,1,1,1,1,0,
242,Matthew Hayball,NOR,27,P,11,0,1,11,0,1,11,11,0,0,0,
243,Jaden Hicks,KAN,22,DB,10,0,1,1,0,,0,0,1,1,0,
244,Tanner Hudson,CIN,30,TE,7,0,1,1,0,1,0,0,1,1,0,
245,Jermaine Jackson,NOR,24,WR,4,0,1,-1,0,,-1,-1,0,0,0,
246,Jha'Quan Jackson,TEN,24,WR,10,0,1,-5,0,0,-5,-5,0,0,0,
247,Justin Jefferson,MIN,25,WR,10,10,1,3,0,0,3,3,0,0,0,
248,Kameron Johnson,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
249,Marcus Jones,NWE,26,CB,11,8,1,5,0,,5,5,0,0,0,
250,Travis Kelce,KAN,35,TE,10,10,1,1,0,0,0,0,1,1,0,
251,Charlie Kolar,BAL,25,TE,11,3,1,2,0,1,2,2,0,0,0,
252,Dylan Laube,LVR,25,RB,3,0,1,0,0,,0,0,0,0,0,
253,Drew Lock,NYG,28,QB,2,0,1,13,0,1,13,13,0,0,0,
254,Trey McBride,ARI,25,TE,9,9,1,2,1,1,0,0,2,2,0,
255,Nick Mullens,MIN,29,QB,2,0,1,0,0,0,0,0,0,0,0,
256,Chris Olave,NOR,24,WR,8,8,1,7,0,1,7,7,0,0,0,
257,Cade Otton,TAM,25,TE,10,10,1,-4,0,0,-4,-4,0,0,1,1
258,Ricky Pearsall,SFO,24,WR,4,2,1,39,0,1,39,39,0,0,0,
259,Kenny Pickett,PHI,26,QB,2,0,1,1,0,1,0,0,1,1,0,
260,Ja'Lynn Polk,NWE,22,WR,10,6,1,0,0,0,0,0,0,0,0,
261,Jalen Reeves-Maybin,DET,29,LB,8,0,1,1,0,,1,1,0,0,0,
262,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
263,Desmond Ridder,LVR,25,QB,2,0,1,2,0,0,2,2,0,0,0,
264,Drew Sample,CIN,28,TE,11,9,1,-4,0,0,-4,-4,0,0,0,
265,JK Scott,LAC,29,P,10,0,1,0,0,,0,0,0,0,0,
266,Laviska Shenault Jr.,SEA,26,WR,10,1,1,1,0,0,0,0,1,1,0,
267,Steven Sims,HOU,27,WR,7,0,1,0,0,,0,0,0,0,0,
268,Darius Slayton,NYG,27,WR,9,7,1,11,0,1,8,8,3,3,0,
269,Ainias Smith,PHI,23,WR,4,0,1,2,0,,2,2,0,0,0,
270,Jonnu Smith,MIA,29,TE,10,2,1,-1,0,0,-1,-1,0,0,0,
271,Jaxon Smith-Njigba,SEA,22,WR,10,9,1,8,0,1,4,4,4,4,0,
272,Amon-Ra St. Brown,DET,25,WR,10,10,1,-4,0,0,-4,-4,0,0,0,
273,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
274,Tavierre Thomas,TAM,28,CB,10,0,1,-2,0,,-2,-2,0,0,0,
275,Deven Thompkins,CAR,25,WR,2,0,1,-2,0,,-2,-2,0,0,0,
276,Skylar Thompson,MIA,27,QB,2,1,1,4,0,0,4,4,0,0,0,
277,Cedric Tillman,CLE,24,WR,10,5,1,-5,0,0,-5,-5,0,0,0,
278,Kadarius Toney,CLE,25,WR,1,0,1,-7,0,,-7,-7,0,0,0,
279,Christian Watson,GNB,25,WR,9,9,1,-4,0,0,-4,-4,0,0,0,
280,Garrett Wilson,NYJ,24,WR,11,11,1,5,0,1,0,0,5,5,1,1
