,,,,,Games,,Rushing,,,,,,,,,
42,Daniel Jones,NYG,27,QB,9,9,60,239,1,22,164,2.7,75,1.3,5,12
43,Zamir White,LVR,25,RB,7,4,60,174,1,4,90,1.5,84,1.4,4,15
44,Travis Etienne,JAX,25,RB,7,7,59,254,2,15,145,2.5,109,1.8,1,59
45,Bo Nix,DEN,24,QB,9,9,58,295,4,27,231,4,64,1.1,3,19.3
46,Antonio Gibson,NWE,26,RB,9,2,57,236,0,10,92,1.6,144,2.5,5,11.4
47,Justin Fields,PIT,25,QB,6,6,55,231,5,17,156,2.8,75,1.4,2,27.5
48,Raheem Mostert,MIA,32,RB,5,1,55,214,2,11,109,2,105,1.9,1,55
49,Emanuel Wilson,GNB,25,RB,9,0,55,254,1,12,127,2.3,127,2.3,6,9.2
50,Braelon Allen,NYJ,20,RB,9,0,53,196,2,14,77,1.5,119,2.2,2,26.5
51,Jaleel McLaughlin,DEN,24,RB,9,1,53,208,1,10,112,2.1,96,1.8,5,10.6
52,Jerome Ford,CLE,25,RB,7,4,52,269,1,17,145,2.8,124,2.4,4,13
53,Austin Ekeler,WAS,29,RB,8,4,50,282,2,10,176,3.5,106,2.1,3,16.7
54,Ezekiel Elliott,DAL,29,RB,7,2,48,149,2,8,82,1.7,67,1.4,0,
55,Josh Allen,BUF,28,QB,9,9,47,211,3,22,145,3.1,66,1.4,0,
56,Trey Sermon,IND,25,RB,9,3,47,131,2,13,67,1.4,64,1.4,1,47
57,Cam Akers,2TM,25,,8,2,46,193,1,8,113,2.5,80,1.7,2,23
58,D'Onta Foreman,CLE,28,RB,8,2,46,155,0,6,101,2.2,54,1.2,0,
59,Ty Chandler,MIN,26,RB,8,0,44,151,0,6,115,2.6,36,0.8,0,
60,Carson Steele,KAN,22,RB,8,2,44,149,0,13,79,1.8,70,1.6,2,22
61,Kyler Murray,ARI,27,QB,9,9,43,350,2,14,273,6.3,77,1.8,0,
62,Nick Chubb,CLE,29,RB,3,3,42,113,1,5,64,1.5,49,1.2,2,21
63,Brock Purdy,SFO,25,QB,8,8,42,210,3,22,167,4,43,1,2,21
64,Jaylen Wright,MIA,21,RB,7,1,42,208,0,8,116,2.8,92,2.2,2,21
65,Anthony Richardson,IND,22,QB,6,6,41,242,1,17,193,4.7,49,1.2,1,41
66,Jaylen Warren,PIT,26,RB,6,0,41,151,0,8,83,2,68,1.7,3,13.7
67,Trey Benson,ARI,21,RB,8,1,39,154,1,9,101,2.6,53,1.4,2,19.5
68,Gus Edwards,LAC,29,RB,4,1,38,113,0,3,39,1,74,1.9,2,19
69,Caleb Williams,CHI,23,QB,8,8,38,221,0,12,170,4.5,51,1.3,0,
70,Isaac Guerendo,SFO,24,RB,8,0,37,227,1,8,91,2.5,136,3.7,0,
71,Patrick Mahomes,KAN,29,QB,8,8,36,148,1,13,106,2.9,42,1.2,0,
72,Miles Sanders,CAR,27,RB,9,1,36,134,1,9,77,2.1,57,1.6,2,18
73,Geno Smith,SEA,34,QB,9,9,36,193,1,12,176,4.9,17,0.5,0,
74,Roschon Johnson,CHI,23,RB,7,0,35,108,4,11,69,2,39,1.1,0,
75,Jeremy McNichols,WAS,29,RB,9,1,34,183,3,8,58,1.7,125,3.7,5,6.8
76,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
77,Baker Mayfield,TAM,29,QB,9,9,33,189,2,13,155,4.7,34,1,1,33
78,Tyjae Spears,TEN,23,RB,5,0,33,114,1,8,39,1.2,75,2.3,3,11
79,Justice Hill,BAL,27,RB,9,0,32,119,0,11,66,2.1,53,1.7,3,10.7
80,Jamaal Williams,NOR,29,RB,8,0,32,124,1,8,66,2.1,58,1.8,0,
81,Sam Darnold,MIN,27,QB,8,8,31,120,0,12,101,3.3,19,0.6,0,
82,Kenneth Gainwell,PHI,25,RB,8,0,31,124,0,6,75,2.4,49,1.6,2,15.5
83,C.J. Stroud,HOU,23,QB,9,9,31,143,0,10,105,3.4,38,1.2,3,10.3
84,Deshaun Watson,CLE,29,QB,7,7,31,148,1,8,109,3.5,39,1.3,1,31
85,D'Ernest Johnson,JAX,28,RB,9,1,28,114,0,6,57,2,57,2,0,
86,Joe Burrow,CIN,28,QB,9,9,27,117,1,11,108,4,9,0.3,0,
87,Tyler Goodson,IND,24,RB,8,0,27,128,1,4,82,3,46,1.7,0,
88,Justin Herbert,LAC,26,QB,8,8,27,85,0,3,57,2.1,28,1,1,27
89,Sean Tucker,TAM,23,RB,9,0,26,186,1,9,140,5.4,46,1.8,0,
90,Trevor Lawrence,JAX,25,QB,9,9,25,113,3,13,83,3.3,30,1.2,2,12.5
91,Dare Ogunbowale,HOU,30,RB,9,1,24,57,0,3,22,0.9,35,1.5,1,24
92,Taysom Hill,NOR,34,TE,5,5,23,116,3,12,50,2.2,66,2.9,1,23
93,Deebo Samuel,SFO,28,WR,7,7,23,66,1,1,32,1.4,34,1.5,1,23
94,Blake Corum,LAR,24,RB,8,0,21,72,0,6,41,2,31,1.5,0,
95,Drake Maye,NWE,22,QB,5,4,21,209,1,13,160,7.6,49,2.3,2,10.5
96,Kirk Cousins,ATL,36,QB,9,9,18,-3,0,1,-8,-0.4,5,0.3,0,
97,Kimani Vidal,LAC,23,RB,4,0,18,44,0,2,24,1.3,20,1.1,0,
98,Emari Demercado,ARI,25,RB,9,0,17,175,1,6,67,3.9,108,6.4,2,8.5
99,Jared Goff,DET,30,QB,8,8,17,16,0,3,14,0.8,2,0.1,0,
100,Ty Johnson,BUF,27,RB,9,1,17,99,1,7,59,3.5,40,2.4,0,
101,Pierre Strong,CLE,26,RB,7,0,17,64,0,4,39,2.3,25,1.5,0,
102,Ameer Abdullah,LVR,31,RB,9,0,16,81,1,3,64,4,17,1.1,0,
103,Julius Chestnut,TEN,24,RB,8,0,16,71,0,1,36,2.3,35,2.2,2,8
104,Tyler Huntley,MIA,26,QB,3,3,16,67,1,6,60,3.8,7,0.4,0,
105,Will Levis,TEN,25,QB,5,5,16,106,0,9,69,4.3,37,2.3,2,8
106,Cordarrelle Patterson,PIT,33,RB,4,1,16,92,0,5,32,2,60,3.8,1,16
107,Malik Willis,GNB,25,QB,4,2,16,137,1,6,91,5.7,46,2.9,3,5.3
108,Jacoby Brissett,NWE,32,QB,6,5,15,62,0,5,49,3.3,13,0.9,0,
109,Audric Estime,DEN,21,RB,5,0,15,95,0,5,37,2.5,58,3.9,2,7.5
110,Gardner Minshew II,LVR,28,QB,8,7,15,46,0,4,33,2.2,13,0.9,0,
111,Samaje Perine,KAN,29,RB,8,0,14,55,1,5,30,2.1,25,1.8,0,
112,Dameon Pierce,HOU,24,RB,4,0,14,98,1,2,22,1.6,76,5.4,3,4.7
113,Chris Brooks,GNB,24,RB,7,0,13,53,0,3,18,1.4,35,2.7,1,13
114,Jordan Love,GNB,26,QB,7,7,13,28,0,4,10,0.8,18,1.4,0,
115,Marcus Mariota,WAS,31,QB,2,0,13,36,0,3,30,2.3,6,0.5,0,
116,Dak Prescott,DAL,31,QB,8,8,13,54,1,5,48,3.7,6,0.5,0,
117,Mason Rudolph,TEN,29,QB,4,3,13,61,1,6,53,4.1,8,0.6,0,
118,Bryce Young,CAR,23,QB,6,4,13,41,1,2,36,2.8,5,0.4,1,13
119,Eric Gray,NYG,25,RB,9,0,12,26,0,1,15,1.3,11,0.9,0,
120,Aaron Rodgers,NYJ,41,QB,9,9,12,43,0,3,42,3.5,1,0.1,1,12
121,Jameis Winston,CLE,30,QB,7,2,12,31,0,9,26,2.2,5,0.4,0,
122,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,22,2,64,5.8,1,11
123,Andy Dalton,CAR,37,QB,6,5,11,34,0,2,15,1.4,19,1.7,1,11
124,Jamycal Hasty,NWE,28,RB,9,0,11,32,0,0,17,1.5,15,1.4,0,
125,Jayden Reed,GNB,24,WR,9,4,11,110,1,5,79,7.2,31,2.8,1,11
126,Chris Rodriguez,WAS,24,RB,3,0,11,52,0,3,11,1,41,3.7,1,11
127,CeeDee Lamb,DAL,25,WR,8,8,10,52,0,3,35,3.5,17,1.7,0,
128,Jordan Mims,NOR,25,RB,7,0,10,29,0,0,16,1.6,13,1.3,0,
129,Ronnie Rivers,LAR,25,RB,8,0,10,51,0,5,35,3.5,16,1.6,0,
130,Will Shipley,PHI,22,RB,8,1,10,12,0,,2,0.2,10,1,0,
131,J.J. Taylor,HOU,26,RB,4,0,10,44,0,1,34,3.4,10,1,0,
132,Alec Ingold,MIA,28,FB,8,5,9,13,1,5,1,0.1,12,1.3,0,
133,Kendre Miller,NOR,22,RB,2,0,9,52,0,2,16,1.8,36,4,2,4.5
134,Spencer Rattler,NOR,24,QB,3,3,9,61,0,3,17,1.9,44,4.9,0,
135,Craig Reynolds,DET,28,RB,8,0,9,24,0,1,16,1.8,8,0.9,1,9
136,Xavier Worthy,KAN,21,WR,8,6,9,37,2,2,26,2.9,11,1.2,0,
137,Derek Carr,NOR,33,QB,6,6,8,22,1,2,19,2.4,3,0.4,0,
138,Dalvin Cook,DAL,29,RB,2,0,8,20,0,0,12,1.5,8,1,0,
139,Joe Flacco,IND,39,QB,5,3,8,25,0,2,23,2.9,2,0.3,0,
140,Hassan Haskins,LAC,25,RB,8,0,8,18,0,4,5,0.6,13,1.6,0,
141,Khalil Herbert,CHI,26,RB,6,0,8,16,1,3,6,0.8,10,1.3,0,
142,Tua Tagovailoa,MIA,26,QB,4,4,8,44,0,5,44,5.5,0,0,0,
143,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
144,Jake Haener,NOR,25,QB,5,0,7,18,0,0,18,2.6,0,0,0,
145,Matthew Stafford,LAR,36,QB,8,8,7,-7,0,0,-7,-1,0,0,0,
146,Patrick Taylor,SFO,26,RB,8,0,7,25,0,1,14,2,11,1.6,0,
147,Deuce Vaughn,DAL,23,RB,5,0,7,20,0,,9,1.3,11,1.6,0,
148,Tyson Bagent,CHI,24,QB,2,0,6,-7,0,,-7,-1.2,0,0,0,
149,Tank Dell,HOU,25,WR,8,5,6,30,0,2,26,4.3,4,0.7,0,
150,Zay Flowers,BAL,24,WR,9,7,6,47,0,1,20,3.3,27,4.5,1,6
151,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
152,Hunter Luepke,DAL,24,RB,8,2,6,19,0,4,8,1.3,11,1.8,0,
153,Rashid Shaheed,NOR,26,WR,6,5,6,29,0,2,21,3.5,8,1.3,0,
154,Aaron Shampklin,PIT,25,RB,3,0,6,17,0,1,8,1.3,9,1.5,0,
155,Sterling Shepard,TAM,31,WR,7,1,6,52,0,3,44,7.3,8,1.3,0,
156,Mitchell Trubisky,BUF,30,QB,5,0,6,-6,0,,-6,-1,0,0,0,
157,Russell Wilson,PIT,36,QB,2,2,6,10,1,2,7,1.2,3,0.5,0,
158,Derius Davis,LAC,24,WR,6,1,5,31,0,2,21,4.2,10,2,0,
159,Tyreek Hill,MIA,30,WR,8,8,5,36,0,2,34,6.8,2,0.4,0,
160,Terrell Jennings,NWE,23,RB,1,0,5,13,0,,6,1.2,7,1.4,0,
161,Xavier Legette,CAR,23,WR,9,6,5,22,0,2,16,3.2,6,1.2,1,5
162,Jase McClellan,ATL,22,RB,1,0,5,17,0,1,7,1.4,10,2,0,
163,Ray-Ray McCloud,ATL,28,WR,9,8,5,50,0,2,28,5.6,22,4.4,0,
164,Bo Melton,GNB,25,WR,9,0,5,34,0,3,23,4.6,11,2.2,1,5
165,Tre Tucker,LVR,23,WR,9,8,5,29,1,2,23,4.6,6,1.2,0,
166,DJ Turner,LVR,27,WR,9,4,5,33,1,1,10,2,23,4.6,2,2.5
167,KaVontae Turpin,DAL,28,WR,8,1,5,14,0,1,9,1.8,5,1,0,
168,Jonathan Ward,PIT,27,RB,4,0,5,22,0,1,12,2.4,10,2,1,5
169,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
170,Isaiah Davis,NYJ,22,RB,9,0,4,18,0,2,9,2.3,9,2.3,0,
171,Ashton Dulin,IND,27,WR,9,2,4,38,0,2,27,6.8,11,2.8,0,
172,Kenny McIntosh,SEA,24,RB,9,0,4,16,0,1,10,2.5,6,1.5,0,
173,D.J. Moore,CHI,27,WR,8,8,4,15,0,1,14,3.5,1,0.3,0,
174,Calvin Ridley,TEN,30,WR,8,7,4,32,1,2,23,5.8,9,2.3,1,4
175,Clayton Tune,ARI,25,QB,3,0,4,-4,0,1,-5,-1.3,1,0.3,0,
176,Jameson Williams,DET,23,WR,6,4,4,32,0,3,19,4.8,13,3.3,0,
177,Stefon Diggs,HOU,31,WR,8,8,3,8,1,1,6,2,2,0.7,0,
178,Devin Duvernay,JAX,27,WR,5,0,3,10,0,1,3,1,7,2.3,0,
179,Myles Gaskin,MIN,27,RB,5,0,3,-1,0,,-2,-0.7,1,0.3,0,
180,Travis Homer,CHI,26,RB,4,0,3,16,0,1,12,4,4,1.3,0,
181,Josh Johnson,BAL,38,QB,3,0,3,2,0,,0,0,2,0.7,0,
182,Quentin Johnston,LAC,23,WR,6,5,3,6,0,0,1,0.3,5,1.7,1,3
183,Kyle Juszczyk,SFO,33,FB,8,7,3,21,1,1,6,2,15,5,1,3
184,Malik Nabers,NYG,21,WR,7,6,3,0,0,1,-2,-0.7,2,0.7,0,
185,Puka Nacua,LAR,23,WR,3,3,3,12,0,0,7,2.3,5,1.7,0,
186,Rome Odunze,CHI,22,WR,8,6,3,15,0,1,6,2,9,3,0,
187,Cooper Rush,DAL,31,QB,4,0,3,5,0,2,5,1.7,0,0,0,
188,Curtis Samuel,BUF,28,WR,8,0,3,6,0,0,2,0.7,4,1.3,0,
189,Brian Thomas,JAX,22,WR,9,8,3,15,0,1,10,3.3,5,1.7,0,
190,Dorian Thompson-Robinson,CLE,25,QB,1,0,3,44,0,2,36,12,8,2.7,0,
191,Jordan Addison,MIN,22,WR,6,6,2,16,1,1,6,3,10,5,1,2
192,Tim Boyle,MIA,30,QB,2,0,2,10,0,1,9,4.5,1,0.5,0,
193,Treylon Burks,TEN,24,WR,5,2,2,1,0,0,-5,-2.5,6,3,1,2
194,Michael Burton,DEN,32,FB,9,1,2,-1,0,0,-1,-0.5,0,0,0,
195,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
196,Troy Franklin,DEN,21,WR,8,4,2,8,0,0,6,3,2,1,0,
197,C.J. Ham,MIN,31,FB,8,2,2,10,1,1,8,4,2,1,0,
198,Mecole Hardman,KAN,26,WR,8,0,2,38,1,2,31,15.5,7,3.5,0,
199,Diontae Johnson,2TM,28,,8,7,2,6,0,1,6,3,0,0,0,
200,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
201,Tucker Kraft,GNB,24,TE,9,9,2,4,0,2,1,0.5,3,1.5,0,
202,Cooper Kupp,LAR,31,WR,4,4,2,10,0,1,9,4.5,1,0.5,0,
203,Tyreik McAllister,LVR,26,WR,3,0,2,11,0,1,9,4.5,2,1,0,
204,Terry McLaurin,WAS,29,WR,9,9,2,2,0,0,2,1,0,0,0,
205,Jalen McMillan,TAM,23,WR,6,5,2,28,0,2,14,7,14,7,1,2
206,Jonathan Mingo,CAR,23,WR,9,5,2,5,0,0,4,2,1,0.5,0,
207,Adonai Mitchell,IND,22,WR,9,4,2,14,0,1,12,6,2,1,0,
208,Jalen Nailor,MIN,25,WR,8,3,2,3,0,1,2,1,1,0.5,0,
209,Kalif Raymond,DET,30,WR,8,1,2,0,0,1,-3,-1.5,3,1.5,0,
210,Wan'Dale Robinson,NYG,23,WR,9,4,2,18,0,1,3,1.5,15,7.5,0,
211,Khalil Shakir,BUF,24,WR,8,5,2,4,0,0,1,0.5,3,1.5,1,2
212,Xavier Smith,LAR,27,WR,6,0,2,30,0,1,27,13.5,3,1.5,0,
213,Jarrett Stidham,DEN,28,QB,1,0,2,-2,0,,-2,-1,0,0,0,
214,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
215,Jaylen Waddle,MIA,26,WR,8,8,2,7,0,0,3,1.5,4,2,0,
216,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
217,Tutu Atwell,LAR,25,WR,8,4,1,7,0,0,6,6,1,1,0,
218,Jake Bailey,MIA,27,P,8,0,1,0,0,,0,0,0,0,0,
219,Brock Bowers,LVR,22,TE,9,8,1,12,0,1,0,0,12,12,1,1
220,Tyler Boyd,TEN,30,WR,8,4,1,3,0,1,2,2,1,1,0,
221,British Brooks,HOU,25,RB,5,0,1,2,0,,1,1,1,1,0,
222,Jake Browning,CIN,28,QB,2,0,1,-1,0,,-1,-1,0,0,0,
223,Ja'Marr Chase,CIN,24,WR,9,9,1,11,0,1,11,11,0,0,0,
224,Malachi Corley,NYJ,22,WR,5,0,1,18,0,,18,18,0,0,0,
225,DeeJay Dallas,ARI,26,RB,9,0,1,2,0,,0,0,2,2,0,
226,Greg Dortch,ARI,26,WR,9,1,1,4,0,0,3,3,1,1,0,
227,Jahan Dotson,PHI,24,WR,8,3,1,13,0,1,13,13,0,0,0,
228,Demario Douglas,NWE,24,WR,9,3,1,9,0,0,5,5,4,4,0,
229,Josh Downs,IND,23,WR,7,3,1,12,0,0,12,12,0,0,0,
230,Chris Godwin,TAM,28,WR,7,7,1,2,0,1,1,1,1,1,0,
231,Matthew Hayball,NOR,27,P,9,0,1,11,0,1,11,11,0,0,0,
232,Jaden Hicks,KAN,22,DB,8,0,1,1,0,,0,0,1,1,0,
233,Hendon Hooker,DET,26,QB,2,0,1,-1,0,0,-1,-1,0,0,0,
234,Jermaine Jackson,NOR,24,WR,3,0,1,-1,0,,-1,-1,0,0,0,
235,Jha'Quan Jackson,TEN,24,WR,8,0,1,-5,0,0,-5,-5,0,0,0,
236,Justin Jefferson,MIN,25,WR,8,8,1,3,0,0,3,3,0,0,0,
237,Kameron Johnson,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
238,Travis Kelce,KAN,35,TE,8,8,1,1,0,0,0,0,1,1,0,
239,Charlie Kolar,BAL,25,TE,9,3,1,2,0,1,2,2,0,0,0,
240,Dylan Laube,LVR,25,RB,3,0,1,0,0,,0,0,0,0,0,
241,Drew Lock,NYG,28,QB,2,0,1,13,0,1,13,13,0,0,0,
242,Trey McBride,ARI,25,TE,8,8,1,2,1,1,0,0,2,2,0,
243,Jakobi Meyers,LVR,28,WR,7,7,1,3,0,0,1,1,2,2,0,
244,Marvin Mims,DEN,22,WR,9,1,1,17,0,1,0,0,17,17,1,1
245,Nick Mullens,MIN,29,QB,2,0,1,0,0,0,0,0,0,0,0,
246,Chris Olave,NOR,24,WR,8,8,1,7,0,1,7,7,0,0,0,
247,Cade Otton,TAM,25,TE,9,9,1,-4,0,0,-4,-4,0,0,1,1
248,Ricky Pearsall,SFO,24,WR,2,1,1,39,0,1,39,39,0,0,0,
249,George Pickens,PIT,23,WR,8,7,1,-10,0,0,-10,-10,0,0,0,
250,Ja'Lynn Polk,NWE,22,WR,8,5,1,0,0,0,0,0,0,0,0,
251,Jalen Reagor,LAC,25,WR,3,0,1,-1,0,0,-1,-1,0,0,0,
252,Jalen Reeves-Maybin,DET,29,LB,8,0,1,1,0,,1,1,0,0,0,
253,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
254,Desmond Ridder,LVR,25,QB,2,0,1,2,0,0,2,2,0,0,0,
255,JK Scott,LAC,29,P,8,0,1,0,0,,0,0,0,0,0,
256,Laviska Shenault Jr.,SEA,26,WR,9,0,1,1,0,0,0,0,1,1,0,
257,Steven Sims,HOU,27,WR,6,0,1,0,0,,0,0,0,0,0,
258,Darius Slayton,NYG,27,WR,9,7,1,11,0,1,8,8,3,3,0,
259,Ainias Smith,PHI,23,WR,2,0,1,2,0,,2,2,0,0,0,
260,Jonnu Smith,MIA,29,TE,8,2,1,-1,0,0,-1,-1,0,0,0,
261,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
262,Tavierre Thomas,TAM,28,CB,9,0,1,-2,0,,-2,-2,0,0,0,
263,Deven Thompkins,CAR,25,WR,1,0,1,-2,0,,-2,-2,0,0,0,
264,Skylar Thompson,MIA,27,QB,2,1,1,4,0,0,4,4,0,0,0,
265,Cedric Tillman,CLE,24,WR,9,4,1,-5,0,0,-5,-5,0,0,0,
266,Sione Vaki,DET,23,RB,7,0,1,5,0,0,4,4,1,1,0,
267,Malik Washington,MIA,23,WR,5,0,1,9,0,,2,2,7,7,1,1
268,Christian Watson,GNB,25,WR,8,8,1,-4,0,0,-4,-4,0,0,0,
269,Garrett Wilson,NYJ,24,WR,9,9,1,5,0,1,0,0,5,5,1,1
