,,,,,Games,,Rushing,,,,,,,,,
33,Jerome Ford,CLE,25,RB,4,3,39,203,1,13,97,2.5,106,2.7,3,13
34,Joe Mixon,HOU,28,RB,2,2,39,184,1,10,121,3.1,63,1.6,2,19.5
35,Gus Edwards,LAC,29,RB,4,1,38,113,0,3,39,1,74,1.9,2,19
36,Justin Fields,PIT,25,QB,4,4,38,145,3,11,86,2.3,59,1.6,1,38
37,Bucky Irving,TAM,22,RB,4,0,35,203,1,8,109,3.1,94,2.7,3,11.7
38,Rico Dowdle,DAL,26,RB,4,3,34,134,0,8,72,2.1,62,1.8,1,34
39,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
40,Kenneth Walker III,SEA,24,RB,2,2,32,183,4,9,82,2.6,101,3.2,3,10.7
41,Cam Akers,HOU,25,RB,3,2,29,106,0,3,59,2,47,1.6,2,14.5
42,Chase Brown,CIN,24,RB,4,0,29,184,2,9,105,3.6,79,2.7,4,7.3
43,Antonio Gibson,NWE,26,RB,4,0,29,155,0,7,67,2.3,88,3,3,9.7
44,Emanuel Wilson,GNB,25,RB,4,0,29,132,0,6,62,2.1,70,2.4,4,7.3
45,Ty Chandler,MIN,26,RB,4,0,28,117,0,5,90,3.2,27,1,0,
46,Carson Steele,KAN,22,RB,4,2,28,105,0,10,50,1.8,55,2,1,28
47,Braelon Allen,NYJ,20,RB,4,0,27,130,1,8,53,2,77,2.9,2,13.5
48,Tyler Allgeier,ATL,24,RB,4,0,27,166,0,9,90,3.3,76,2.8,1,27
49,Jaleel McLaughlin,DEN,24,RB,4,0,27,86,1,5,39,1.4,47,1.7,5,5.4
50,Tyjae Spears,TEN,23,RB,4,0,27,87,1,7,30,1.1,57,2.1,3,9
51,Ray Davis,BUF,25,RB,4,0,26,75,1,5,30,1.2,45,1.7,0,
52,Trey Benson,ARI,21,RB,4,1,25,81,0,5,65,2.6,16,0.6,1,25
53,Miles Sanders,CAR,27,RB,4,0,25,91,1,5,51,2,40,1.6,2,12.5
54,Ezekiel Elliott,DAL,29,RB,4,1,24,81,1,4,48,2,33,1.4,0,
55,Daniel Jones,NYG,27,QB,4,4,23,70,0,5,45,2,25,1.1,2,11.5
56,Bo Nix,DEN,24,QB,4,4,23,110,2,11,102,4.4,8,0.3,0,
57,Jamaal Williams,NOR,29,RB,4,0,23,87,1,6,46,2,41,1.8,0,
58,Josh Allen,BUF,28,QB,4,4,22,106,2,11,76,3.5,30,1.4,0,
59,Deshaun Watson,CLE,29,QB,4,4,22,117,1,6,83,3.8,34,1.5,1,22
60,Tank Bigsby,JAX,23,RB,4,0,21,172,0,5,96,4.6,76,3.6,2,10.5
61,Anthony Richardson,IND,22,QB,4,4,21,141,1,10,113,5.4,28,1.3,1,21
62,D'Onta Foreman,CLE,28,RB,4,1,20,49,0,2,26,1.3,23,1.2,0,
63,Brock Purdy,SFO,25,QB,4,4,18,75,0,8,57,3.2,18,1,0,
64,Patrick Mahomes,KAN,29,QB,4,4,17,61,0,4,53,3.1,8,0.5,0,
65,Alexander Mattison,LVR,26,RB,4,0,17,87,2,5,42,2.5,45,2.6,4,4.3
66,Kyler Murray,ARI,27,QB,4,4,16,164,0,7,108,6.8,56,3.5,0,
67,Cordarrelle Patterson,PIT,33,RB,4,1,16,92,0,5,32,2,60,3.8,1,16
68,Geno Smith,SEA,34,QB,4,4,16,74,1,8,68,4.3,6,0.4,0,
69,Caleb Williams,CHI,23,QB,4,4,16,79,0,4,61,3.8,18,1.1,0,
70,Jaylen Wright,MIA,21,RB,3,1,16,53,0,2,29,1.8,24,1.5,2,8
71,Sam Darnold,MIN,27,QB,4,4,15,50,0,5,47,3.1,3,0.2,0,
72,Roschon Johnson,CHI,23,RB,3,0,15,56,1,7,36,2.4,20,1.3,0,
73,Justin Herbert,LAC,26,QB,4,4,14,24,0,2,7,0.5,17,1.2,0,
74,Justice Hill,BAL,27,RB,4,0,14,76,0,5,37,2.6,39,2.8,2,7
75,Taysom Hill,NOR,34,TE,3,3,14,77,2,9,32,2.3,45,3.2,1,14
76,Kareem Hunt,KAN,29,RB,1,0,14,69,0,2,34,2.4,35,2.5,2,7
77,Jaylen Warren,PIT,26,RB,3,0,14,54,0,3,28,2,26,1.9,1,14
78,Austin Ekeler,WAS,29,RB,3,1,13,83,1,3,56,4.3,27,2.1,1,13
79,Will Levis,TEN,25,QB,4,4,13,91,0,8,57,4.4,34,2.6,2,6.5
80,Joe Burrow,CIN,28,QB,4,4,12,38,0,6,30,2.5,8,0.7,0,
81,Baker Mayfield,TAM,29,QB,4,4,12,65,2,6,50,4.2,15,1.3,0,
82,Deebo Samuel,SFO,28,WR,3,3,12,27,1,1,12,1,15,1.3,0,
83,Tyrone Tracy,NYG,25,RB,4,0,12,29,0,1,16,1.3,13,1.1,0,
84,Malik Willis,GNB,25,QB,3,2,12,114,1,5,92,7.7,22,1.8,3,4
85,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,21,1.9,65,5.9,1,11
86,Jacoby Brissett,NWE,32,QB,4,4,11,41,0,4,33,3,8,0.7,0,
87,Samaje Perine,KAN,29,RB,4,0,11,39,1,4,20,1.8,19,1.7,0,
88,Aaron Rodgers,NYJ,41,QB,4,4,11,44,0,3,43,3.9,1,0.1,1,11
89,C.J. Stroud,HOU,23,QB,4,4,11,41,0,2,25,2.3,16,1.5,1,11
90,Ronnie Rivers,LAR,25,RB,4,0,10,51,0,5,35,3.5,16,1.6,0,
91,D'Ernest Johnson,JAX,28,RB,4,0,9,38,0,2,19,2.1,19,2.1,0,
92,Jeremy McNichols,WAS,29,RB,4,0,9,69,2,4,68,7.6,1,0.1,0,
93,Gardner Minshew II,LVR,28,QB,4,4,9,16,0,1,11,1.2,5,0.6,0,
94,Trey Sermon,IND,25,RB,4,0,9,24,1,2,12,1.3,12,1.3,0,
95,Derek Carr,NOR,33,QB,4,4,8,22,1,2,19,2.4,3,0.4,0,
96,Blake Corum,LAR,24,RB,4,0,8,28,0,2,16,2,12,1.5,0,
97,Emari Demercado,ARI,25,RB,4,0,8,77,0,2,35,4.4,42,5.3,2,4
98,Jared Goff,DET,30,QB,4,4,8,16,0,3,15,1.9,1,0.1,0,
99,Khalil Herbert,CHI,26,RB,4,0,8,16,1,3,6,0.8,10,1.3,0,
100,Tyler Huntley,MIA,26,QB,1,1,8,40,1,3,34,4.3,6,0.8,0,
101,Trevor Lawrence,JAX,25,QB,4,4,8,61,0,4,55,6.9,6,0.8,0,
102,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
103,Isaac Guerendo,SFO,24,RB,4,0,7,19,0,,8,1.1,11,1.6,0,
104,Ty Johnson,BUF,27,RB,4,0,7,27,1,2,7,1,20,2.9,0,
105,Dak Prescott,DAL,31,QB,4,4,7,21,1,3,18,2.6,3,0.4,0,
106,J.J. Taylor,HOU,26,RB,2,0,7,21,0,,16,2.3,5,0.7,0,
107,Deuce Vaughn,DAL,23,RB,4,0,7,20,0,,9,1.3,11,1.6,0,
108,Kirk Cousins,ATL,36,QB,4,4,6,-2,0,0,-3,-0.5,1,0.2,0,
109,CeeDee Lamb,DAL,25,WR,4,4,6,33,0,2,20,3.3,13,2.2,0,
110,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
111,Raheem Mostert,MIA,32,RB,1,1,6,9,0,0,2,0.3,7,1.2,0,
112,Jayden Reed,GNB,24,WR,4,2,6,91,1,4,60,10,31,5.2,1,6
113,Andy Dalton,CAR,37,QB,3,2,5,7,0,1,7,1.4,0,0,0,
114,Tank Dell,HOU,25,WR,3,1,5,35,0,2,31,6.2,4,0.8,0,
115,Kenneth Gainwell,PHI,25,RB,4,0,5,17,0,1,10,2,7,1.4,0,
116,Jamycal Hasty,NWE,28,RB,4,0,5,22,0,,12,2.4,10,2,0,
117,Alec Ingold,MIA,28,FB,4,1,5,8,0,3,-1,-0.2,9,1.8,0,
118,Rashid Shaheed,NOR,26,WR,4,4,5,27,0,2,20,4,7,1.4,0,
119,Xavier Worthy,KAN,21,WR,4,3,5,39,1,1,30,6,9,1.8,0,
120,Bryce Young,CAR,23,QB,2,2,5,18,1,1,18,3.6,0,0,0,
121,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
122,Eric Gray,NYG,25,RB,4,0,4,7,0,1,5,1.3,2,0.5,0,
123,Tyreek Hill,MIA,30,WR,4,4,4,31,0,2,29,7.3,2,0.5,0,
124,Jordan Mims,NOR,25,RB,4,0,4,11,0,,7,1.8,4,1,0,
125,Dare Ogunbowale,HOU,30,RB,4,0,4,10,0,0,7,1.8,3,0.8,0,
126,Jameis Winston,CLE,30,QB,2,0,4,5,0,3,4,1,1,0.3,0,
127,Chris Brooks,GNB,24,RB,2,0,3,3,0,,0,0,3,1,0,
128,Derius Davis,LAC,24,WR,4,1,3,17,0,1,9,3,8,2.7,0,
129,Isaiah Davis,NYJ,22,RB,4,0,3,6,0,1,0,0,6,2,0,
130,Zay Flowers,BAL,24,WR,4,3,3,17,0,0,8,2.7,9,3,1,3
131,Jake Haener,NOR,25,QB,2,0,3,-3,0,,-3,-1,0,0,0,
132,Hassan Haskins,LAC,25,RB,4,0,3,11,0,1,4,1.3,7,2.3,0,
133,Travis Homer,CHI,26,RB,2,0,3,16,0,1,12,4,4,1.3,0,
134,Kenny McIntosh,SEA,24,RB,4,0,3,11,0,1,5,1.7,6,2,0,
135,Malik Nabers,NYG,21,WR,4,3,3,0,0,1,-2,-0.7,2,0.7,0,
136,Dameon Pierce,HOU,24,RB,1,0,3,16,0,1,3,1,13,4.3,2,1.5
137,Pierre Strong,CLE,26,RB,2,0,3,5,0,1,1,0.3,4,1.3,0,
138,Tua Tagovailoa,MIA,26,QB,2,2,3,28,0,3,28,9.3,0,0,0,
139,Mitchell Trubisky,BUF,30,QB,3,0,3,-3,0,,-3,-1,0,0,0,
140,Jameson Williams,DET,23,WR,4,3,3,21,0,2,11,3.7,10,3.3,0,
141,Ameer Abdullah,LVR,31,RB,4,0,2,1,0,,-1,-0.5,2,1,0,
142,Treylon Burks,TEN,24,WR,4,2,2,1,0,0,-5,-2.5,6,3,1,2
143,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
144,Stefon Diggs,HOU,31,WR,4,4,2,12,1,1,10,5,2,1,0,
145,Devin Duvernay,JAX,27,WR,4,0,2,7,0,1,3,1.5,4,2,0,
146,Audric Estime,DEN,21,RB,1,0,2,14,0,1,13,6.5,1,0.5,0,
147,Joe Flacco,IND,39,QB,1,0,2,3,0,0,3,1.5,0,0,0,
148,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
149,Cooper Kupp,LAR,31,WR,2,2,2,10,0,1,9,4.5,1,0.5,0,
150,Xavier Legette,CAR,23,WR,4,1,2,10,0,0,10,5,0,0,0,
151,Hunter Luepke,DAL,24,RB,4,0,2,8,0,2,0,0,8,4,0,
152,Drake Maye,NWE,22,QB,1,0,2,12,0,1,12,6,0,0,0,
153,Tyreik McAllister,LVR,26,WR,2,0,2,11,0,1,9,4.5,2,1,0,
154,Ray-Ray McCloud,ATL,28,WR,4,3,2,23,0,1,10,5,13,6.5,0,
155,Bo Melton,GNB,25,WR,4,0,2,8,0,1,3,1.5,5,2.5,1,2
156,Jonathan Mingo,CAR,23,WR,4,2,2,5,0,0,4,2,1,0.5,0,
157,D.J. Moore,CHI,27,WR,4,4,2,8,0,1,8,4,0,0,0,
158,Jalen Nailor,MIN,25,WR,4,2,2,3,0,1,2,1,1,0.5,0,
159,Calvin Ridley,TEN,30,WR,4,3,2,20,1,2,13,6.5,7,3.5,1,2
160,Curtis Samuel,BUF,28,WR,4,0,2,7,0,0,3,1.5,4,2,0,
161,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
162,Sean Tucker,TAM,23,RB,4,0,2,7,0,0,3,1.5,4,2,0,
163,DJ Turner,LVR,27,WR,4,0,2,20,1,1,0,0,20,10,2,1
164,KaVontae Turpin,DAL,28,WR,4,0,2,3,0,0,3,1.5,0,0,0,
165,Jaylen Waddle,MIA,26,WR,4,4,2,7,0,0,3,1.5,4,2,0,
166,Jordan Addison,MIN,22,WR,2,2,1,7,1,1,0,0,7,7,1,1
167,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
168,Brock Bowers,LVR,22,TE,4,3,1,12,0,1,0,0,12,12,1,1
169,Tim Boyle,MIA,30,QB,1,0,1,6,0,0,6,6,0,0,0,
170,British Brooks,HOU,25,RB,4,0,1,2,0,,1,1,1,1,0,
171,Greg Dortch,ARI,26,WR,4,1,1,4,0,0,3,3,1,1,0,
172,Demario Douglas,NWE,24,WR,4,1,1,9,0,0,5,5,4,4,0,
173,Myles Gaskin,MIN,27,RB,4,0,1,-3,0,,-3,-3,0,0,0,
174,Kameron Johnson,TAM,22,WR,3,0,1,0,0,,0,0,0,0,0,
175,Quentin Johnston,LAC,23,WR,4,3,1,4,0,0,0,0,4,4,1,1
176,Travis Kelce,KAN,35,TE,4,4,1,1,0,0,0,0,1,1,0,
177,Jordan Love,GNB,26,QB,2,2,1,6,0,1,0,0,6,6,0,
178,Jakobi Meyers,LVR,28,WR,4,4,1,3,0,0,1,1,2,2,0,
179,Adonai Mitchell,IND,22,WR,4,2,1,10,0,1,10,10,0,0,0,
180,Nick Mullens,MIN,29,QB,2,0,1,0,0,,0,0,0,0,0,
181,Puka Nacua,LAR,23,WR,1,1,1,7,0,0,3,3,4,4,0,
182,Rome Odunze,CHI,22,WR,4,2,1,2,0,0,1,1,1,1,0,
183,Chris Olave,NOR,24,WR,4,4,1,7,0,1,7,7,0,0,0,
184,Cade Otton,TAM,25,TE,4,4,1,-4,0,0,-4,-4,0,0,1,1
185,George Pickens,PIT,23,WR,4,4,1,-10,0,0,-10,-10,0,0,0,
186,Ja'Lynn Polk,NWE,22,WR,4,3,1,0,0,0,0,0,0,0,0,
187,Kalif Raymond,DET,30,WR,4,0,1,12,0,1,9,9,3,3,0,
188,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
189,Wan'Dale Robinson,NYG,23,WR,4,0,1,14,0,1,3,3,11,11,0,
190,Cooper Rush,DAL,31,QB,2,0,1,-1,0,,-1,-1,0,0,0,
191,Khalil Shakir,BUF,24,WR,4,4,1,2,0,0,1,1,1,1,0,
192,Aaron Shampklin,PIT,25,RB,1,0,1,5,0,1,3,3,2,2,0,
193,Laviska Shenault Jr.,SEA,26,WR,4,0,1,1,0,0,0,0,1,1,0,
194,Steven Sims,HOU,27,WR,4,0,1,0,0,,0,0,0,0,0,
195,Matthew Stafford,LAR,36,QB,4,4,1,-1,0,0,-1,-1,0,0,0,
196,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
197,Brian Thomas,JAX,22,WR,4,3,1,13,0,1,9,9,4,4,0,
198,Skylar Thompson,MIA,27,QB,2,1,1,4,0,0,4,4,0,0,0,
199,Tre Tucker,LVR,23,WR,4,3,1,3,1,1,3,3,0,0,0,
200,Clayton Tune,ARI,25,QB,1,0,1,-6,0,,-6,-6,0,0,0,
201,Garrett Wilson,NYJ,24,WR,4,4,1,5,0,1,0,0,5,5,1,1
