,,,,,Games,,Rushing,,,,,,,,,
Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,Derrick Henry,BAL,30,RB,7,7,134,873,8,39,568,4.2,305,2.3,11,12.2
2,Jordan Mason,SFO,25,RB,7,6,128,667,3,30,407,3.2,260,2,6,21.3
3,Josh Jacobs,GNB,26,RB,7,7,120,540,1,25,309,2.6,231,1.9,6,20
4,Najee Harris,PIT,26,RB,7,7,117,478,2,22,247,2.1,231,2,7,16.7
5,Kyren Williams,LAR,24,RB,6,6,116,436,8,34,290,2.5,146,1.3,5,23.2
6,Alvin Kamara,NOR,29,RB,7,7,111,438,6,29,290,2.6,148,1.3,6,18.5
7,James Conner,ARI,29,RB,7,7,109,504,3,35,260,2.4,244,2.2,11,9.9
8,Saquon Barkley,PHI,27,RB,6,6,108,658,5,25,446,4.1,212,2,6,18
9,Chuba Hubbard,CAR,25,RB,7,7,103,537,3,28,316,3.1,221,2.1,2,51.5
10,Bijan Robinson,ATL,22,RB,7,7,103,483,4,24,246,2.4,237,2.3,8,12.9
11,J.K. Dobbins,LAC,26,RB,6,5,95,478,3,23,235,2.5,243,2.6,8,11.9
12,Breece Hall,NYJ,23,RB,7,7,95,348,3,17,176,1.9,172,1.8,3,31.7
13,Tony Pollard,TEN,27,RB,6,6,94,400,3,18,224,2.4,176,1.9,12,7.8
14,D'Andre Swift,CHI,25,RB,6,6,91,325,3,13,195,2.1,130,1.4,3,30.3
15,Aaron Jones,MIN,30,RB,6,6,85,443,2,19,261,3.1,182,2.1,4,21.3
16,Brian Robinson Jr.,WAS,25,RB,6,5,85,396,6,24,152,1.8,244,2.9,7,12.1
17,David Montgomery,DET,27,RB,6,6,84,382,6,23,202,2.4,180,2.1,8,10.5
18,Rhamondre Stevenson,NWE,26,RB,6,5,84,374,3,16,173,2.1,201,2.4,5,16.8
19,James Cook,BUF,25,RB,6,6,82,341,5,17,174,2.1,167,2,3,27.3
20,Jahmyr Gibbs,DET,22,RB,6,1,81,464,5,23,322,4,142,1.8,6,13.5
21,Joe Mixon,HOU,28,RB,4,4,77,401,4,19,316,4.1,85,1.1,3,25.7
22,Lamar Jackson,BAL,27,QB,7,7,73,455,2,23,352,4.8,103,1.4,5,14.6
23,Javonte Williams,DEN,24,RB,7,7,73,301,2,19,144,2,157,2.2,4,18.3
24,Jonathan Taylor,IND,25,RB,4,4,72,349,4,20,246,3.4,103,1.4,2,36
25,De'Von Achane,MIA,23,RB,6,5,71,260,1,11,160,2.3,100,1.4,2,35.5
26,Alexander Mattison,LVR,26,RB,7,3,69,250,3,16,171,2.5,79,1.1,4,17.3
27,Zack Moss,CIN,27,RB,7,5,69,231,2,13,159,2.3,72,1,4,17.3
28,Tank Bigsby,JAX,23,RB,7,0,67,415,4,17,229,3.4,186,2.8,5,13.4
29,Bucky Irving,TAM,22,RB,7,1,67,351,3,17,180,2.7,171,2.6,5,13.4
30,Chase Brown,CIN,24,RB,7,2,66,327,3,15,211,3.2,116,1.8,10,6.6
31,Jayden Daniels,WAS,24,QB,7,7,66,372,4,24,264,4,108,1.6,6,11
32,Kareem Hunt,KAN,29,RB,3,2,63,249,3,12,162,2.6,87,1.4,4,15.8
33,Jalen Hurts,PHI,26,QB,6,6,63,218,4,25,128,2,90,1.4,5,12.6
34,Devin Singletary,NYG,27,RB,5,4,61,239,2,12,96,1.6,143,2.3,5,12.2
35,Rachaad White,TAM,25,RB,6,6,61,227,0,10,87,1.4,140,2.3,2,30.5
36,Rico Dowdle,DAL,26,RB,6,5,59,246,0,15,145,2.5,101,1.7,4,14.8
37,Tyler Allgeier,ATL,24,RB,7,0,56,319,1,20,140,2.5,179,3.2,1,56
38,Travis Etienne,JAX,25,RB,6,6,56,230,2,14,131,2.3,99,1.8,1,56
39,Justin Fields,PIT,25,QB,6,6,55,231,5,17,156,2.8,75,1.4,2,27.5
40,Tyrone Tracy,NYG,25,RB,7,3,53,231,1,13,156,2.9,75,1.4,3,17.7
41,Zamir White,LVR,25,RB,5,4,52,165,0,3,93,1.8,72,1.4,4,13
42,Ray Davis,BUF,25,RB,7,0,51,213,2,12,120,2.4,93,1.8,1,51
43,Antonio Gibson,NWE,26,RB,7,2,51,230,0,9,91,1.8,139,2.7,5,10.2
44,Kenneth Walker III,SEA,24,RB,5,5,51,234,5,15,110,2.2,124,2.4,4,12.8
45,Jerome Ford,CLE,25,RB,6,4,50,264,1,17,140,2.8,124,2.5,4,12.5
46,Daniel Jones,NYG,27,QB,7,7,50,184,0,15,135,2.7,49,1,3,16.7
47,Zach Charbonnet,SEA,23,RB,7,2,49,187,3,12,77,1.6,110,2.2,4,12.3
48,Bo Nix,DEN,24,QB,7,7,47,255,3,22,205,4.4,50,1.1,2,23.5
49,Emanuel Wilson,GNB,25,RB,7,0,47,221,0,10,118,2.5,103,2.2,6,7.8
50,Trey Sermon,IND,25,RB,7,3,45,127,2,13,64,1.4,63,1.4,1,45
51,Ty Chandler,MIN,26,RB,6,0,44,151,0,6,115,2.6,36,0.8,0,
52,D'Onta Foreman,CLE,28,RB,7,2,41,129,0,5,81,2,48,1.2,0,
53,Cam Akers,2TM,25,,6,2,40,147,1,5,84,2.1,63,1.6,2,20
54,Jaleel McLaughlin,DEN,24,RB,7,0,40,151,1,6,73,1.8,78,2,5,8
55,Carson Steele,KAN,22,RB,6,2,39,134,0,13,72,1.8,62,1.6,1,39
56,Josh Allen,BUF,28,QB,7,7,38,179,3,17,134,3.5,45,1.2,0,
57,Gus Edwards,LAC,29,RB,4,1,38,113,0,3,39,1,74,1.9,2,19
58,Ezekiel Elliott,DAL,29,RB,6,1,38,115,1,6,65,1.7,50,1.3,0,
59,Braelon Allen,NYJ,20,RB,7,0,37,155,1,9,65,1.8,90,2.4,2,18.5
60,Raheem Mostert,MIA,32,RB,3,1,36,139,0,5,81,2.3,58,1.6,0,
61,Kyler Murray,ARI,27,QB,7,7,36,325,2,12,258,7.2,67,1.9,0,
62,Anthony Richardson,IND,22,QB,5,5,35,197,1,13,159,4.5,38,1.1,1,35
63,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
64,Brock Purdy,SFO,25,QB,7,7,34,154,2,17,132,3.9,22,0.6,1,34
65,Jaylen Wright,MIA,21,RB,5,1,34,172,0,7,97,2.9,75,2.2,2,17
66,Miles Sanders,CAR,27,RB,7,0,33,132,1,8,79,2.4,53,1.6,2,16.5
67,Tyjae Spears,TEN,23,RB,5,0,33,114,1,8,39,1.2,75,2.3,3,11
68,Austin Ekeler,WAS,29,RB,6,3,32,188,1,5,126,3.9,62,1.9,1,32
69,Jaylen Warren,PIT,26,RB,5,0,32,105,0,6,73,2.3,32,1,1,32
70,Deshaun Watson,CLE,29,QB,7,7,31,148,1,8,109,3.5,39,1.3,1,31
71,Trey Benson,ARI,21,RB,6,1,30,107,0,6,67,2.2,40,1.3,2,15
72,Roschon Johnson,CHI,23,RB,5,0,30,89,3,10,59,2,30,1,0,
73,Jamaal Williams,NOR,29,RB,7,0,30,120,1,8,64,2.1,56,1.9,0,
74,Patrick Mahomes,KAN,29,QB,6,6,28,122,1,10,114,4.1,8,0.3,0,
75,Tyler Goodson,IND,24,RB,6,0,27,128,1,4,82,3,46,1.7,0,
76,Baker Mayfield,TAM,29,QB,7,7,26,158,2,10,131,5,27,1,1,26
77,Justice Hill,BAL,27,RB,7,0,25,99,0,8,57,2.3,42,1.7,3,8.3
78,D'Ernest Johnson,JAX,28,RB,7,1,25,105,0,6,71,2.8,34,1.4,0,
79,Jeremy McNichols,WAS,29,RB,7,1,25,164,3,7,53,2.1,111,4.4,5,5
80,Caleb Williams,CHI,23,QB,6,6,25,169,0,10,124,5,45,1.8,0,
81,Sam Darnold,MIN,27,QB,6,6,24,100,0,8,96,4,4,0.2,0,
82,Isaac Guerendo,SFO,24,RB,7,0,23,142,0,4,30,1.3,112,4.9,0,
83,Dare Ogunbowale,HOU,30,RB,7,1,22,54,0,2,26,1.2,28,1.3,0,
84,C.J. Stroud,HOU,23,QB,7,7,22,94,0,7,62,2.8,32,1.5,3,7.3
85,Joe Burrow,CIN,28,QB,7,7,21,91,1,8,83,4,8,0.4,0,
86,Kenneth Gainwell,PHI,25,RB,6,0,21,96,0,5,73,3.5,23,1.1,1,21
87,Geno Smith,SEA,34,QB,7,7,21,146,1,10,133,6.3,13,0.6,0,
88,Sean Tucker,TAM,23,RB,7,0,21,172,1,8,133,6.3,39,1.9,0,
89,Justin Herbert,LAC,26,QB,6,6,20,34,0,2,12,0.6,22,1.1,1,20
90,Deebo Samuel,SFO,28,WR,6,6,19,51,1,1,22,1.2,29,1.5,1,19
