,,,,,Games,,Rushing,,,,,,,,,
46,Daniel Jones,NYG,27,QB,8,8,53,185,0,16,131,2.5,54,1,3,17.7
47,Bo Nix,DEN,24,QB,8,8,52,259,4,24,208,4,51,1,2,26
48,Emanuel Wilson,GNB,25,RB,8,0,51,226,0,10,110,2.2,116,2.3,6,8.5
49,Jerome Ford,CLE,25,RB,6,4,50,264,1,17,140,2.8,124,2.5,4,12.5
50,Braelon Allen,NYJ,20,RB,8,0,49,187,2,13,76,1.6,111,2.3,2,24.5
51,Ezekiel Elliott,DAL,29,RB,7,2,48,149,2,8,82,1.7,67,1.4,0,
52,Jaleel McLaughlin,DEN,24,RB,8,0,48,198,1,10,105,2.2,93,1.9,5,9.6
53,D'Onta Foreman,CLE,28,RB,8,2,46,155,0,6,101,2.2,54,1.2,0,
54,Josh Allen,BUF,28,QB,8,8,45,204,3,21,143,3.2,61,1.4,0,
55,Raheem Mostert,MIA,32,RB,4,1,45,158,2,8,88,2,70,1.6,0,
56,Trey Sermon,IND,25,RB,8,3,45,127,2,13,64,1.4,63,1.4,1,45
57,Ty Chandler,MIN,26,RB,7,0,44,151,0,6,115,2.6,36,0.8,0,
58,Brock Purdy,SFO,25,QB,8,8,42,210,3,22,167,4,43,1,2,21
59,Kyler Murray,ARI,27,QB,8,8,41,344,2,13,267,6.5,77,1.9,0,
60,Anthony Richardson,IND,22,QB,6,6,41,242,1,17,193,4.7,49,1.2,1,41
61,Carson Steele,KAN,22,RB,7,2,41,140,0,13,70,1.7,70,1.7,2,20.5
62,Jaylen Warren,PIT,26,RB,6,0,41,151,0,8,83,2,68,1.7,3,13.7
63,Cam Akers,2TM,25,,7,2,40,147,1,5,84,2.1,63,1.6,2,20
64,Austin Ekeler,WAS,29,RB,7,3,39,240,1,6,165,4.2,75,1.9,1,39
65,Gus Edwards,LAC,29,RB,4,1,38,113,0,3,39,1,74,1.9,2,19
66,Isaac Guerendo,SFO,24,RB,8,0,37,227,1,8,91,2.5,136,3.7,0,
67,Jaylen Wright,MIA,21,RB,6,1,36,190,0,7,108,3,82,2.3,2,18
68,Caleb Williams,CHI,23,QB,7,7,35,210,0,12,159,4.5,51,1.5,0,
69,Patrick Mahomes,KAN,29,QB,7,7,34,139,1,12,97,2.9,42,1.2,0,
70,Isiah Pacheco,KAN,25,RB,2,2,34,135,1,6,82,2.4,53,1.6,0,
71,Miles Sanders,CAR,27,RB,8,1,34,139,1,9,82,2.4,57,1.7,2,17
72,Tyjae Spears,TEN,23,RB,5,0,33,114,1,8,39,1.2,75,2.3,3,11
73,Roschon Johnson,CHI,23,RB,6,0,32,95,4,11,63,2,32,1,0,
74,Jamaal Williams,NOR,29,RB,8,0,32,124,1,8,66,2.1,58,1.8,0,
75,Trey Benson,ARI,21,RB,7,1,31,117,0,7,68,2.2,49,1.6,2,15.5
76,Deshaun Watson,CLE,29,QB,7,7,31,148,1,8,109,3.5,39,1.3,1,31
77,Geno Smith,SEA,34,QB,8,8,30,177,1,11,164,5.5,13,0.4,0,
78,Baker Mayfield,TAM,29,QB,8,8,29,169,2,12,135,4.7,34,1.2,1,29
79,Nick Chubb,CLE,29,RB,2,2,27,74,1,3,45,1.7,29,1.1,1,27
80,Sam Darnold,MIN,27,QB,7,7,27,106,0,9,101,3.7,5,0.2,0,
81,Tyler Goodson,IND,24,RB,7,0,27,128,1,4,82,3,46,1.7,0,
82,Justice Hill,BAL,27,RB,8,0,27,104,0,9,58,2.1,46,1.7,3,9
83,Kenneth Gainwell,PHI,25,RB,7,0,26,115,0,6,67,2.6,48,1.8,2,13
84,D'Ernest Johnson,JAX,28,RB,8,1,26,108,0,6,54,2.1,54,2.1,0,
85,Jeremy McNichols,WAS,29,RB,8,1,26,163,3,7,52,2,111,4.3,5,5.2
86,Joe Burrow,CIN,28,QB,8,8,24,106,1,9,98,4.1,8,0.3,0,
87,Justin Herbert,LAC,26,QB,7,7,24,83,0,3,58,2.4,25,1,1,24
88,Dare Ogunbowale,HOU,30,RB,8,1,23,58,0,3,23,1,35,1.5,1,23
89,Deebo Samuel,SFO,28,WR,7,7,23,66,1,1,32,1.4,34,1.5,1,23
90,C.J. Stroud,HOU,23,QB,8,8,23,84,0,7,47,2,37,1.6,3,7.7
91,Sean Tucker,TAM,23,RB,8,0,23,175,1,8,129,5.6,46,2,0,
92,Blake Corum,LAR,24,RB,7,0,20,73,0,6,42,2.1,31,1.6,0,
93,Trevor Lawrence,JAX,25,QB,8,8,20,105,1,11,76,3.8,29,1.5,2,10
94,Taysom Hill,NOR,34,TE,4,4,18,97,2,9,44,2.4,53,2.9,1,18
95,Tyler Huntley,MIA,26,QB,3,3,16,67,1,6,60,3.8,7,0.4,0,
96,Will Levis,TEN,25,QB,5,5,16,106,0,9,69,4.3,37,2.3,2,8
97,Cordarrelle Patterson,PIT,33,RB,4,1,16,92,0,5,32,2,60,3.8,1,16
98,Malik Willis,GNB,25,QB,4,2,16,137,1,6,91,5.7,46,2.9,3,5.3
99,Jacoby Brissett,NWE,32,QB,6,5,15,62,0,5,49,3.3,13,0.9,0,
100,Pierre Strong,CLE,26,RB,6,0,15,56,0,4,34,2.3,22,1.5,0,
101,Kirk Cousins,ATL,36,QB,8,8,14,8,0,1,3,0.2,5,0.4,0,
102,Jared Goff,DET,30,QB,7,7,14,18,0,3,16,1.1,2,0.1,0,
103,Ty Johnson,BUF,27,RB,8,1,14,76,1,5,45,3.2,31,2.2,0,
104,Gardner Minshew II,LVR,28,QB,7,6,14,46,0,4,33,2.4,13,0.9,0,
105,Dameon Pierce,HOU,24,RB,4,0,14,98,1,2,22,1.6,76,5.4,3,4.7
106,Emari Demercado,ARI,25,RB,8,0,13,116,0,5,53,4.1,63,4.8,2,6.5
107,Marcus Mariota,WAS,31,QB,2,0,13,36,0,3,30,2.3,6,0.5,0,
108,Drake Maye,NWE,22,QB,4,3,13,114,1,8,75,5.8,39,3,2,6.5
109,Samaje Perine,KAN,29,RB,7,0,13,45,1,4,20,1.5,25,1.9,0,
110,Kimani Vidal,LAC,23,RB,3,0,13,37,0,2,21,1.6,16,1.2,0,
111,Ameer Abdullah,LVR,31,RB,8,0,12,69,1,2,55,4.6,14,1.2,0,
112,Eric Gray,NYG,25,RB,8,0,12,26,0,1,15,1.3,11,0.9,0,
113,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,22,2,64,5.8,1,11
114,Chris Brooks,GNB,24,RB,6,0,11,40,0,3,15,1.4,25,2.3,0,
115,Julius Chestnut,TEN,24,RB,7,0,11,49,0,1,20,1.8,29,2.6,2,5.5
116,Andy Dalton,CAR,37,QB,6,5,11,34,0,2,15,1.4,19,1.7,1,11
117,Jayden Reed,GNB,24,WR,8,4,11,110,1,5,79,7.2,31,2.8,1,11
118,Aaron Rodgers,NYJ,41,QB,8,8,11,44,0,3,43,3.9,1,0.1,1,11
119,Audric Estime,DEN,21,RB,4,0,10,60,0,4,28,2.8,32,3.2,0,
120,Jamycal Hasty,NWE,28,RB,8,0,10,32,0,0,17,1.7,15,1.5,0,
121,Jordan Love,GNB,26,QB,6,6,10,28,0,4,10,1,18,1.8,0,
122,Dak Prescott,DAL,31,QB,7,7,10,24,1,3,21,2.1,3,0.3,0,
123,Ronnie Rivers,LAR,25,RB,7,0,10,51,0,5,35,3.5,16,1.6,0,
124,Will Shipley,PHI,22,RB,7,1,10,12,0,,-11,-1.1,23,2.3,0,
125,Alec Ingold,MIA,28,FB,7,4,9,13,1,5,1,0.1,12,1.3,0,
126,Kendre Miller,NOR,22,RB,2,0,9,52,0,2,16,1.8,36,4,2,4.5
127,Spencer Rattler,NOR,24,QB,3,3,9,61,0,3,17,1.9,44,4.9,0,
128,Craig Reynolds,DET,28,RB,7,0,9,24,0,1,16,1.8,8,0.9,1,9
129,Mason Rudolph,TEN,29,QB,3,2,9,42,1,4,39,4.3,3,0.3,0,
130,Bryce Young,CAR,23,QB,5,3,9,32,1,1,32,3.6,0,0,0,
131,Derek Carr,NOR,33,QB,5,5,8,22,1,2,19,2.4,3,0.4,0,
132,Hassan Haskins,LAC,25,RB,7,0,8,18,0,4,5,0.6,13,1.6,0,
133,Khalil Herbert,CHI,26,RB,6,0,8,16,1,3,6,0.8,10,1.3,0,
134,CeeDee Lamb,DAL,25,WR,7,7,8,37,0,2,22,2.8,15,1.9,0,
135,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
136,Jake Haener,NOR,25,QB,5,0,7,18,0,0,18,2.6,0,0,0,
137,J.J. Taylor,HOU,26,RB,3,0,7,21,0,,16,2.3,5,0.7,0,
138,Patrick Taylor,SFO,26,RB,8,0,7,25,0,1,14,2,11,1.6,0,
139,Deuce Vaughn,DAL,23,RB,4,0,7,20,0,,9,1.3,11,1.6,0,
140,Jameis Winston,CLE,30,QB,6,1,7,4,0,5,3,0.4,1,0.1,0,
141,Xavier Worthy,KAN,21,WR,7,5,7,47,2,2,36,5.1,11,1.6,0,
142,Tyson Bagent,CHI,24,QB,2,0,6,-7,0,,-7,-1.2,0,0,0,
143,Dalvin Cook,DAL,29,RB,1,0,6,12,0,0,7,1.2,5,0.8,0,
144,Tank Dell,HOU,25,WR,7,4,6,30,0,2,26,4.3,4,0.7,0,
145,Joe Flacco,IND,39,QB,4,2,6,26,0,2,24,4,2,0.3,0,
146,Zay Flowers,BAL,24,WR,8,6,6,47,0,1,20,3.3,27,4.5,1,6
147,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
148,Rashid Shaheed,NOR,26,WR,6,5,6,29,0,2,21,3.5,8,1.3,0,
149,Aaron Shampklin,PIT,25,RB,3,0,6,17,0,1,8,1.3,9,1.5,0,
150,Matthew Stafford,LAR,36,QB,7,7,6,-7,0,0,-7,-1.2,0,0,0,
151,Tua Tagovailoa,MIA,26,QB,3,3,6,41,0,4,41,6.8,0,0,0,
152,Mitchell Trubisky,BUF,30,QB,5,0,6,-6,0,,-6,-1,0,0,0,
153,Russell Wilson,PIT,36,QB,2,2,6,10,1,2,7,1.2,3,0.5,0,
154,Derius Davis,LAC,24,WR,5,1,5,31,0,2,21,4.2,10,2,0,
155,Tyreek Hill,MIA,30,WR,7,7,5,36,0,2,34,6.8,2,0.4,0,
156,Terrell Jennings,NWE,23,RB,1,0,5,13,0,,6,1.2,7,1.4,0,
157,Hunter Luepke,DAL,24,RB,7,2,5,14,0,3,6,1.2,8,1.6,0,
158,Jase McClellan,ATL,22,RB,1,0,5,17,0,1,7,1.4,10,2,0,
159,Bo Melton,GNB,25,WR,8,0,5,34,0,3,23,4.6,11,2.2,1,5
160,Jordan Mims,NOR,25,RB,6,0,5,16,0,0,12,2.4,4,0.8,0,
161,Tre Tucker,LVR,23,WR,8,7,5,29,1,2,23,4.6,6,1.2,0,
162,DJ Turner,LVR,27,WR,8,4,5,33,1,1,10,2,23,4.6,2,2.5
163,KaVontae Turpin,DAL,28,WR,7,1,5,14,0,1,9,1.8,5,1,0,
164,Jonathan Ward,PIT,27,RB,4,0,5,22,0,1,12,2.4,10,2,1,5
165,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
166,Isaiah Davis,NYJ,22,RB,8,0,4,18,0,2,9,2.3,9,2.3,0,
167,Xavier Legette,CAR,23,WR,8,5,4,16,0,1,10,2.5,6,1.5,1,4
168,Ray-Ray McCloud,ATL,28,WR,8,7,4,43,0,2,25,6.3,18,4.5,0,
169,Kenny McIntosh,SEA,24,RB,8,0,4,16,0,1,10,2.5,6,1.5,0,
170,D.J. Moore,CHI,27,WR,7,7,4,15,0,1,14,3.5,1,0.3,0,
171,Calvin Ridley,TEN,30,WR,7,6,4,32,1,2,23,5.8,9,2.3,1,4
172,Sterling Shepard,TAM,31,WR,6,1,4,31,0,1,23,5.8,8,2,0,
173,Clayton Tune,ARI,25,QB,2,0,4,-4,0,1,-5,-1.3,1,0.3,0,
174,Jameson Williams,DET,23,WR,6,4,4,32,0,3,19,4.8,13,3.3,0,
175,Stefon Diggs,HOU,31,WR,8,8,3,8,1,1,6,2,2,0.7,0,
176,Devin Duvernay,JAX,27,WR,5,0,3,10,0,1,3,1,7,2.3,0,
177,Myles Gaskin,MIN,27,RB,5,0,3,-1,0,,-2,-0.7,1,0.3,0,
178,Travis Homer,CHI,26,RB,3,0,3,16,0,1,12,4,4,1.3,0,
179,Kyle Juszczyk,SFO,33,FB,8,7,3,21,1,1,6,2,15,5,1,3
180,Malik Nabers,NYG,21,WR,6,5,3,0,0,1,-2,-0.7,2,0.7,0,
181,Puka Nacua,LAR,23,WR,2,2,3,12,0,0,7,2.3,5,1.7,0,
182,Rome Odunze,CHI,22,WR,7,5,3,15,0,1,6,2,9,3,0,
183,Curtis Samuel,BUF,28,WR,7,0,3,6,0,0,2,0.7,4,1.3,0,
184,Brian Thomas,JAX,22,WR,8,7,3,15,0,1,10,3.3,5,1.7,0,
185,Dorian Thompson-Robinson,CLE,25,QB,1,0,3,44,0,2,36,12,8,2.7,0,
186,Tim Boyle,MIA,30,QB,2,0,2,10,0,1,9,4.5,1,0.5,0,
187,Treylon Burks,TEN,24,WR,5,2,2,1,0,0,-5,-2.5,6,3,1,2
188,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
189,Ashton Dulin,IND,27,WR,8,2,2,21,0,1,17,8.5,4,2,0,
190,Troy Franklin,DEN,21,WR,7,4,2,8,0,0,6,3,2,1,0,
191,C.J. Ham,MIN,31,FB,7,2,2,10,1,1,8,4,2,1,0,
192,Mecole Hardman,KAN,26,WR,7,0,2,38,1,2,31,15.5,7,3.5,0,
193,Diontae Johnson,CAR,28,WR,7,7,2,6,0,1,6,3,0,0,0,
194,Quentin Johnston,LAC,23,WR,5,4,2,4,0,0,0,0,4,2,1,2
195,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
196,Cooper Kupp,LAR,31,WR,3,3,2,10,0,1,9,4.5,1,0.5,0,
197,Tyreik McAllister,LVR,26,WR,3,0,2,11,0,1,9,4.5,2,1,0,
198,Terry McLaurin,WAS,29,WR,8,8,2,2,0,0,2,1,0,0,0,
199,Jalen McMillan,TAM,23,WR,6,5,2,28,0,2,14,7,14,7,1,2
200,Jonathan Mingo,CAR,23,WR,8,5,2,5,0,0,4,2,1,0.5,0,
201,Adonai Mitchell,IND,22,WR,8,4,2,14,0,1,12,6,2,1,0,
202,Jalen Nailor,MIN,25,WR,7,3,2,3,0,1,2,1,1,0.5,0,
203,Wan'Dale Robinson,NYG,23,WR,8,3,2,18,0,1,3,1.5,15,7.5,0,
204,Cooper Rush,DAL,31,QB,3,0,2,1,0,1,1,0.5,0,0,0,
205,Khalil Shakir,BUF,24,WR,7,5,2,4,0,0,1,0.5,3,1.5,1,2
206,Xavier Smith,LAR,27,WR,5,0,2,30,0,1,27,13.5,3,1.5,0,
207,Jarrett Stidham,DEN,28,QB,1,0,2,-2,0,,-2,-1,0,0,0,
208,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
209,Jaylen Waddle,MIA,26,WR,7,7,2,7,0,0,3,1.5,4,2,0,
210,Jordan Addison,MIN,22,WR,5,5,1,7,1,1,0,0,7,7,1,1
211,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
212,Tutu Atwell,LAR,25,WR,7,4,1,7,0,0,6,6,1,1,0,
213,Jake Bailey,MIA,27,P,7,0,1,0,0,,0,0,0,0,0,
214,Brock Bowers,LVR,22,TE,8,7,1,12,0,1,0,0,12,12,1,1
215,British Brooks,HOU,25,RB,5,0,1,2,0,,1,1,1,1,0,
216,Ja'Marr Chase,CIN,24,WR,8,8,1,11,0,1,11,11,0,0,0,
217,Greg Dortch,ARI,26,WR,8,1,1,4,0,0,3,3,1,1,0,
218,Jahan Dotson,PHI,24,WR,7,3,1,13,0,1,13,13,0,0,0,
219,Demario Douglas,NWE,24,WR,8,2,1,9,0,0,5,5,4,4,0,
220,Josh Downs,IND,23,WR,6,2,1,12,0,0,12,12,0,0,0,
221,Chris Godwin,TAM,28,WR,7,7,1,2,0,1,1,1,1,1,0,
222,Jaden Hicks,KAN,22,DB,7,0,1,1,0,,0,0,1,1,0,
223,Hendon Hooker,DET,26,QB,2,0,1,-1,0,0,-1,-1,0,0,0,
224,Justin Jefferson,MIN,25,WR,7,7,1,3,0,0,3,3,0,0,0,
225,Kameron Johnson,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
226,Travis Kelce,KAN,35,TE,7,7,1,1,0,0,0,0,1,1,0,
227,Charlie Kolar,BAL,25,TE,8,3,1,2,0,1,2,2,0,0,0,
228,Tucker Kraft,GNB,24,TE,8,8,1,2,0,1,0,0,2,2,0,
229,Dylan Laube,LVR,25,RB,3,0,1,0,0,,0,0,0,0,0,
230,Drew Lock,NYG,28,QB,2,0,1,13,0,1,13,13,0,0,0,
231,Jakobi Meyers,LVR,28,WR,6,6,1,3,0,0,1,1,2,2,0,
232,Marvin Mims,DEN,22,WR,8,1,1,17,0,1,0,0,17,17,1,1
233,Nick Mullens,MIN,29,QB,2,0,1,0,0,0,0,0,0,0,0,
234,Chris Olave,NOR,24,WR,7,7,1,7,0,1,7,7,0,0,0,
235,Cade Otton,TAM,25,TE,8,8,1,-4,0,0,-4,-4,0,0,1,1
236,Ricky Pearsall,SFO,24,WR,2,1,1,39,0,1,39,39,0,0,0,
237,George Pickens,PIT,23,WR,8,7,1,-10,0,0,-10,-10,0,0,0,
238,Ja'Lynn Polk,NWE,22,WR,7,5,1,0,0,0,0,0,0,0,0,
239,Kalif Raymond,DET,30,WR,7,0,1,12,0,1,9,9,3,3,0,
240,Jalen Reagor,LAC,25,WR,2,0,1,-1,0,0,-1,-1,0,0,0,
241,Jalen Reeves-Maybin,DET,29,LB,7,0,1,1,0,,1,1,0,0,0,
242,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
243,JK Scott,LAC,29,P,7,0,1,0,0,,0,0,0,0,0,
244,Laviska Shenault Jr.,SEA,26,WR,8,0,1,1,0,0,0,0,1,1,0,
245,Steven Sims,HOU,27,WR,5,0,1,0,0,,0,0,0,0,0,
246,Jonnu Smith,MIA,29,TE,7,1,1,-1,0,0,-1,-1,0,0,0,
247,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
248,Tavierre Thomas,TAM,28,CB,8,0,1,-2,0,,-2,-2,0,0,0,
249,Skylar Thompson,MIA,27,QB,2,1,1,4,0,0,4,4,0,0,0,
250,Cedric Tillman,CLE,24,WR,8,3,1,-5,0,0,-5,-5,0,0,0,
251,Sione Vaki,DET,23,RB,7,0,1,5,0,0,4,4,1,1,0,
252,Christian Watson,GNB,25,WR,7,7,1,-4,0,0,-4,-4,0,0,0,
253,Garrett Wilson,NYJ,24,WR,8,8,1,5,0,1,0,0,5,5,1,1
