"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Josh Allen","BUF","qb","7","MIA","29","7900","23.8936","35.5761","284.3084","2.6049","0.7917","1.9895","7.6966","39.8335","0.4471","0","0","0","0","0.6133","0.3067","0.078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Joe Burrow","CIN","qb","10","BLT","24.7","6900","24.9022","35.9648","290.2413","2.5527","0.6712","2.6806","3.9863","10.8119","0.1945","0","0","0","0","0.4699","0.235","0.0758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Dalvin Cook","MIN","rb","7","NYG","21.1","7000","0","0","0","0","0","0","19.3981","88.8891","0.7781","3.8536","3.2995","22.8736","0.1431","0.2681","0.1341","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tom Brady","TB","qb","11","DAL","21.1","5800","27.4866","40.0751","302.3539","1.9013","0.5745","1.5121","1.2153","1.227","0.0482","0","0","0","0","0.2641","0.132","0.0859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Justin Jefferson","MIN","wr","7","NYG","21.3","8400","0","0","0","0","0","0","0.3095","1.8571","0.0149","9.1689","6.4237","94.8925","0.6307","0.0483","0.0241","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Kirk Cousins","MIN","qb","7","NYG","21","5900","24.3168","35.4411","275.4348","2.0768","0.6769","1.998","2.1532","7.3873","0.0913","0","0","0","0","0.5625","0.2813","0.0561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Stefon Diggs","BUF","wr","7","MIA","21.1","7600","0","0","0","0","0","0","0.0971","0.4553","0.0039","9.2295","6.6949","85.0202","0.8001","0.0373","0.0187","0.0183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Brock Purdy","SF","qb","9","SEA","20.7","5300","21.6779","32.5648","250.6211","1.9729","0.9102","2.0605","3.599","16.4153","0.1925","0","0","0","0","0.4547","0.2274","0.0755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Justin Herbert","LAC","qb","8","@JAX","20.3","6600","25.5723","38.1811","267.4047","1.6912","0.7583","2.2673","4.1369","14.0964","0.1872","0","0","0","0","0.4004","0.2002","0.0661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Dak Prescott","DAL","qb","9","@TB","19.1","6000","23.2759","36.1159","253.1639","1.6907","0.7566","1.9353","3.0995","12.3738","0.1573","0","0","0","0","0.573","0.2865","0.0573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
