"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Tony Pollard","DAL","rb","9","CHI","24.5","6100","0","0","0","0","0","0","21.2716","102.674","0.8104","4.6486","3.893","28.4698","0.1636","0.1223","0.0611","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Derrick Henry","TEN","rb","6","@HST","21.2","8400","0","0","0","0","0","0","21.4307","93.3427","1.0056","2.7747","2.3154","16.4077","0.0948","0.1887","0.0944","0.0364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Kenneth Walker III","SEA","rb","11","NYG","19.8","6500","0","0","0","0","0","0","18.1602","92.4678","0.6861","3.1998","2.6956","19.1624","0.0982","0.1293","0.0646","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tyreek Hill","MIA","wr","11","@DET","23.8","8500","0","0","0","0","0","0","0.8226","3.9783","0.0455","10.2979","7.4518","98.1395","0.7336","0.0824","0.0412","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Jonathan Taylor","IND","rb","14","WAS","18.6","8000","0","0","0","0","0","0","18.3852","82.3005","0.6869","3.4583","2.8954","18.7631","0.0943","0.1647","0.0824","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Justin Jefferson","MIN","wr","7","ARZ","22.6","9100","0","0","0","0","0","0","0.3033","1.8024","0.0143","9.6368","6.7416","101.0457","0.6578","0.0659","0.033","0.0223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Dalvin Cook","MIN","rb","7","ARZ","18.4","7600","0","0","0","0","0","0","17.9933","81.8566","0.703","3.1574","2.7304","18.2069","0.0991","0.2472","0.1236","0.0393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Saquon Barkley","NYG","rb","9","@SEA","18","8100","0","0","0","0","0","0","16.7226","68.4981","0.5324","4.7344","3.8663","26.4048","0.1519","0.154","0.077","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Cooper Kupp","LA","wr","7","SF","22","9600","0","0","0","0","0","0","0.5331","2.7706","0.0256","9.7643","7.4551","89.1548","0.6742","0.0578","0.0289","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Christian McCaffrey","SF","rb","9","@LA","17.8","8700","0","0","0","0","0","0","18.0562","71.9925","0.4223","4.5074","3.6913","28.2277","0.1402","0.117","0.0585","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","D'Onta Foreman","CAR","rb","13","@ATL","17.6","5300","0","0","0","0","0","0","18.047","78.3819","0.5127","3.5349","2.8767","22.0137","0.1346","0.175","0.0875","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Alvin Kamara","NO","rb","14","LV","17.4","7100","0","0","0","0","0","0","14.0658","58.6505","0.4797","4.8955","4.0393","31.9692","0.1805","0.1061","0.053","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Darrell Henderson","LA","rb","7","SF","16.2","5500","0","0","0","0","0","0","15.6533","60.7447","0.4994","3.9266","3.208","24.1332","0.1736","0.0567","0.0284","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Nick Chubb","CLV","rb","9","CIN","15.9","7900","0","0","0","0","0","0","15.709","81.9377","0.6243","1.9102","1.5815","11.6501","0.0489","0.0656","0.0328","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Tee Higgins","CIN","wr","10","@CLV","20","6500","0","0","0","0","0","0","0","0","0","9.2576","6.1569","88.5414","0.648","0.0644","0.0322","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Mike Evans","TB","wr","11","BLT","19.9","0","0","0","0","0","0","0","0.0234","0.1095","0.0009","9.0804","6.1051","86.8917","0.6691","0.0256","0.0128","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Joe Mixon","CIN","rb","10","@CLV","15.7","7200","0","0","0","0","0","0","15.2382","60.3964","0.5554","3.6758","3.0861","20.5188","0.1397","0.0829","0.0415","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Josh Jacobs","LV","rb","6","@NO","15.4","7500","0","0","0","0","0","0","18.4611","72.998","0.5126","2.8661","2.3805","16.3226","0.0667","0.128","0.064","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","DeAndre Hopkins","ARZ","wr","13","@MIN","19.4","7400","0","0","0","0","0","0","0","0","0","9.4382","6.694","83.2753","0.5748","0.1129","0.0565","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","D.J. Moore","CAR","wr","13","@ATL","19.3","5300","0","0","0","0","0","0","0.3646","2.3855","0.012","10.167","6.437","85.6958","0.4855","0.0518","0.0259","0.0206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Stefon Diggs","BUF","wr","7","GB","19.1","8900","0","0","0","0","0","0","0.0914","0.4304","0.0036","9.1023","6.4607","78.8523","0.6304","0.0279","0.014","0.0248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Travis Etienne","JAX","rb","11","DEN","14.9","0","0","0","0","0","0","0","15.4982","72.0422","0.4053","2.9841","2.3879","18.2375","0.07","0.1553","0.0777","0.0233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Raheem Mostert","MIA","rb","11","@DET","14.8","5900","0","0","0","0","0","0","14.22","62.514","0.4166","3.1875","2.5973","21.0591","0.1503","0.1086","0.0543","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Aaron Jones","GB","rb","14","@BUF","14.6","7800","0","0","0","0","0","0","12.2727","52.5374","0.3077","4.4954","3.6686","26.4011","0.1517","0.1554","0.0777","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Chris Godwin","TB","wr","11","BLT","18.6","0","0","0","0","0","0","0","0.0234","0.1263","0.001","8.8905","6.8343","79.8355","0.4961","0.0891","0.0446","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Leonard Fournette","TB","rb","11","BLT","14.4","0","0","0","0","0","0","0","13.5335","53.0933","0.4306","3.6474","3.084","23.5101","0.1271","0.0301","0.0151","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Josh Allen","BUF","qb","7","GB","27.2","8500","23.6099","36.4583","280.1167","2.2558","0.9016","1.9149","8.2553","39.7142","0.442","0","0","0","0","0.632","0.316","0.0817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Davante Adams","LV","wr","6","@NO","18.4","8600","0","0","0","0","0","0","0.1896","0.8907","0.0069","9.2466","6.6097","76.0675","0.5547","0.0499","0.025","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Rhamondre Stevenson","NE","rb","10","@NYJ","14.1","6400","0","0","0","0","0","0","16.2549","72.8016","0.5338","2.0556","1.6913","10.9694","0.0375","0.0808","0.0404","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Jaylen Waddle","MIA","wr","11","@DET","18.2","6700","0","0","0","0","0","0","0.5171","3.152","0.0226","8.7217","6.3794","73.8882","0.4954","0.1651","0.0825","0.0171","84.7632","0.0671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Dameon Pierce","HST","rb","6","TEN","14","6300","0","0","0","0","0","0","16.4804","68.5568","0.3943","2.5515","2.1213","16.3197","0.0791","0.1725","0.0863","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Miles Sanders","PHI","rb","7","PIT","13.8","6600","0","0","0","0","0","0","15.0539","68.3702","0.4888","2.2855","1.8979","12.2744","0.0566","0.1502","0.0751","0.0352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Brandin Cooks","HST","wr","6","TEN","17.7","5900","0","0","0","0","0","0","0.1022","0.4467","0.0045","9.0177","6.2503","79.1338","0.4319","0.0303","0.0151","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","George Kittle","SF","te","9","@LA","15.4","5700","0","0","0","0","0","0","0","0","0","7.5964","5.5863","69.6675","0.3851","0.086","0.043","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Devin Singletary","BUF","rb","7","GB","13.1","5900","0","0","0","0","0","0","13.3173","60.9507","0.4548","2.4387","2.0371","14.5942","0.0774","0.1556","0.0778","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","CeeDee Lamb","DAL","wr","9","CHI","16.8","7000","0","0","0","0","0","0","0.5263","3.197","0.0254","7.9161","5.3922","71.9861","0.518","0.0457","0.0229","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Jalen Hurts","PHI","qb","7","PIT","25.4","8300","19.9259","31.822","243.4733","1.6426","0.7054","2.0984","10.662","49.7488","0.6898","0","0","0","0","0.8904","0.4452","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
