"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Cooper Kupp","LA","wr","7","ATL","24","9900","0","0","0","0","0","0","0.5798","3.0569","0.0271","9.798","7.6226","93.3288","0.8713","0.084","0.042","0.0193","13.6839","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Jonathan Taylor","IND","rb","14","@JAX","20.6","9900","0","0","0","0","0","0","19.4731","91.5751","0.8772","3.1529","2.6523","17.7764","0.1015","0.1532","0.0766","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Saquon Barkley","NYG","rb","9","CAR","20","7300","0","0","0","0","0","0","17.9599","78.5955","0.6729","4.5763","3.7719","25.7542","0.155","0.198","0.099","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Christian McCaffrey","CAR","rb","13","@NYG","19.8","8900","0","0","0","0","0","0","14.4317","62.584","0.4309","6.2737","5.1254","41.6002","0.1897","0.1331","0.0666","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Dalvin Cook","MIN","rb","7","@PHI","18.4","8200","0","0","0","0","0","0","18.484","81.311","0.6378","3.6786","3.1019","19.6693","0.0876","0.2549","0.1274","0.048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Justin Jefferson","MIN","wr","7","@PHI","20.4","9100","0","0","0","0","0","0","0.3115","1.8841","0.0102","9.2917","6.0858","93.1331","0.5881","0.0663","0.0331","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Travis Kelce","KC","te","8","LAC","18.1","0","0","0","0","0","0","0","0.137","0.5837","0.0103","8.1876","6.0378","76.7323","0.5764","0.0566","0.0283","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Josh Allen","BUF","qb","7","TEN","28.7","7900","24.9898","36.8412","295.6439","2.3471","0.8004","1.6086","8.7481","41.0901","0.4576","0","0","0","0","0.6176","0.3088","0.0854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Davante Adams","LV","wr","6","ARZ","19.8","8600","0","0","0","0","0","0","0.0947","0.4451","0.0041","9.4441","7.0453","81.211","0.6141","0.0382","0.0191","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Stefon Diggs","BUF","wr","7","TEN","19.7","7700","0","0","0","0","0","0","0.0917","0.4322","0.0033","9.0356","6.579","81.6102","0.6606","0.0355","0.0178","0.0248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
