"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Derrick Henry","TEN","rb","6","JAX","22","7900","0","0","0","0","0","0","22.7953","94.067","0.9533","3.2109","2.7042","21.0923","0.1252","0.1893","0.0947","0.0295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Rhamondre Stevenson","NE","rb","10","@ARZ","20.9","6600","0","0","0","0","0","0","20.1884","89.5068","0.5832","4.7101","3.9193","26.768","0.1153","0.1196","0.0598","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","MIA","wr","11","@LAC","24.5","8800","0","0","0","0","0","0","0.8119","3.9232","0.0436","10.4834","7.6213","102.2179","0.7488","0.0748","0.0374","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Dalvin Cook","MIN","rb","7","@DET","19.6","7300","0","0","0","0","0","0","18.704","83.5872","0.7118","3.8482","3.2424","20.8525","0.1182","0.2293","0.1146","0.0369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Joe Mixon","CIN","rb","10","CLV","19","6900","0","0","0","0","0","0","15.7759","68.6013","0.7125","4.1537","3.5633","25.8265","0.1869","0.0851","0.0426","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Justin Jefferson","MIN","wr","7","@DET","20.7","9000","0","0","0","0","0","0","0.2985","1.7968","0.0136","9.156","6.2485","92.6658","0.6061","0.0532","0.0266","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Austin Ekeler","LAC","rb","8","MIA","16.4","8600","0","0","0","0","0","0","13.2165","50.202","0.3301","5.2496","4.4993","32.8405","0.227","0.2166","0.1083","0.0425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Saquon Barkley","NYG","rb","9","PHI","16.4","8000","0","0","0","0","0","0","14.7893","60.7767","0.4485","4.8695","3.9947","25.5447","0.1081","0.1212","0.0606","0.0205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Travis Kelce","KC","te","8","@DEN","19.1","7600","0","0","0","0","0","0","0.1398","0.6072","0.0085","8.4473","6.1824","78.4014","0.6925","0.0598","0.0299","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Davante Adams","LV","wr","6","@LA","19.5","0","0","0","0","0","0","0","0.1965","0.925","0.0077","9.5674","6.6869","79.6309","0.6526","0.0417","0.0209","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
