"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","SF","rb","9","ARZ","21.7","9300","0","0","0","0","0","0","19.3181","88.3458","0.9067","3.633","2.9761","24.0822","0.1556","0.1147","0.0574","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Derrick Henry","TEN","rb","6","@JAX","19.3","8000","0","0","0","0","0","0","21.4463","85.802","0.7416","3.5692","2.8448","20.1488","0.068","0.23","0.115","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Austin Ekeler","LAC","rb","8","@DEN","18.2","8900","0","0","0","0","0","0","15.1312","62.8202","0.5364","5.0639","4.2307","29.223","0.1838","0.2034","0.1017","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Stefon Diggs","BUF","wr","7","NE","19.7","7900","0","0","0","0","0","0","0.096","0.4531","0.0037","9.1114","6.4713","80.9917","0.6859","0.0368","0.0184","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Mike Evans","TB","wr","11","@ATL","19.6","7400","0","0","0","0","0","0","0.0229","0.1069","0.0009","8.7498","5.7575","83.7154","0.7521","0.0149","0.0075","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Ja'Marr Chase","CIN","wr","10","BLT","19.3","8400","0","0","0","0","0","0","0.3367","2.0648","0.0145","8.0039","5.6791","81.4742","0.7182","0.0973","0.0486","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Patrick Mahomes","KC","qb","8","@LV","26.5","0","26.0398","39.0358","308.8585","2.3886","0.5471","1.6863","3.7033","21.9052","0.2071","0","0","0","0","0.3824","0.1912","0.1012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Alexander Mattison","MIN","rb","7","@CHI","16.5","5100","0","0","0","0","0","0","14.9019","67.197","0.5926","3.2863","2.7322","20.647","0.1455","0.094","0.047","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Travis Kelce","KC","te","8","@LV","17.6","0","0","0","0","0","0","0","0.1363","0.5801","0.0078","7.6523","5.7751","73.5223","0.6123","0.0506","0.0253","0.0231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Chris Godwin","TB","wr","11","@ATL","18","7200","0","0","0","0","0","0","0.0229","0.124","0.0011","8.55","6.6403","73.551","0.5404","0.0918","0.0459","0.0295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Josh Allen","BUF","qb","7","NE","25.8","8400","23.4425","35.2769","268.2332","2.2095","0.8394","1.9954","6.6955","37.4004","0.3766","0","0","0","0","0.558","0.279","0.0701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Travis Etienne","JAX","rb","11","TEN","15.8","6700","0","0","0","0","0","0","18.5336","79.7769","0.4644","2.5038","2.0784","16.0214","0.0894","0.2115","0.1057","0.027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Aaron Jones","GB","rb","14","DET","15.7","6900","0","0","0","0","0","0","13.7113","64.6636","0.511","3.3071","2.7667","20.5703","0.1532","0.1869","0.0934","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
