"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jeff Wilson Jr.","MIA","rb","11","HST","22.9","5900","0","0","0","0","0","0","20.22","88.3715","0.9098","3.9056","3.2191","27.379","0.2669","0.2512","0.1256","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Tyreek Hill","MIA","wr","11","HST","25.4","8800","0","0","0","0","0","0","0.912","4.3617","0.0646","10.0038","7.3943","99.8323","0.9623","0.0775","0.0387","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Derrick Henry","TEN","rb","6","CIN","21.3","8300","0","0","0","0","0","0","21.9994","95.0734","0.8902","3.1311","2.6078","19.213","0.0914","0.1742","0.0871","0.0359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Jonathan Taylor","IND","rb","14","PIT","20.2","7900","0","0","0","0","0","0","20.4429","91.0746","0.7208","3.4984","2.9925","19.7952","0.1112","0.222","0.111","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Dalvin Cook","MIN","rb","7","NE","19.2","0","0","0","0","0","0","0","18.9274","84.7671","0.6507","3.7309","3.1739","20.685","0.1052","0.2426","0.1213","0.0303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Josh Allen","BUF","qb","7","@DET","29.6","0","25.902","37.8578","302.3403","2.6777","0.7838","1.6607","6.909","38.7574","0.3595","0","0","0","0","0.5671","0.2835","0.092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Kenneth Walker III","SEA","rb","11","LV","17.7","6900","0","0","0","0","0","0","18.2019","82.5071","0.7356","2.7518","2.3381","13.7795","0.0707","0.11","0.055","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Austin Ekeler","LAC","rb","8","@ARZ","17.2","8500","0","0","0","0","0","0","13.142","56.2513","0.4329","5.152","4.3498","30.5636","0.195","0.1963","0.0981","0.0348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","James Conner","ARZ","rb","13","LAC","17","6600","0","0","0","0","0","0","15.2086","63.4749","0.6783","3.8398","3.2275","22.7319","0.1113","0.2087","0.1043","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Stefon Diggs","BUF","wr","7","@DET","20.7","0","0","0","0","0","0","0","0.0912","0.4358","0.0032","9.0941","6.689","84.2215","0.7578","0.0426","0.0213","0.0288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Saquon Barkley","NYG","rb","9","@DAL","16.7","0","0","0","0","0","0","0","15.191","61.7722","0.3999","5.2193","4.2554","27.3899","0.1202","0.1333","0.0666","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Jaylen Waddle","MIA","wr","11","HST","20","7300","0","0","0","0","0","0","0.5732","3.4779","0.0331","8.5306","6.3386","77.3657","0.7045","0.1572","0.0786","0.0179","74.8348","0.0729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Tee Higgins","CIN","wr","10","@TEN","19.9","6900","0","0","0","0","0","0","0","0","0","9.0714","6.2004","88.9211","0.6155","0.0614","0.0307","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Justin Jefferson","MIN","wr","7","NE","19.6","0","0","0","0","0","0","0","0.302","1.8073","0.0135","8.877","6.032","90.5914","0.5143","0.0548","0.0274","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
