CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,RB,Matt Breida (24308249),Matt Breida,24308249,CPT,3000,DAL@NYG 09/26/2022 09:45PM ET,NYG,1
,,,,,,,RB,Gary Brightwell (24308296),Gary Brightwell,24308296,FLEX,2800,DAL@NYG 09/26/2022 09:45PM ET,NYG,0.7
,,,,,,,WR,Simi Fehoko (24308297),Simi Fehoko,24308297,FLEX,2400,DAL@NYG 09/26/2022 09:45PM ET,DAL,1.6
,,,,,,,TE,Tanner Hudson (24308250),Tanner Hudson,24308250,CPT,2400,DAL@NYG 09/26/2022 09:45PM ET,NYG,2.1
,,,,,,,RB,Matt Breida (24308298),Matt Breida,24308298,FLEX,2000,DAL@NYG 09/26/2022 09:45PM ET,NYG,1
,,,,,,,TE,Chris Myarick (24308251),Chris Myarick,24308251,CPT,1800,DAL@NYG 09/26/2022 09:45PM ET,NYG,3.55
,,,,,,,TE,Tanner Hudson (24308299),Tanner Hudson,24308299,FLEX,1600,DAL@NYG 09/26/2022 09:45PM ET,NYG,2.1
,,,,,,,WR,Jalen Tolbert (24308252),Jalen Tolbert,24308252,CPT,1500,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Chris Myarick (24308300),Chris Myarick,24308300,FLEX,1200,DAL@NYG 09/26/2022 09:45PM ET,NYG,3.55
,,,,,,,WR,Wan'Dale Robinson (24308253),Wan'Dale Robinson,24308253,CPT,1200,DAL@NYG 09/26/2022 09:45PM ET,NYG,1.5
,,,,,,,WR,Jalen Tolbert (24308301),Jalen Tolbert,24308301,FLEX,1000,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,KaVontae Turpin (24308254),KaVontae Turpin,24308254,CPT,900,DAL@NYG 09/26/2022 09:45PM ET,DAL,0.15
,,,,,,,WR,Wan'Dale Robinson (24308302),Wan'Dale Robinson,24308302,FLEX,800,DAL@NYG 09/26/2022 09:45PM ET,NYG,1.5
,,,,,,,WR,KaVontae Turpin (24308303),KaVontae Turpin,24308303,FLEX,600,DAL@NYG 09/26/2022 09:45PM ET,DAL,0.15
,,,,,,,RB,Sandro Platzgummer (24308255),Sandro Platzgummer,24308255,CPT,600,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Sandro Platzgummer (24308304),Sandro Platzgummer,24308304,FLEX,400,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Malik Davis (24308256),Malik Davis,24308256,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Sean McKeon (24308257),Sean McKeon,24308257,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Darius Slayton (24308258),Darius Slayton,24308258,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Qadree Ollison (24308259),Qadree Ollison,24308259,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Kalil Pimpleton (24308260),Kalil Pimpleton,24308260,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Rico Dowdle (24308261),Rico Dowdle,24308261,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Austin Allen (24308262),Austin Allen,24308262,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,TE,Ian Bunting (24308263),Ian Bunting,24308263,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Marcus Johnson (24308264),Marcus Johnson,24308264,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,TE,Jake Ferguson (24308265),Jake Ferguson,24308265,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Brandon Smith (24308266),Brandon Smith,24308266,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Collin Johnson (24308267),Collin Johnson,24308267,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Antonio Williams (24308268),Antonio Williams,24308268,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,WR,James Washington (24308269),James Washington,24308269,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Peyton Hendershot (24308270),Peyton Hendershot,24308270,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Dontario Drummond (24308271),Dontario Drummond,24308271,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,RB,Jashaun Corbin (24308272),Jashaun Corbin,24308272,CPT,300,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Malik Davis (24308306),Malik Davis,24308306,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Sean McKeon (24308314),Sean McKeon,24308314,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Darius Slayton (24308310),Darius Slayton,24308310,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Qadree Ollison (24308320),Qadree Ollison,24308320,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Kalil Pimpleton (24308307),Kalil Pimpleton,24308307,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Rico Dowdle (24308313),Rico Dowdle,24308313,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Austin Allen (24308316),Austin Allen,24308316,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,TE,Ian Bunting (24308308),Ian Bunting,24308308,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Marcus Johnson (24308309),Marcus Johnson,24308309,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,TE,Jake Ferguson (24308311),Jake Ferguson,24308311,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Brandon Smith (24308319),Brandon Smith,24308319,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Collin Johnson (24308321),Collin Johnson,24308321,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,RB,Antonio Williams (24308318),Antonio Williams,24308318,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
,,,,,,,WR,James Washington (24308305),James Washington,24308305,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,TE,Peyton Hendershot (24308317),Peyton Hendershot,24308317,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,WR,Dontario Drummond (24308312),Dontario Drummond,24308312,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,DAL,0
,,,,,,,RB,Jashaun Corbin (24308315),Jashaun Corbin,24308315,FLEX,200,DAL@NYG 09/26/2022 09:45PM ET,NYG,0
